Gene = PHAX
Position 2904: 0.00012760630027351807
Position 758: 0.00012284970426676217
Position 2830: 0.00012048510219534584
Position 467: 0.0001076897424412842
Position 480: 0.00010604621930277305
Position 2404: 0.00010165678389116104
Position 1366: 9.890325131654539e-05
Position 510: 9.295322032828844e-05
Position 5232: 9.290380397950682e-05
Position 3057: 9.226225386349413e-05
Position 5039: 8.955353663367065e-05
Position 3392: 8.861199569573102e-05
Position 9344: 8.322041602335816e-05
Position 2714: 8.116953743604083e-05
Position 1779: 7.935926816658874e-05
Position 5409: 7.907815773006302e-05
Position 12634: 7.115095993463148e-05
Position 4537: 6.891022579029316e-05
Position 270: 5.0336388757267664e-05
Position 367: 3.6267622861495064e-05
Position 253: 3.2122472854168034e-05
Position 51: 3.079824923906924e-05
Position 2027: 2.5460086811276528e-05
Position 795: 2.3208873140719224e-05
Position 3939: 2.312371598168164e-05
Position 8200: 2.124893901208244e-05
Position 797: 2.039349665509653e-05
Position 121: 1.9583181219350512e-05
Position 406: 1.63567710056453e-05
Position 18047: 1.3260726149134727e-05
Position 374: 7.309947428078575e-06
Position 2373: 1.7509875931028813e-06
Position 127: 2.4642898084474805e-07
Position 8: 5.404391753630199e-08
Position 197: 2.910174879641966e-08
Position 62: 2.009008625552345e-08
Position 309: 2.7455184784370568e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8095: 0.9919199360167542
Position 16981: 0.9918173907318374
Position 3822: 0.7655144344542562
Position 675: 0.6924872915485919
Position 3301: 0.5842611942568054
Position 24306: 0.46722141104737847
Position 26851: 0.1991832903733262
Position 286: 0.19755874741050564
Position 16796: 0.1346469417346951
Position 16732: 0.13225565298052502
Position 4033: 0.12993845526860834
Position 6404: 0.12166875707808546
Position 680: 0.11866912751124425
Position 3574: 0.09010582256832853
Position 3488: 0.08912533559161853
Position 9492: 0.08239881144021963
Position 9232: 0.07853966806218148
Position 20496: 0.07808107809796574
Position 14914: 0.06280425877953703
Position 9947: 0.06240899646639295
Position 2026: 0.05929788458028221
Position 5952: 0.056521247747726086
Position 649: 0.05403390210960991
Position 13532: 0.049965540392707945
Position 6570: 0.04841024967125736
Position 204: 0.04811445749203159
Position 2074: 0.047881990648316365
Position 23310: 0.044064591454410065
Position 24894: 0.040067831727958775
Position 19587: 0.036789185267728904
Position 2104: 0.03650259074293746
Position 20516: 0.03556688567177654
Position 6707: 0.03245615464291828
Position 15556: 0.03235633763419281
Position 6408: 0.02987099690947509
Position 19844: 0.026177619973742666
Position 6624: 0.025424388515585934
Position 17702: 0.02504997521707052
Position 613: 0.024156697928530875
Position 19618: 0.02007973712708208
Position 19061: 0.01912711757041242
Position 18419: 0.018661092951701225
Position 19882: 0.017947727608690987
Position 694: 0.017036760885857836
Position 25088: 0.016038262539099356
Position 4053: 0.01437030082054942
Position 4029: 0.013651995049767959
Position 6573: 0.012152982577038505
Position 6599: 0.011672354443947357
Position 18843: 0.011320033797424512
Position 11962: 0.011232495652376634
Position 570: 0.011220526664181073
Position 22500: 0.010477138398044629
Position 22206: 0.007432627044831455
Position 10459: 0.007322696418634992
Position 2107: 0.007301963886137147
Position 2455: 0.00729046889122168
Position 3639: 0.006819650147880185
Position 19417: 0.0067707987713225525
Position 583: 0.0063186225009287614
Position 10483: 0.005829982841203505
Position 20492: 0.005279321565935749
Position 2170: 0.004965641053906648
Position 25012: 0.004924810976377912
Position 21717: 0.004818199220856481
Position 14015: 0.004702910520205067
Position 215: 0.004335737044564912
Position 16921: 0.004140045512252009
Position 3247: 0.00407863368669987
Position 4181: 0.00407019005542062
Position 21887: 0.0038360537191719324
Position 19574: 0.003818765154469895
Position 22209: 0.0036331410325125386
Position 19720: 0.003493256696158958
Position 546: 0.0033964389852730596
Position 3041: 0.003354158598379675
Position 13875: 0.003308419444661065
Position 8102: 0.0032218478334785417
Position 13925: 0.0029548897558842307
Position 180: 0.002823552300924521
Position 3580: 0.00280972902343827
Position 6428: 0.0026371261557081504
Position 1889: 0.0025395793174464868
Position 23922: 0.0025121331895594477
Position 12150: 0.002399359959165658
Position 6354: 0.0022481258213701612
Position 11854: 0.002182728727911193
Position 1942: 0.002164503451812929
Position 23324: 0.0020792206159515837
Position 19504: 0.0020548855451419244
Position 6801: 0.002015636962800518
Position 19821: 0.001977521598806098
Position 23397: 0.001811286915692607
Position 20044: 0.0016755662798404378
Position 19001: 0.0015016120630540518
Position 5569: 0.0014678149789686132
Position 20811: 0.0014170865489668628
Position 610: 0.0013444394291538548
Position 17167: 0.0013191012425505916
Position 18442: 0.0013050425072342214
Position 10382: 0.0012879900366539658
Position 1860: 0.0012589458715393778
Position 23662: 0.0012339941201612793
Position 2372: 0.00119807485311755
Position 1583: 0.0011907113414346517
Position 3536: 0.0011327539928572658
Position 5641: 0.0011155882380289807
Position 21107: 0.0009492786057334778
Position 5656: 0.0009472328967687477
Position 3305: 0.0009364799339618156
Position 17870: 0.0008570896015998924
Position 17766: 0.0008528571744828085
Position 17730: 0.0008362565379394129
Position 2059: 0.000797994784724711
Position 9516: 0.0007890331461462783
Position 8023: 0.0007078452683608791
Position 1863: 0.0006859874558326659
Position 17698: 0.0006812445270171583
Position 3499: 0.0006713700338008275
Position 3340: 0.0006493993975795957
Position 3490: 0.0005809157148679647
Position 17255: 0.000565355723745121
Position 17556: 0.0005377578319280523
Position 19983: 0.00043543211162709903
Position 937: 0.000371907646527616
Position 22609: 0.0003718661148483775
Position 17231: 0.0003641641010675334
Position 17392: 0.00036033766337753326
Position 4897: 0.000308965514199264
Position 20327: 0.0003027043018562916
Position 18652: 0.0002984990106344848
Position 9329: 0.0002976303286112909
Position 1915: 0.0002635612821404974
Position 18716: 0.0002561277831431378
Position 2488: 0.00025039335394006927
Position 1609: 0.00024342943294361247
Position 9679: 0.00022594267047001664
Position 18572: 0.0002191495256343945
Position 17530: 0.00021810461820140437
Position 8329: 0.0002160956107648902
Position 5620: 0.00019901801525787236
Position 3013: 0.000194237563248392
Position 7814: 0.00019139277753199414
Position 355: 0.0001665476255955389
Position 17395: 0.00016304397964505592
Position 20940: 0.00015702774998302296
Position 3541: 0.00014597779017295543
Position 18766: 0.00014433557774007095
Position 1778: 0.00013407619773857067
Position 20118: 0.00012760320334153865
Position 334: 0.0001202141020124659
Position 5972: 0.00011926750725139396
Position 5764: 0.00010867028377734169
Position 9288: 0.00010398713958680317
Position 17908: 9.947858216087594e-05
Position 1186: 9.843894770596645e-05
Position 18845: 8.90646009961026e-05
Position 5151: 8.349329567807841e-05
Position 2030: 8.309647240099073e-05
Position 4941: 7.930000823239884e-05
Position 12539: 7.115095993463148e-05
Position 152: 7.07133297404317e-05
Position 318: 6.984031791982398e-05
Position 5169: 6.592739639465817e-05
Position 2201: 6.214169449719618e-05
Position 4916: 6.0363060879809214e-05
Position 18260: 5.641541045110821e-05
Position 3194: 5.268551282587597e-05
Position 3425: 5.226616761275225e-05
Position 420: 5.215091460419253e-05
Position 137: 5.130126620276273e-05
Position 121: 4.653464969553723e-05
Position 1724: 4.574249473350461e-05
Position 1956: 4.2230912020298455e-05
Position 365: 4.1782547198248174e-05
Position 1017: 4.096443058649574e-05
Position 3508: 3.899301349365889e-05
Position 19750: 3.8955439824093794e-05
Position 7934: 3.8852359824954365e-05
Position 2282: 3.753200558617231e-05
Position 239: 3.464386276745707e-05
Position 1981: 3.4359908342590795e-05
Position 3513: 3.3895860204185985e-05
Position 722: 3.229848158037804e-05
Position 4345: 3.183448366655132e-05
Position 1023: 3.09139842569484e-05
Position 961: 2.7784450701420063e-05
Position 4386: 2.7083712224898194e-05
Position 164: 2.658319071063788e-05
Position 10832: 2.593918749030797e-05
Position 3544: 2.5255380828020287e-05
Position 1119: 2.3342557987323082e-05
Position 8420: 2.3202759074870955e-05
Position 5311: 2.2561269636833128e-05
Position 1064: 2.07432534153252e-05
Position 9282: 1.9774942967465912e-05
Position 10533: 1.523545834873746e-05
Position 9903: 1.0907638634665998e-05
Position 10807: 1.022278884362793e-05
Position 411: 8.997037550250336e-06
Position 774: 8.905122323894234e-06
Position 768: 8.804797263996515e-06
Position 4187: 8.706509916704992e-06
Position 159: 8.241912288885965e-06
Position 9955: 6.946283241119846e-06
Position 706: 4.693942605972039e-06
Position 114: 4.627978864983992e-06
Position 525: 4.34864203453138e-06
Position 8385: 4.205632914406829e-06
Position 730: 4.201199744799729e-06
Position 1421: 3.4160628607898533e-06
Position 1753: 3.386013867514145e-06
Position 386: 3.1906319703202938e-06
Position 1865: 3.1454972267166586e-06
Position 1806: 2.136055457876098e-06
Position 497: 2.071117938029244e-06
Position 309: 1.998480347249763e-06
Position 320: 1.9072379395939908e-06
Position 342: 1.649403933449321e-06
Position 391: 1.0645677688352695e-06
Position 382: 9.216535395063844e-07
Position 1443: 8.869903778639192e-07
Position 1500: 7.257117942084966e-07
Position 1517: 6.778647139823409e-07
Position 440: 6.043721050537982e-07
Position 2247: 5.912040797698437e-07
Position 3154: 4.2858853774740164e-07
Position 3180: 4.2095425325529577e-07
Position 413: 2.9043448807562645e-07
Position 1222: 2.0010197928595467e-07
Position 995: 1.6152343775839493e-07
Position 1274: 1.5063792130638797e-07
Position 928: 1.4562334295082246e-07
Position 453: 1.3038506620679286e-07
Position 4098: 1.2602194845995603e-07
Position 1280: 1.0618546596867543e-07
Position 858: 9.478905783196705e-08
Position 4805: 4.100161358864745e-08
Position 367: 2.4944663061931603e-08
Position 7784: 1.7433150687310277e-08
Position 1229: 7.378244017939382e-09
Position 3967: 4.649244934540147e-09
Position 950: 4.279640637690454e-09
Position 1096: 3.3099609811263725e-09
Position 379: 2.7552658045633797e-09
Position 510: 2.126859166713393e-09
Position 444: 1.3976340907684207e-09
Position 394: 2.3407260778572864e-10
Position 426: 3.173751705583042e-16
Position 401: 3.139499158115414e-16
