Gene = CAAP1
Position 18604: 0.01201029922752835
Position 6820: 0.011870496390455962
Position 6906: 0.011774187556132677
Position 15501: 0.009845928006517884
Position 5135: 0.008688753012813437
Position 7148: 0.007930143592037558
Position 4349: 0.007843850946741145
Position 4393: 0.007827277160431433
Position 5393: 0.007709520119038727
Position 10623: 0.0072682187654460615
Position 17425: 0.007188119669496351
Position 13992: 0.006303687217656128
Position 5103: 0.006268854505236771
Position 9672: 0.005894040281132875
Position 9135: 0.005884759874412956
Position 4723: 0.005535551514150138
Position 12382: 0.005031419221991963
Position 8670: 0.004884347273795375
Position 6316: 0.004820718028780668
Position 4433: 0.0044093782108153914
Position 9206: 0.0042955745958407855
Position 8106: 0.0042317245855887356
Position 6559: 0.004056399474586555
Position 2372: 0.00404075719376216
Position 10287: 0.0039050473377973574
Position 8758: 0.0036044102087647747
Position 7035: 0.0035382345548359696
Position 14017: 0.003434847460149088
Position 6855: 0.0033567250793400723
Position 5619: 0.003291909658642305
Position 13956: 0.0032348021299992945
Position 5757: 0.00317379316650109
Position 10231: 0.003159343557778683
Position 12573: 0.0030782452518485015
Position 6048: 0.003073797223651449
Position 2460: 0.0030475079603716356
Position 10647: 0.00293480680129492
Position 5450: 0.0029098006693273675
Position 4415: 0.0025477166237416866
Position 4983: 0.00248983461713783
Position 11325: 0.002364488476574998
Position 4837: 0.0023634255756620932
Position 2409: 0.0023261772074774844
Position 14948: 0.002156806941194595
Position 3554: 0.0021252127334337022
Position 1025: 0.0021071095706177772
Position 7839: 0.0020959299559015865
Position 3392: 0.0020779214876850967
Position 11397: 0.0020684433709103624
Position 9961: 0.0020374087922404925
Position 8225: 0.0019431791850936415
Position 10874: 0.0019396338484548485
Position 11204: 0.0018852539858097818
Position 1862: 0.0018379813770828149
Position 6867: 0.0016732140796867708
Position 11050: 0.001500133955274477
Position 4153: 0.0013559144803196122
Position 8640: 0.0013189848163768733
Position 8393: 0.0013140978953822308
Position 10264: 0.0012684105183955361
Position 6450: 0.0011576145818993288
Position 5346: 0.0011245420090593263
Position 12897: 0.0009782683230067537
Position 2238: 0.0009730251961983298
Position 13252: 0.0009671781851870925
Position 8564: 0.0009596946328352659
Position 750: 0.0008850030741842711
Position 5341: 0.0008392284135024684
Position 5360: 0.0008318025196932007
Position 4713: 0.0008267996181962703
Position 6651: 0.0008191948562083477
Position 9569: 0.0007984033760290729
Position 5693: 0.0007806827295118073
Position 4511: 0.0007577540829902965
Position 8689: 0.0007537849220370733
Position 9032: 0.0007351996691023412
Position 6338: 0.0007047256805081521
Position 5411: 0.0006741565582611624
Position 4313: 0.0006674373172952387
Position 5783: 0.0005847334291368978
Position 3413: 0.0005844541672357748
Position 4244: 0.0005196549074633444
Position 4855: 0.0004978839546467015
Position 6628: 0.00048358156383661
Position 11580: 0.00048051256378283877
Position 2510: 0.00046435951121931543
Position 6205: 0.00043839522882689483
Position 7197: 0.00043114115962555356
Position 3885: 0.00042282145105008095
Position 3172: 0.0003870644597094264
Position 10601: 0.00036852793847643865
Position 2024: 0.0003683618529220751
Position 5676: 0.0003682273585035918
Position 2652: 0.00035217792554221016
Position 5174: 0.00031642783354863093
Position 10234: 0.0003047332843106305
Position 10164: 0.0002973540481425241
Position 5759: 0.00027027101640082383
Position 1625: 0.0002642304969929706
Position 4651: 0.00025425986689345156
Position 2600: 0.00022954012072037172
Position 9327: 0.0002247238559062121
Position 4062: 0.0002244109712712964
Position 8192: 0.00022212961294456912
Position 7411: 0.00022001991291220504
Position 4548: 0.00020736264047641629
Position 9420: 0.00020652774433471148
Position 1707: 0.00020228959558559546
Position 4936: 0.00017878936204250844
Position 4113: 0.00017626020264390816
Position 3388: 0.00016332905729632893
Position 2027: 0.00015710741740900184
Position 821: 0.00015594728515885427
Position 1886: 0.00015078953743461734
Position 5007: 0.00014354988551183658
Position 5993: 0.00013335334040202597
Position 7228: 0.00013195981616184
Position 7181: 0.00012505045084571154
Position 2943: 0.00011914434466744641
Position 8065: 0.00011805505281352164
Position 5397: 0.00010897498623163194
Position 8171: 0.0001079833536707836
Position 5196: 0.00010302246816170692
Position 676: 9.908880996548834e-05
Position 8675: 8.576887190041064e-05
Position 4958: 8.077750036503858e-05
Position 2694: 7.41320654363447e-05
Position 2344: 7.205619273690276e-05
Position 8312: 6.865984472166669e-05
Position 1219: 6.637926378609716e-05
Position 5357: 6.563820574906654e-05
Position 1532: 6.384751555134535e-05
Position 5833: 5.7823002512532735e-05
Position 834: 5.222682444309416e-05
Position 893: 5.0149733564551765e-05
Position 4941: 4.756225905964909e-05
Position 3531: 3.825205237749714e-05
Position 771: 3.595587545149193e-05
Position 8164: 3.547948908821904e-05
Position 8327: 3.530924474768634e-05
Position 1382: 3.4186848223482414e-05
Position 5601: 3.41730686983111e-05
Position 3580: 3.053724600569574e-05
Position 5491: 2.3897330211387095e-05
Position 841: 2.11121299245985e-05
Position 1140: 1.7973337588559055e-05
Position 321: 1.464283627007656e-05
Position 270: 1.3768541873705153e-05
Position 388: 8.46484849335252e-06
Position 6520: 7.335264939789785e-06
Position 4201: 5.459247856231135e-06
Position 4098: 5.122902644477618e-06
Position 5434: 4.136166734474323e-06
Position 540: 3.983518406416761e-06
Position 6470: 3.5434503568508314e-06
Position 8252: 3.3509462861041333e-06
Position 521: 2.214105151878033e-06
Position 5255: 2.0541489788643983e-06
Position 6239: 2.045144596829025e-06
Position 1278: 1.9898269233116128e-06
Position 1732: 1.0447730687842486e-06
Position 1942: 8.955610517050706e-07
Position 870: 8.118217938741498e-07
Position 1373: 7.895408930917308e-07
Position 369: 7.113545847465454e-07
Position 8249: 5.320070037662983e-07
Position 5453: 4.835912266937342e-07
Position 1868: 4.804309498701101e-07
Position 2208: 4.6673457045429024e-07
Position 1681: 4.3532778803418036e-07
Position 1711: 4.3234032715023886e-07
Position 2004: 4.129239191095232e-07
Position 1079: 4.084954722730739e-07
Position 2029: 3.9263724246610593e-07
Position 2168: 3.740344574256053e-07
Position 2049: 3.08898876733895e-07
Position 1960: 2.8743440279875287e-07
Position 988: 2.5516115833364044e-07
Position 505: 2.3887507390338097e-07
Position 1630: 2.1250623362409248e-07
Position 472: 2.0206739291664592e-07
Position 391: 1.9907851313769035e-07
Position 922: 1.921845392916161e-07
Position 8416: 1.735950057376115e-07
Position 714: 1.1375061075286266e-07
Position 490: 1.0758001354533484e-07
Position 303: 8.217536356758848e-08
Position 1790: 5.656012784258481e-08
Position 2272: 4.690048402705652e-08
Position 2670: 3.7714744037848716e-08
Position 3195: 3.5989733270358204e-08
Position 2789: 1.803361396088764e-08
Position 333: 1.7717906495419337e-08
Position 2939: 1.2772804091243114e-08
