Gene = AVL9
Position 4115: 0.0018479696095874262
Position 840: 0.0018190087960123424
Position 8214: 0.0016172831879190867
Position 5041: 0.001375292964599001
Position 727: 0.0012611436340357331
Position 6069: 0.0010810420122680854
Position 5525: 0.0008661418735169885
Position 1618: 0.0008583601065952747
Position 6598: 0.0008431829952027575
Position 5177: 0.000818124426371628
Position 5534: 0.0008101538269379144
Position 761: 0.0007688580833401942
Position 489: 0.0007227240433668191
Position 595: 0.0006994460297429737
Position 7318: 0.0006762745712388249
Position 7276: 0.0006272176451681068
Position 7356: 0.0005747960617007926
Position 538: 0.0005644468708902853
Position 7709: 0.0004590493126092749
Position 4590: 0.0004404418165909076
Position 6549: 0.00041436908191518166
Position 4725: 0.00040905107883226706
Position 2211: 0.00037750655669194417
Position 1029: 0.0003667197545044983
Position 7090: 0.00036382929108426853
Position 7738: 0.00035172853406167953
Position 7231: 0.00034686689563474604
Position 6248: 0.00034188258179879545
Position 6349: 0.0003401412442447333
Position 5354: 0.000298147766469806
Position 2720: 0.0002797517320794156
Position 4017: 0.0002745661822787565
Position 3379: 0.00024972572512334094
Position 5731: 0.00023327442128932743
Position 2799: 0.00021915684190239475
Position 5298: 0.0002056178262676465
Position 6072: 0.0001857559525513905
Position 4758: 0.00018550183976513343
Position 5718: 0.00017845943718842962
Position 5110: 0.00017782570308826477
Position 786: 0.00017412490643046902
Position 5490: 0.00017176365404667016
Position 5251: 0.00016566089173221518
Position 4405: 0.00016384562666450816
Position 1007: 0.0001564179020834939
Position 4427: 0.00015038173721651572
Position 1066: 0.00013953957292297425
Position 1941: 0.0001259056272499755
Position 2945: 0.00011553019416172657
Position 4890: 0.00011374502546766654
Position 4499: 0.00011005825838162024
Position 3404: 0.00010325201846908506
Position 2589: 9.420088997268744e-05
Position 3765: 9.218932384607881e-05
Position 570: 9.076739177857339e-05
Position 2592: 8.375353958515184e-05
Position 2544: 7.954190577123405e-05
Position 3443: 7.225690059208068e-05
Position 3996: 6.687065026453672e-05
Position 2740: 6.616105131159357e-05
Position 2345: 5.619954571126911e-05
Position 342: 5.5630651959809504e-05
Position 819: 4.733588346080128e-05
Position 3231: 4.69039109249096e-05
Position 2606: 3.677302142659311e-05
Position 1985: 3.5275533747101364e-05
Position 993: 3.36948712219365e-05
Position 1173: 3.1918193868471164e-05
Position 1251: 2.7692500450820865e-05
Position 135: 2.4643320575547798e-05
Position 1201: 1.968883690368261e-05
Position 689: 1.4401987093738046e-05
Position 192: 1.0513508854705057e-05
Position 777: 9.219865494952316e-06
Position 229: 8.056432909479608e-06
Position 168: 6.419262317165053e-06
Position 226: 4.8167159718465455e-06
Position 768: 1.6156570435590491e-06
Position 494: 1.2430071064480668e-06
Position 601: 1.0177649843261397e-06
Position 795: 1.0154258597235808e-06
Position 301: 9.551990076488584e-07
Position 234: 5.189187656994449e-07
Position 606: 4.3304987042005596e-07
Position 684: 3.558631109316267e-07
Position 535: 1.9558253993322443e-07
Position 304: 1.87873701161732e-07
Position 699: 4.88078997599287e-08
Position 614: 6.734361511901047e-09
Position 313: 4.058325980153445e-09
Position 543: 2.6136844209925033e-09
Position 239: 2.0883523829450545e-09
Position 72: 1.8592832667915756e-09
Position 237: 1.610106987484995e-09
Position 546: 4.1664308442495096e-12
