Gene = OCLN
Position 29707: 0.02006309868872485
Position 2390: 0.01884071716782707
Position 6811: 0.017576830931971075
Position 26980: 0.01621114954846151
Position 12174: 0.014773504800103601
Position 29194: 0.012493175836546017
Position 25039: 0.010605353465297881
Position 2311: 0.010571358681827592
Position 28600: 0.010023057780561622
Position 23639: 0.009879159160999042
Position 22367: 0.009512801119253202
Position 27690: 0.00931851772759737
Position 494: 0.00930768116774515
Position 548: 0.008627693231336652
Position 499: 0.008562826850637834
Position 1168: 0.008136027707937752
Position 535: 0.008102734482961574
Position 393: 0.00789465861447136
Position 28576: 0.007060549912169858
Position 21955: 0.006982540646597298
Position 14048: 0.006680948266732584
Position 23139: 0.006230769452920252
Position 29728: 0.0061456953122226415
Position 21931: 0.005543637237210636
Position 27325: 0.005236743101612726
Position 14863: 0.005196328735849602
Position 26601: 0.004947623778275276
Position 16848: 0.004887121891123835
Position 27711: 0.004641056871470154
Position 25565: 0.004466163864192849
Position 22643: 0.003827508752599799
Position 25202: 0.0033910576673792914
Position 6412: 0.0032148776664270152
Position 25521: 0.002876359429160352
Position 23679: 0.0028546778485760553
Position 2529: 0.00281209210796061
Position 23719: 0.0027406753989177484
Position 23486: 0.002569876723996933
Position 23406: 0.002501206500796327
Position 309: 0.0023956378877227364
Position 12137: 0.0023824671845368477
Position 22024: 0.0023727510783850105
Position 27590: 0.0022475628221535655
Position 26315: 0.0021690265299317687
Position 3115: 0.002147735036061408
Position 22279: 0.0021423175099043817
Position 26221: 0.002124300377635727
Position 27024: 0.0019721963320082432
Position 21881: 0.0018012849748407168
Position 25063: 0.0016082581771060752
Position 23410: 0.001549969092956847
Position 23090: 0.001398143126150525
Position 1923: 0.001372667627071874
Position 23600: 0.0013714159037514647
Position 23523: 0.0013255848738856666
Position 23795: 0.0012606950748585218
Position 2748: 0.0011124818683072564
Position 25683: 0.0010983170874303704
Position 25983: 0.001078610349660954
Position 21998: 0.0010274599279252875
Position 438: 0.0009979341180390048
Position 2874: 0.0009631020793371713
Position 1947: 0.0009287849156902964
Position 511: 0.0009164915415521314
Position 450: 0.0008132818724260977
Position 2129: 0.0007420624812341697
Position 13709: 0.0006959467195022874
Position 2676: 0.000689964303564002
Position 2637: 0.0006158910704311139
Position 1338: 0.0005976764160181921
Position 1242: 0.0005779504617271236
Position 12196: 0.0005077914708955293
Position 22601: 0.00047601107030309026
Position 1326: 0.0003909336120906632
Position 17748: 0.0003731242501166668
Position 15787: 0.0003478747421538703
Position 2318: 0.0003252720630354931
Position 2076: 0.0003039072255152513
Position 2079: 0.00028098604782575475
Position 22389: 0.00027571882075459774
Position 2104: 0.0002674194424212867
Position 2499: 0.00024855591269104386
Position 316: 0.00023630765092383217
Position 2397: 0.00020307000728378755
Position 22150: 0.00020197738138035427
Position 22073: 0.0001933211014526849
Position 23563: 0.00018650324992521223
Position 2723: 0.0001476684122445482
Position 15358: 0.00013100319367141284
Position 19146: 0.00011467790057057356
Position 2212: 0.00011283112844705404
Position 357: 0.00011162293011316956
Position 22047: 8.393353482072088e-05
Position 1074: 5.8446259686332146e-05
Position 1952: 5.585276618005035e-05
Position 224: 5.512711394229804e-05
Position 2228: 5.139407317188912e-05
Position 583: 5.0684389187656696e-05
Position 17093: 5.049986510770851e-05
Position 729: 5.042576263803071e-05
Position 969: 4.7835460798769095e-05
Position 18803: 4.772540590283528e-05
Position 13755: 4.442378243840961e-05
Position 1171: 4.0259679428141544e-05
Position 457: 3.5209470345417177e-05
Position 2274: 3.42764110628446e-05
Position 684: 3.313850295724851e-05
Position 17468: 2.771548421800863e-05
Position 13100: 1.92049790257726e-05
Position 14111: 1.9174753593546414e-05
Position 475: 1.8867262396962886e-05
Position 1290: 1.8578691439248346e-05
Position 15203: 1.8086331419023992e-05
Position 15337: 1.7970853474209775e-05
Position 595: 1.7719773906486246e-05
Position 3342: 1.7126102961704038e-05
Position 367: 1.7056865656785936e-05
Position 13197: 1.3584776299481723e-05
Position 463: 1.3402631072639752e-05
Position 1929: 1.287990724033879e-05
Position 17566: 1.2418914287748014e-05
Position 12396: 1.097826744198552e-05
Position 12844: 9.037304237675748e-06
Position 12316: 6.564228721453842e-06
Position 1134: 6.036258772913743e-06
Position 12357: 3.3566592175346e-06
Position 14255: 3.0267358045403825e-06
Position 3833: 1.1790450609127123e-06
Position 162: 9.840178525129775e-07
Position 98: 6.388999214422974e-07
Position 1997: 3.931545893458297e-07
Position 484: 1.928581158787631e-07
Position 330: 1.816150003449244e-07
Position 218: 4.091189541742898e-08
Position 336: 3.1447118295783046e-08
Position 364: 2.498259675484621e-08
Position 248: 2.072492668551178e-08
Position 173: 1.1322907780107488e-08
Position 938: 1.0590009730177698e-08
Position 245: 9.314073230354018e-09
Position 481: 8.528461837338412e-09
Position 241: 8.406296627655301e-09
Position 472: 6.2252106483198635e-09
Position 324: 5.639553796253824e-09
Position 326: 4.7592451646658215e-09
Position 553: 4.511394240191e-09
Position 1028: 2.5603968231521407e-09
Position 187: 2.4156133145351924e-09
Position 101: 2.0618806638699326e-09
Position 454: 2.040207226288086e-09
Position 762: 1.5843955714273177e-09
Position 742: 1.196193219284802e-09
Position 348: 1.1551610173969651e-09
Position 345: 3.866783267496899e-10
Position 184: 3.24201116229328e-10
Position 338: 1.435922972922065e-10
Position 1010: 3.563424202978016e-15
