Gene = chif
Position 4026: 8.851339567542272e-05
Position 5861: 8.617606641416823e-05
Position 402: 8.142542392873637e-05
Position 8443: 8.126111876498093e-05
Position 4500: 7.009416566978663e-05
Position 4516: 6.623488824951999e-05
Position 101: 6.528384206583898e-05
Position 3687: 6.362413820715907e-05
Position 3315: 5.687363688606074e-05
Position 4522: 5.547496527024639e-05
Position 1059: 5.1690191854396636e-05
Position 5804: 5.0029402108507175e-05
Position 3608: 4.5938401708474054e-05
Position 2480: 4.450941248947756e-05
Position 8374: 4.448236043275835e-05
Position 419: 4.198713275839906e-05
Position 4478: 4.0814980272996205e-05
Position 1828: 3.423689046754199e-05
Position 3660: 3.405185988056048e-05
Position 1906: 3.3451442169272546e-05
Position 198: 3.279383286163817e-05
Position 295: 3.0983851961884536e-05
Position 2399: 2.865016185097724e-05
Position 3774: 2.8368515328937614e-05
Position 3435: 2.6421076849673702e-05
Position 215: 2.6388036225112308e-05
Position 1311: 1.670373835650525e-05
Position 1646: 1.5917938017316257e-05
Position 7187: 3.950360024708737e-06
Position 6754: 3.6299454096505476e-06
Position 2776: 2.9655582698713015e-06
Position 3439: 2.8003442219656086e-06
Position 3279: 2.7004862631062764e-06
Position 2724: 2.673703562683536e-06
Position 7338: 2.5045150530548024e-06
Position 3238: 2.498478760565357e-06
Position 7093: 1.9203977547897134e-06
Position 7088: 1.7446144329504998e-06
Position 3169: 1.6394398830758125e-06
Position 1369: 1.4842403294693325e-06
Position 3241: 1.3009964992820455e-06
Position 3346: 1.181605149163034e-06
Position 3441: 1.179631662120014e-06
Position 2311: 1.070536246980241e-06
Position 3227: 1.0108989627553261e-06
Position 4543: 8.278786029368014e-07
Position 3696: 8.12982059040076e-07
Position 3972: 7.888708752081544e-07
Position 124: 6.189920481865077e-07
Position 119: 6.12969860718029e-07
Position 505: 5.303203332019157e-07
Position 2953: 4.512675484347247e-07
Position 9941: 4.1873310253880414e-07
Position 9997: 2.578353938531978e-07
Position 2660: 4.416726909484105e-08
Position 529: 3.188124132551604e-08
Position 333: 3.099376321583923e-08
Position 1843: 1.5295668320801424e-08
Position 5525: 1.1988511873539574e-09
Position 5792: 6.966184012812106e-10
Position 5112: 5.881745570689651e-10
Position 5697: 3.8440658451495396e-10
Position 1314: 3.76657985372208e-10
Position 5470: 3.6766799713057975e-10
Position 886: 2.4282653699977045e-10
Position 701: 2.329324748380526e-10
Position 4877: 1.748638360674313e-10
Position 4921: 1.409125893804873e-10
Position 1077: 1.341439497847993e-10
Position 881: 1.266783993213087e-10
Position 921: 7.993020974358573e-11
Position 3821: 6.491019480424384e-11
Position 3850: 5.8001238229396756e-11
Position 1702: 5.632553108122216e-11
Position 1254: 4.8475016939896206e-11
Position 2073: 4.099578237291735e-11
Position 3878: 4.0608457804532004e-11
Position 2032: 3.884846066661629e-11
Position 2062: 3.399199162421814e-11
Position 323: 3.0768027896295656e-11
Position 367: 2.3832202632730285e-11
Position 423: 1.6354639134424753e-11
Position 2327: 7.514388348346883e-12
Position 2475: 6.828238165684808e-12
Position 429: 6.284342284409441e-12
Position 1810: 5.171377158963556e-12
Position 674: 2.6560676242026025e-16
Position 452: 1.3927663177349917e-16
Position 222: 8.350325208373037e-17
Position 426: 1.5514000980880542e-17
Position 254: 1.2924684202393935e-17
Position 246: 4.612387600542888e-18
Position 361: 1.1981432491791415e-19
Position 450: 4.5601169094234684e-20
Position 446: 4.514532323522147e-20
