Gene = Rint1
Position 909: 0.00018171845707874086
Position 1577: 0.00017193125369272978
Position 1934: 0.00015089499260645322
Position 1060: 0.0001381902251195183
Position 577: 0.0001230118827691803
Position 1345: 0.00011592678187165751
Position 511: 0.00010229807164985734
Position 1156: 9.31954429903778e-05
Position 145: 9.148131127337248e-05
Position 943: 8.476279265568879e-05
Position 1604: 7.04505970335373e-05
Position 730: 6.973898862118108e-05
Position 2546: 6.820093417402968e-05
Position 619: 6.337996479949384e-05
Position 639: 6.088737552219687e-05
Position 68: 5.937518026399094e-05
Position 785: 5.498743032400322e-05
Position 2550: 4.916120109628551e-05
Position 1354: 4.3901838260785376e-05
Position 1508: 4.251605176679444e-05
Position 1057: 4.054610030849196e-05
Position 1013: 3.975047106265153e-05
Position 1410: 3.8070537674347814e-05
Position 1196: 3.439008181348077e-05
Position 818: 3.305879197898629e-05
Position 1888: 3.2740972774575385e-05
Position 1131: 3.2277039528388507e-05
Position 718: 3.208101473774411e-05
Position 2565: 2.7891822839999897e-05
Position 967: 2.500797429062515e-05
Position 1646: 2.473447573794935e-05
Position 499: 2.0917299043823988e-05
Position 421: 1.8835737469359677e-05
Position 1678: 1.8249394339806896e-05
Position 2433: 1.8167045790115796e-05
Position 763: 1.7132822682787834e-05
Position 1248: 1.565541716732753e-05
Position 1667: 1.5210422719886927e-05
Position 1094: 1.4425697434150718e-05
Position 1221: 1.4032399470136344e-05
Position 316: 1.3784532957946573e-05
Position 1544: 1.3641465394040863e-05
Position 1838: 1.1525711124059543e-05
Position 842: 1.0668646799847551e-05
Position 644: 1.003232753058446e-05
Position 1262: 7.030388037429254e-06
Position 1232: 6.8593648695337e-06
Position 897: 6.619423290188088e-06
Position 1268: 5.87468430247567e-06
Position 922: 5.808183248260245e-06
Position 1708: 3.724300038786762e-06
Position 2261: 2.6353879976554546e-06
Position 1106: 2.481791919242196e-06
Position 460: 2.480140960185722e-06
Position 790: 2.3030729224703416e-06
Position 2526: 1.7661545039370886e-06
Position 2465: 1.5680309590863353e-06
Position 546: 1.4208857366783838e-06
Position 433: 1.3171525160138005e-06
Position 829: 1.2996102349061477e-06
Position 470: 1.1259616268355038e-06
Position 793: 7.330096582475743e-07
Position 1253: 6.111382074930255e-07
Position 439: 3.1586071114030175e-07
Position 182: 3.08536897224956e-07
Position 448: 2.88126606120935e-07
Position 429: 2.7207594896609545e-07
Position 174: 2.6446273966031455e-07
Position 415: 2.2873100330135285e-07
Position 1206: 1.312996487374733e-07
Position 212: 7.783674994927824e-08
Position 186: 3.769210176490518e-08
Position 235: 2.5911586332336862e-08
Position 135: 2.2582441378780562e-08
Position 225: 1.0282931167131217e-08
Position 200: 6.581539440227128e-09
Position 162: 5.5964037955367855e-09
Position 165: 1.9854713141663905e-09
Position 400: 1.982103412479142e-09
Position 442: 2.5494353192402227e-10
Position 391: 6.193399203684793e-11
Position 376: 7.538786596504968e-12
Position 583: 5.265013914896925e-12
Position 472: 1.5168303043601993e-12
Position 479: 7.186384596819933e-13
Position 464: 3.193925580883889e-13
Position 484: 2.782275046961235e-13
Position 541: 1.1559215270024464e-13
