Gene = RhoGAP71E
Position 12465: 0.0005124287496001675
Position 8568: 0.000511992062544921
Position 5151: 0.0005047492224407852
Position 12553: 0.0004233603740420868
Position 809: 0.00042296815598238767
Position 12561: 0.0004048549253680351
Position 2543: 0.000364187802535503
Position 2197: 0.0003307525063372255
Position 15254: 0.00031332726302625943
Position 12563: 0.00026800766084063646
Position 8530: 0.00025103335512707684
Position 11989: 0.0002325669942942217
Position 6645: 0.00022536082792541347
Position 1914: 0.00020996998876607193
Position 462: 0.000171005838566621
Position 3798: 0.0001634040059352057
Position 12281: 0.00016147416218548812
Position 12702: 0.0001509097124264453
Position 15224: 0.00012971588643587604
Position 12537: 0.00012572098596903803
Position 11965: 0.0001222612624420518
Position 12034: 0.00011801597219297237
Position 12565: 0.00011658949952415589
Position 2844: 0.00010282691732397487
Position 532: 9.760219182776811e-05
Position 4886: 9.283392094174334e-05
Position 12567: 9.223304103179672e-05
Position 783: 8.238128359406384e-05
Position 12569: 7.969360104785352e-05
Position 142: 7.753594631852336e-05
Position 12440: 7.368432026621284e-05
Position 12301: 7.277006980776171e-05
Position 11762: 6.790156120990807e-05
Position 339: 6.648479330165025e-05
Position 12048: 6.177444776887468e-05
Position 13899: 6.073312461949409e-05
Position 14057: 5.923047812814852e-05
Position 971: 5.143083445709922e-05
Position 13710: 4.9835183622674215e-05
Position 13747: 4.8708947571527715e-05
Position 423: 4.756110320517079e-05
Position 11751: 4.188297901762919e-05
Position 15068: 3.940488021037105e-05
Position 12016: 3.903511073371943e-05
Position 15564: 2.6872449071292782e-05
Position 11947: 2.528008131979237e-05
Position 524: 2.301822911022131e-05
Position 12588: 2.255247023061464e-05
Position 3567: 2.019542341853813e-05
Position 37: 1.9361665538531512e-05
Position 12308: 1.8957615377048372e-05
Position 13060: 1.8956712284184254e-05
Position 342: 1.810785480774657e-05
Position 5697: 1.7649966040560463e-05
Position 6273: 1.6885089783255424e-05
Position 1362: 1.6491521419512427e-05
Position 12453: 1.5601143321865984e-05
Position 1000: 1.5084960691244268e-05
Position 15040: 1.4974983636297674e-05
Position 12705: 1.31270910360659e-05
Position 14840: 1.2588918235151691e-05
Position 13179: 1.0405196890517263e-05
Position 11982: 9.47982762178265e-06
Position 13393: 9.289400089858396e-06
Position 1524: 9.181847841761432e-06
Position 289: 9.102445455720986e-06
Position 2867: 9.008934680656243e-06
Position 12242: 8.835381280871612e-06
Position 196: 8.622227473109425e-06
Position 14690: 7.5045885727525165e-06
Position 12493: 7.375928029288094e-06
Position 891: 6.257735227408505e-06
Position 124: 6.0042007080788195e-06
Position 1627: 4.887272979818569e-06
Position 13722: 4.5878122149658835e-06
Position 2620: 4.584504472510578e-06
Position 828: 4.040067695375733e-06
Position 13915: 3.7913206193667906e-06
Position 12424: 3.7782646580120095e-06
Position 1440: 3.6634653741370323e-06
Position 12037: 3.602897584650947e-06
Position 12573: 3.5898567222120437e-06
Position 14249: 3.4455430618858657e-06
Position 12685: 3.1496308494861608e-06
Position 13692: 3.0390668103135025e-06
Position 11743: 2.824005715271081e-06
Position 678: 2.596310497825384e-06
Position 12858: 2.4539617811003606e-06
Position 13102: 2.322018805654069e-06
Position 1263: 2.3098425445777053e-06
Position 11915: 2.0282310148707435e-06
Position 12171: 1.9745089232416854e-06
Position 13256: 1.6179512260678597e-06
Position 13643: 1.5741501391291092e-06
Position 4551: 1.5084933127532562e-06
Position 15613: 1.488619991678219e-06
Position 1018: 1.438861199158917e-06
Position 13715: 1.3135318159949947e-06
Position 15437: 1.2901635571898554e-06
Position 979: 1.0184923788311178e-06
Position 11902: 9.935802395458838e-07
Position 245: 9.554114651376394e-07
Position 11710: 9.369223480848592e-07
Position 1894: 9.098432243360097e-07
Position 12571: 8.292649259413946e-07
Position 1029: 7.705817898444688e-07
Position 811: 7.151592585270782e-07
Position 985: 6.462850026500207e-07
Position 11863: 6.414407804196159e-07
Position 13973: 5.508810031167537e-07
Position 1002: 5.469058591985558e-07
Position 12617: 5.440919236098905e-07
Position 1229: 4.390198206369881e-07
Position 865: 3.5182163766674584e-07
Position 12159: 3.134632281856348e-07
Position 1189: 2.9328519931825813e-07
Position 26: 2.7129920483921586e-07
Position 1254: 2.645803058486047e-07
Position 159: 2.4757774883705885e-07
Position 12082: 2.2165136404992833e-07
Position 1852: 2.209009457380777e-07
Position 12258: 1.831371732008045e-07
Position 11677: 1.7481246094169475e-07
Position 15291: 1.4071773385748477e-07
Position 1989: 1.0925173042143296e-07
Position 12223: 1.0021061451600667e-07
Position 12051: 8.595050779532722e-08
Position 1495: 7.299898286509852e-08
Position 2550: 1.6505291798644865e-08
Position 1141: 1.2287466756176321e-08
Position 15287: 1.074180775242253e-08
Position 12410: 5.871728972512134e-09
Position 13448: 1.3205181855076883e-09
Position 536: 4.467754277180672e-10
Position 709: 2.3442983237248924e-10
Position 519: 2.336887805281107e-10
Position 13078: 1.0986117983726976e-10
Position 2103: 3.380686141203239e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11555: 0.9977738414839304
Position 11827: 0.9977161956556941
Position 12372: 0.8872436050423423
Position 19383: 0.3905027927565114
Position 519: 0.17232928059091004
Position 18754: 0.16256717614200789
Position 12606: 0.10915623795893287
Position 12774: 0.1012735408846613
Position 20134: 0.08908161166336058
Position 17798: 0.08532632764857725
Position 966: 0.06161038835844574
Position 1694: 0.05757808894790604
Position 12198: 0.04471242890330175
Position 10085: 0.0382453139414327
Position 18731: 0.029687794685717615
Position 15320: 0.028577919823481915
Position 6082: 0.026000963422980184
Position 19314: 0.022689208433616603
Position 17823: 0.022167950245869962
Position 15141: 0.019359282872270244
Position 19447: 0.01479057771478762
Position 498: 0.014640157806517878
Position 19142: 0.014615270192904175
Position 19521: 0.013996730684284281
Position 19715: 0.013451638032334312
Position 13804: 0.013310946829809168
Position 19230: 0.01191834071647793
Position 17587: 0.01155860069977624
Position 476: 0.01132696765397586
Position 7805: 0.010806737539672604
Position 4418: 0.009294537095082829
Position 8407: 0.008520670066223325
Position 19034: 0.00800940864582747
Position 13163: 0.00799219287026551
Position 462: 0.007986142599786283
Position 17940: 0.007957632296146188
Position 933: 0.007760388113694577
Position 18595: 0.007647638049833349
Position 12680: 0.007510613305149016
Position 16196: 0.0074235525468520835
Position 18571: 0.007293899809437676
Position 798: 0.006554684325865135
Position 124: 0.005745333294924891
Position 18707: 0.0056864770242479965
Position 6350: 0.005618388986240755
Position 15144: 0.005556371452880167
Position 19879: 0.00500329571187369
Position 12296: 0.0049195704216758685
Position 648: 0.004469904538493519
Position 6380: 0.00424415525769137
Position 16532: 0.003973622202387685
Position 1016: 0.0035759130043834515
Position 17053: 0.0035616939995882927
Position 19471: 0.0034908502149728843
Position 12301: 0.0034817381696217982
Position 12125: 0.0034356192446116157
Position 18786: 0.0032336770600539964
Position 3396: 0.002967549869131177
Position 19395: 0.002867881901898005
Position 13166: 0.0026565111085769407
Position 6595: 0.0025976267034770735
Position 18498: 0.0025550966463103006
Position 19008: 0.00234869137536028
Position 695: 0.00229277763288057
Position 12817: 0.002164057921851061
Position 13127: 0.002143104637705646
Position 14044: 0.002140663082058626
Position 4941: 0.0021283886586744806
Position 12239: 0.0021280510946706504
Position 7407: 0.002113163265766421
Position 2918: 0.0020792845629595447
Position 15440: 0.0020074056988559023
Position 5318: 0.001964103193526825
Position 11848: 0.0019397834706812852
Position 19774: 0.001841396011483288
Position 3620: 0.0018074188409138948
Position 3314: 0.001791669778880952
Position 18484: 0.0016299719205545907
Position 6286: 0.001615774616248479
Position 16976: 0.0015062292422529204
Position 888: 0.0014787563553816797
Position 6428: 0.001453173237970213
Position 18929: 0.0014118593071843182
Position 18986: 0.0013953863376855084
Position 543: 0.0013853710860724374
Position 1067: 0.0013726365896325717
Position 6875: 0.0011873686863788935
Position 1360: 0.0011290383719219494
Position 17883: 0.0011033194811117734
Position 14416: 0.0010255098878460699
Position 3096: 0.001024338644345805
Position 524: 0.0010202362859200163
Position 11586: 0.0009882952990455784
Position 9407: 0.0009694879024314013
Position 19108: 0.0009688664440770345
Position 16653: 0.0009617503435292004
Position 5081: 0.0009341484427134364
Position 12254: 0.0009331764866993647
Position 6046: 0.0009315518097051387
Position 12637: 0.0008232767589804453
Position 1564: 0.0007815039438775231
Position 17261: 0.0007573919263937193
Position 11477: 0.0007263660873108411
Position 1267: 0.0007258815468711878
Position 601: 0.0006323726093088862
Position 18865: 0.0006030636581953954
Position 17164: 0.0005802243259718811
Position 15975: 0.0005760443397663913
Position 3084: 0.0005752343619976257
Position 1673: 0.0005610186797087953
Position 13265: 0.0005597489856482522
Position 635: 0.0005531949029779783
Position 1942: 0.0005513270684623031
Position 17919: 0.0005387379108148524
Position 17839: 0.0005365983865865692
Position 13433: 0.0004999254017638423
Position 2681: 0.00047450896035243777
Position 6750: 0.0004621171720334961
Position 18535: 0.0004371658700940732
Position 822: 0.000435397269441656
Position 2830: 0.0004338639220079428
Position 12314: 0.0004118091347664884
Position 14086: 0.0004031846163411216
Position 18464: 0.00040282819836241887
Position 2813: 0.00039954443071609164
Position 13525: 0.00037312833059016746
Position 13124: 0.00037126933479145413
Position 12104: 0.00035244351023370324
Position 2472: 0.0003440778226431903
Position 8249: 0.0003419349838270291
Position 17705: 0.00030438523529131037
Position 13739: 0.0003009137645869
Position 4385: 0.00029888721945902063
Position 1311: 0.0002827719370637562
Position 15331: 0.0002699477460989232
Position 2764: 0.0002639579491873212
Position 15328: 0.0002620452175404297
Position 14249: 0.0002608444668859427
Position 13097: 0.00025332367544771595
Position 4828: 0.0002524340510251068
Position 12782: 0.0002517835642635695
Position 15753: 0.00023540930521629707
Position 4472: 0.00023461068011841054
Position 11839: 0.00023130538068500393
Position 5296: 0.00022605617888367765
Position 652: 0.0002256666966866013
Position 16096: 0.00022263979259085746
Position 13480: 0.0002093119624999539
Position 13169: 0.0002040565267117736
Position 1777: 0.00020186691260680575
Position 12202: 0.0002007580399272571
Position 17083: 0.00020044747096097803
Position 2775: 0.0001990778908215984
Position 14184: 0.0001948852096973817
Position 2195: 0.00018790180320351146
Position 1910: 0.00016342077616284336
Position 6804: 0.00016211370297794706
Position 11530: 0.00016007284014501932
Position 2936: 0.00015870981313437192
Position 12478: 0.0001522757736527596
Position 10816: 0.0001502302599569501
Position 16536: 0.00014842456572403533
Position 13483: 0.00013399654948292986
Position 716: 0.00013137889553489274
Position 1483: 0.00012913402884282853
Position 12903: 0.00012769910256377857
Position 15651: 0.00011831936202258865
Position 12171: 0.00011684017359167361
Position 12702: 0.0001074635140979062
Position 15475: 0.0001043049856866157
Position 763: 9.518133221397696e-05
Position 12785: 9.099565317784323e-05
Position 13784: 8.667727428346168e-05
Position 703: 8.534993511560229e-05
Position 12579: 7.916700491805373e-05
Position 189: 7.59940389056788e-05
Position 176: 7.450035908618023e-05
Position 17115: 7.004197447807937e-05
Position 16508: 6.614288434649353e-05
Position 13442: 6.533767701205758e-05
Position 11921: 5.925952275568332e-05
Position 2277: 5.6893174275389115e-05
Position 15791: 5.4564072963991756e-05
Position 14793: 5.319927382771236e-05
Position 14274: 5.3133365678727554e-05
Position 13492: 4.895947327278036e-05
Position 13294: 4.7370393364013585e-05
Position 12109: 4.7235014074027247e-05
Position 2062: 4.574213353333121e-05
Position 12649: 4.483990192118461e-05
Position 14526: 4.36043481747692e-05
Position 12699: 3.8180051136201844e-05
Position 12398: 3.565232645736476e-05
Position 15546: 3.548760380750243e-05
Position 15034: 3.4073950009792815e-05
Position 12841: 2.8101456845166952e-05
Position 16200: 2.3270318568896952e-05
Position 15163: 2.091158029879328e-05
Position 14426: 2.075241335066788e-05
Position 10952: 2.0477550895451826e-05
Position 11863: 1.8080119661080706e-05
Position 12129: 1.3923333098857967e-05
Position 10438: 1.3881337673159038e-05
Position 14962: 1.3729466295248723e-05
Position 13277: 1.2704947756664142e-05
Position 15812: 1.2072025747752912e-05
Position 13139: 1.1781495442500395e-05
Position 142: 1.1302750725319862e-05
Position 10713: 1.0962076128885876e-05
Position 15084: 9.534184807140208e-06
Position 13718: 9.216153172319273e-06
Position 13746: 8.824325037822196e-06
Position 9278: 7.153946370023679e-06
Position 1233: 7.088978774242756e-06
Position 12395: 6.881947129598254e-06
Position 6604: 6.741535129182917e-06
Position 206: 6.345651254422351e-06
Position 3147: 6.196266313081661e-06
Position 2856: 5.585812045107399e-06
Position 1393: 5.548735724318127e-06
Position 4913: 4.287042014314518e-06
Position 13250: 4.26761469456922e-06
Position 260: 4.174372457994701e-06
Position 12389: 4.1422649853273965e-06
Position 11935: 3.9887759518095606e-06
Position 14894: 3.897536880823357e-06
Position 1041: 3.8067022426995215e-06
Position 9866: 3.696290319627534e-06
Position 1111: 3.1073423076061704e-06
Position 1720: 2.705228385296293e-06
Position 12468: 2.6271023603333264e-06
Position 13331: 2.460344304421966e-06
Position 13710: 2.4273997739206708e-06
Position 9363: 2.414669393766321e-06
Position 2965: 2.3352412683883323e-06
Position 6532: 2.2480078336523037e-06
Position 12823: 2.2285908382316853e-06
Position 4329: 1.994344075117706e-06
Position 362: 1.9910612525236145e-06
Position 1316: 1.878872329142578e-06
Position 12959: 1.7608894005438037e-06
Position 265: 1.7470908297340153e-06
Position 13655: 1.7237591287360575e-06
Position 13025: 1.543403829214441e-06
Position 2962: 1.538562690385453e-06
Position 289: 1.4791658929220922e-06
Position 210: 1.4733647288015442e-06
Position 2005: 1.3587617960265917e-06
Position 945: 1.2561374847782909e-06
Position 336: 1.2157208688575802e-06
Position 12410: 1.1239126071455148e-06
Position 567: 1.08499749712962e-06
Position 656: 1.050567439065275e-06
Position 948: 1.0207563313311311e-06
Position 3164: 1.0009590899550078e-06
Position 13509: 9.383527031177484e-07
Position 13073: 9.17059350239656e-07
Position 891: 8.562699700262431e-07
Position 257: 7.848173830468463e-07
Position 1274: 7.775014578416686e-07
Position 1029: 7.629465439074723e-07
Position 2784: 7.085373673680515e-07
Position 273: 5.979166440878347e-07
Position 12642: 5.584937203217436e-07
Position 3274: 5.348424339325126e-07
Position 11941: 5.075179698110089e-07
Position 3705: 4.977128672133587e-07
Position 215: 4.902290847210512e-07
Position 333: 4.723447960253862e-07
Position 1879: 4.1239743034401863e-07
Position 1397: 3.473185452625787e-07
Position 13172: 3.2997384523210387e-07
Position 376: 2.0966229735368052e-07
Position 226: 1.990940053926883e-07
Position 1850: 1.7632050679503525e-07
Position 1417: 1.5903282410115775e-07
Position 1026: 1.2506652984396185e-07
Position 660: 1.1926500316931015e-07
Position 339: 1.0271379697552326e-07
Position 11989: 9.278986211756406e-08
Position 1321: 8.333947482857356e-08
Position 1495: 7.901840140216465e-08
Position 11965: 7.780010202846851e-08
Position 2068: 6.546058112732658e-08
Position 12884: 6.182827922114297e-08
Position 235: 5.388403525369008e-08
Position 13102: 5.3417157470148835e-08
Position 1708: 5.116659720822377e-08
Position 312: 4.9675068512878544e-08
Position 309: 4.5647073280320794e-08
Position 12034: 4.4479666230097385e-08
Position 1136: 4.3246309683755625e-08
Position 11902: 3.340177704021776e-08
Position 12051: 2.999301941617196e-08
Position 297: 2.6888700075226317e-08
Position 668: 2.6614381283501668e-08
Position 1622: 1.725990280170434e-08
Position 1949: 1.4966708581449218e-08
Position 11958: 1.3260325565140757e-08
Position 12016: 1.111717211556281e-08
Position 232: 5.642677481732208e-09
Position 12788: 2.010661634113841e-09
Position 281: 1.7387620031207998e-09
Position 242: 1.0141369502520221e-09
Position 317: 8.044817546418902e-10
Position 301: 5.114795680833395e-10
Position 834: 3.7725467592283713e-10
Position 1197: 3.7622390642075016e-10
Position 82: 2.6033677739516625e-10
Position 314: 3.602735587657535e-11
Position 420: 3.177286000081315e-11
Position 299: 2.3408630607507084e-12
Position 415: 1.5962160644586084e-12
Position 194: 6.8711309321041e-13
Position 435: 5.417344272566412e-13
Position 319: 5.396541814630853e-13
Position 417: 4.2983273660541145e-13
Position 77: 1.0010566577130638e-17
