Gene = Eip78C
Position 4925: 1.351491057032582e-06
Position 4655: 9.558528627709414e-07
Position 10022: 8.466607094540413e-07
Position 5143: 5.481992444127669e-07
Position 5123: 3.831570468787648e-07
Position 4899: 3.6555790380917816e-07
Position 4817: 2.08815007171218e-07
Position 5350: 1.8653988509000771e-07
Position 4806: 7.809553660543098e-08
Position 10476: 7.136480777233255e-08
Position 8249: 1.5131771907153028e-09
Position 6067: 1.0281089941851486e-09
Position 6081: 3.569424316503817e-10
Position 4619: 1.356005247687271e-10
Position 4888: 6.734037878877992e-11
Position 933: 6.177086188383303e-11
Position 5991: 5.841023808896625e-11
Position 6645: 3.479932166216564e-11
Position 4626: 2.5460179738793807e-11
Position 6178: 2.995010533635343e-14
Position 5969: 2.6538568284586638e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4270: 0.9974791017160567
Position 4559: 0.7543553259268597
Position 25569: 0.6923606043870288
Position 22126: 0.24973217428869135
Position 4576: 0.24288895747393946
Position 4765: 0.11649814558123417
Position 22790: 0.09591619819180974
Position 22323: 0.03954111152295982
Position 4839: 0.012039287304000987
Position 20810: 0.008954770951515742
Position 546: 0.008430119604888297
Position 502: 0.005953441577840745
Position 1229: 0.005862896510179548
Position 5374: 0.005819839649016803
Position 5094: 0.005424576806015199
Position 648: 0.004523507041045799
Position 1175: 0.003934448970244174
Position 3445: 0.00218423873496263
Position 1325: 0.002084037826179299
Position 5287: 0.0020661414617339628
Position 812: 0.00199586755910002
Position 785: 0.00173669032894989
Position 4878: 0.0015734953112506722
Position 747: 0.0014890164295322077
Position 1351: 0.0013309032704381261
Position 19745: 0.0012868781688959439
Position 3620: 0.0010620299315468114
Position 882: 0.0008892508930745607
Position 1380: 0.0007006056132653997
Position 3825: 0.0006910365408224254
Position 4583: 0.0006539745527691698
Position 5149: 0.0006003267101501983
Position 1201: 0.0005790220471332441
Position 4586: 0.0005747102821589661
Position 654: 0.0005694576545785835
Position 17095: 0.0005240760204456473
Position 5176: 0.0004952604785738412
Position 5325: 0.00048207113563379254
Position 605: 0.0004563810393296099
Position 4857: 0.00037435789936449224
Position 1213: 0.0003728722910050819
Position 1689: 0.0003450305981930669
Position 15411: 0.0003335334255206274
Position 591: 0.00032855557385147693
Position 3359: 0.00031924018257659196
Position 4785: 0.00031451868735228437
Position 1591: 0.0003046933469225892
Position 1400: 0.0002857079276800849
Position 3496: 0.00028322655913081313
Position 3839: 0.00027841948521296954
Position 394: 0.000268514182867043
Position 773: 0.0002605731343572157
Position 554: 0.0002519027053717339
Position 2036: 0.00023932874092968135
Position 5398: 0.0002244143940700083
Position 2812: 0.00018018589545461706
Position 1573: 0.0001595761591406628
Position 2048: 0.00014440205009341565
Position 16302: 0.0001379790780162214
Position 625: 0.0001340107598129166
Position 956: 0.00012898311100536416
Position 5035: 0.0001265597923022391
Position 809: 0.0001264609996722529
Position 103: 0.00012475622166628178
Position 4002: 0.00012334023172303057
Position 17293: 0.00011363497520184452
Position 1397: 9.578563993080582e-05
Position 5222: 8.440005416787259e-05
Position 3938: 8.433853222757255e-05
Position 1531: 7.933663381280408e-05
Position 3364: 7.87634700201e-05
Position 1403: 7.601163148174465e-05
Position 725: 7.375412394296678e-05
Position 574: 6.840282020645805e-05
Position 1905: 6.781393759242176e-05
Position 1528: 6.331588493884203e-05
Position 409: 5.8519232507311845e-05
Position 1576: 5.604864700684212e-05
Position 1615: 5.493087254696765e-05
Position 2130: 5.458067029319489e-05
Position 2661: 5.261353528283036e-05
Position 15162: 4.984374486798104e-05
Position 15141: 4.7891373801111476e-05
Position 1368: 4.475790963108402e-05
Position 2798: 4.42978818043674e-05
Position 1406: 4.3491498971927525e-05
Position 564: 4.264815210874611e-05
Position 959: 3.981089106813022e-05
Position 1427: 3.763988276542239e-05
Position 454: 3.651498003332435e-05
Position 1191: 3.546667692184156e-05
Position 312: 3.3417738807195965e-05
Position 938: 3.322889661610839e-05
Position 3798: 3.290715344867059e-05
Position 439: 2.8465557047206593e-05
Position 2636: 2.8110314868353474e-05
Position 4278: 2.449651425269229e-05
Position 1365: 2.2922577748647513e-05
Position 1436: 2.2274521914614005e-05
Position 733: 2.0532971505693915e-05
Position 3593: 1.8089859782496107e-05
Position 1226: 1.7403812216037817e-05
Position 5101: 1.7251093210313255e-05
Position 15115: 1.7216892082764822e-05
Position 4231: 1.674917926045577e-05
Position 5338: 1.4283899763665697e-05
Position 1143: 1.3644382786351482e-05
Position 4655: 1.3478612845067158e-05
Position 13604: 1.037545593090068e-05
Position 16666: 9.946926735010413e-06
Position 1442: 9.912172579629762e-06
Position 157: 9.744408894667944e-06
Position 10725: 8.139062871508299e-06
Position 1384: 7.630439853120763e-06
Position 1570: 7.627003878333142e-06
Position 4090: 7.463078608881863e-06
Position 681: 7.079825498452528e-06
Position 14837: 6.149015713218789e-06
Position 1359: 5.9687140437281344e-06
Position 2253: 5.90905947170557e-06
Position 15307: 5.849708813250982e-06
Position 1472: 5.518426920949135e-06
Position 669: 5.175839434077307e-06
Position 13309: 4.655193728940934e-06
Position 1749: 4.533594868027365e-06
Position 4725: 4.263011201530774e-06
Position 1555: 3.935298229802961e-06
Position 2256: 3.885674665292612e-06
Position 2450: 3.0947037494344535e-06
Position 4619: 3.0904748622913823e-06
Position 4633: 3.0868743147503003e-06
Position 896: 3.0826076458299098e-06
Position 15792: 2.72660377421049e-06
Position 11678: 2.7061497282955075e-06
Position 2224: 2.641865827968648e-06
Position 11942: 2.589092653696042e-06
Position 1699: 2.5022575189693615e-06
Position 4993: 2.1740525100138646e-06
Position 260: 2.125424136561497e-06
Position 1250: 2.0854903568706808e-06
Position 4899: 2.020390002516638e-06
Position 1253: 1.8552773742798147e-06
Position 1311: 1.6758881791157315e-06
Position 962: 1.3827632169469285e-06
Position 10223: 1.156593769581119e-06
Position 10077: 1.1509728168187219e-06
Position 10344: 1.1000877324439683e-06
Position 4790: 9.275363722630932e-07
Position 9884: 8.597688204595148e-07
Position 11026: 8.241144412353681e-07
Position 10698: 7.522979013787639e-07
Position 13558: 6.751453140716716e-07
Position 10261: 5.682897637687542e-07
Position 9962: 5.434999129366403e-07
Position 5114: 5.281714525231737e-07
Position 13513: 5.221894935284354e-07
Position 10659: 4.992499428217081e-07
Position 4956: 4.064481849640491e-07
Position 4919: 3.9104402504839314e-07
Position 13287: 3.63512292085143e-07
Position 5006: 3.212886500116051e-07
Position 11616: 3.2018626062997376e-07
Position 12829: 3.1987448999793186e-07
Position 13741: 2.972100742021141e-07
Position 11329: 2.0956106561091984e-07
Position 4670: 1.8696097450434717e-07
Position 9768: 1.812219788555369e-07
Position 11439: 1.1968572543204346e-07
Position 4931: 1.188450874694622e-07
Position 12928: 1.1708626022418623e-07
Position 4888: 9.961234395003553e-08
Position 4923: 5.002173279473131e-08
Position 11401: 2.79588345838556e-08
Position 11662: 2.2038552722414958e-08
Position 8710: 1.8938239692397935e-08
Position 11430: 1.140984678979844e-08
Position 4934: 1.1149857781937598e-08
Position 8799: 1.0881684872616465e-08
Position 4869: 8.496077240871375e-09
Position 1019: 8.392275863510536e-09
Position 8646: 6.683358869517635e-09
Position 9136: 4.678767776626832e-09
Position 7455: 4.67093285419598e-09
Position 6123: 4.225734975856865e-09
Position 953: 4.06365944332464e-09
Position 9454: 3.6743642294985376e-09
Position 7499: 3.2942146261054166e-09
Position 4965: 2.9033208058102263e-09
Position 7937: 2.7983388079474782e-09
Position 176: 2.7604701562981128e-09
Position 6730: 2.63646315325014e-09
Position 8309: 2.3594771735252525e-09
Position 8530: 2.118367474927859e-09
Position 6424: 1.9751637672047512e-09
Position 416: 1.8303109839406048e-09
Position 6258: 1.6082828936224849e-09
Position 272: 1.5486228335647164e-09
Position 7868: 1.3824576920282593e-09
Position 341: 1.223977467755781e-09
Position 324: 1.1537693508092372e-09
Position 977: 9.285044868382819e-10
Position 6334: 7.925233782312472e-10
Position 8366: 7.652845928076359e-10
Position 235: 7.382693811702121e-10
Position 1034: 6.862983983425031e-10
Position 980: 6.81002966650859e-10
Position 6639: 6.51334099755682e-10
Position 5867: 5.92261514793588e-10
Position 264: 5.798809933996026e-10
Position 6966: 5.53529647008534e-10
Position 749: 5.172906729414287e-10
Position 8554: 5.168952547308919e-10
Position 5688: 4.910185917242355e-10
Position 224: 4.701410222749907e-10
Position 8715: 4.628675381628223e-10
Position 241: 3.3123372149158964e-10
Position 974: 3.302952906709606e-10
Position 8614: 3.267954896575438e-10
Position 7679: 3.108592725265801e-10
Position 992: 2.6187292088348915e-10
Position 6141: 2.583209937673622e-10
Position 664: 2.414831015926052e-10
Position 1010: 2.332700717267047e-10
Position 1969: 2.16159839438364e-10
Position 7354: 1.996764611704639e-10
Position 6876: 1.9562391428600624e-10
Position 7063: 1.7478827391438598e-10
Position 7213: 1.7047598688660153e-10
Position 5991: 1.3354800680591108e-10
Position 7464: 1.2046210890063543e-10
Position 7311: 1.0053919104724994e-10
Position 247: 9.325313348294839e-11
Position 1031: 9.221888732712578e-11
Position 338: 8.280909159917816e-11
Position 6889: 7.718903690493137e-11
Position 6147: 7.046077797778656e-11
Position 6127: 6.787796472157509e-11
Position 5582: 5.770730007086199e-11
Position 5766: 5.641514127255917e-11
Position 6279: 5.36137048208255e-11
Position 6892: 5.245336840356031e-11
Position 377: 4.904539600357728e-11
Position 5547: 4.3206574140378985e-11
Position 138: 2.9180665834195207e-11
Position 198: 2.5287175093643e-11
Position 6288: 2.017564658392327e-11
Position 6268: 1.870859053907014e-11
Position 6177: 1.6341386991192712e-11
Position 279: 4.797390211681142e-13
Position 5245: 1.7549039510728158e-13
Position 5236: 2.4532508563896673e-14
Position 5405: 1.8026812115937656e-14
Position 345: 1.5307096668573607e-14
