Gene = atk
Position 409: 6.059485149218262e-06
Position 8600: 5.325621036498452e-06
Position 8898: 5.047850006114143e-06
Position 9040: 4.885883104028507e-06
Position 8538: 4.583971884168799e-06
Position 1186: 4.303677954745938e-06
Position 5403: 3.261127007698092e-06
Position 1125: 3.095107567083932e-06
Position 1038: 3.0027783507374386e-06
Position 8768: 2.3248392125427792e-06
Position 843: 2.3185614140203874e-06
Position 886: 2.295788509459201e-06
Position 1774: 2.1609112934522153e-06
Position 6124: 1.7309004903577879e-06
Position 8855: 1.6681729092621517e-06
Position 6461: 1.2872537723420566e-06
Position 1426: 1.1848126223187399e-06
Position 8478: 1.1809680136467631e-06
Position 8360: 1.0595259898739041e-06
Position 5291: 1.0019103047320836e-06
Position 1500: 9.53676519839686e-07
Position 960: 9.250948090356967e-07
Position 876: 9.154049118636454e-07
Position 934: 7.338899803024078e-07
Position 9222: 7.000199453147511e-07
Position 1001: 6.956152407099145e-07
Position 9083: 6.713676445000412e-07
Position 5671: 6.573865759928148e-07
Position 71: 5.666760505665785e-07
Position 495: 5.118054023166924e-07
Position 331: 4.4696554759464585e-07
Position 355: 3.9465927923210433e-07
Position 859: 3.243084854312446e-07
Position 9199: 2.529224928078278e-07
Position 200: 2.0205096856966852e-07
Position 8316: 1.9254537779270772e-07
Position 9189: 1.8175673769369556e-07
Position 523: 1.7619249444033218e-07
Position 8891: 1.5579017739923757e-07
Position 8301: 1.5551046692823878e-07
Position 802: 1.5334342048268491e-07
Position 397: 1.4491023272329865e-07
Position 847: 1.2431187594388543e-07
Position 2169: 1.2345873191190582e-07
Position 219: 1.2331941033165276e-07
Position 515: 1.2257609137491855e-07
Position 8131: 9.73194933779012e-08
Position 289: 6.303929295472744e-08
Position 695: 5.313225318139535e-08
Position 730: 4.205956748391741e-08
Position 662: 4.1533915579676006e-08
Position 755: 3.09483380332209e-08
Position 892: 1.855253916197771e-08
Position 8145: 1.1906123000203095e-08
Position 8206: 6.616861944364173e-09
Position 334: 1.5599833965949342e-09
Position 8275: 1.5335166433922795e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8054: 0.9901642934371161
Position 8233: 0.9885556908475517
Position 5240: 0.9335485962690762
Position 5492: 0.8612329037427774
Position 6306: 0.35481308678907814
Position 209: 0.07377268643311898
Position 6922: 0.07322423101237288
Position 9106: 0.03984875428419494
Position 2847: 0.03395584107309577
Position 6220: 0.03321176182301296
Position 4836: 0.03304906830751642
Position 9269: 0.028769829404125785
Position 7587: 0.027126905749631107
Position 4873: 0.02573367361383353
Position 5903: 0.02306748711642654
Position 7298: 0.02284977449915533
Position 7301: 0.020171714818750335
Position 7752: 0.01573715282443592
Position 187: 0.01514050809521386
Position 6625: 0.014418477755686209
Position 8744: 0.013423623070859729
Position 2719: 0.013184986753091075
Position 6242: 0.011327496590361485
Position 6348: 0.010659801862466178
Position 9515: 0.009836831334575606
Position 5922: 0.009654916205123983
Position 5504: 0.009048645432005415
Position 7610: 0.008533335403842945
Position 1150: 0.008391300387126193
Position 8021: 0.007919894353817701
Position 2859: 0.007539500216132922
Position 6440: 0.007077829426227168
Position 9452: 0.007043726510151896
Position 9420: 0.006420133410424806
Position 1052: 0.006095360593224756
Position 7560: 0.005816205351591417
Position 5517: 0.005205381050340459
Position 3960: 0.004850586839879162
Position 5383: 0.0047147139952526404
Position 9266: 0.004153187654564042
Position 93: 0.003934928993678082
Position 3126: 0.0038242427846571746
Position 4398: 0.003688719319576801
Position 5192: 0.003443537935322224
Position 340: 0.0033224626008647455
Position 8286: 0.003311171026623176
Position 3298: 0.003259192629138003
Position 701: 0.0032304297454773916
Position 7665: 0.0029817940972775847
Position 515: 0.0029390942739333328
Position 2493: 0.002858958415034142
Position 3447: 0.0024486000995504937
Position 9348: 0.0017661980642884722
Position 6556: 0.0015742120935930458
Position 8697: 0.0014972603070276388
Position 1014: 0.001460418626849499
Position 4591: 0.0013563443077264125
Position 9694: 0.001351901940758773
Position 4083: 0.0013216723108466896
Position 2206: 0.001218674869511483
Position 4344: 0.0011905272061214012
Position 1203: 0.0011896265291063777
Position 3158: 0.0011595708242383177
Position 270: 0.0011211965500783699
Position 6985: 0.0010517638095150525
Position 7235: 0.0010320908783681521
Position 2464: 0.0010139169370231582
Position 8804: 0.0009980468612058395
Position 8971: 0.0009789858969771884
Position 5180: 0.0008501296194779387
Position 786: 0.0008500009716826561
Position 4521: 0.0008381684359936303
Position 8289: 0.0008326626484480213
Position 8111: 0.0008320357679663888
Position 2894: 0.0008020528693226806
Position 8448: 0.000761792341620271
Position 3414: 0.0007582387763591606
Position 9658: 0.0007012940979420669
Position 2641: 0.0006771002704005959
Position 1586: 0.0006285516572299954
Position 2211: 0.0006276641901089778
Position 1314: 0.0005881817893166092
Position 1113: 0.000582128401503121
Position 8676: 0.0005801668259473989
Position 9147: 0.0005624248465248913
Position 9244: 0.0005288769842514853
Position 3855: 0.0005032797284859332
Position 5185: 0.0004969579632317039
Position 799: 0.00040999452414584376
Position 6129: 0.0003842685722113483
Position 9034: 0.0003825042085552797
Position 1128: 0.0003802715016595738
Position 1847: 0.00034350211969626454
Position 984: 0.0003380928425943806
Position 9942: 0.00032888412374855393
Position 7147: 0.00031625701553889284
Position 9712: 0.00029629598797481727
Position 3802: 0.0002793318632748798
Position 8846: 0.00026745616125904557
Position 9759: 0.0002447232985031509
Position 1209: 0.00023536533912218874
Position 9471: 0.00021716489973914053
Position 9350: 0.00020177198006397743
Position 8639: 0.00019162211592214343
Position 917: 0.00017849606530389274
Position 876: 0.00016356420087708783
Position 6053: 0.00014393773130145506
Position 8316: 0.00014042755058183914
Position 9630: 0.00013101098814937963
Position 704: 0.00013088392717551428
Position 2234: 0.00012744069931247404
Position 5997: 0.00012418117715124708
Position 8750: 0.00011494631920311597
Position 4695: 0.00011388266497538497
Position 9738: 0.00011242292193986061
Position 871: 0.00010558301364424679
Position 9289: 0.00010413603945676145
Position 676: 0.00010139782466918738
Position 9373: 9.530486716700099e-05
Position 1032: 9.482325641425139e-05
Position 3101: 9.235428659685885e-05
Position 8610: 8.266757301032329e-05
Position 1275: 8.255981310070797e-05
Position 8069: 8.017320432436376e-05
Position 5938: 7.60832376341806e-05
Position 2135: 7.553787314822528e-05
Position 2306: 7.294415926705668e-05
Position 1317: 7.062757332219396e-05
Position 1449: 6.180690247003055e-05
Position 692: 5.767641804719529e-05
Position 6071: 5.2433383587399025e-05
Position 8916: 5.133341311915246e-05
Position 4530: 5.03029537477197e-05
Position 5660: 4.885328727843197e-05
Position 10152: 4.615935472048641e-05
Position 1245: 4.570165421726419e-05
Position 990: 4.5045824005011434e-05
Position 4794: 4.38749328377401e-05
Position 4353: 4.220030291459515e-05
Position 9309: 4.151309747840742e-05
Position 1287: 4.0058148511282395e-05
Position 8600: 3.73611804372644e-05
Position 1414: 3.6741465714451716e-05
Position 8759: 3.440934335078741e-05
Position 1185: 3.1513158511436705e-05
Position 1138: 3.128171905259859e-05
Position 8412: 2.922991140976291e-05
Position 310: 2.884183587839551e-05
Position 8259: 2.572725950647187e-05
Position 8776: 2.4583350655635298e-05
Position 9410: 1.9451793002763665e-05
Position 9283: 1.7461237449125555e-05
Position 8553: 1.4979164937739287e-05
Position 8925: 1.0693598676082676e-05
Position 3483: 7.550435400955705e-06
Position 2329: 6.256811544765173e-06
Position 886: 4.050470507639055e-06
Position 2025: 3.9217015259951e-06
Position 8896: 3.6326987531664686e-06
Position 960: 2.9227687203271693e-06
Position 1526: 2.611226116297378e-06
Position 1619: 1.53881707533183e-06
Position 1164: 1.507390972949101e-06
Position 470: 1.4294186318451152e-06
Position 390: 1.3953247344409134e-06
Position 538: 1.3034867010203752e-06
Position 1001: 1.265536529600609e-06
Position 750: 1.1848954561302414e-06
Position 116: 1.1567558412100414e-06
Position 1173: 9.962436859239777e-07
Position 435: 9.855502838092569e-07
Position 639: 8.339337389021417e-07
Position 599: 7.688613878752241e-07
Position 1364: 7.325719075077206e-07
Position 951: 6.535845200837425e-07
Position 718: 5.112484538227426e-07
Position 6782: 5.057983968496857e-07
Position 554: 3.764126802080432e-07
Position 98: 3.1769554139004635e-07
Position 1651: 2.692486634829587e-07
Position 722: 2.2431872907592272e-07
Position 6909: 2.1517013929614055e-07
Position 6681: 2.0020932921505933e-07
Position 755: 1.7469273320702856e-07
Position 645: 1.6837080166001904e-07
Position 662: 1.553133866355218e-07
Position 509: 1.267470035829784e-07
Position 8478: 7.590828961525642e-08
Position 315: 4.497502849549895e-08
Position 577: 3.764364112924919e-08
Position 657: 3.7236180350575536e-08
Position 8494: 1.4901329837365364e-08
Position 104: 1.458967306716253e-08
Position 355: 1.272525679830657e-08
Position 304: 4.86729238119135e-09
Position 8619: 4.623314234489381e-09
Position 439: 3.6346340843175175e-09
Position 368: 2.081482660048589e-09
Position 730: 1.2346397968245553e-09
Position 147: 8.095136276663289e-10
Position 8322: 3.73104798189179e-10
Position 1180: 3.012041236273622e-10
Position 724: 1.4375589875467195e-10
Position 395: 3.011614251330063e-11
Position 443: 6.613810132963555e-12
Position 454: 6.1385457709579956e-12
Position 384: 3.1278764768949074e-12
Position 317: 1.2062113518127395e-15
