Gene = VhaSFD
Position 4363: 0.0001541844447007476
Position 2512: 0.0001370344698426723
Position 462: 0.00013662499668761543
Position 4632: 0.00013320018388982233
Position 2509: 0.00013147757891614933
Position 821: 0.00012975721514561786
Position 4230: 0.00012841004457626203
Position 83: 0.00012352533333792373
Position 295: 0.00011874354879289028
Position 532: 0.00011828945009780404
Position 2203: 0.00010917139358840062
Position 4024: 8.748929067010902e-05
Position 3058: 8.579172808357948e-05
Position 3379: 8.388168080543228e-05
Position 64: 7.857115823293365e-05
Position 299: 7.83137557732935e-05
Position 3392: 7.503231420976945e-05
Position 69: 6.068512740240467e-05
Position 574: 5.848716680210238e-05
Position 4376: 5.482855664514749e-05
Position 1570: 5.061689017091325e-05
Position 86: 4.628703141841636e-05
Position 4096: 4.321032948712684e-05
Position 174: 4.293249749569899e-05
Position 4653: 4.278611263064073e-05
Position 765: 4.2602967118897176e-05
Position 4379: 4.032453920842055e-05
Position 124: 3.633485957301942e-05
Position 3848: 3.572141939091171e-05
Position 51: 3.324906829643136e-05
Position 67: 2.3466966207783675e-05
Position 4799: 2.0977251643975585e-05
Position 831: 2.086338644045623e-05
Position 3743: 1.969212172851963e-05
Position 543: 1.7523116197589685e-05
Position 4733: 1.6839946301382827e-05
Position 476: 1.6594370881897253e-05
Position 3353: 1.600528913246189e-05
Position 4410: 1.301049250876465e-05
Position 686: 1.0794014198858057e-05
Position 870: 1.0643190237146587e-05
Position 927: 1.0499584617694157e-05
Position 3218: 9.781376686151274e-06
Position 2972: 9.47122496630595e-06
Position 3103: 9.173137786347346e-06
Position 3179: 9.011635160889003e-06
Position 2989: 7.311730648421592e-06
Position 906: 7.090711057711611e-06
Position 921: 6.512830401991564e-06
Position 972: 6.509856451185658e-06
Position 1333: 6.060419460674172e-06
Position 3288: 5.683708068232858e-06
Position 1363: 4.629158471184766e-06
Position 3144: 3.595980969012547e-06
Position 703: 3.4865549617466085e-06
Position 24: 2.4699472994854096e-06
Position 714: 2.2103893963098172e-06
Position 3062: 1.9867674163027606e-06
Position 651: 1.9580401264798605e-06
Position 1144: 1.8100265509674944e-06
Position 3110: 1.7584855252430128e-06
Position 611: 1.7272024426981224e-06
Position 3245: 1.673342324531099e-06
Position 126: 1.635199635245092e-06
Position 1383: 1.5382935795020145e-06
Position 278: 1.4968397910493209e-06
Position 201: 1.3914812887017287e-06
Position 915: 1.2993373956814933e-06
Position 613: 9.905473851919429e-07
Position 1540: 7.267875817402851e-07
Position 1503: 7.031385366443691e-07
Position 58: 6.170274986721815e-07
Position 2939: 4.830563210880376e-07
Position 112: 3.5687310166376563e-07
Position 137: 3.468386100304646e-07
Position 3484: 3.3628264797154177e-07
Position 3430: 2.764745654681766e-07
Position 3542: 2.564891540954877e-07
Position 3439: 2.244602113859788e-07
Position 666: 1.974523479813635e-07
Position 128: 1.7869996855307953e-07
Position 4345: 1.7536025267257382e-07
Position 358: 1.6235373906557314e-07
Position 56: 1.2935675672321306e-07
Position 420: 1.1845966072431083e-07
Position 3889: 1.0657109859827899e-07
Position 140: 8.097899720222359e-08
Position 3686: 7.021187759616912e-08
Position 711: 6.494261577221584e-08
Position 1080: 4.494405639731458e-08
Position 3250: 4.1101008450293363e-08
Position 3402: 3.8232981426912844e-08
Position 3902: 3.2519722047283e-08
Position 1192: 3.0536455346153056e-08
Position 3500: 2.892330087132828e-08
Position 979: 1.4193457796726544e-08
Position 4161: 1.1110943275185872e-08
Position 4212: 5.517012137844127e-09
Position 3415: 5.312070602463175e-09
Position 4420: 3.237763817213097e-09
Position 4188: 1.7944472091375314e-09
Position 2908: 1.3484687089752616e-09
Position 1086: 9.436228275293528e-10
Position 1168: 8.101006399966151e-10
Position 3887: 4.1809197788744263e-10
Position 3043: 2.2282599718775325e-10
Position 3001: 1.4516081608173901e-10
Position 2800: 1.0239639909990054e-10
Position 3656: 8.619695619644337e-11
Position 789: 2.39021783909792e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3031: 0.9991334379443811
Position 3654: 0.998959098550738
Position 2832: 0.8498799212932393
Position 3928: 0.7569817975860806
Position 337: 0.7047123998689143
Position 2422: 0.2961438500883116
Position 3824: 0.21760861495515885
Position 2579: 0.11127229133265351
Position 1712: 0.09898058621086459
Position 2196: 0.029806771548855894
Position 2387: 0.01990602592785254
Position 634: 0.018108361523154985
Position 369: 0.01667318431621816
Position 2699: 0.01280464842980883
Position 2723: 0.011508563660618308
Position 564: 0.01078131124068806
Position 2747: 0.01061539142092856
Position 1199: 0.009323894236357844
Position 597: 0.008845947133732759
Position 4848: 0.008123640851002124
Position 4058: 0.008120290886306556
Position 873: 0.00757500035441442
Position 1280: 0.007190358559398684
Position 2850: 0.006988113218348504
Position 4783: 0.0053498181711113
Position 366: 0.005286351135089954
Position 4441: 0.0052018913625973585
Position 789: 0.004042467459125062
Position 4425: 0.003228015540948293
Position 4469: 0.0029484626108750907
Position 890: 0.002853563168977651
Position 690: 0.0022518354047040205
Position 420: 0.0022293954016369753
Position 4178: 0.0021354856940654907
Position 893: 0.001834052236129024
Position 3866: 0.0018241929825919996
Position 3389: 0.0017993950326212966
Position 4241: 0.0017015427405337995
Position 2295: 0.0016138420605759872
Position 2285: 0.0015799524722795537
Position 2871: 0.0014305188332699806
Position 255: 0.001179919959606193
Position 3202: 0.001013121366867124
Position 1021: 0.0010086984129833187
Position 549: 0.000962419706109486
Position 1811: 0.0008851930345148635
Position 283: 0.0008603993040596636
Position 2705: 0.0008133937738920416
Position 2313: 0.0007504657056776686
Position 3830: 0.0006925346534519668
Position 1719: 0.0006871370351678039
Position 4216: 0.000655412285535946
Position 4062: 0.0006406160386722803
Position 249: 0.0006116658703676874
Position 4038: 0.0005472081901026568
Position 392: 0.0004897852131985476
Position 1971: 0.00046934455033142183
Position 4410: 0.0004632126733314567
Position 3323: 0.00046264881004184016
Position 3138: 0.0004538131306062761
Position 2162: 0.00043071600654971914
Position 4248: 0.0003956369105711761
Position 2744: 0.0003862187838272612
Position 3947: 0.00035786287778168677
Position 3430: 0.00034540503041596376
Position 992: 0.00033762060586210675
Position 3250: 0.00032738077562856853
Position 3043: 0.00032707208834731257
Position 2727: 0.0003259829760757332
Position 2433: 0.00032242899723651324
Position 3286: 0.00031596050223903243
Position 4206: 0.00031578941271772325
Position 426: 0.0002889388788633091
Position 979: 0.0002606480839212509
Position 600: 0.0002512062088960925
Position 4618: 0.00025076796972599806
Position 372: 0.00024701508295689093
Position 3226: 0.00022731149715224586
Position 4763: 0.00022508652743800204
Position 4887: 0.000214283732936598
Position 1528: 0.00016349671482676883
Position 3682: 0.0001606191626009073
Position 3524: 0.00014929655511761563
Position 4294: 0.00014793513217112417
Position 96: 0.0001444730905910965
Position 1407: 0.0001393751685790936
Position 859: 0.0001319742855177401
Position 2105: 0.0001243166100519131
Position 2120: 9.410667983181658e-05
Position 1816: 9.170867673263531e-05
Position 1071: 8.528922421214644e-05
Position 4877: 8.119626091206809e-05
Position 2737: 7.012055817816066e-05
Position 288: 6.876404833620955e-05
Position 4094: 4.833669547393644e-05
Position 1788: 4.743431185516187e-05
Position 3679: 3.9691612951015e-05
Position 1025: 3.680678492906411e-05
Position 4729: 3.480691234709477e-05
Position 1379: 3.2889417611775384e-05
Position 482: 3.0471807011589414e-05
Position 263: 3.030619775349405e-05
Position 3268: 2.939386805658176e-05
Position 3475: 2.9068964554382658e-05
Position 4120: 2.6038032253110834e-05
Position 2485: 2.3135985576050183e-05
Position 3094: 2.0225418447776263e-05
Position 503: 1.4722375597533783e-05
Position 1832: 1.3421641789952626e-05
Position 3944: 1.3314826591589512e-05
Position 2497: 1.3287626535560104e-05
Position 3256: 1.2987990136096701e-05
Position 3379: 1.0965232283872813e-05
Position 495: 1.0192274192128702e-05
Position 3694: 9.809738054616213e-06
Position 4677: 9.370391015617896e-06
Position 798: 9.243458794635825e-06
Position 4651: 8.009842328487621e-06
Position 4926: 6.826636929053283e-06
Position 1204: 6.757439670362278e-06
Position 3340: 6.633739794811053e-06
Position 507: 6.5671683849990695e-06
Position 642: 6.504107647859508e-06
Position 765: 6.501926756598063e-06
Position 753: 6.049844924023778e-06
Position 147: 6.0479879157162475e-06
Position 2071: 5.796934559856321e-06
Position 3399: 5.774540955448547e-06
Position 3157: 5.3822397927628195e-06
Position 3460: 5.24232066754292e-06
Position 1033: 5.018179831042843e-06
Position 4070: 4.499017276692774e-06
Position 939: 3.9962606808688015e-06
Position 1733: 3.981246217476017e-06
Position 3151: 3.610853219082697e-06
Position 1731: 2.986251315713854e-06
Position 3674: 2.7098634772097623e-06
Position 651: 2.659998943698483e-06
Position 3154: 2.3758700420643283e-06
Position 1794: 2.363755451124923e-06
Position 151: 1.3352616678505804e-06
Position 3265: 9.280461848825121e-07
Position 458: 8.802191365379527e-07
Position 1086: 8.25404919418953e-07
Position 3108: 8.127100579884113e-07
Position 3283: 7.811709612854658e-07
Position 1040: 7.645620609311189e-07
Position 3359: 6.56194583868044e-07
Position 3346: 6.422324524752579e-07
Position 930: 6.398919516307324e-07
Position 3208: 5.739489292097279e-07
Position 3592: 4.403488264820949e-07
Position 3731: 3.163584867384996e-07
Position 804: 2.374989740811538e-07
Position 3199: 1.7230430010334986e-07
Position 189: 1.6344112947317588e-07
Position 135: 1.3338066788459246e-07
Position 3751: 8.545862552060875e-08
Position 186: 5.341788430949247e-08
Position 434: 1.986745147923345e-08
Position 471: 1.9056788074649634e-08
Position 516: 8.653875051018251e-09
Position 4001: 6.246141171579096e-09
Position 648: 6.2354240547552575e-09
Position 3709: 4.284640702611375e-09
Position 897: 4.044811282028459e-09
Position 201: 3.428278290373098e-09
Position 3978: 2.4469593792884656e-09
Position 67: 1.8513252053315676e-09
Position 3953: 1.7887982118057377e-09
Position 3971: 1.7583719089967106e-09
Position 450: 1.3653931703104775e-09
Position 438: 6.05644245714486e-10
Position 441: 1.6774240258512304e-10
