Gene = Spn28Dc
Position 1001: 0.001275157014801539
Position 825: 0.0009748274959228046
Position 1797: 0.0007492031217808112
Position 1231: 0.0007257265350351826
Position 2232: 0.0007197635661116182
Position 947: 0.0006773421563477769
Position 1749: 0.0006168729473264005
Position 973: 0.000544748585145243
Position 1008: 0.0005417986197581805
Position 587: 0.0005150236227915869
Position 194: 0.0005042771236651327
Position 1861: 0.0004914625366065306
Position 2222: 0.00044453368181127513
Position 2006: 0.0004375397821247501
Position 1521: 0.0004048001046362062
Position 464: 0.00036910535407004607
Position 2037: 0.00028793210211549485
Position 1244: 0.0002842042944184167
Position 1197: 0.0002828529440386753
Position 749: 0.00027979985478965644
Position 1692: 0.0002732591451913114
Position 907: 0.00024695498103327563
Position 1308: 0.00021740947709421196
Position 870: 0.0002003138889220328
Position 2126: 0.00015779630254735005
Position 1784: 0.00013027674221097172
Position 154: 0.00012662945014091874
Position 642: 0.0001245612053300617
Position 2613: 9.90470404873463e-05
Position 1151: 9.837194733623128e-05
Position 2154: 9.73510301914013e-05
Position 2076: 8.781768301307965e-05
Position 2400: 8.477183184238641e-05
Position 1349: 8.172140432154854e-05
Position 673: 8.076922137050001e-05
Position 625: 7.551270284332535e-05
Position 617: 7.02187047986242e-05
Position 2196: 6.794868127764451e-05
Position 409: 6.0380520940975376e-05
Position 1385: 5.3750346927477e-05
Position 2046: 4.218757264923817e-05
Position 1867: 4.0941490356561684e-05
Position 1423: 3.991356129903608e-05
Position 1805: 3.3977804956089045e-05
Position 2617: 2.7443875789187158e-05
Position 536: 2.6222737939717003e-05
Position 2188: 2.5383807907166403e-05
Position 1192: 2.521001894605357e-05
Position 1706: 2.3060553841461163e-05
Position 2097: 2.183148684627054e-05
Position 1035: 1.671913777296569e-05
Position 629: 1.2867763047164571e-05
Position 951: 1.2428276340222605e-05
Position 1084: 8.183313255116372e-06
Position 296: 8.096114982493904e-06
Position 440: 7.230514540550649e-06
Position 218: 4.638244003507139e-06
Position 701: 3.7018667504375827e-06
Position 206: 3.5072764409764604e-06
Position 1235: 9.467926020062166e-07
Position 215: 7.190215845818689e-07
Position 923: 3.733309387484501e-07
Position 883: 2.969055069409408e-07
Position 227: 1.693009851962836e-07
Position 791: 1.4646542321779507e-07
Position 539: 1.429872657565841e-07
Position 112: 4.457895036349678e-08
Position 224: 1.234868431194103e-08
Position 236: 7.939312949670824e-09
Position 670: 1.0134319665620405e-09
Position 788: 4.264049939568259e-10
Position 719: 1.1196856046913301e-10
Position 682: 4.969066168462274e-13
Position 481: 2.551030819917215e-16
