Gene = lt
Position 1106: 2.0625872475111715e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9990856486334768
Position 585: 0.9154576044080585
Position 2642: 0.9115724911198057
Position 15091: 0.6450692528689695
Position 15277: 0.4709157542723168
Position 15892: 0.39827356357228794
Position 6113: 0.31723197722662866
Position 364: 0.17800714013703525
Position 186: 0.09518166616897651
Position 14904: 0.09449022369344731
Position 5336: 0.09108045641566843
Position 1227: 0.07258440019200789
Position 608: 0.07033680615611844
Position 5266: 0.064330923301785
Position 2375: 0.05718320259495622
Position 5760: 0.05350382044557673
Position 5850: 0.029916855618405395
Position 3907: 0.027635824314345723
Position 2160: 0.02761005846143027
Position 5130: 0.02323698291578128
Position 1465: 0.01888999435437363
Position 5923: 0.018031292500771928
Position 4092: 0.014920137554012357
Position 12956: 0.013460785986421142
Position 81: 0.011092036244712215
Position 5548: 0.010977537108653282
Position 2489: 0.010294959535463482
Position 2747: 0.01014710661666282
Position 1239: 0.01008464322124852
Position 5728: 0.009440279489295924
Position 416: 0.009299855958203148
Position 12464: 0.009050570267683338
Position 5086: 0.008223557362835206
Position 2022: 0.006401957632595888
Position 1525: 0.006328002099981681
Position 1366: 0.006041969816658824
Position 2596: 0.005690384221564337
Position 3541: 0.0056848143875332735
Position 441: 0.005617924864159082
Position 6124: 0.004813529017598818
Position 2054: 0.004587608580718116
Position 1924: 0.004487826736144369
Position 4583: 0.003128369247777409
Position 3597: 0.002259143674348413
Position 11454: 0.00206226991214636
Position 3128: 0.002038508951951939
Position 5047: 0.0020254140291705957
Position 626: 0.0018696698092261074
Position 1943: 0.0018623049441369058
Position 2725: 0.0016977715733637658
Position 389: 0.0015210355076505637
Position 1434: 0.001504691038735271
Position 1508: 0.0013304645124042102
Position 1532: 0.0013247991565269997
Position 1290: 0.0012834896114801743
Position 3108: 0.0010872881181354388
Position 1179: 0.0009676227771970139
Position 3053: 0.0008727788072893507
Position 2793: 0.0008597445610956432
Position 4974: 0.0008193346283422737
Position 651: 0.0007947821500653175
Position 3698: 0.0007833061770781898
Position 1494: 0.0006558647943993953
Position 1040: 0.0006440286152150336
Position 1172: 0.0006023882263887123
Position 2413: 0.000595146426217284
Position 1831: 0.0005662814284678326
Position 2077: 0.00046531010849356453
Position 2810: 0.00039850858157299945
Position 2797: 0.00038356157843687537
Position 11389: 0.00037769788015755006
Position 2303: 0.0003396713803447349
Position 425: 0.00031855515136553685
Position 126: 0.00031620849179246754
Position 10566: 0.000287351418371854
Position 1015: 0.0002828112652473425
Position 1573: 0.0002653797059392727
Position 447: 0.00026011252789282104
Position 632: 0.0002443460054369786
Position 1188: 0.00021959034170096963
Position 3666: 0.0002020839468650968
Position 6553: 0.00018934780260651798
Position 3558: 0.00018048511397849117
Position 9266: 0.00017387292533807447
Position 1271: 0.0001666984089251191
Position 2970: 0.0001517598388151369
Position 1554: 0.0001459519948231936
Position 110: 0.00013519427904186827
Position 3727: 0.00013215754923585096
Position 1359: 0.00011859492042936101
Position 296: 9.967342711226612e-05
Position 491: 8.724447386017993e-05
Position 1844: 8.43957644599978e-05
Position 1559: 7.47258640443566e-05
Position 3701: 6.961417543035683e-05
Position 7264: 5.4489719337042304e-05
Position 3947: 5.257219914482683e-05
Position 467: 4.953800104584118e-05
Position 9076: 4.705349764785115e-05
Position 8123: 4.6715769750621136e-05
Position 8000: 3.669499234977077e-05
Position 2540: 3.583266039355444e-05
Position 7476: 2.9362604935165374e-05
Position 10045: 2.8630200057935785e-05
Position 1793: 2.1631070195754723e-05
Position 7535: 1.7297710671168094e-05
Position 700: 1.7161180522196713e-05
Position 3625: 1.7106206002635918e-05
Position 485: 1.709755062647416e-05
Position 203: 1.6728174658627228e-05
Position 8921: 1.5882559790958252e-05
Position 6563: 1.3745103549643869e-05
Position 3607: 1.3215795208563972e-05
Position 6427: 1.0965764570824777e-05
Position 8544: 9.03777365998296e-06
Position 1750: 8.542937629690666e-06
Position 6477: 7.963333014600763e-06
Position 312: 6.301318712211723e-06
Position 6622: 4.404757122102699e-06
Position 556: 4.297107696222333e-06
Position 679: 4.292057845212363e-06
Position 692: 4.204500247736485e-06
Position 505: 4.195513781756006e-06
Position 970: 4.0339467710848346e-06
Position 6459: 3.6122160998681202e-06
Position 339: 3.4171698863758415e-06
Position 237: 3.2566577241872295e-06
Position 473: 2.3187609543664313e-06
Position 1085: 1.861670985823124e-06
Position 7177: 1.8532839362038553e-06
Position 7142: 1.726808772825781e-06
Position 499: 1.726135480065638e-06
Position 2031: 1.6676457079096482e-06
Position 3334: 1.5746876799489143e-06
Position 1153: 1.5101864608467458e-06
Position 52: 1.085235160148899e-06
Position 6387: 1.0167366720276823e-06
Position 217: 9.765516445419986e-07
Position 845: 7.373971147571457e-07
Position 839: 7.206966134941046e-07
Position 6382: 5.877435392652816e-07
Position 1296: 5.838448742865988e-07
Position 814: 5.151422922517033e-07
Position 1069: 4.503296733386031e-07
Position 952: 4.2212439578614846e-07
Position 1624: 3.986047571254839e-07
Position 824: 3.791972520549119e-07
Position 666: 3.105284439825293e-07
Position 3978: 3.048194973175414e-07
Position 811: 2.5829859468969294e-07
Position 930: 2.495526181161103e-07
Position 894: 1.8238254126505525e-07
Position 4789: 1.8037059487835782e-07
Position 1212: 1.6170538857259073e-07
Position 3932: 1.408165978426922e-07
Position 1052: 1.0440016639110501e-07
Position 849: 9.7517077119192e-08
Position 2982: 9.038084484708389e-08
Position 4655: 8.855963460573109e-08
Position 1247: 8.568629521438068e-08
Position 536: 6.798887724612664e-08
Position 902: 6.58598842755935e-08
Position 4476: 6.089571034084894e-08
Position 1071: 5.6277073345147267e-08
Position 1292: 5.566759130428775e-08
Position 3952: 3.400374677454875e-08
Position 796: 1.346782592774466e-08
Position 213: 1.2200736805320341e-08
Position 980: 1.1066609901673192e-08
Position 958: 7.1521162170619194e-09
Position 3245: 5.663282967670472e-09
Position 3144: 4.920044245532901e-09
Position 225: 2.309300121195705e-10
Position 1125: 1.4320166254663755e-10
Position 739: 5.071578692145537e-12
Position 319: 8.359244045888969e-18
