Gene = schuy
Position 1633: 5.518424676973957e-05
Position 284: 4.879385725687394e-05
Position 1877: 4.465178813774512e-05
Position 1408: 4.100520677387085e-05
Position 1276: 4.0707545008673705e-05
Position 365: 4.062778495622135e-05
Position 1301: 4.030613673322234e-05
Position 468: 2.6660960298171232e-05
Position 1486: 2.366732523091125e-05
Position 432: 2.1822895012287074e-05
Position 1083: 2.1473817403018487e-05
Position 1053: 1.748620444315997e-05
Position 219: 1.584276215490748e-05
Position 262: 1.509175312178473e-05
Position 1651: 1.377072342008067e-05
Position 739: 1.219206109922376e-05
Position 227: 1.143006913561878e-05
Position 1336: 9.14858775169775e-06
Position 1818: 8.778839353062956e-06
Position 496: 8.773942400381131e-06
Position 526: 7.86367463555412e-06
Position 1050: 6.586752677090699e-06
Position 1527: 5.763549773072371e-06
Position 1558: 4.9439518006320374e-06
Position 1597: 4.60812464959127e-06
Position 1639: 4.586626010222178e-06
Position 820: 4.25846321158538e-06
Position 1358: 2.97143084917636e-06
Position 343: 2.9015349369469356e-06
Position 595: 2.841330253385364e-06
Position 1609: 2.6642686028801404e-06
Position 856: 2.6275184927120913e-06
Position 506: 2.3634316468904962e-06
Position 66: 2.2150026167731896e-06
Position 418: 2.1817201751176273e-06
Position 715: 1.9430155749176685e-06
Position 224: 1.9104644818176722e-06
Position 1758: 1.8349467544046865e-06
Position 704: 1.805750815233127e-06
Position 1669: 1.7250530063035872e-06
Position 853: 1.6571235793195037e-06
Position 502: 1.5808658222833273e-06
Position 208: 1.5361291437246576e-06
Position 532: 1.4905057217201394e-06
Position 491: 1.4664327230976647e-06
Position 1126: 1.2811340156952012e-06
Position 1564: 1.2210268722544217e-06
Position 271: 1.167181631446155e-06
Position 1489: 9.728993995922485e-07
Position 1531: 9.316322617700768e-07
Position 454: 7.024078899005834e-07
Position 376: 5.961918372883196e-07
Position 275: 5.465210470849862e-07
Position 535: 5.004324639939463e-07
Position 1138: 4.78188624912584e-07
Position 787: 4.5656208835612914e-07
Position 1849: 4.3589253433846854e-07
Position 1285: 4.2477516765408786e-07
Position 574: 3.8340262781245034e-07
Position 520: 3.685443476278514e-07
Position 340: 3.3364402749221933e-07
Position 609: 2.82274452825112e-07
Position 349: 1.053914919923082e-07
Position 615: 9.119628419502844e-08
Position 358: 5.815125563878982e-08
Position 101: 4.70558131559412e-08
Position 234: 3.70051198143018e-08
Position 584: 1.594315200479076e-08
Position 277: 9.596763737307582e-09
Position 907: 8.837491588938e-09
Position 1062: 6.668803134901385e-09
Position 83: 6.325093503641116e-09
Position 231: 3.4274366564035373e-09
Position 892: 2.9818120141298387e-09
Position 871: 2.955211595021888e-09
Position 76: 4.895475873104053e-10
Position 370: 2.2730760709738874e-10
Position 367: 9.79139075842853e-11
Position 874: 4.1362655181791475e-11
Position 626: 5.411608819415089e-12
Position 88: 2.207409862735053e-14
Position 345: 7.687054093635513e-15
