Gene = Trp1
Position 929: 0.03508634484324587
Position 2873: 0.03254916610561745
Position 1619: 0.022430244079833305
Position 1275: 0.018678545523575046
Position 868: 0.017930336159046996
Position 2988: 0.015706519007362692
Position 1072: 0.01155124436090896
Position 963: 0.011196272605323049
Position 2884: 0.00999521786388272
Position 655: 0.009290345437244444
Position 1850: 0.00589813602749156
Position 567: 0.0041081728318027215
Position 3523: 0.0036998238101347667
Position 2264: 0.0033365587345544736
Position 265: 0.0031873542795310995
Position 1116: 0.0029313459080023596
Position 3356: 0.002340304154432861
Position 2288: 0.0023268197538915893
Position 3645: 0.0022403546012106377
Position 995: 0.0021905342595841914
Position 2956: 0.0017458696995790008
Position 688: 0.0017397616844611824
Position 3288: 0.0017393730866119479
Position 1080: 0.0016882570775272965
Position 218: 0.0016476310603238554
Position 2239: 0.0015608382272994969
Position 3454: 0.0014791914043079243
Position 3706: 0.00129392845159984
Position 3710: 0.0011676866706956408
Position 2412: 0.0011391964839645645
Position 3183: 0.0011073548751269306
Position 2432: 0.0009935852784537871
Position 383: 0.0008974411858537298
Position 1119: 0.0008536133049144043
Position 445: 0.0007670739728906058
Position 3752: 0.00076332558929232
Position 886: 0.0006730845871369641
Position 1047: 0.0006374502367180025
Position 3203: 0.0006274335265329435
Position 3430: 0.0005393581104916301
Position 3670: 0.0005366951244208194
Position 289: 0.0005178724728147514
Position 116: 0.0004936823617809639
Position 2451: 0.00046769476950070214
Position 489: 0.00034876152980771805
Position 1533: 0.00030099777280209023
Position 2200: 0.00025921678296238443
Position 1128: 0.0002538248442615996
Position 2894: 0.00023619708215740228
Position 3236: 0.00023175729132523254
Position 2662: 0.00020942231202700405
Position 3318: 0.00020895207724357472
Position 2227: 0.00020070612050205347
Position 1565: 0.0001874512601256544
Position 2294: 0.00016443146527415835
Position 342: 0.00015365094633663438
Position 1113: 0.00015246193060712424
Position 2911: 0.0001490226772061988
Position 1640: 0.00014582682937111987
Position 2391: 0.0001409606516521187
Position 3231: 0.0001391918552503469
Position 1212: 0.00013551212899220682
Position 694: 0.00012720935808606843
Position 1379: 0.00011581952378729183
Position 180: 0.00011566937695510555
Position 3189: 0.0001134949184711159
Position 543: 0.00011319511043431563
Position 3575: 8.871844076086421e-05
Position 315: 8.242618229726528e-05
Position 3177: 7.707823207300075e-05
Position 1581: 7.146841661239545e-05
Position 1184: 7.071608823594807e-05
Position 3211: 6.875820618739803e-05
Position 2099: 6.335157045416109e-05
Position 3673: 5.832047206353451e-05
Position 1537: 5.746438366465951e-05
Position 3407: 5.2427264122454896e-05
Position 388: 5.078361541618668e-05
Position 1988: 4.711265785842839e-05
Position 3536: 4.6399107295681834e-05
Position 1492: 4.386286961032845e-05
Position 580: 4.0095425034885246e-05
Position 1111: 3.810821504368904e-05
Position 2297: 3.6772560771608144e-05
Position 1230: 3.303859874048779e-05
Position 1517: 3.247756912948932e-05
Position 1382: 3.2320830495737375e-05
Position 2393: 2.5624819000777164e-05
Position 1791: 2.5163776460638383e-05
Position 457: 2.2828843230617078e-05
Position 756: 1.9700034917593093e-05
Position 1650: 1.8687060458621957e-05
Position 3255: 1.752742474480714e-05
Position 1706: 1.6514865336083813e-05
Position 268: 1.629215335870289e-05
Position 238: 1.6203204010982557e-05
Position 2300: 1.4543790188195907e-05
Position 607: 1.3426593092741224e-05
Position 2273: 1.0418190305518518e-05
Position 393: 9.579755817720501e-06
Position 2908: 9.495558238090746e-06
Position 1805: 7.914836495786932e-06
Position 2507: 7.67939440385354e-06
Position 1648: 6.009433600667909e-06
Position 1770: 5.551314454524001e-06
Position 620: 4.63439428827307e-06
Position 1823: 4.323804193914962e-06
Position 1746: 3.875470568642957e-06
Position 1601: 3.6617893048734883e-06
Position 1817: 3.489460983931937e-06
Position 79: 3.309275770430214e-06
Position 1764: 3.294157512219744e-06
Position 707: 3.026293088552968e-06
Position 1673: 2.9706729712891056e-06
Position 1727: 2.964841837375166e-06
Position 1796: 2.7301842009943464e-06
Position 192: 2.4502089058599225e-06
Position 1433: 2.157661661869138e-06
Position 2328: 1.9286847731574117e-06
Position 134: 1.6978609459845244e-06
Position 1793: 1.4653380557199126e-06
Position 1496: 1.4249103655594777e-06
Position 131: 1.4222620629135775e-06
Position 2475: 1.397603637912847e-06
Position 2321: 1.311616103584891e-06
Position 1712: 1.214989923970024e-06
Position 2372: 9.92691404079228e-07
Position 1021: 6.031652156164807e-07
Position 337: 5.054008368941719e-07
Position 152: 4.582131390709443e-07
Position 92: 2.0736581376837468e-07
Position 2493: 1.2656722933809654e-07
Position 2513: 9.366185319687321e-08
Position 297: 5.1637795619789704e-08
Position 1400: 3.924255743434038e-08
Position 55: 2.354410649559635e-08
Position 2523: 1.2752382774427238e-08
Position 412: 9.730108920244665e-09
Position 1562: 7.519581135491077e-09
Position 1451: 5.286848783786895e-09
Position 160: 2.699044598480744e-09
Position 762: 2.23590801567776e-09
Position 507: 3.6961769382018917e-10
Position 138: 1.5083494136295142e-14
