Gene = CAH2
Position 121: 1.6605838870189998e-05
Position 657: 1.6081595180599417e-05
Position 188: 1.4836069368748525e-05
Position 4781: 1.4001548865219994e-05
Position 67: 1.270745833416227e-05
Position 1461: 1.232565695738455e-05
Position 1163: 1.2293610237113539e-05
Position 12: 9.298684404964164e-06
Position 729: 7.94413645468801e-06
Position 392: 6.956227247502903e-06
Position 5549: 6.944200152550148e-06
Position 5099: 6.880676592370666e-06
Position 1221: 6.860695464632704e-06
Position 4853: 6.786987672803251e-06
Position 756: 6.264430291930852e-06
Position 3627: 6.002320976039051e-06
Position 5182: 5.949506312132245e-06
Position 5531: 5.7497729666521145e-06
Position 5500: 5.645204732644955e-06
Position 4789: 5.53722403587355e-06
Position 4732: 4.638086371555058e-06
Position 5605: 4.594610310643784e-06
Position 5525: 4.452727412826918e-06
Position 1036: 4.379570832250821e-06
Position 323: 3.9857919825055075e-06
Position 5258: 3.640195136593817e-06
Position 5: 3.546233640167548e-06
Position 3067: 3.5019232688912557e-06
Position 1213: 3.495073045592108e-06
Position 5555: 3.32910350191245e-06
Position 1014: 3.0374256811975812e-06
Position 75: 2.9247588339184823e-06
Position 1385: 2.6262867309539777e-06
Position 5543: 2.357003761298881e-06
Position 1072: 1.974088028038596e-06
Position 5036: 1.5645084450224701e-06
Position 847: 1.502841613831236e-06
Position 5084: 1.4751570728432603e-06
Position 4527: 1.3707107241180647e-06
Position 88: 1.0856375365504103e-06
Position 5102: 9.400433684611456e-07
Position 5208: 8.395823412182962e-07
Position 440: 7.495470988824313e-07
Position 5513: 5.863212874469059e-07
Position 687: 5.124039878842534e-07
Position 73: 4.852754761504641e-07
Position 5561: 4.682038523232408e-07
Position 5627: 4.589826636751369e-07
Position 5262: 4.4301924726420924e-07
Position 5567: 4.3829517166138064e-07
Position 5265: 2.70067357392043e-07
Position 5277: 2.6668983662228133e-07
Position 782: 2.1856707389617793e-07
Position 405: 2.127582220282155e-07
Position 428: 1.6396479211221526e-07
Position 565: 1.6314864342369075e-07
Position 191: 1.5447588603616738e-07
Position 601: 1.3229874755097436e-07
Position 5587: 1.1548296750400705e-07
Position 4911: 1.1434455750968436e-07
Position 950: 7.442419148498893e-08
Position 5537: 6.79385431630693e-08
Position 813: 5.147864709676453e-08
Position 706: 3.827864979363462e-08
Position 589: 5.004749430656037e-09
Position 452: 1.6761686071941329e-09
Position 4757: 7.754334836288473e-10
Position 4862: 8.676998769513851e-11
Position 4628: 8.648285479384971e-11
Position 5245: 6.903345963552732e-11
Position 5519: 2.179870140163317e-11
Position 4330: 2.073803649586175e-11
Position 5089: 1.6092365987422514e-11
Position 4871: 1.2800919994039325e-11
Position 4417: 1.2329402343161629e-11
Position 4464: 1.1663215800386457e-11
Position 4567: 9.758008665083378e-12
Position 4290: 9.371709402912256e-12
Position 4211: 9.109505766865253e-12
Position 4461: 8.182063108023411e-12
Position 4336: 7.977252864208579e-12
Position 4242: 6.891697637668942e-12
Position 5252: 3.966560686689919e-12
Position 4333: 3.025801075649469e-12
Position 4284: 2.971955200949262e-12
Position 4245: 2.3068774994523387e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4897: 0.9988370355831637
Position 4074: 0.9381403036095035
Position 4608: 0.910009043600793
Position 4662: 0.08598173154149473
Position 1723: 0.047727234070156804
Position 238: 0.02849998132218685
Position 1303: 0.025769127245341285
Position 4242: 0.023496573795956932
Position 4095: 0.023183424277287944
Position 3236: 0.020823753531307485
Position 124: 0.01975990822441601
Position 4370: 0.016088800622570718
Position 2097: 0.015069856784212906
Position 1266: 0.013455135223908257
Position 692: 0.00954371821203889
Position 1350: 0.009450377505203483
Position 5470: 0.0072689291637950855
Position 2286: 0.006944373763566741
Position 1670: 0.006849597151433341
Position 5390: 0.0065174498782216116
Position 4781: 0.006350157513400929
Position 4379: 0.0059986341530782784
Position 1472: 0.005875041177989272
Position 1744: 0.00472914246160026
Position 3885: 0.0033400471673220534
Position 724: 0.00279745261938247
Position 871: 0.0026500797415731636
Position 1988: 0.0025709856418201873
Position 3843: 0.0025659197730190145
Position 4479: 0.002501574093699376
Position 1700: 0.002310091771460433
Position 4498: 0.002254038975320785
Position 2633: 0.0019387624678718193
Position 1239: 0.0017658865207663696
Position 863: 0.001617964864811848
Position 3148: 0.0016085868678047774
Position 1798: 0.0013663134809861982
Position 2384: 0.001324487795418539
Position 1867: 0.0011827430895393917
Position 2369: 0.0011791232391455695
Position 4592: 0.0011772020041455826
Position 4922: 0.0010699228647967662
Position 3180: 0.001054542878501928
Position 746: 0.0009799953501444224
Position 2224: 0.0009238718192344035
Position 3753: 0.0008765881983870869
Position 601: 0.0008213016877797244
Position 1803: 0.0008193334255429717
Position 1971: 0.000735477017071505
Position 4190: 0.0006937698663124066
Position 4454: 0.0006779715063091066
Position 2402: 0.0006701693304600847
Position 1547: 0.0006138858641510814
Position 2166: 0.000593268307838378
Position 4156: 0.0005665016737257302
Position 3947: 0.0005656064314490056
Position 4114: 0.0004913230491920437
Position 589: 0.00047099355325180804
Position 3865: 0.00044427793047845755
Position 5695: 0.0003395476502507609
Position 767: 0.00033952948035856784
Position 266: 0.00031795155716984224
Position 4638: 0.0002889575931490095
Position 5482: 0.0002770625054685499
Position 2430: 0.00027628473665769834
Position 3005: 0.0002562912382259378
Position 4675: 0.0002417342473400924
Position 1903: 0.0002174682960406208
Position 1366: 0.00020589207691086372
Position 2125: 0.00019874088656596602
Position 5218: 0.00018974206261515342
Position 3996: 0.00017185626342525583
Position 2457: 0.00016553010175707005
Position 114: 0.00016547053906726294
Position 2414: 0.0001608457304027265
Position 3033: 0.0001595488598864559
Position 187: 0.00014419619415072447
Position 3528: 0.00013851489211046922
Position 3651: 0.00013706870601114468
Position 3424: 0.00013132803890203223
Position 1976: 0.00012286994657376504
Position 669: 0.00010963090828673632
Position 782: 0.00010819351603629228
Position 2451: 0.00010037439009095361
Position 5593: 9.005350600385718e-05
Position 2473: 8.947176594315681e-05
Position 3770: 8.640289178478343e-05
Position 3819: 8.450462255305944e-05
Position 1828: 8.04954090543829e-05
Position 5437: 7.665346559879521e-05
Position 2777: 7.583355252571332e-05
Position 2607: 7.353768720484694e-05
Position 3247: 7.177524946092803e-05
Position 3561: 6.833112092890391e-05
Position 1021: 6.661952440025257e-05
Position 3489: 6.611608854348427e-05
Position 1126: 6.342042471732176e-05
Position 2875: 6.124338791988535e-05
Position 2227: 6.123863505929274e-05
Position 1046: 5.853553790058038e-05
Position 1405: 5.802107521781115e-05
Position 1750: 5.5729931159057454e-05
Position 300: 5.437435837769866e-05
Position 4963: 5.3732815419880835e-05
Position 2488: 4.653703103106915e-05
Position 3186: 3.8066834974917506e-05
Position 1054: 3.7073059356866585e-05
Position 3047: 3.6137172412286044e-05
Position 5194: 3.5676292747719744e-05
Position 1814: 3.4460882090944686e-05
Position 4748: 3.445728936625525e-05
Position 1888: 2.830450758478688e-05
Position 1704: 2.6234088624124003e-05
Position 3122: 2.3459785893098296e-05
Position 2974: 2.343744332831895e-05
Position 2733: 1.9896967195012306e-05
Position 3041: 1.744387257222219e-05
Position 5300: 1.6879976242701267e-05
Position 2824: 1.5850245961697958e-05
Position 875: 1.3155945709589092e-05
Position 5205: 1.3008482053433025e-05
Position 4547: 1.2060666916870981e-05
Position 1488: 1.171273835850686e-05
Position 364: 8.101096106643637e-06
Position 1244: 5.98957393603261e-06
Position 2701: 5.840903190666728e-06
Position 5596: 5.3153559980976746e-06
Position 1910: 4.478498950145812e-06
Position 4942: 4.381394198593912e-06
Position 1385: 4.113304804885922e-06
Position 2584: 3.3808662911288243e-06
Position 1560: 3.253714661649397e-06
Position 677: 2.810379189488162e-06
Position 425: 2.7083637233330068e-06
Position 343: 2.425829744107409e-06
Position 613: 2.2602181366865678e-06
Position 1084: 2.0093438077471866e-06
Position 4680: 1.9034359455993168e-06
Position 5317: 1.783860278636579e-06
Position 5702: 1.7667829492756574e-06
Position 256: 1.734906939124557e-06
Position 5173: 1.3954592495338911e-06
Position 5150: 1.3700676170192535e-06
Position 5605: 1.2672665444734153e-06
Position 1491: 1.217057240567972e-06
Position 272: 1.2127716534956566e-06
Position 5277: 1.0574695060465563e-06
Position 5672: 8.515649739741557e-07
Position 5121: 6.478494753045953e-07
Position 359: 4.0984860771063365e-07
Position 751: 3.9970719888736354e-07
Position 277: 3.716536193141609e-07
Position 971: 2.335479694886661e-07
Position 4990: 1.699561665588572e-07
Position 5000: 1.56151229674234e-07
Position 96: 1.2550275714017853e-07
Position 618: 2.5547559602718493e-08
Position 914: 2.8001012873202244e-09
Position 103: 2.475026901689254e-09
Position 323: 1.7600939878943523e-09
Position 5062: 1.1484930415217979e-10
Position 67: 6.5101438468442e-11
Position 88: 4.278125784364059e-11
Position 5075: 1.4070170917492528e-12
Position 372: 3.921862330422986e-13
Position 73: 8.98410587640126e-14
Position 319: 2.1398287813612146e-14
Position 5084: 2.1180349430890223e-14
