Gene = RpIIIC53
Position 1104: 2.1222514398972e-07
Position 700: 6.363202427992413e-08
Position 1290: 3.766825532992247e-08
Position 1205: 3.727103866759919e-08
Position 1246: 3.0227900092299035e-08
Position 441: 2.556038820359117e-08
Position 934: 1.0542955695642162e-08
Position 921: 7.0059034940492336e-09
Position 478: 6.968616619606296e-10
Position 911: 3.201387504765808e-10
Position 1058: 2.7427204289637806e-11
Position 1085: 7.06986983418043e-12
Position 1443: 4.2883310308503205e-12
Position 1491: 1.9120230245879113e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9973633005842839
Position 925: 0.9098258435757355
Position 1046: 0.8053311233536262
Position 1058: 0.052733075882850186
Position 1453: 0.028976549740410973
Position 1202: 0.020407477804396102
Position 1078: 0.006657021181537842
Position 631: 0.005428929360602141
Position 312: 0.004611371891923318
Position 1711: 0.004163017703783714
Position 1066: 0.0034794821043605197
Position 1701: 0.003475279766561098
Position 945: 0.0018400840473968558
Position 628: 0.0017904712458880717
Position 95: 0.001460172239040386
Position 1126: 0.00145441230665536
Position 1564: 0.001439132730438987
Position 609: 0.0013322492593766165
Position 1523: 0.0009131867934902768
Position 625: 0.0008117365229620309
Position 658: 0.0006282978660182344
Position 1544: 0.0005641463538040414
Position 1235: 0.0005094184320898118
Position 1170: 0.0003870060114992544
Position 108: 0.00037809883774470856
Position 1100: 0.0003072310051097621
Position 1253: 0.0002687297254424962
Position 1534: 0.0002567914646928134
Position 1567: 0.00024063446159543775
Position 1096: 0.00022898027922460426
Position 65: 0.00016922556405625034
Position 1321: 0.00016759896827712512
Position 292: 0.00014902827420315635
Position 483: 0.00011107147353515031
Position 650: 0.00010991267137685
Position 942: 0.00010296640707320294
Position 1298: 9.99807550764084e-05
Position 690: 8.703386187301292e-05
Position 504: 6.939213954876842e-05
Position 707: 4.330586064682209e-05
Position 993: 4.0741418301961484e-05
Position 1180: 3.925088646413072e-05
Position 1570: 3.474566810732256e-05
Position 1264: 2.8096378914570114e-05
Position 1286: 2.431433213425724e-05
Position 1109: 2.3809421952391158e-05
Position 693: 2.2111889202138674e-05
Position 492: 2.0891891369803202e-05
Position 1339: 1.8982366343848058e-05
Position 1491: 1.3947705697840801e-05
Position 215: 1.1582401754578348e-05
Position 155: 1.0402872470326355e-05
Position 1326: 1.026015007326343e-05
Position 126: 9.306924219572634e-06
Position 999: 8.97597658809022e-06
Position 1272: 8.840577519359051e-06
Position 1256: 7.046706394903107e-06
Position 1598: 6.382523349106363e-06
Position 964: 5.898673128312243e-06
Position 1632: 5.850569993014896e-06
Position 1175: 5.036153685137448e-06
Position 726: 4.494807004858735e-06
Position 265: 3.614161221783375e-06
Position 133: 3.027523493315293e-06
Position 1652: 2.6081009504313485e-06
Position 1104: 2.571950988110731e-06
Position 188: 2.359974534756186e-06
Position 212: 1.4635085424180481e-06
Position 1111: 1.3289964172139911e-06
Position 747: 1.2661010898469271e-06
Position 435: 1.225038572775981e-06
Position 735: 1.2094418256425293e-06
Position 893: 1.0003748764992778e-06
Position 218: 9.056141938369651e-07
Position 890: 8.29979079087248e-07
Position 76: 8.015625579293329e-07
Position 373: 5.378025810114887e-07
Position 741: 5.325167880037278e-07
Position 756: 5.308290908419316e-07
Position 231: 4.083177534685631e-07
Position 362: 3.552765582750921e-07
Position 509: 3.2006272763638016e-07
Position 521: 2.3659273789017088e-07
Position 867: 2.2239623165222272e-07
Position 833: 2.1128510141193915e-07
Position 974: 1.7576259234763258e-07
Position 782: 1.5269890856117036e-07
Position 960: 1.3620040992289308e-07
Position 1290: 1.041770911836958e-07
Position 195: 7.932623639738225e-08
Position 759: 7.23968571159663e-08
Position 366: 6.551898516612962e-08
Position 45: 6.243183346809626e-08
Position 1007: 2.952938573421159e-08
Position 193: 2.0695134496803135e-08
Position 850: 1.872729274075369e-08
Position 240: 1.3506335157294918e-08
Position 512: 1.0048145411375437e-08
Position 419: 6.041345416555251e-09
Position 523: 4.600783301744035e-09
Position 547: 4.4380471420450746e-10
Position 236: 7.689878138771046e-12
