Gene = trbl
Position 1937: 4.982562630154188e-05
Position 3829: 4.90182694152053e-05
Position 1003: 4.7784597817236485e-05
Position 3903: 4.549025726763545e-05
Position 2088: 4.3430580676186154e-05
Position 2669: 3.8977687123899286e-05
Position 149: 3.618106908242448e-05
Position 1852: 3.5364139289734e-05
Position 1656: 3.278390579541603e-05
Position 3424: 2.7181919365546033e-05
Position 3133: 2.585936359377263e-05
Position 3734: 2.526334848677515e-05
Position 2940: 2.336255083902957e-05
Position 2183: 2.3103996752588377e-05
Position 1061: 2.2017375219218065e-05
Position 4257: 2.191749496781937e-05
Position 206: 2.129752137229272e-05
Position 1720: 1.6694153774326653e-05
Position 196: 1.5993500165019252e-05
Position 30: 1.5941051309395797e-05
Position 370: 1.4089680962595751e-05
Position 76: 1.2044473430823977e-05
Position 1575: 1.153918574280068e-05
Position 1677: 1.0444367583712113e-05
Position 2752: 8.870668255914571e-06
Position 1008: 8.653325276066412e-06
Position 392: 7.760019386602712e-06
Position 780: 7.443414361238275e-06
Position 830: 6.699157371272964e-06
Position 1017: 5.7734733559760275e-06
Position 1731: 5.346199997282785e-06
Position 924: 5.0313586961107435e-06
Position 398: 4.056450854201329e-06
Position 1099: 3.4220963332171017e-06
Position 1344: 2.7960793692420035e-06
Position 714: 2.4955300591374764e-06
Position 1886: 2.3707825366678804e-06
Position 1160: 2.305027390712002e-06
Position 542: 2.259689597326439e-06
Position 3416: 1.8422362415708578e-06
Position 1394: 1.7165852243092473e-06
Position 654: 1.6938829264435188e-06
Position 1348: 1.6604071653688552e-06
Position 4628: 1.3641534107447816e-06
Position 1961: 1.3011919603876012e-06
Position 1825: 1.2871580595192947e-06
Position 1355: 1.241640046832627e-06
Position 1284: 1.0999630096046316e-06
Position 1352: 1.0516054418928892e-06
Position 604: 9.46074215089016e-07
Position 1835: 7.633300369626172e-07
Position 2342: 7.274541661491195e-07
Position 1107: 6.157575994589098e-07
Position 2340: 5.687289341363853e-07
Position 2439: 5.313714632065185e-07
Position 2812: 5.157452283278019e-07
Position 1815: 5.127878781185803e-07
Position 2875: 5.122319272939795e-07
Position 1288: 5.09420759961859e-07
Position 1193: 4.961642353661453e-07
Position 1388: 4.524988661304567e-07
Position 1334: 4.3284804461317696e-07
Position 432: 3.5246829330784283e-07
Position 1476: 3.120227472162283e-07
Position 1375: 1.9505888123803785e-07
Position 1366: 1.6655794339874392e-07
Position 2232: 2.5412673186113437e-08
Position 1397: 2.5352851303936307e-09
Position 44: 7.652916998208479e-10
Position 39: 5.680132257906482e-10
Position 444: 1.569919162722196e-10
Position 1195: 1.5149869363997005e-10
Position 425: 4.466369816350748e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.9528002325778698
Position 1805: 0.5229545751392064
Position 3230: 0.29303844139539653
Position 1778: 0.038777044275715655
Position 4528: 0.03382291059808962
Position 3849: 0.02175057929915998
Position 860: 0.017808296034681682
Position 5008: 0.016086994632505756
Position 3287: 0.014565983297351206
Position 4386: 0.013251052012348226
Position 1499: 0.00927479557775674
Position 4469: 0.005421735580579923
Position 4146: 0.004787703407538193
Position 1284: 0.004681161488248853
Position 2817: 0.00451038436689784
Position 432: 0.004458923432026496
Position 2209: 0.004104224249836666
Position 222: 0.003999057231290896
Position 5029: 0.0038145689451141137
Position 1397: 0.0030915591405399
Position 2423: 0.0028832366169368124
Position 986: 0.00271204235717361
Position 1476: 0.0024410952440783403
Position 839: 0.002309395929425119
Position 3906: 0.002166751685907009
Position 4407: 0.0021588941792588722
Position 539: 0.002005708677521897
Position 5139: 0.0019422452504333266
Position 3494: 0.0015682494045018804
Position 950: 0.0012798482180061876
Position 481: 0.0012701525402031835
Position 4701: 0.0012138470148317555
Position 4940: 0.0011863291773165142
Position 4443: 0.0010858701694791795
Position 2547: 0.0008969376541946716
Position 478: 0.0007798792610958259
Position 3348: 0.0007665244726412909
Position 2160: 0.0006742099399250563
Position 3109: 0.0005759732399362045
Position 4503: 0.0005182801094294093
Position 2719: 0.00051154659831452
Position 1734: 0.0004394221893278316
Position 3888: 0.00039562365593036374
Position 4971: 0.00039369673933432
Position 2289: 0.00036053845745169494
Position 3293: 0.00035373256555937136
Position 642: 0.00035287583870382617
Position 3061: 0.0003286166840065018
Position 441: 0.0002702760518047956
Position 1094: 0.0002566805016800938
Position 379: 0.00024842927355563
Position 4842: 0.0002441288617349578
Position 1726: 0.00023813091386186313
Position 2990: 0.00021496045153321234
Position 5289: 0.00020305037232642867
Position 671: 0.00019974657513501993
Position 1947: 0.00016654943998229164
Position 869: 0.00014460332539404966
Position 1910: 0.0001444407382465769
Position 866: 0.00014291837796932662
Position 5272: 0.00014249215653581494
Position 4234: 0.00014155336166835495
Position 3829: 0.00013157554682385878
Position 803: 0.00013062844224007042
Position 566: 0.00012796892159007154
Position 330: 0.0001237523471014909
Position 1914: 0.00012111612295691238
Position 1141: 0.00012074180680538532
Position 382: 0.00010982484998659716
Position 2621: 0.00010948081139016029
Position 5181: 0.0001063370330810906
Position 302: 9.887340106116457e-05
Position 1932: 9.448181680615908e-05
Position 1843: 9.045064554755508e-05
Position 396: 8.615700475527195e-05
Position 1103: 8.465118850925881e-05
Position 4539: 7.650196866995919e-05
Position 1672: 7.043269112723242e-05
Position 4162: 5.7805732079982044e-05
Position 406: 5.4343500821587236e-05
Position 630: 5.127318994382753e-05
Position 101: 5.127211998862501e-05
Position 1055: 4.485931547921726e-05
Position 5047: 4.0102850763084496e-05
Position 352: 3.836424605911123e-05
Position 348: 3.6750841719534376e-05
Position 1740: 3.581274029945804e-05
Position 236: 3.2068565843328585e-05
Position 1541: 3.148197940488808e-05
Position 1621: 3.06834801713301e-05
Position 367: 3.0623425132408506e-05
Position 414: 2.800594979228878e-05
Position 325: 2.720503895257638e-05
Position 3128: 2.6868795487276735e-05
Position 692: 2.6827445212821273e-05
Position 2255: 2.6375042158655616e-05
Position 232: 2.5002204099359082e-05
Position 484: 2.4252788036649137e-05
Position 557: 2.4144890345929783e-05
Position 3027: 2.4138234825431258e-05
Position 1786: 2.2375961506880952e-05
Position 4323: 2.1378891461595817e-05
Position 685: 2.1283985729213274e-05
Position 364: 1.7977837737022602e-05
Position 1112: 1.6809773885070038e-05
Position 2870: 1.6314305746028118e-05
Position 227: 1.3804740178249547e-05
Position 574: 1.2960947643916064e-05
Position 1557: 1.1057947010225539e-05
Position 444: 1.0865707635389691e-05
Position 133: 1.0703954418508553e-05
Position 1326: 9.996590203155853e-06
Position 1595: 9.970884934564825e-06
Position 312: 9.619376968990487e-06
Position 1562: 8.937322973867339e-06
Position 1646: 7.334673197236051e-06
Position 136: 7.04666419261084e-06
Position 260: 7.014945172516136e-06
Position 335: 6.3340044141466154e-06
Position 2036: 4.732423917332872e-06
Position 279: 3.3424467234627258e-06
Position 183: 3.0000845485384446e-06
Position 270: 2.9832397525405348e-06
Position 142: 2.4579678415711333e-06
Position 578: 1.912324428608212e-06
Position 450: 1.5968826592682363e-06
Position 4206: 1.130521537569548e-06
Position 287: 9.75184775643944e-07
Position 542: 9.654945684072084e-07
Position 1677: 7.319221115108584e-07
Position 697: 4.5059736413735697e-07
Position 267: 4.0897399020261733e-07
Position 650: 4.05853095010098e-07
Position 139: 2.955619538255219e-07
Position 293: 2.4874073828977613e-07
Position 161: 1.8594090840193177e-07
Position 276: 8.29394414380985e-08
Position 159: 7.713185461633613e-08
Position 4251: 6.120089912862927e-08
Position 1575: 1.3195951790240029e-08
Position 1183: 3.9800812916887715e-10
Position 243: 5.902326245684577e-11
Position 264: 5.1990472389107674e-11
Position 281: 4.175459604541192e-14
Position 306: 2.242115583810293e-14
Position 149: 1.8969900021619136e-15
Position 248: 4.699711008164436e-16
