Gene = mge
Position 1058: 0.006218701826822215
Position 1025: 0.005835806564138776
Position 456: 0.005443428098788186
Position 567: 0.00429206727101338
Position 1067: 0.004290660437182512
Position 268: 0.0031936840355214725
Position 1353: 0.00292392501009741
Position 974: 0.0025731200645715993
Position 954: 0.0024751041670953663
Position 2072: 0.0020851634233852714
Position 1250: 0.0020017899180093273
Position 1818: 0.0016797686220253359
Position 825: 0.0013232053617687276
Position 1031: 0.0011340641690688969
Position 1539: 0.0009219271623726774
Position 1742: 0.0008712877096883327
Position 822: 0.0008637972940668976
Position 292: 0.0007942405870671863
Position 1365: 0.0006488302857644629
Position 1867: 0.0006427629023600305
Position 492: 0.00057514621765903
Position 1232: 0.00056167495769446
Position 1008: 0.0005555808471408611
Position 666: 0.00037633650334713276
Position 1557: 0.0003726318514732449
Position 765: 0.000300793986462175
Position 1897: 0.0002469265951270293
Position 602: 0.00017280552407263452
Position 1942: 0.00013688664476922265
Position 1788: 0.00010419474337427102
Position 1112: 8.250448450447049e-05
Position 254: 7.746862528992438e-05
Position 649: 7.443511503663079e-05
Position 1123: 6.274302245856691e-05
Position 341: 6.240722914431473e-05
Position 632: 6.192849778052112e-05
Position 1983: 6.017670344150304e-05
Position 1864: 4.5421774622105064e-05
Position 256: 3.576125237105708e-05
Position 1247: 2.958580699111904e-05
Position 1047: 2.5260022447101437e-05
Position 367: 2.3681716922557198e-05
Position 197: 9.104043318291518e-06
Position 174: 2.508376795091943e-06
Position 1152: 1.4175601725672452e-06
Position 673: 9.544398174436823e-07
Position 209: 7.440399124764338e-07
Position 179: 6.844560722947412e-07
Position 677: 6.314367426355404e-07
Position 915: 5.025854289299137e-07
Position 355: 3.281354219261402e-07
Position 203: 2.862185368561573e-07
Position 982: 1.4634718249261904e-07
Position 168: 1.2833754497442827e-07
Position 378: 8.257972065942225e-08
Position 375: 1.604231803716011e-11
