Gene = Msr-110
Position 7577: 0.0013428926626409075
Position 8897: 0.0013260065018620957
Position 3226: 0.0013207737391612206
Position 5020: 0.0011555145316658674
Position 515: 0.0010684945455738412
Position 8419: 0.0010334565565860584
Position 7078: 0.001033017085587795
Position 2893: 0.0010243109541880624
Position 230: 0.0009777099663234065
Position 4653: 0.0009595698708809421
Position 4216: 0.0009211131201908601
Position 9621: 0.0009110493338583615
Position 2298: 0.0008979967071847246
Position 9823: 0.0008387860223685248
Position 4789: 0.0008213494507189396
Position 5945: 0.0007895654860415376
Position 4109: 0.000781471147322554
Position 52: 0.0007219264702162385
Position 2648: 0.0007070201840901686
Position 1061: 0.0006530185926427515
Position 9637: 0.0006454377778133135
Position 2077: 0.0006112709202773291
Position 9364: 0.0005927907479830894
Position 4310: 0.0005711418473512388
Position 3957: 0.0005219917586979848
Position 2072: 0.0005194870693179739
Position 1159: 0.0005069404956300528
Position 1817: 0.0005035838279645377
Position 8601: 0.0004894175208708788
Position 1711: 0.0004856660490636002
Position 240: 0.000482715124243368
Position 2178: 0.00046421186745827775
Position 147: 0.00044080005043561763
Position 4010: 0.0004363512198794717
Position 9218: 0.0003911642355664299
Position 1855: 0.0003408906776330529
Position 7573: 0.00033883503549513293
Position 5225: 0.00030458774611438874
Position 4514: 0.0002954105447035969
Position 520: 0.0002948058267460844
Position 5444: 0.0002854080524578319
Position 1281: 0.00027458479633652935
Position 4663: 0.0002731098593566562
Position 5588: 0.0002561885796058134
Position 10130: 0.0002538399761527208
Position 7309: 0.0002522806371561202
Position 9422: 0.0002478092395935584
Position 6319: 0.00021482203692013937
Position 279: 0.00020307808487900192
Position 4144: 0.00019742959590846862
Position 904: 0.000194621786184846
Position 10225: 0.00019265484939203262
Position 2045: 0.00018813267832096592
Position 3973: 0.0001879492084815703
Position 4207: 0.00018705680650266186
Position 8195: 0.0001851615554505915
Position 762: 0.0001822801891253711
Position 10013: 0.0001798712397626993
Position 62: 0.00017832019601437578
Position 3894: 0.0001581854022477541
Position 311: 0.0001489675782029619
Position 1983: 0.00014863335032909707
Position 766: 0.00014860509466141825
Position 4429: 0.0001429940760165058
Position 2258: 0.00012704627265535754
Position 1408: 0.00011310888029112224
Position 5629: 0.00011092287596524231
Position 7053: 0.00010652961644299535
Position 8829: 9.766821904011557e-05
Position 6: 9.26411376886542e-05
Position 80: 9.172267692235392e-05
Position 1839: 8.167305827999776e-05
Position 481: 8.127212740059098e-05
Position 8069: 7.935553804275705e-05
Position 2499: 7.762135916938754e-05
Position 6565: 7.64615402400412e-05
Position 1007: 7.636366986283717e-05
Position 2514: 7.57304512668807e-05
Position 36: 7.521381828933116e-05
Position 2509: 7.03621432162386e-05
Position 1014: 6.945308664696562e-05
Position 4476: 6.485036251370981e-05
Position 9230: 6.474756841000573e-05
Position 2519: 5.823013787160381e-05
Position 9852: 5.814993703230598e-05
Position 551: 5.6196460278534886e-05
Position 2180: 5.364447814829376e-05
Position 2182: 5.341253583263677e-05
Position 2504: 4.775590711023705e-05
Position 2184: 4.65690424221079e-05
Position 1658: 4.621449074462593e-05
Position 5417: 4.4030137049879505e-05
Position 655: 4.310111044476121e-05
Position 2186: 3.9866466715859726e-05
Position 3651: 3.94053775079739e-05
Position 9514: 3.91230685173956e-05
Position 10035: 3.808527282018155e-05
Position 2188: 3.625876125772282e-05
Position 4027: 3.6133377847145005e-05
Position 10136: 3.561959909164067e-05
Position 2192: 3.364807432020427e-05
Position 3669: 3.321483161134278e-05
Position 10115: 3.242794193134977e-05
Position 4575: 3.2225814251946566e-05
Position 2194: 3.103268843156639e-05
Position 2190: 3.09204538003625e-05
Position 8620: 2.8721086948050683e-05
Position 3970: 2.5067166777877e-05
Position 9967: 2.439018392397986e-05
Position 10358: 2.2836115574042584e-05
Position 648: 2.215117151824795e-05
Position 8160: 1.8456937313511933e-05
Position 9912: 1.7113902759663638e-05
Position 33: 1.650726185028138e-05
Position 1293: 1.554764632342026e-05
Position 1717: 1.4267907389112332e-05
Position 9553: 1.173739551571752e-05
Position 1566: 1.0135334536816899e-05
Position 8969: 1.002585477446201e-05
Position 9825: 9.907962599359624e-06
Position 10178: 9.768451895110067e-06
Position 173: 7.320715698311229e-06
Position 4728: 7.153980682075878e-06
Position 10056: 6.902416504201958e-06
Position 317: 5.983237824260686e-06
Position 4542: 5.274854944869586e-06
Position 1380: 4.7069304039026695e-06
Position 638: 4.6495583038155694e-06
Position 8786: 3.6084838991515647e-06
Position 368: 1.8680970155361897e-06
Position 3734: 1.7878626464040672e-06
Position 27: 1.3503249693361222e-06
Position 2121: 1.2058096037592869e-06
Position 1026: 1.1125289965104495e-06
Position 1054: 9.723644978559595e-07
Position 953: 9.502628354104174e-07
Position 1133: 7.758475874721293e-07
Position 3770: 7.141765117861311e-07
Position 10: 6.617251002405771e-07
Position 1147: 6.471006935983985e-07
Position 3721: 6.199240872173174e-07
Position 1070: 5.541140854630073e-07
Position 532: 4.1961909678207314e-07
Position 378: 3.569378592322513e-07
Position 984: 2.500910156672232e-07
Position 3641: 2.1203441887859306e-07
Position 9295: 1.5735810534687972e-07
Position 9541: 1.4656043217830127e-07
Position 1553: 1.2646320911161287e-07
Position 9600: 7.976895461104677e-08
Position 661: 6.662470348316382e-08
Position 406: 1.0910728310037122e-08
Position 8437: 1.0550116192933084e-08
Position 798: 1.0268330663017573e-08
Position 389: 4.403239468295978e-09
Position 433: 4.320205453345495e-09
Position 976: 3.364949387413913e-09
Position 754: 2.992626503716005e-09
Position 747: 2.546240444442898e-09
Position 710: 2.8246126121892674e-10
Position 448: 1.4968295142581588e-10
Position 8398: 2.991582922270969e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7986: 0.999265437337703
Position 3518: 0.9672919890455141
Position 8351: 0.9618194393929086
Position 406: 0.929351733531262
Position 9744: 0.7555454826619392
Position 1924: 0.09478164577036527
Position 710: 0.05118141073622986
Position 10272: 0.03971545552172174
Position 3842: 0.03936632346623798
Position 3273: 0.035321755746407675
Position 2682: 0.0316807405069606
Position 1461: 0.02816101959572699
Position 734: 0.027543444597757847
Position 670: 0.025079827782171795
Position 8135: 0.021962405748286996
Position 359: 0.012488411502708957
Position 8931: 0.01005565790904885
Position 3312: 0.009691089934837287
Position 10159: 0.008335926712864133
Position 3797: 0.008276813643642826
Position 414: 0.007983718413294231
Position 9435: 0.007620229373506186
Position 9486: 0.007229503449133903
Position 9768: 0.006938904277957589
Position 1953: 0.006132436092116718
Position 984: 0.005789453615865425
Position 1763: 0.004477289366894205
Position 8805: 0.0041529373859390765
Position 625: 0.0038228011040868076
Position 3077: 0.003366109484570727
Position 9123: 0.0033381709404193883
Position 9929: 0.0032912050566760807
Position 8883: 0.0030419735072153152
Position 6704: 0.0027983237709784006
Position 9712: 0.0027137429035031546
Position 5724: 0.0025906769904660465
Position 9926: 0.0025113037880684416
Position 5760: 0.0022621669616958583
Position 773: 0.0019192057200352075
Position 5695: 0.0018553915883359699
Position 7150: 0.0016656885252999787
Position 8616: 0.001665451129925383
Position 8946: 0.001629786466977283
Position 8724: 0.0015162693041791922
Position 1369: 0.00151095996516744
Position 9778: 0.0014411749653649114
Position 3629: 0.0013683746839577545
Position 726: 0.0013167366153528566
Position 9752: 0.0012499772765544445
Position 1054: 0.0011634241579048107
Position 3194: 0.0011613203924241105
Position 3585: 0.001132483256490902
Position 2938: 0.0010935760766796502
Position 5437: 0.0010804626696377727
Position 2408: 0.0010582476641360337
Position 8754: 0.0010048505979125687
Position 4809: 0.0009887405752084706
Position 10178: 0.0009235465095801766
Position 4589: 0.0009066675996469211
Position 8886: 0.0008544088554218456
Position 1264: 0.0008273252776066016
Position 600: 0.0008154240978393647
Position 4601: 0.0008062356791850403
Position 6881: 0.0007523949751928288
Position 836: 0.0007280000509095141
Position 9450: 0.0006092596245205725
Position 633: 0.0005954377254875606
Position 1789: 0.0005903393357864857
Position 9967: 0.000525539849236787
Position 573: 0.0005028457472982304
Position 4486: 0.0005025808162719386
Position 243: 0.0004678252765302573
Position 3557: 0.00046527586696186733
Position 1130: 0.0004443340208343634
Position 5344: 0.0004396856627409351
Position 2045: 0.0004348296329156954
Position 8772: 0.00042201071603511494
Position 8052: 0.0004197662619656874
Position 8652: 0.0004186925183030574
Position 2381: 0.00041495347102803274
Position 1577: 0.0004106547635208457
Position 3491: 0.00038756681489838753
Position 1898: 0.00038272832601189395
Position 3960: 0.0003797886908383962
Position 8463: 0.0003586880050037854
Position 10279: 0.0003551425124836031
Position 9775: 0.0003424903394102059
Position 8676: 0.00032736220464505767
Position 4562: 0.000307343024440236
Position 4788: 0.0003031957263912864
Position 6717: 0.0002991417663613243
Position 3527: 0.0002501826993623142
Position 10406: 0.0002467694561565774
Position 10344: 0.0002438884790259239
Position 8382: 0.00018959317839267016
Position 8415: 0.00018443345030024605
Position 5542: 0.00018228272698758756
Position 1589: 0.00016954988398621432
Position 5911: 0.00016379018891659404
Position 10094: 0.00015165997766234377
Position 5478: 0.00013697340786795667
Position 8943: 0.00013535300052894405
Position 8964: 0.00011143866720876662
Position 426: 0.00010643455550615679
Position 9527: 9.419292670968811e-05
Position 1545: 9.327845572780282e-05
Position 4377: 8.37382635694621e-05
Position 5656: 8.095589739447835e-05
Position 1511: 8.015905717181693e-05
Position 1465: 7.761597673136528e-05
Position 267: 7.125972166670532e-05
Position 3533: 7.082053834956526e-05
Position 1030: 6.582855798011899e-05
Position 272: 6.236274940282523e-05
Position 3976: 5.625233291760915e-05
Position 8142: 5.2776995791183883e-05
Position 1990: 5.240112571952735e-05
Position 2076: 4.8198807077373244e-05
Position 8847: 4.489998185977522e-05
Position 1080: 4.470721687156268e-05
Position 4126: 4.350405596223743e-05
Position 128: 4.03487306620024e-05
Position 904: 3.7845637179075786e-05
Position 459: 3.645765617167082e-05
Position 638: 3.4926337279046825e-05
Position 9537: 3.481192306220732e-05
Position 4050: 3.214981525121031e-05
Position 8460: 3.078791047621268e-05
Position 4066: 2.7591085467774213e-05
Position 1171: 2.6934178967956706e-05
Position 3234: 2.610763560008127e-05
Position 5568: 2.5423888298516924e-05
Position 9492: 2.5296709869637505e-05
Position 9828: 2.504818308391021e-05
Position 7077: 2.4559772678262678e-05
Position 9943: 2.253535777119513e-05
Position 9879: 2.2494340715742985e-05
Position 10288: 2.2201311706446502e-05
Position 8730: 2.0079191795673495e-05
Position 371: 1.9440898935760665e-05
Position 1061: 1.8766532970020235e-05
Position 254: 1.8522968588573242e-05
Position 263: 1.7283247650772994e-05
Position 8700: 1.7124830386167885e-05
Position 9495: 1.7018846952295524e-05
Position 10101: 1.3534779178343072e-05
Position 8709: 1.289920339078863e-05
Position 8721: 1.1413777930198067e-05
Position 9090: 1.1166232447929689e-05
Position 10145: 1.1043222038246153e-05
Position 786: 1.0891546483410666e-05
Position 476: 9.894789201753274e-06
Position 7028: 9.819218428035621e-06
Position 10123: 9.327762725075402e-06
Position 8856: 9.301514769672204e-06
Position 9084: 8.993382762780181e-06
Position 9306: 8.646379646836558e-06
Position 9687: 8.056539135387373e-06
Position 8985: 7.512666360613837e-06
Position 8692: 7.376396686463611e-06
Position 1348: 6.642785548685681e-06
Position 1337: 5.5674698091741946e-06
Position 1214: 5.27536021317947e-06
Position 1198: 5.045209313379222e-06
Position 9162: 4.847085122249562e-06
Position 1383: 4.79594638408035e-06
Position 96: 4.466407508798792e-06
Position 8620: 4.310176200481246e-06
Position 7937: 4.206117745103465e-06
Position 8157: 4.144540177761506e-06
Position 4357: 3.947669456664546e-06
Position 1477: 3.4468404883288145e-06
Position 7202: 3.148369285831973e-06
Position 104: 3.001642524318892e-06
Position 247: 2.482912700510742e-06
Position 871: 2.2677343688164585e-06
Position 7580: 2.180473961998915e-06
Position 8422: 2.0906612987704596e-06
Position 8814: 1.7957608573209482e-06
Position 8862: 1.6221998262579653e-06
Position 8678: 1.5944568633231258e-06
Position 7112: 1.5075060697608112e-06
Position 3134: 1.3953376807870799e-06
Position 5330: 1.0409310543331428e-06
Position 69: 1.0294728535382561e-06
Position 3704: 1.0214058858176698e-06
Position 3404: 9.755957733629551e-07
Position 62: 9.653579654000382e-07
Position 3009: 9.487526852633264e-07
Position 7435: 8.40353837281184e-07
Position 7407: 7.677186646800862e-07
Position 6441: 7.307534307013e-07
Position 202: 5.850841340555394e-07
Position 207: 5.722195709346985e-07
Position 2456: 4.4250838582692844e-07
Position 6819: 3.9867412829184393e-07
Position 4271: 3.9172451453924217e-07
Position 4164: 3.505051352668686e-07
Position 2502: 3.012845020813694e-07
Position 2919: 2.797364724503487e-07
Position 6478: 2.069931656923727e-07
Position 778: 1.439604712105863e-07
Position 4275: 1.3770208058498342e-07
Position 796: 1.2738109784932952e-07
Position 1620: 1.0816052916912671e-07
Position 2499: 7.554986740324174e-08
Position 80: 3.514725178201883e-08
Position 488: 3.311378136921664e-08
Position 368: 3.2434840563924514e-08
Position 71: 3.187874107709689e-08
Position 3916: 2.5927557918223135e-08
Position 221: 1.9441006497129864e-08
Position 52: 1.5349598844759272e-08
Position 868: 1.1678372031638457e-08
Position 4077: 4.718671588882128e-09
Position 497: 2.5106077360988145e-09
Position 423: 2.234664947805749e-09
Position 520: 4.448547217270462e-10
Position 515: 3.672172223852791e-10
Position 378: 2.326937205859244e-10
Position 480: 1.4695825040306938e-10
Position 752: 5.529523332388066e-11
Position 223: 2.0121413198598135e-11
Position 544: 1.6289012554979847e-11
Position 3929: 3.1509106914892885e-12
Position 525: 6.266666457722017e-13
Position 376: 8.896589161959447e-14
