Gene = Mtp
Position 1989: 3.8102621452156807e-05
Position 771: 3.115121344941769e-05
Position 769: 2.9421360929447488e-05
Position 3345: 2.7516234813838765e-05
Position 95: 2.6564409251816496e-05
Position 1562: 2.611412905647966e-05
Position 2595: 2.1149257501347797e-05
Position 615: 1.8672449241751848e-05
Position 3007: 1.8024847391831413e-05
Position 2746: 1.644693888899011e-05
Position 435: 1.6174519828706327e-05
Position 838: 1.5892557419956858e-05
Position 1425: 1.3996782186469206e-05
Position 3390: 1.2726876027580924e-05
Position 955: 1.2521519593470647e-05
Position 2575: 1.1927562702579803e-05
Position 3300: 1.0174524763037274e-05
Position 25: 8.714059269542734e-06
Position 3494: 7.137576522968443e-06
Position 376: 6.879800910268494e-06
Position 3610: 6.4005364579341075e-06
Position 3720: 6.211109529863944e-06
Position 2779: 5.503203687389055e-06
Position 440: 5.3229513556932545e-06
Position 144: 5.048262242279207e-06
Position 3690: 5.004433910324023e-06
Position 3723: 4.1782253041198395e-06
Position 1271: 4.05792740312028e-06
Position 3514: 3.815716602293294e-06
Position 3224: 2.1323969775123474e-06
Position 3350: 1.4806031434757775e-06
Position 3278: 1.2742235645799818e-06
Position 2508: 8.534977032600095e-07
Position 1485: 5.978124790030156e-07
Position 217: 5.599668578773454e-07
Position 669: 5.208306309018744e-07
Position 64: 4.508426912274738e-07
Position 230: 4.290224640791906e-07
Position 2671: 2.918178773904441e-07
Position 2117: 2.795797097170925e-07
Position 241: 2.473014545768798e-07
Position 3503: 2.2267595890173913e-07
Position 3518: 1.8605571196250891e-07
Position 2457: 1.6886037198837632e-07
Position 3155: 1.5322721730275448e-07
Position 1951: 1.4969217737738496e-07
Position 296: 1.2662426191632255e-07
Position 1437: 1.1948017267076224e-07
Position 621: 9.921128471967964e-08
Position 3121: 9.326670591051085e-08
Position 3313: 5.88918456080023e-08
Position 3123: 5.04885733944686e-08
Position 3525: 2.5667967205746035e-08
Position 84: 1.270640634377383e-08
Position 2529: 1.0971596024345766e-08
Position 257: 8.326215633706249e-09
Position 1708: 6.37514728254512e-09
Position 2476: 5.140305629198846e-09
Position 269: 1.1816706286566132e-09
Position 2661: 1.1451700915829032e-09
Position 2044: 9.915594894183194e-10
Position 2316: 9.825755941770753e-10
Position 655: 1.4984495801543537e-10
Position 1893: 2.1777121690206324e-11
Position 3105: 2.2607504882704378e-13
Position 3289: 1.729369957031589e-13
Position 3498: 1.999514951761385e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2649: 0.9930248406815048
Position 1659: 0.980012248650141
Position 3257: 0.9685834809252126
Position 600: 0.5233066825321152
Position 3483: 0.5081244078985901
Position 3514: 0.48489429502101705
Position 263: 0.39736912943908453
Position 2316: 0.10199046191213197
Position 3035: 0.06844140061237663
Position 2357: 0.048956007166448455
Position 296: 0.03068578933236481
Position 538: 0.02885675747138605
Position 1157: 0.02763004370099287
Position 3313: 0.024910993213034218
Position 1282: 0.022111449139259422
Position 804: 0.020707466457414506
Position 1380: 0.013688356698358653
Position 838: 0.012960347749190637
Position 2187: 0.012873218619454696
Position 1110: 0.010679701576366671
Position 267: 0.009870706471654975
Position 2287: 0.008421519559618184
Position 1359: 0.0077921953814133384
Position 1890: 0.007135819599247382
Position 2958: 0.0068635448071695075
Position 828: 0.006197060600775471
Position 1807: 0.005913123605312642
Position 510: 0.005319645513193404
Position 2661: 0.005131946448407212
Position 241: 0.0048825962545477036
Position 1410: 0.0045109896232644634
Position 660: 0.004168363327202977
Position 3053: 0.004161317512540139
Position 460: 0.00391720035811378
Position 2440: 0.0038227910302648773
Position 2168: 0.003554535087902078
Position 2337: 0.002982969242387927
Position 2134: 0.00289855907219996
Position 1048: 0.002887432755761357
Position 3627: 0.0023825058949367393
Position 1302: 0.0021020885488196557
Position 1178: 0.0020850492403818657
Position 2031: 0.0019855606244415093
Position 2265: 0.0019084453353970059
Position 2457: 0.0019058793049321785
Position 3471: 0.0017711850006424266
Position 100: 0.0017136250803564093
Position 860: 0.0016924508858714273
Position 1810: 0.001646129554709827
Position 1063: 0.0013513456788636974
Position 373: 0.001276995617716078
Position 2109: 0.0012756014553301914
Position 1322: 0.0011004833280887326
Position 2078: 0.0010136136123308547
Position 1665: 0.0010061865916328294
Position 2775: 0.0008269425105730891
Position 3266: 0.0007278861673313437
Position 456: 0.0006656315443990272
Position 1786: 0.000641181468101578
Position 2002: 0.0006035933266876604
Position 687: 0.0006006712220401572
Position 3345: 0.0005939176702875839
Position 2684: 0.00047204804899905793
Position 930: 0.0004634745986881399
Position 2484: 0.0004582659552333119
Position 1305: 0.00044426283112372297
Position 2968: 0.0004439322922874528
Position 842: 0.0004324583857176626
Position 878: 0.00040388781880607174
Position 2343: 0.0003959446662945564
Position 2206: 0.00037381838797898427
Position 854: 0.00036115067214291345
Position 1299: 0.00033804699594427583
Position 1821: 0.0003110720294329979
Position 3318: 0.0002872909323609083
Position 1442: 0.00022189312517951522
Position 1162: 0.0002151007066923587
Position 3326: 0.0001997181918644745
Position 2409: 0.00019408395388212577
Position 1181: 0.0001898144021785399
Position 2322: 0.00018433732497497924
Position 112: 0.00018153521873484998
Position 329: 0.00017995054172520542
Position 385: 0.00017688947306851595
Position 2022: 0.00015205210170823695
Position 432: 0.00014998183378020212
Position 1072: 0.00014749945149518563
Position 2675: 0.00014264704457648297
Position 2522: 0.00014224911233721876
Position 1503: 0.00013460412252028306
Position 2487: 0.00011370905872500131
Position 370: 9.538179949376897e-05
Position 3701: 9.113522090238624e-05
Position 693: 8.950384936500196e-05
Position 2291: 8.709321984304232e-05
Position 716: 8.223316952696196e-05
Position 1473: 7.747058975539194e-05
Position 3637: 7.646846993164321e-05
Position 2463: 7.296795214029648e-05
Position 474: 6.94980439993338e-05
Position 95: 6.471887745285582e-05
Position 1326: 6.070861412385952e-05
Position 2148: 5.7345866819001974e-05
Position 1677: 5.036421923357546e-05
Position 3768: 4.735756471981699e-05
Position 3405: 4.6874656207319384e-05
Position 2508: 3.882365095427073e-05
Position 898: 3.707069248590773e-05
Position 2007: 3.6133016285410535e-05
Position 938: 3.558679439923911e-05
Position 1941: 2.942361261008015e-05
Position 2888: 2.6978277756505765e-05
Position 948: 2.609020072020249e-05
Position 1242: 2.477109075164138e-05
Position 1258: 2.381833985298439e-05
Position 1927: 2.1177585092544524e-05
Position 1769: 1.926513166431402e-05
Position 3377: 1.8305514312953478e-05
Position 2981: 1.7451130513760748e-05
Position 2838: 1.7188300345476136e-05
Position 3742: 1.5909903550193795e-05
Position 991: 1.5031286819748e-05
Position 2713: 1.4201332996481806e-05
Position 926: 1.3720206575782766e-05
Position 3350: 1.3245182489021312e-05
Position 2042: 1.0149265255397581e-05
Position 3188: 9.746546542548838e-06
Position 84: 8.591420075091124e-06
Position 2893: 7.357835787355487e-06
Position 3140: 6.9755862314818435e-06
Position 2898: 6.916929269460523e-06
Position 129: 6.692633306372991e-06
Position 1893: 5.922563231944381e-06
Position 3649: 5.178484490239977e-06
Position 2720: 5.13145115212144e-06
Position 2794: 4.896720741855477e-06
Position 3417: 3.917559350630668e-06
Position 3118: 2.582089747779373e-06
Position 3651: 2.3175998360272506e-06
Position 3661: 1.8614849482518709e-06
Position 3720: 1.8375177938432059e-06
Position 141: 1.0951773427293207e-06
Position 2975: 8.011206528392735e-07
Position 2936: 7.207576754394725e-07
Position 414: 6.862658851586369e-07
Position 2787: 5.066798038417956e-07
Position 3209: 4.623021071655382e-07
Position 3709: 4.615939344157983e-07
Position 2904: 4.3578950501571364e-07
Position 2732: 3.585692768655205e-07
Position 217: 3.0556574985486815e-07
Position 2691: 2.5377335745719125e-07
Position 3185: 2.494510197111372e-07
Position 144: 2.4921212356082636e-07
Position 3703: 2.0622134687139217e-07
Position 400: 1.518760194467593e-07
Position 408: 1.2663415942649865e-07
Position 3173: 1.1229544251476998e-07
Position 3438: 9.201595812233884e-08
Position 337: 5.838496831156641e-08
Position 394: 2.027787411190968e-08
Position 339: 1.1368547059637391e-08
Position 195: 9.692813699799235e-11
Position 3007: 6.127210116213208e-12
