Gene = scat
Position 540: 0.0026622789869888614
Position 841: 0.002624796083056265
Position 3923: 0.0023792159880063547
Position 1729: 0.0019972770600759195
Position 3737: 0.0015531574186105454
Position 2127: 0.0013275126502743475
Position 1672: 0.0013092606615130822
Position 3625: 0.0011623947029959713
Position 254: 0.001129143861292561
Position 3838: 0.0010940266188570903
Position 1581: 0.0009440931623890124
Position 1485: 0.0008445497079456798
Position 3126: 0.0006899093228411518
Position 3853: 0.0006741101611248864
Position 2301: 0.0006587426349835111
Position 2667: 0.0006374645653348132
Position 333: 0.0006281571309986617
Position 1878: 0.0006101146155407854
Position 3184: 0.0005868723271965822
Position 366: 0.0005742539182376736
Position 1131: 0.0005298679753836037
Position 1228: 0.000519362992933075
Position 1479: 0.000506455114665979
Position 3471: 0.0004967713798094383
Position 1020: 0.0004929213238970177
Position 1706: 0.0004791924141237005
Position 625: 0.00047263211451314697
Position 2583: 0.00045270660833801146
Position 2912: 0.0004478128198317568
Position 1410: 0.00042072400820177046
Position 1898: 0.0004145824446061186
Position 3396: 0.0003725852432553654
Position 589: 0.0003609489583073466
Position 2419: 0.0003071543493747255
Position 369: 0.0002974808759458484
Position 3069: 0.00026532334300816276
Position 3773: 0.00026359576463181434
Position 1779: 0.00022594758584988634
Position 385: 0.0002207295756675914
Position 2974: 0.00020155955936970415
Position 2308: 0.00019818011036423474
Position 2779: 0.00019529201530521672
Position 1703: 0.00018912979923611586
Position 2350: 0.0001826887448762492
Position 3340: 0.00018099235438146432
Position 629: 0.00016365529213810303
Position 2287: 0.00016337542704296303
Position 2643: 0.0001483930245953856
Position 2640: 0.00014832871677811953
Position 3768: 0.00014703168375928579
Position 1536: 0.00014561889515903164
Position 719: 0.00012778146333446998
Position 1676: 0.00011896021872508158
Position 2238: 0.00011499634503255385
Position 528: 0.00011161313048769642
Position 3049: 0.00010841374025789999
Position 1464: 0.00010343996273943216
Position 772: 9.516735702124958e-05
Position 2948: 9.194264750891572e-05
Position 1761: 9.131155219373134e-05
Position 2900: 9.129736961973716e-05
Position 2356: 7.821640883500308e-05
Position 2951: 7.559599822797144e-05
Position 389: 6.771663587846371e-05
Position 2088: 6.540791458478972e-05
Position 1658: 6.386876218995441e-05
Position 2003: 5.528611007271389e-05
Position 403: 5.463915979241508e-05
Position 2273: 5.402209574914179e-05
Position 1545: 5.2873441963753105e-05
Position 2061: 4.5446927683994955e-05
Position 1457: 4.023402325429199e-05
Position 1608: 3.8194800281677956e-05
Position 1005: 3.8118728063346614e-05
Position 1491: 2.400872472978067e-05
Position 1810: 2.0691657379166136e-05
Position 69: 1.2362629896460998e-05
Position 943: 1.151001346520787e-05
Position 1157: 1.0031245895127115e-05
Position 976: 9.925867542830079e-06
Position 696: 5.442223054664424e-06
Position 125: 5.067306344472899e-06
Position 484: 9.489838412236582e-07
Position 78: 6.976967426510873e-07
Position 478: 4.6195587705408005e-07
Position 680: 3.308726224428074e-07
Position 81: 3.113629886877484e-07
Position 300: 2.7155733025648166e-07
Position 436: 1.9704411668577677e-07
Position 443: 1.173271801122538e-07
Position 1260: 1.0443861463301748e-07
Position 210: 5.423792271499557e-08
Position 130: 5.366763573128587e-08
Position 426: 3.944646049641001e-08
Position 549: 2.5415147948009624e-08
Position 497: 1.9316293932325532e-08
Position 423: 1.597469652341817e-08
Position 251: 1.1440067580372824e-08
Position 200: 7.392701050697446e-09
Position 87: 6.984689990126339e-09
Position 192: 3.4102946823087545e-09
Position 141: 3.589813847592321e-10
Position 467: 2.9055631498225925e-10
Position 214: 2.2340095001689386e-10
Position 132: 2.0967628785448008e-10
Position 445: 3.479373364893176e-11
Position 151: 7.534220896407544e-12
Position 501: 3.970024842409221e-12
Position 537: 1.5814375534441464e-12
Position 194: 9.051983379647163e-13
Position 196: 8.796430170561039e-13
Position 167: 6.161808450248825e-15
Position 205: 4.289801548891783e-21
