Gene = Shab
Position 1769: 7.569139399290703e-12
Position 1677: 6.2534711749079615e-12
Position 40: 5.850340192912636e-12
Position 953: 5.302166070723347e-12
Position 848: 3.4206116537259394e-12
Position 290: 2.5482684339478557e-12
Position 735: 2.3940074297844308e-12
Position 766: 1.3464040383093353e-12
Position 2521: 9.515710306236883e-13
Position 1119: 8.887680502238312e-13
Position 134: 8.516584604697143e-13
Position 979: 7.839896396191689e-13
Position 158: 5.598324449175595e-13
Position 58: 5.053425800075469e-13
Position 132: 4.857423581031053e-13
Position 210: 4.592408363517644e-13
Position 83: 4.136243218505262e-13
Position 729: 3.3689760499186974e-13
Position 617: 2.5261509634233197e-13
Position 85: 1.8045902541057023e-13
Position 455: 1.606830473500175e-13
Position 546: 1.2141882149652327e-13
Position 590: 9.491541301722356e-14
Position 129: 8.351572887568511e-14
Position 436: 4.7363424445085807e-14
Position 118: 7.881599063521579e-15
Position 1555: 7.597309347458082e-15
Position 72: 6.122928795287111e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 22428: 0.9991726899255182
Position 12790: 0.00036619664340760145
Position 12595: 0.0003376003975023771
Position 16135: 0.0003240398076107974
Position 13229: 0.00027728936934989096
Position 14458: 5.794127524180788e-05
Position 15308: 4.306710707614717e-05
Position 13623: 1.9695746841536728e-05
Position 13357: 1.7422730346292738e-05
Position 14437: 1.3628396047604314e-05
Position 13238: 1.1046207385291344e-05
Position 11397: 6.072431449396733e-06
Position 13264: 5.872479237660445e-06
Position 9621: 2.483902408467165e-06
Position 9552: 2.1143422769088463e-06
Position 8985: 2.062598821647189e-06
Position 2891: 1.1196043091309732e-06
Position 1139: 8.435023710518093e-07
Position 12143: 8.004944672380529e-07
Position 10715: 5.874311812141227e-07
Position 3095: 5.063833071467268e-07
Position 8599: 4.257676199112335e-07
Position 2226: 3.026253114437344e-07
Position 3159: 1.81217719576617e-07
Position 6791: 1.4486382250676092e-07
Position 8946: 9.423858725522912e-08
Position 1884: 9.081307413478532e-08
Position 3098: 8.481183710682594e-08
Position 2451: 7.633437346593315e-08
Position 7467: 7.53445976104922e-08
Position 2811: 7.34140337044806e-08
Position 9591: 6.685167525672436e-08
Position 1727: 5.074231647438003e-08
Position 5363: 4.389723458187211e-08
Position 2645: 3.686147594298302e-08
Position 429: 3.109613722212755e-08
Position 1489: 2.6694929965390256e-08
Position 1023: 2.1689875473228752e-08
Position 2656: 2.1469253399868068e-08
Position 2054: 1.733597964176881e-08
Position 6290: 1.6842585556872303e-08
Position 7633: 1.3482221453466442e-08
Position 3386: 1.23845367328455e-08
Position 552: 1.1708602989715046e-08
Position 1143: 1.1105298197351338e-08
Position 3016: 1.0484083016387272e-08
Position 3115: 9.144575351495168e-09
Position 3052: 9.125797345972291e-09
Position 5007: 8.24506709503748e-09
Position 5390: 8.136431714861146e-09
Position 854: 7.877196754843322e-09
Position 3623: 7.403806163804479e-09
Position 895: 7.2573095426852455e-09
Position 2409: 6.850479185648246e-09
Position 7565: 6.39736028630643e-09
Position 4157: 6.3821682380230314e-09
Position 2383: 4.126540900343382e-09
Position 7949: 4.064742967999298e-09
Position 6519: 4.011725341554086e-09
Position 2608: 3.2625721013891953e-09
Position 4075: 2.9569458467282e-09
Position 1957: 2.919613386624561e-09
Position 691: 2.2793877377367054e-09
Position 1648: 2.264730852351734e-09
Position 1920: 2.2213720096248945e-09
Position 1935: 2.125534727474034e-09
Position 2818: 2.080647764429566e-09
Position 2908: 1.889747661124516e-09
Position 6340: 1.7391322775083167e-09
Position 1196: 1.6247642616798066e-09
Position 3412: 1.5456343437236363e-09
Position 5401: 1.3847957681308212e-09
Position 3928: 1.3238570983602318e-09
Position 1003: 1.1968608136693614e-09
Position 989: 8.635803397590801e-10
Position 3345: 7.835467515810138e-10
Position 4056: 7.744782147546549e-10
Position 3701: 5.190629349085173e-10
Position 4404: 3.8466508169049985e-10
Position 1607: 3.6782193017122503e-10
Position 3328: 3.34361421320908e-10
Position 449: 3.3108907087353807e-10
Position 495: 3.297682761840129e-10
Position 347: 2.9827581400799067e-10
Position 953: 2.714795795856209e-10
Position 3682: 1.888221138223296e-10
Position 186: 1.6826497480916566e-10
Position 1189: 1.4597482767136092e-10
Position 729: 1.3872026156136442e-10
Position 527: 1.3120309127704166e-10
Position 3521: 1.1253112723886585e-10
Position 444: 1.1097874944540302e-10
Position 5839: 1.104632649622334e-10
Position 608: 1.038423565495034e-10
Position 1738: 8.221936622691887e-11
Position 1466: 8.143392752339641e-11
Position 378: 7.905064074774485e-11
Position 3313: 7.415778044745978e-11
Position 1047: 7.383390254884586e-11
Position 569: 7.047859327545004e-11
Position 661: 6.82925366303571e-11
Position 649: 6.251002816557432e-11
Position 3429: 6.127008621496608e-11
Position 283: 5.3109876471290675e-11
Position 1702: 3.922002475616875e-11
Position 2615: 3.8594507021045365e-11
Position 4123: 3.637749174779258e-11
Position 498: 3.331943680268338e-11
Position 1273: 3.27483731319338e-11
Position 3285: 2.8275139147883935e-11
Position 170: 2.5200965735653132e-11
Position 811: 2.424187085947715e-11
Position 779: 2.305803370317635e-11
Position 3454: 1.5927418438880758e-11
Position 574: 1.2830784150131339e-11
Position 2489: 9.981582107370521e-12
Position 766: 9.821409366027076e-12
Position 374: 8.198029651849697e-12
Position 786: 7.378515329732991e-12
Position 384: 6.6986873189602584e-12
Position 668: 4.475210492370969e-12
Position 388: 3.855012893646301e-12
Position 1071: 3.2104200580468142e-12
Position 246: 3.1190384942877423e-12
Position 1111: 2.0016432563489676e-12
Position 2467: 1.713760797176911e-12
Position 492: 1.6102052684922056e-12
Position 678: 1.4979362963476628e-12
Position 1147: 1.4424259779933116e-12
Position 757: 6.577120113916171e-14
Position 739: 6.033100512100377e-14
Position 775: 3.065162155243592e-14
Position 308: 2.323426348261289e-14
Position 287: 4.3072926150410076e-16
Position 518: 3.816136764717037e-16
Position 748: 3.4105388126935587e-16
Position 316: 2.7559749170391286e-17
Position 305: 2.267037229893899e-17
Position 362: 2.2445500317968525e-17
Position 204: 1.844287133047861e-17
Position 81: 1.3591079236497994e-17
Position 250: 2.7626024763470217e-18
Position 243: 2.378671554897852e-18
Position 358: 2.0492403678741975e-18
Position 258: 1.3192468915516431e-18
Position 268: 1.199497757764567e-18
Position 261: 1.0653661367536391e-18
