Gene = Snoo
Position 11062: 6.455741956881073e-09
Position 10686: 5.447764855553455e-09
Position 3987: 5.361824000264968e-09
Position 12184: 5.213592791430637e-09
Position 12123: 5.081960862354936e-09
Position 12490: 4.489600180193314e-09
Position 4561: 4.418308380416386e-09
Position 572: 4.237605746018387e-09
Position 3731: 3.626008277561686e-09
Position 230: 2.5248911375039094e-09
Position 267: 2.498409345168277e-09
Position 1208: 2.4936810167126147e-09
Position 4193: 2.4070598258505142e-09
Position 3817: 2.3392893836181044e-09
Position 13302: 2.100357660269903e-09
Position 692: 1.8992318258338858e-09
Position 365: 1.7335994458161818e-09
Position 893: 1.1900221963641327e-09
Position 7171: 1.1812896331826268e-09
Position 746: 1.1559884499330525e-09
Position 1311: 1.0438490529455471e-09
Position 680: 7.629559740046256e-10
Position 190: 6.882796251714926e-10
Position 10273: 6.763422707524444e-10
Position 3559: 5.72486021221043e-10
Position 3998: 5.570771910313426e-10
Position 11596: 5.480642237156913e-10
Position 1400: 5.24555466183448e-10
Position 466: 5.131527170776665e-10
Position 1026: 5.103751726572837e-10
Position 3944: 4.012832234379635e-10
Position 370: 3.261858681359242e-10
Position 1981: 3.1612004984452303e-10
Position 11513: 3.112395271217936e-10
Position 11754: 3.102782927990098e-10
Position 1377: 2.9525875865572436e-10
Position 404: 2.9480164816385985e-10
Position 4237: 2.8843541520199765e-10
Position 1554: 2.528303336662814e-10
Position 577: 2.2448011608992296e-10
Position 224: 2.153059024746915e-10
Position 1004: 1.9150584094062574e-10
Position 1753: 1.8366581035243045e-10
Position 2964: 1.7898901637224078e-10
Position 851: 1.7571406023552812e-10
Position 3166: 1.752758004569721e-10
Position 3320: 1.7323183023275437e-10
Position 1566: 1.7142882294794472e-10
Position 1259: 1.692897641380877e-10
Position 1956: 1.6887620817781048e-10
Position 239: 1.4452212709371995e-10
Position 11016: 1.3379749856725325e-10
Position 779: 9.922466311491864e-11
Position 1020: 9.844493773259089e-11
Position 1367: 9.196147433278146e-11
Position 2387: 8.634979308914495e-11
Position 1714: 8.376483327059493e-11
Position 863: 7.588657622601686e-11
Position 409: 7.449563932065381e-11
Position 2060: 7.21088056789935e-11
Position 1104: 6.509193882951316e-11
Position 273: 5.6331670105788984e-11
Position 1698: 5.6108327984936884e-11
Position 493: 3.792155458614009e-11
Position 1859: 2.9028903982399166e-11
Position 308: 2.8923537414890158e-11
Position 2527: 2.4932063318681063e-11
Position 1638: 1.922316412186009e-11
Position 9296: 1.6840934955869104e-11
Position 1959: 1.3197292758462308e-11
Position 3081: 1.2527034289772138e-11
Position 1321: 1.176866911674142e-11
Position 146: 1.1257338378854553e-11
Position 428: 1.1067386554327894e-11
Position 4787: 1.0906253165673643e-11
Position 1382: 9.98491998726804e-12
Position 342: 9.806759296038459e-12
Position 5906: 7.69641451966043e-12
Position 5103: 3.2477054071063222e-12
Position 6446: 2.8128774559541165e-12
Position 1215: 1.3189889793368765e-12
Position 6771: 9.15697099918715e-13
Position 4804: 8.563840598893172e-13
Position 170: 6.737223788552833e-13
Position 6605: 5.606168630007049e-13
Position 1796: 4.449605996872625e-13
Position 447: 4.320842261820996e-13
Position 732: 2.113979817960163e-13
Position 199: 1.72327898356595e-13
Position 416: 1.2040181597792484e-13
Position 5196: 1.0262400196400728e-13
Position 526: 9.041975646156047e-14
Position 574: 7.77268541920743e-14
Position 5062: 7.294262568020345e-14
Position 211: 2.554292336063941e-14
Position 374: 9.820002281506404e-20
Position 233: 7.193069908073857e-20
Position 390: 1.1265607946730156e-20
Position 383: 8.542308053527793e-21
Position 314: 7.507535572975306e-21
Position 608: 7.364361690879344e-21
Position 305: 6.813119895644238e-21
Position 495: 2.720912270943718e-21
Position 101: 4.81512156615624e-22
