Gene = bol
Position 404: 0.0001578646551918574
Position 27711: 0.0001546793313076451
Position 446: 0.00014177255923984592
Position 690: 0.00013797160406845725
Position 1121: 0.00013051551771342892
Position 1347: 0.00012673496912095954
Position 2727: 0.00011611255651817679
Position 1829: 0.00011111147900254626
Position 86: 0.00010866341671267149
Position 356: 0.0001075328609557778
Position 26776: 0.00010677074506456348
Position 28432: 9.523364235342131e-05
Position 41: 9.47701324827036e-05
Position 351: 9.316113988599521e-05
Position 854: 9.082637807488641e-05
Position 1132: 8.16866116607539e-05
Position 886: 7.584793185302527e-05
Position 809: 7.137181715030373e-05
Position 28424: 6.965057119240292e-05
Position 26983: 6.919710967739182e-05
Position 81: 6.284928562289068e-05
Position 283: 5.9855212127188104e-05
Position 27293: 5.7756715985209395e-05
Position 775: 5.7033687213962074e-05
Position 26437: 5.301571780255065e-05
Position 27527: 5.246507139491706e-05
Position 28456: 5.179212647180485e-05
Position 28802: 5.1245571101019735e-05
Position 47: 3.809063275584593e-05
Position 2440: 3.788963905663903e-05
Position 28413: 3.694978660489254e-05
Position 2163: 3.253518554419514e-05
Position 1529: 3.138025263352524e-05
Position 26931: 2.365904856272002e-05
Position 27563: 2.358445645825175e-05
Position 1833: 2.341063220162195e-05
Position 320: 2.313416829107951e-05
Position 903: 2.2880685354375605e-05
Position 27068: 2.1041301628028212e-05
Position 1427: 1.9923226001412126e-05
Position 28226: 1.962288670310583e-05
Position 416: 1.7094072661438524e-05
Position 1760: 1.613785034177956e-05
Position 76: 1.554931859896765e-05
Position 1644: 1.1351474107968325e-05
Position 1730: 1.1322902437148752e-05
Position 1004: 1.0350348226136392e-05
Position 27033: 1.0275320145683823e-05
Position 342: 1.0225885405579742e-05
Position 5: 7.837955287799314e-06
Position 26910: 7.30619105374e-06
Position 923: 7.133631934530134e-06
Position 986: 6.978820516736778e-06
Position 61: 6.90542546845319e-06
Position 26768: 6.810077412106758e-06
Position 579: 6.729047249583823e-06
Position 819: 6.6116532270121655e-06
Position 26454: 6.432967203808967e-06
Position 73: 5.0059648910604695e-06
Position 28411: 4.408121365444931e-06
Position 26778: 2.5798404314673916e-06
Position 1032: 2.396022148525639e-06
Position 70: 1.6888012146411148e-06
Position 49: 1.6400232108320948e-06
Position 27124: 1.0308059474222997e-06
Position 27847: 1.3052925716522296e-07
Position 27073: 1.0155499785502918e-07
Position 26424: 9.027432259573713e-08
Position 26498: 5.8951573061808686e-08
Position 26694: 4.348468153759262e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 20917: 0.999723430015519
Position 21617: 0.98202665316549
Position 27029: 0.9062725376311458
Position 22036: 0.8724433022511514
Position 27887: 0.8221933667394032
Position 26346: 0.7373580885459075
Position 26213: 0.678092829766839
Position 32837: 0.6399597812021681
Position 26709: 0.5668721690632695
Position 8604: 0.5586203847212265
Position 23100: 0.4742057862965907
Position 26694: 0.3356903713619231
Position 34519: 0.3318459887263361
Position 23297: 0.3221079494818435
Position 26331: 0.2602339433781594
Position 25921: 0.25604040837816217
Position 23103: 0.22520072469754984
Position 1201: 0.08035768057508758
Position 32863: 0.07339578888974228
Position 27130: 0.05444048805126454
Position 33522: 0.05017339922845025
Position 21955: 0.04749625793048948
Position 28088: 0.036509128005590134
Position 31597: 0.03185631329564876
Position 1865: 0.031329450820063
Position 8695: 0.029061860380777006
Position 8585: 0.02816873025372115
Position 22448: 0.026012808429840658
Position 33530: 0.026004920268236444
Position 25437: 0.024122230753190234
Position 26742: 0.021839064331459993
Position 33550: 0.021798678058316603
Position 8521: 0.020792470398318396
Position 22972: 0.016813806118479813
Position 27296: 0.016733542271332894
Position 22485: 0.014668532553920435
Position 1398: 0.01403318548031571
Position 23123: 0.013027405434616751
Position 31443: 0.012417053375250871
Position 4854: 0.01200809439414771
Position 33726: 0.011635254477980899
Position 23026: 0.011481610386156093
Position 28848: 0.010846430473857594
Position 24886: 0.008910052179350777
Position 22393: 0.008828365921118703
Position 24423: 0.008312700197193107
Position 25434: 0.007503386967380919
Position 22298: 0.007343720120626818
Position 28198: 0.005920297388499829
Position 22480: 0.0051700052031041065
Position 22828: 0.004997372799477477
Position 23330: 0.004800035174329781
Position 923: 0.004736519943159294
Position 28110: 0.004550210136934964
Position 2546: 0.004528636843005686
Position 1238: 0.0036452660768167533
Position 3386: 0.00291225264001781
Position 27512: 0.0028690802757959963
Position 28515: 0.002831845303078342
Position 22787: 0.002534326157627937
Position 675: 0.002140692225355939
Position 27249: 0.0020424079999154746
Position 1894: 0.0020359996545152876
Position 1664: 0.001946684262036648
Position 22699: 0.001554457770753341
Position 27053: 0.0014313257015583429
Position 1881: 0.0013912758623967068
Position 28133: 0.001368894657205922
Position 30197: 0.0013604517604265222
Position 557: 0.0011858254603082867
Position 28344: 0.0011319785273927248
Position 4395: 0.0010836426129006988
Position 1532: 0.0010824931607810514
Position 1436: 0.0009876625064079456
Position 295: 0.0008775166786860318
Position 1177: 0.0008732586181290739
Position 2440: 0.0008634986322270067
Position 870: 0.000843061655358125
Position 28251: 0.0007803268385469021
Position 3261: 0.0007750681582523375
Position 26768: 0.0007744464137052963
Position 31789: 0.0006821642356963553
Position 2792: 0.0006587440184031376
Position 1534: 0.0006088984810893127
Position 617: 0.0005744511555548372
Position 26756: 0.0005248305614723611
Position 26718: 0.00047608417847806104
Position 530: 0.0004383946322443882
Position 28071: 0.0004178182311991431
Position 1059: 0.0003743507141330057
Position 3545: 0.0003605804257991814
Position 1529: 0.0003096074631814784
Position 23562: 0.0003027040478210903
Position 3737: 0.0002919015314361016
Position 994: 0.00022892779425119877
Position 28664: 0.00021586684459185077
Position 23310: 0.00021348593233586354
Position 950: 0.00020255951561775116
Position 2769: 0.00019308138009966147
Position 2774: 0.00019170105000972497
Position 30364: 0.00017644262255639716
Position 2560: 0.00017122103357331787
Position 215: 0.00016527716307258194
Position 181: 0.00015748796920906464
Position 21831: 0.00014664552241707725
Position 26889: 0.00011267473944335797
Position 29597: 0.00010738880961679988
Position 26724: 0.00010138470910409658
Position 1479: 9.97592680718868e-05
Position 2384: 9.736964316915808e-05
Position 1690: 8.544855981741015e-05
Position 1647: 7.801476572202848e-05
Position 28318: 7.629777140959667e-05
Position 26517: 7.062255739469285e-05
Position 26776: 6.28321589660152e-05
Position 2233: 6.262717277918191e-05
Position 2224: 5.791388903067508e-05
Position 2051: 5.704436521720502e-05
Position 26904: 5.476848274322305e-05
Position 27315: 5.151351305999171e-05
Position 446: 4.8349440798946336e-05
Position 30088: 4.434615975358564e-05
Position 29798: 2.9352934446417827e-05
Position 27267: 1.592013855661868e-05
Position 27911: 1.5072905689854623e-05
Position 28553: 1.2256547024750115e-05
Position 26811: 1.1405004256237518e-05
Position 27921: 1.1101237905894144e-05
Position 27798: 1.0134076405207285e-05
Position 28137: 4.681725754694244e-06
Position 24023: 3.1224791783969254e-06
Position 28116: 2.2503715395994735e-06
Position 26791: 1.2052428407429371e-06
Position 26829: 7.006469983996674e-07
Position 24634: 3.3694399074319964e-07
Position 24297: 2.734762585798837e-07
Position 27279: 9.555902914794896e-09
Position 27629: 1.2217814348919119e-09
