Gene = CYLD
Position 2721: 6.57081016983911e-06
Position 2707: 6.4321487666750885e-06
Position 3612: 6.107070672877616e-06
Position 819: 6.085313012322211e-06
Position 3771: 5.841155937891118e-06
Position 3393: 5.7577279085221306e-06
Position 2004: 5.456358723894911e-06
Position 383: 4.329823508839699e-06
Position 2781: 4.146418006902817e-06
Position 2147: 3.98630662857745e-06
Position 1708: 3.9224284335801126e-06
Position 3201: 3.865084301084181e-06
Position 2712: 3.787671233144536e-06
Position 3603: 3.6864458394994453e-06
Position 1334: 3.6361066916988556e-06
Position 1451: 3.504759698016497e-06
Position 1277: 3.3475901355349913e-06
Position 1448: 3.2803223706825055e-06
Position 1325: 3.0756995072728044e-06
Position 2779: 3.0332040704713295e-06
Position 2069: 2.803519337239951e-06
Position 2766: 2.7935735158306505e-06
Position 3491: 2.246099142763682e-06
Position 3384: 2.162999303265736e-06
Position 2760: 2.134908476347491e-06
Position 2739: 2.106703847841223e-06
Position 3044: 1.4524963850368404e-06
Position 3124: 1.1163267681029246e-06
Position 2021: 7.637025938419918e-07
Position 2261: 7.491258042593465e-07
Position 2111: 7.141923480938476e-07
Position 1985: 6.812601896619756e-07
Position 3060: 6.691970132939017e-07
Position 2591: 5.904467170830605e-07
Position 633: 5.439713261035068e-07
Position 3489: 4.2426956330076666e-07
Position 2452: 3.266063303643657e-07
Position 2384: 2.963896064813554e-07
Position 1979: 2.694877856205124e-07
Position 2577: 2.590784860244365e-07
Position 2593: 1.561456717115312e-07
Position 2648: 1.0324534520604091e-07
Position 2510: 1.008491883564673e-07
Position 3292: 9.413864092812719e-08
Position 3145: 7.730687909709266e-08
Position 3792: 5.079431272031439e-08
Position 1071: 1.670264976307002e-08
Position 1609: 1.6662490911560464e-08
Position 907: 1.3603815542444399e-08
Position 1583: 7.947288360630136e-09
Position 3325: 7.206030186660319e-09
Position 1416: 4.819106073781742e-10
Position 3303: 3.9940794211816155e-12
Position 3546: 4.3974321910774586e-14
Position 2961: 1.4202374113950034e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3281: 0.9957466614689701
Position 3478: 0.992650798893974
Position 2987: 0.988311820156788
Position 2240: 0.9775583936444343
Position 2690: 0.9756635958075642
Position 1910: 0.9707570089399892
Position 2476: 0.9659237734213671
Position 857: 0.9588575917939719
Position 1448: 0.9197798935168137
Position 626: 0.386120036766048
Position 1122: 0.06784934952657899
Position 1048: 0.055530865062303654
Position 1129: 0.04956758893929875
Position 3781: 0.04430154817350611
Position 3736: 0.039006994641228594
Position 1520: 0.032431387305724896
Position 1166: 0.03015730867434211
Position 878: 0.02082911470336232
Position 670: 0.01911615770883269
Position 2707: 0.01725047425533032
Position 493: 0.01501071783305937
Position 230: 0.009327228382251584
Position 1270: 0.008500491941165122
Position 1227: 0.007787403095337605
Position 633: 0.006617086399654114
Position 1249: 0.005659684909197302
Position 667: 0.005634633376738369
Position 1365: 0.004822397561532843
Position 2288: 0.0045735710203800035
Position 2342: 0.004344025921724765
Position 1782: 0.004093620813426861
Position 165: 0.0036195491423453964
Position 701: 0.0032927361896095903
Position 1099: 0.0030964079919187453
Position 1488: 0.002908383903792741
Position 2281: 0.0027236878703210897
Position 3292: 0.00264179077268845
Position 1874: 0.002528452318960891
Position 292: 0.001954032511384845
Position 2992: 0.0017397286862546818
Position 1292: 0.0014196377722652395
Position 1175: 0.0012808447816052143
Position 373: 0.0011595000196422125
Position 2720: 0.0010983146082041513
Position 3035: 0.0010561829336604082
Position 1644: 0.0010432933426324277
Position 2504: 0.0009720028808357186
Position 1253: 0.000728371577854225
Position 1104: 0.0007055611970192678
Position 1243: 0.0006463222926367365
Position 1985: 0.000621052737211616
Position 1407: 0.0005345803601977677
Position 1267: 0.0005017754681121184
Position 3500: 0.000492900121818847
Position 836: 0.0004804874462385466
Position 2615: 0.00040772830324425734
Position 676: 0.00039355665132436406
Position 510: 0.0003562547414112745
Position 533: 0.0003494868528121106
Position 194: 0.00034650995804055525
Position 3314: 0.00030599941175891803
Position 2320: 0.00028831555666404286
Position 1133: 0.0002411522455103787
Position 1583: 0.00023550856188831595
Position 1239: 0.0002266374884768939
Position 2591: 0.0002265230797797217
Position 1027: 0.000213855518868529
Position 3576: 0.00020662551801153056
Position 3930: 0.00019033526579577986
Position 2111: 0.00017699959094734355
Position 2327: 0.00017479506479889427
Position 1605: 0.0001649631937972854
Position 3706: 0.00015432067089240988
Position 1220: 0.00014971651545970545
Position 3744: 0.00013140896478093178
Position 2193: 0.00012197246987369389
Position 3792: 0.00011722905885382847
Position 3588: 0.00010683171767873341
Position 3345: 0.00010338495980792315
Position 2444: 0.00010305099807222054
Position 1458: 9.885269631614586e-05
Position 1346: 8.930747704528299e-05
Position 2180: 8.47201136687422e-05
Position 2364: 7.979434047597866e-05
Position 334: 7.150949791915394e-05
Position 3082: 6.403032456859059e-05
Position 3617: 6.315927551814898e-05
Position 3191: 6.128125391159195e-05
Position 2461: 5.9465673253507225e-05
Position 424: 5.787196998491859e-05
Position 919: 5.732942539841935e-05
Position 1964: 5.53499496707119e-05
Position 323: 5.477716702634619e-05
Position 1682: 5.3095421264544006e-05
Position 3110: 4.7413866011742245e-05
Position 3497: 4.315655224827565e-05
Position 3175: 3.99517444036474e-05
Position 2524: 3.916263262522185e-05
Position 1788: 3.8199189536594174e-05
Position 3910: 3.1113932543320496e-05
Position 684: 2.6693446725921314e-05
Position 3352: 2.2058084697152484e-05
Position 2517: 2.124742949722368e-05
Position 1071: 1.8653238370423463e-05
Position 452: 1.801916255796041e-05
Position 3905: 1.7567260261345484e-05
Position 172: 1.7480036322237673e-05
Position 3155: 1.5032180482139304e-05
Position 3003: 1.3144298987422077e-05
Position 1687: 1.2223084961714542e-05
Position 2805: 1.0837428917242101e-05
Position 2009: 9.606418549525112e-06
Position 785: 9.342795488165253e-06
Position 2351: 8.667232788035161e-06
Position 2711: 8.278258712809865e-06
Position 2449: 8.09267152120104e-06
Position 2036: 7.843430759794878e-06
Position 3847: 7.146625132775233e-06
Position 2421: 6.9795029731651e-06
Position 2533: 6.279785223080121e-06
Position 1960: 5.292626103865991e-06
Position 3808: 4.643239170316507e-06
Position 3633: 4.6430791864571235e-06
Position 2084: 4.637957581468763e-06
Position 3805: 4.24537451438324e-06
Position 1050: 3.879265792187659e-06
Position 3508: 3.806773456710676e-06
Position 774: 3.579988312145365e-06
Position 2735: 3.361838104458518e-06
Position 3032: 3.1766129780657764e-06
Position 2000: 3.1664185233761125e-06
Position 439: 2.7344682032652134e-06
Position 237: 1.9216244681403836e-06
Position 741: 1.8225595032410705e-06
Position 2936: 1.8035595196240996e-06
Position 3226: 1.6714116516500034e-06
Position 1056: 1.554632688766277e-06
Position 2869: 1.5164216027371988e-06
Position 2080: 1.3415598738623177e-06
Position 3691: 1.142130849567841e-06
Position 3675: 1.113411813906839e-06
Position 3164: 1.043749480423916e-06
Position 3113: 9.480204961467008e-07
Position 2657: 8.908441505119646e-07
Position 468: 7.961783915622222e-07
Position 3867: 6.946177302401969e-07
Position 442: 6.661307386683938e-07
Position 3044: 6.271223953039469e-07
Position 2496: 4.5350941582815807e-07
Position 2846: 4.1567080102087016e-07
Position 3207: 4.094727805990227e-07
Position 983: 3.512582705962472e-07
Position 2810: 1.6361678732391845e-07
Position 3411: 1.3983894387528445e-07
Position 1009: 1.1986637865909335e-07
Position 804: 7.924113324481222e-08
Position 903: 7.918763779915081e-08
Position 3325: 2.9886646113141726e-08
Position 3400: 2.062188862731967e-08
Position 1617: 2.0443219822974988e-08
Position 998: 4.726391786148599e-09
Position 3515: 1.2924038004721914e-13
