Gene = Proc
Position 2325: 1.592284448129299e-05
Position 1535: 1.3538632281404437e-05
Position 2649: 1.3194143570558094e-05
Position 424: 1.2926753334023773e-05
Position 4287: 1.1221463634396842e-05
Position 1927: 1.1017056501464895e-05
Position 1665: 9.54387573688401e-06
Position 1984: 8.137779179657681e-06
Position 3595: 6.5217020583776626e-06
Position 2426: 6.056837273166242e-06
Position 2255: 5.009432117862462e-06
Position 1940: 4.540748472198311e-06
Position 3529: 4.49489215101943e-06
Position 3021: 4.3084886820014964e-06
Position 3105: 4.298486723396635e-06
Position 203: 3.495194643333353e-06
Position 1949: 3.3395679313006234e-06
Position 719: 3.2845833700577552e-06
Position 494: 2.8394511731410974e-06
Position 3025: 2.8130000234194462e-06
Position 2693: 2.7477803418487197e-06
Position 1915: 2.636870482714959e-06
Position 1231: 2.5697438784899373e-06
Position 3311: 2.3629620218791552e-06
Position 506: 2.122661927946522e-06
Position 347: 2.1180177805981374e-06
Position 272: 2.0722570423735384e-06
Position 92: 1.916021286549981e-06
Position 220: 1.7352884420479841e-06
Position 1329: 1.2632406160935838e-06
Position 1882: 1.1389959985581362e-06
Position 1119: 8.546314885811257e-07
Position 926: 7.650031439644402e-07
Position 2132: 7.47817225529926e-07
Position 1724: 3.7460281955765387e-07
Position 1041: 1.2618834324125425e-07
Position 995: 9.865546283287679e-08
Position 3126: 9.740069267663192e-08
Position 1225: 6.528754063607021e-08
Position 282: 6.369992260927067e-08
Position 288: 5.199150519133928e-08
Position 52: 4.118060791184362e-09
Position 500: 3.2115878083797054e-09
Position 1165: 8.403538629421293e-10
Position 297: 1.757131347186779e-10
Position 1349: 7.0207448560685e-11
Position 475: 5.716490197425407e-12
Position 266: 2.310569369267415e-12
