Gene = fal
Position 73: 0.00010655366987573466
Position 3452: 0.00010342243361458783
Position 2106: 9.845694767223785e-05
Position 1045: 9.523057986661666e-05
Position 4023: 9.385667584553765e-05
Position 3320: 9.116633309243268e-05
Position 3980: 8.664223902784546e-05
Position 3915: 8.598356848563662e-05
Position 3771: 8.0534034795644e-05
Position 3777: 6.950490007923414e-05
Position 2252: 6.572097234640222e-05
Position 2225: 6.259461937203472e-05
Position 2258: 5.832020916413928e-05
Position 2207: 5.562958461960485e-05
Position 1746: 5.451270768161709e-05
Position 4172: 5.390156657686653e-05
Position 3829: 5.35172522332293e-05
Position 2153: 5.337044504116431e-05
Position 1222: 5.242560876736937e-05
Position 3811: 5.16391271860098e-05
Position 3402: 5.016646287535072e-05
Position 1829: 5.014941767172903e-05
Position 2889: 4.830211886299467e-05
Position 3486: 4.697928774295483e-05
Position 1538: 4.522216384062434e-05
Position 3135: 4.516299198921083e-05
Position 1555: 4.135477781580543e-05
Position 1758: 3.783300367925733e-05
Position 2108: 3.752659756555668e-05
Position 1088: 2.7967053833381538e-05
Position 1946: 2.501057528682633e-05
Position 2509: 2.490066349679474e-05
Position 1820: 2.3204590591805756e-05
Position 3477: 2.1550358278869418e-05
Position 354: 2.028056955239221e-05
Position 550: 2.0018544959794783e-05
Position 2180: 1.9694313797980213e-05
Position 3284: 1.952364121383261e-05
Position 2131: 1.9272109447323906e-05
Position 3970: 1.87717403990462e-05
Position 1282: 1.8251686709671507e-05
Position 164: 1.4572236293967444e-05
Position 3537: 1.1940058559543639e-05
Position 320: 1.1789046743088467e-05
Position 2507: 1.1037977935281528e-05
Position 92: 1.097167395896578e-05
Position 1489: 8.983915158974794e-06
Position 1416: 7.313544932023275e-06
Position 3: 6.8027037151950295e-06
Position 3559: 5.732678926955048e-06
Position 3098: 5.412061749501446e-06
Position 98: 5.222993692117684e-06
Position 119: 5.0942128927154015e-06
Position 2588: 4.90474977575296e-06
Position 2598: 3.811901885957459e-06
Position 1182: 3.018402328988839e-06
Position 129: 2.38960504924943e-06
Position 3051: 1.7180918903435387e-06
Position 2583: 1.6449872407683855e-06
Position 2754: 1.5204031441755966e-06
Position 269: 1.1943506449695953e-06
Position 799: 1.110251550222974e-06
Position 238: 1.004408281720858e-06
Position 212: 8.122603593061503e-07
Position 752: 7.476189923017537e-07
Position 141: 7.103867552346645e-07
Position 719: 6.924417032790411e-07
Position 312: 6.897674096390817e-07
Position 2682: 6.1397088049936e-07
Position 1149: 5.203331584323549e-07
Position 2977: 4.077973110524336e-07
Position 315: 3.466504534209956e-07
Position 218: 3.020240271605058e-07
Position 3373: 2.909915135733056e-07
Position 1190: 2.897584217362752e-07
Position 2923: 2.6264963527930524e-07
Position 963: 2.5176866901450764e-07
Position 2801: 2.4166087305940496e-07
Position 1003: 2.383825136353097e-07
Position 3397: 1.8316367035142548e-07
Position 2832: 1.1896974144222936e-07
Position 3145: 9.347028745186215e-08
Position 2542: 8.516083934334167e-08
Position 659: 7.585041637156234e-08
Position 2979: 5.121630636842395e-08
Position 3018: 4.2975728084104455e-08
Position 776: 3.058106317227407e-08
Position 2793: 1.8622071833252084e-08
Position 668: 1.8245107051784438e-08
Position 3543: 1.7267175968947013e-08
Position 1176: 1.2206404134601293e-08
Position 737: 1.0878972362058875e-08
Position 2845: 8.006447613809022e-09
Position 2926: 5.94045104929814e-09
Position 2788: 1.989800504442033e-09
Position 3289: 1.1059336998584365e-10
Position 2942: 4.778164811797233e-11
Position 2790: 1.4354338296657884e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2712: 0.9986016393244651
Position 2954: 0.9825894969418184
Position 2481: 0.9628588933760913
Position 2048: 0.8211025712424339
Position 3713: 0.722622574910085
Position 3886: 0.5052932468390371
Position 1301: 0.15548009672041183
Position 1786: 0.11983821108739666
Position 1583: 0.10836285988311485
Position 3543: 0.09002365317111777
Position 1578: 0.08471452709668781
Position 3397: 0.06263446439709794
Position 3540: 0.059563199715910155
Position 1337: 0.04708881050435214
Position 4023: 0.047017090865168504
Position 4140: 0.028004186784251775
Position 868: 0.0219850054707858
Position 599: 0.019384907080392297
Position 3251: 0.016871500232665534
Position 1717: 0.014424017491236648
Position 1061: 0.01404115226488066
Position 3402: 0.013175134855979978
Position 4079: 0.013073099642806755
Position 1671: 0.012541793790467801
Position 456: 0.01117411984632644
Position 1930: 0.010707732607332397
Position 1538: 0.01067881974602481
Position 1395: 0.01046152328651805
Position 2562: 0.008541194378378362
Position 776: 0.00822330340443875
Position 3522: 0.007775937257380789
Position 3443: 0.0075421925338906666
Position 2499: 0.006612710955817116
Position 1967: 0.006447261982852155
Position 963: 0.005181311206957807
Position 3420: 0.005058715173814992
Position 3497: 0.004736700907941082
Position 758: 0.004580887062951915
Position 3685: 0.004302063954312531
Position 1772: 0.004073899351273331
Position 944: 0.0036455854481034873
Position 1693: 0.0036416556309015148
Position 1134: 0.0033480626048230377
Position 414: 0.0030137628425604556
Position 1970: 0.002771094718308004
Position 612: 0.0026949526108313695
Position 2390: 0.002692053293628143
Position 1555: 0.0022009728200473367
Position 2137: 0.0018488095004229924
Position 3957: 0.0018440528375245748
Position 3550: 0.0017478507965975041
Position 1349: 0.001715270719189682
Position 4088: 0.0016809789707413572
Position 1593: 0.0016551505300544077
Position 4259: 0.0016266210789704974
Position 1665: 0.0014638072871849938
Position 1246: 0.0011680849983329994
Position 668: 0.0011424939798956129
Position 3918: 0.001022836989150138
Position 297: 0.0009575005458237076
Position 1814: 0.0009310332800806003
Position 1197: 0.0008584439370978986
Position 2724: 0.0008568125147864371
Position 1164: 0.0007914281379716521
Position 3717: 0.0006995967939432057
Position 2583: 0.000558315493967409
Position 498: 0.0005546190668991573
Position 1128: 0.0005407968481453376
Position 3452: 0.0005132713494918216
Position 877: 0.0004679795159692397
Position 301: 0.0004559622727834206
Position 1873: 0.0004321660982168303
Position 712: 0.00042739155544845514
Position 4214: 0.0003953266990820462
Position 146: 0.0003885167893890243
Position 3085: 0.0003774472615305717
Position 4151: 0.00036793966054084784
Position 1249: 0.0003649333734283223
Position 4171: 0.0003618626512454325
Position 2164: 0.00034813211449940363
Position 2357: 0.0003451158369048619
Position 1468: 0.0003296394729535809
Position 495: 0.0003249301059489877
Position 928: 0.0003156052463815594
Position 976: 0.00026488557576378433
Position 377: 0.00025237485239813605
Position 1429: 0.00023842968842346961
Position 2996: 0.00023553775024434944
Position 3011: 0.00023518740133126356
Position 2776: 0.00019663803283512393
Position 2000: 0.0001910175718497729
Position 1141: 0.00019044174969870745
Position 2360: 0.00017726846348598346
Position 1481: 0.00017190833229837696
Position 1170: 0.00015933749213041087
Position 2960: 0.00015405051849025212
Position 659: 0.0001485986422044346
Position 2797: 0.00012025443059269616
Position 111: 0.00011926505628838837
Position 1176: 0.00010540559270175124
Position 4261: 0.00010430473124520588
Position 1727: 0.00010103159211032423
Position 501: 9.706809890258966e-05
Position 1938: 9.586012046434204e-05
Position 2536: 9.456015927664587e-05
Position 3214: 9.318264268044393e-05
Position 127: 6.9642560432267e-05
Position 3282: 5.846808718341277e-05
Position 2146: 5.7171171082408906e-05
Position 2731: 5.5309461101305076e-05
Position 365: 4.425556187336127e-05
Position 209: 4.05429845351925e-05
Position 2394: 4.002979269729195e-05
Position 3350: 3.917365175850954e-05
Position 4041: 3.4020413938707865e-05
Position 2428: 2.618526546857515e-05
Position 3980: 2.1239695157663978e-05
Position 992: 2.0883975448224605e-05
Position 4187: 1.907535801336266e-05
Position 3962: 1.6817237046963396e-05
Position 394: 1.5260060607254265e-05
Position 3326: 1.0153556818679783e-05
Position 171: 9.135317253758703e-06
Position 1070: 8.920131494858497e-06
Position 3743: 8.779634765304825e-06
Position 385: 8.549575960175014e-06
Position 389: 6.444424175657066e-06
Position 3720: 5.156959431847208e-06
Position 2770: 3.741629623901211e-06
Position 909: 3.180169134747191e-06
Position 2742: 2.9890384197722266e-06
Position 564: 2.8730079917264258e-06
Position 1182: 2.7044873419759715e-06
Position 3065: 2.0715545255026657e-06
Position 719: 1.3680430196244013e-06
Position 362: 1.0704263402749634e-06
Position 2911: 8.800772659005405e-07
Position 3197: 7.829003121598467e-07
Position 309: 6.125639412727368e-07
Position 577: 3.7282242509215484e-07
Position 2714: 3.2054035122532695e-07
Position 53: 1.5337873055604996e-07
Position 181: 1.2757420218188433e-07
Position 2091: 5.99187667951952e-08
Position 880: 8.386302525286746e-09
Position 238: 6.587456187019645e-09
Position 569: 2.0416749835474227e-10
Position 601: 1.91558859629451e-10
Position 539: 1.4644331196582644e-10
