Gene = Iyd
Position 2813: 0.0005286576536571169
Position 1794: 0.0004920835968717653
Position 1255: 0.0004651817791958925
Position 2833: 0.0004179166109961006
Position 1006: 0.0004051606756580595
Position 1119: 0.0004010045156555826
Position 2485: 0.0003779495330894021
Position 774: 0.00036032742339631944
Position 1635: 0.00034454595461706387
Position 553: 0.00033555164847300935
Position 602: 0.000295920641691607
Position 1057: 0.0002708822838804763
Position 1827: 0.00025071474589508856
Position 2259: 0.0002366368133664092
Position 419: 0.00021458377586198668
Position 212: 0.00021187844789045138
Position 2488: 0.0001572386943646749
Position 1850: 0.00015573990306964725
Position 1563: 0.00015248385759686876
Position 1800: 0.00013228831422655896
Position 1198: 0.00011993758748056626
Position 152: 9.506410747614632e-05
Position 179: 6.008040482846963e-05
Position 284: 5.95835196991404e-05
Position 1060: 5.004767290640101e-05
Position 250: 4.938550379356417e-05
Position 931: 4.264837317475871e-05
Position 2678: 4.2487502056434825e-05
Position 515: 4.228201909463554e-05
Position 1401: 4.1392082634766386e-05
Position 788: 4.131657001675778e-05
Position 2280: 3.9278448478843756e-05
Position 228: 3.918506511325687e-05
Position 1011: 3.584168982441827e-05
Position 1545: 3.303464882604375e-05
Position 2636: 2.8844266343377495e-05
Position 1191: 2.413694717782947e-05
Position 2750: 2.2483589903836426e-05
Position 2404: 2.2084468675313894e-05
Position 2845: 1.3811846253422637e-05
Position 2185: 9.858554276860691e-06
Position 2336: 9.344940077299434e-06
Position 2762: 5.4257339440434315e-06
Position 1122: 4.513915407242426e-06
Position 2362: 4.3448515793733055e-06
Position 2500: 3.902034989751762e-06
Position 185: 3.7488890851209206e-06
Position 2241: 2.883129120365995e-06
Position 1430: 2.623137887627145e-06
Position 918: 2.245673369746916e-06
Position 2158: 2.0942957011888477e-06
Position 337: 1.7608007099809957e-06
Position 957: 1.2619403522757647e-06
Position 2407: 1.0476521123225432e-06
Position 940: 8.443243965439603e-07
Position 1048: 8.09995391412577e-07
Position 844: 4.1855443056333417e-07
Position 797: 3.8726814074619683e-07
Position 375: 2.831461332123279e-07
Position 468: 1.5581761716218594e-07
Position 482: 1.5023370948598364e-07
Position 290: 9.369377099754769e-08
Position 1020: 9.104410923633417e-08
Position 296: 4.5611787456596895e-08
Position 686: 3.812685975476037e-08
Position 994: 1.6850031491978377e-08
Position 366: 1.566773493647856e-08
Position 861: 1.2679074784853035e-08
Position 242: 1.0726510090672086e-08
Position 1033: 8.28610697190855e-09
Position 415: 6.9611897623728555e-09
Position 300: 2.683392644097503e-09
Position 69: 2.6543072706546673e-09
Position 307: 2.2667218336453224e-09
Position 486: 1.2785836857158104e-09
Position 2315: 9.808937130990341e-10
Position 58: 9.561291863185688e-10
Position 435: 1.5504963910666479e-10
Position 310: 1.380504947004769e-10
Position 304: 9.396115892705017e-11
Position 318: 1.282783270942296e-11
Position 194: 1.065950696742835e-11
