Gene = Nuf2
Position 1115: 1.390786574807619e-07
Position 771: 1.362138517149217e-07
Position 916: 1.232276673216168e-07
Position 1032: 1.1243894431747359e-07
Position 602: 1.1214664838765993e-07
Position 908: 1.0787085862201988e-07
Position 1253: 1.058784898453854e-07
Position 294: 1.016417606187751e-07
Position 1121: 7.89988241178771e-08
Position 722: 7.128112051116413e-08
Position 1052: 6.49774505752506e-08
Position 1307: 6.474225654208202e-08
Position 902: 6.173764311811474e-08
Position 272: 4.712613729559054e-08
Position 784: 4.643615975607687e-08
Position 795: 4.5784772343354364e-08
Position 599: 2.8078416348576897e-08
Position 1064: 2.606356996152649e-08
Position 400: 1.1918332173530505e-08
Position 797: 8.00966858566837e-09
Position 524: 6.463771039130755e-09
Position 527: 2.9135343410295126e-09
Position 311: 5.569863626649698e-10
Position 384: 3.4436400440102693e-10
Position 824: 1.4951993584576182e-12
Position 377: 7.149274578685566e-18
