Gene = tral
Position 2147: 1.7232897075196625e-05
Position 2011: 1.6760703071909853e-05
Position 2287: 1.6005962271410744e-05
Position 3107: 1.5945232320151747e-05
Position 2777: 1.531250387571632e-05
Position 5146: 1.5189528195551838e-05
Position 4830: 1.3877954225597636e-05
Position 1042: 1.3869406744256217e-05
Position 587: 1.320621116102482e-05
Position 4845: 1.2724501479153368e-05
Position 1512: 1.224220050590967e-05
Position 2933: 1.1562273188528538e-05
Position 1742: 1.1409168667792346e-05
Position 877: 1.1368262936539846e-05
Position 86: 1.0001205869584102e-05
Position 4051: 9.572409448390236e-06
Position 344: 9.37981618998993e-06
Position 1250: 9.370732235411092e-06
Position 3613: 9.135369954727406e-06
Position 491: 8.386906576071616e-06
Position 4493: 8.304917348291785e-06
Position 1722: 8.145349916817305e-06
Position 3308: 7.987769430549554e-06
Position 2552: 7.803946703364805e-06
Position 290: 7.74908743016821e-06
Position 4386: 7.529868952088519e-06
Position 272: 6.818424259278845e-06
Position 47: 6.0037521035429985e-06
Position 313: 5.96609038448736e-06
Position 542: 4.397526681327972e-06
Position 470: 4.3415208091556485e-06
Position 3200: 3.879183835380035e-06
Position 3463: 3.6371902016557725e-06
Position 3187: 3.618290046540006e-06
Position 2135: 3.5096423150612673e-06
Position 1956: 3.457439485043971e-06
Position 363: 3.1114233477597996e-06
Position 3057: 3.0358623375979287e-06
Position 841: 2.9734142097976907e-06
Position 2979: 2.8079046546448373e-06
Position 582: 2.3826009350287106e-06
Position 4808: 2.3028068389627404e-06
Position 3602: 2.192253612019274e-06
Position 1165: 2.077797646504204e-06
Position 370: 2.0341612595807314e-06
Position 3564: 1.8850116197277864e-06
Position 348: 1.8600809561537705e-06
Position 5625: 1.8467145216553145e-06
Position 2351: 1.8442407085039254e-06
Position 673: 1.831748639380234e-06
Position 2275: 1.8204091053016213e-06
Position 3465: 1.556596794648073e-06
Position 315: 1.4194110357721646e-06
Position 3588: 1.1008117473392624e-06
Position 3971: 9.26097790187081e-07
Position 126: 8.396589827060866e-07
Position 874: 7.886784206335779e-07
Position 1610: 7.579406254121058e-07
Position 871: 7.489267296599447e-07
Position 386: 7.245660136691995e-07
Position 3775: 6.372313081761049e-07
Position 621: 5.976340311424112e-07
Position 804: 5.804690102760833e-07
Position 882: 5.766974766447534e-07
Position 3018: 5.442216642860038e-07
Position 3586: 5.324040584613159e-07
Position 321: 5.28576948073297e-07
Position 1581: 5.201005877098095e-07
Position 2972: 5.176592124503698e-07
Position 709: 4.910383030017052e-07
Position 4067: 4.6950070340242564e-07
Position 413: 3.0420261553028296e-07
Position 884: 3.0156406286005065e-07
Position 269: 2.9126174952772166e-07
Position 3258: 2.553342845773359e-07
Position 861: 1.9661053781468558e-07
Position 855: 1.8694885552784594e-07
Position 1031: 1.8333212928159087e-07
Position 3238: 1.7740349969032823e-07
Position 961: 1.758893078710792e-07
Position 3832: 1.568621531479787e-07
Position 3829: 9.967539463966008e-08
Position 3457: 9.784541694267577e-08
Position 3934: 8.81444975791009e-08
Position 3504: 8.813698829441947e-08
Position 3661: 6.098436591699617e-08
Position 1917: 5.1488157273160077e-08
Position 4839: 3.552268169426202e-08
Position 3486: 2.1556862352810383e-08
Position 1866: 5.203571172420186e-09
Position 3641: 4.3625631535820755e-09
Position 1923: 4.225464506186002e-09
Position 1797: 2.700301051773761e-09
Position 2156: 2.639719814885611e-09
Position 2181: 2.3571896739330897e-09
Position 3673: 2.0983233919483994e-09
Position 4106: 2.051409357265879e-09
Position 660: 2.0048490628250614e-09
Position 2063: 8.711317140914617e-10
Position 117: 7.530211037510611e-10
Position 4092: 7.134207438433599e-10
Position 1791: 6.60424198494449e-10
Position 3643: 6.337075893805476e-10
Position 1776: 2.2492136793970926e-10
Position 746: 1.1873748039376097e-10
Position 2338: 5.641735496490262e-11
Position 723: 2.8243204539612793e-11
Position 2083: 2.7809348916564493e-11
Position 2381: 2.0988245763850916e-13
Position 1788: 2.4991557279698902e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 1499: 0.9957725205397814
Position 3378: 0.9922018520207212
Position 2964: 0.9898627968592493
Position 3673: 0.8355428691341684
Position 4084: 0.7902168602085138
Position 2368: 0.3840786497716401
Position 2356: 0.28777773335320334
Position 2706: 0.17077915770972393
Position 5126: 0.12893520495305955
Position 3670: 0.120087953833343
Position 5351: 0.1087277686133216
Position 5369: 0.04849104378236996
Position 2219: 0.04592215913956191
Position 5537: 0.04577880120639624
Position 732: 0.04020078509536028
Position 304: 0.03539143569987881
Position 4669: 0.02814842766236634
Position 4327: 0.02403021413878711
Position 5767: 0.022134019618389907
Position 995: 0.02163254934942044
Position 4275: 0.015506404201598083
Position 723: 0.014193166945572652
Position 882: 0.012032293796270205
Position 2135: 0.009957228749143121
Position 2098: 0.009842972890000379
Position 2742: 0.008593146417019856
Position 2408: 0.008522528399931534
Position 2256: 0.008122430322875742
Position 4235: 0.00796696156298702
Position 3346: 0.006637629791819654
Position 801: 0.006594545945216227
Position 2141: 0.005423302656267475
Position 2979: 0.005295750006276071
Position 2232: 0.004522747935578222
Position 139: 0.004172341492827032
Position 5375: 0.003950218628742573
Position 5676: 0.003931643622315467
Position 4658: 0.0037686892995194513
Position 4261: 0.0033614934140589097
Position 4904: 0.0031873327511760755
Position 1517: 0.0027142177120454214
Position 5695: 0.0025272044788597686
Position 3802: 0.0024692413712849833
Position 2745: 0.002234244259193238
Position 2675: 0.0022120152639843807
Position 2050: 0.0017181622222001225
Position 79: 0.0017033582472300232
Position 5866: 0.0015828216956206038
Position 3045: 0.00153529321986596
Position 2631: 0.0014954532445929417
Position 2500: 0.001444620292142894
Position 2628: 0.0011471430530045309
Position 430: 0.0011353236799155376
Position 4963: 0.0011126377515947598
Position 2583: 0.0011117971252918725
Position 2739: 0.0010847165305052447
Position 4222: 0.0010809846782833447
Position 328: 0.0010025055942160133
Position 4208: 0.0009432906562079789
Position 5692: 0.0009393210528653385
Position 2269: 0.0009048106408287111
Position 2586: 0.0008642928686355655
Position 2580: 0.0008404260861466078
Position 4943: 0.0007631984635799032
Position 3238: 0.0007586928261394425
Position 3308: 0.0007155500379773272
Position 608: 0.0006667370553745306
Position 4161: 0.0006255022019648218
Position 1520: 0.000621745392695938
Position 1096: 0.0005696182974229915
Position 1031: 0.000568593919053434
Position 1234: 0.0005339852026228088
Position 5191: 0.0004626871752798242
Position 4497: 0.0004084240956624373
Position 5234: 0.0004054623329267279
Position 3313: 0.00040512184958319523
Position 4806: 0.00039973965604713754
Position 3738: 0.00038046644605749827
Position 443: 0.0003732709224494766
Position 4927: 0.0003579178561161795
Position 370: 0.00033249591720134816
Position 4431: 0.000322513662124052
Position 2994: 0.00031360090636114004
Position 91: 0.00030817559735001857
Position 928: 0.0003059379068872611
Position 2173: 0.0003037427757128386
Position 4092: 0.0002988040219548773
Position 1290: 0.0002830933285335513
Position 344: 0.0002636742211632454
Position 3934: 0.0002505078128569838
Position 1350: 0.0002480657912139263
Position 1558: 0.0002433226852699271
Position 1355: 0.0002384005005330982
Position 2829: 0.0002367036497671725
Position 1263: 0.00023592752889524306
Position 5080: 0.00020455153663612323
Position 1379: 0.00018403464769911528
Position 647: 0.00017244488172007394
Position 4880: 0.00016879369849484403
Position 2523: 0.00014412833936802688
Position 2047: 0.00013003969919807
Position 4106: 0.00010152712800284661
Position 392: 0.00010087410891934348
Position 3258: 9.126756114566077e-05
Position 1657: 8.724085774825564e-05
Position 1158: 8.101200981491703e-05
Position 2589: 7.875144421261948e-05
Position 5324: 7.239460370693592e-05
Position 1540: 7.193348545986822e-05
Position 751: 6.817230800662846e-05
Position 2433: 6.673073285650091e-05
Position 2448: 6.547963969847289e-05
Position 2451: 6.379960735720185e-05
Position 3000: 6.313994375818166e-05
Position 4297: 5.503907110506e-05
Position 2526: 5.070113612246532e-05
Position 2532: 5.009678609604849e-05
Position 5097: 5.001285135816188e-05
Position 4987: 4.9339593638648726e-05
Position 3747: 4.836897796560221e-05
Position 2445: 4.688367483284115e-05
Position 1101: 4.5609578412829944e-05
Position 1142: 4.521941914303015e-05
Position 941: 3.783813266368159e-05
Position 4673: 3.736946908927331e-05
Position 3887: 3.7033915892585016e-05
Position 1010: 3.594867859247732e-05
Position 759: 3.538024774644688e-05
Position 2478: 3.3603343652372336e-05
Position 2898: 3.242829267539338e-05
Position 363: 2.8504299044183202e-05
Position 2547: 2.840308665629109e-05
Position 111: 2.8073379095111335e-05
Position 1534: 2.5626808318464854e-05
Position 1366: 2.562162033345749e-05
Position 1050: 2.4396335398615902e-05
Position 2765: 2.4293997832460836e-05
Position 162: 2.2897728397581093e-05
Position 2514: 2.283262299000237e-05
Position 3319: 2.171853265393925e-05
Position 99: 2.138501556669059e-05
Position 3348: 1.860587897414731e-05
Position 220: 1.7336756747844318e-05
Position 945: 1.5921012490121962e-05
Position 2929: 1.3565586401945519e-05
Position 375: 1.2952387928686254e-05
Position 165: 1.2852338505947192e-05
Position 3274: 1.1248963833340728e-05
Position 2564: 1.1144188820791682e-05
Position 1250: 1.0224039067233905e-05
Position 488: 9.457211809855077e-06
Position 2442: 9.13586871512385e-06
Position 3757: 8.868226835381123e-06
Position 2466: 8.61686485830814e-06
Position 149: 7.3571598882230126e-06
Position 3989: 7.240961356892127e-06
Position 3519: 6.959085820239501e-06
Position 1805: 6.902902127594489e-06
Position 3402: 6.080819967520305e-06
Position 1969: 5.905137229872372e-06
Position 306: 5.669671194908829e-06
Position 1935: 5.380345352729361e-06
Position 386: 4.982389516699908e-06
Position 1544: 4.346306810719983e-06
Position 1303: 4.2241071972552115e-06
Position 3253: 3.979521183074358e-06
Position 3984: 3.932786090625743e-06
Position 3965: 3.7865823762014214e-06
Position 2541: 3.765681168508345e-06
Position 1773: 3.5572009586219453e-06
Position 3805: 2.947384652923422e-06
Position 4601: 2.857616475882847e-06
Position 1597: 2.742666236446139e-06
Position 1053: 2.727934787098424e-06
Position 1710: 2.5721468478593527e-06
Position 2606: 2.4556479119618585e-06
Position 3477: 2.303991887304407e-06
Position 4405: 2.2867024251858965e-06
Position 2538: 2.0482420264649532e-06
Position 3012: 1.884627791585854e-06
Position 4438: 1.783963956922926e-06
Position 383: 1.572125094101908e-06
Position 3042: 1.543667014527209e-06
Position 1735: 1.449794219418584e-06
Position 1663: 1.3295882331087704e-06
Position 3087: 1.3050010577729393e-06
Position 3399: 1.068631108048761e-06
Position 243: 9.966876430362006e-07
Position 3057: 9.60490513718512e-07
Position 935: 8.316944908198676e-07
Position 1753: 7.717376138849273e-07
Position 1693: 6.339441129152502e-07
Position 1669: 6.332542376976818e-07
Position 3420: 6.073975004026379e-07
Position 1966: 5.983436384199889e-07
Position 3165: 5.583832381040182e-07
Position 238: 4.7425576067596055e-07
Position 1684: 4.510309789551885e-07
Position 3018: 4.242113123385165e-07
Position 3527: 4.2262586234260497e-07
Position 1042: 3.9146995571695245e-07
Position 232: 3.57400862061108e-07
Position 1808: 2.802379448955714e-07
Position 1785: 2.6583335888324704e-07
Position 413: 2.5495039647198645e-07
Position 491: 1.9463346270001296e-07
Position 245: 1.603046085755743e-07
Position 3641: 1.5669886745467978e-07
Position 1741: 1.2951197243811364e-07
Position 3255: 7.029970927594764e-08
Position 3531: 6.881681130804331e-08
Position 3555: 5.433162224495966e-08
Position 1987: 4.8993034848422463e-08
Position 3117: 4.4239634814633745e-08
Position 3540: 4.126083452300008e-08
Position 3741: 3.672813374872514e-08
Position 3986: 2.987830005970968e-08
Position 3121: 2.618333409113666e-08
Position 4176: 1.9083454964385695e-08
Position 4033: 1.6827018901104925e-08
Position 3998: 8.262227162767151e-09
Position 4113: 8.196678965662006e-09
Position 3558: 5.391273145347902e-09
Position 3632: 3.768197234322801e-09
Position 4019: 2.212478088073964e-09
Position 461: 1.6475260618055754e-10
Position 240: 9.222612073995905e-11
Position 397: 4.66153205823982e-11
Position 511: 2.5102130978077848e-11
Position 260: 2.3183430443751336e-12
Position 518: 1.662011604316961e-13
