Gene = RFeSP
Position 795: 1.5736992064795347e-06
Position 1648: 1.292398464328784e-06
Position 1230: 1.1837990095488412e-06
Position 1176: 7.755194862709805e-07
Position 1199: 7.353370075635193e-07
Position 1202: 3.1973507934122327e-07
Position 1135: 2.1749714468160598e-07
Position 1032: 2.0791920004488897e-07
Position 799: 1.803546260303216e-07
Position 96: 1.4365863577923794e-07
Position 1656: 6.632485659919035e-08
Position 1646: 4.499313854025882e-08
Position 98: 3.4284369662134125e-08
Position 809: 6.142693369280908e-09
Position 815: 2.827826912355857e-09
Position 1213: 1.889774598713587e-09
Position 812: 1.4747083989014337e-09
Position 1232: 1.288126931685111e-09
Position 1192: 1.014400815440867e-09
Position 1178: 8.321423621564208e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1171: 0.972630956099264
Position 736: 0.8608019291603736
Position 1464: 0.03626862660238785
Position 747: 0.02041456212546949
Position 1685: 0.009203635578621278
Position 765: 0.0028926636117958737
Position 318: 0.0017704893613179004
Position 648: 0.001222262080589152
Position 1609: 0.0010170826826209226
Position 471: 0.0008267176091883687
Position 1186: 0.0005979508459714601
Position 1565: 0.0003779163342677483
Position 669: 0.00028693705054805356
Position 684: 0.00027506586925523307
Position 389: 0.00024135200373309813
Position 255: 0.0002359867829461249
Position 293: 0.0002017183026616914
Position 510: 0.00017468236704440882
Position 489: 0.0001346381343335987
Position 1643: 0.00012782485365537492
Position 575: 0.00012717440473724158
Position 1577: 0.000125970125125054
Position 1535: 6.422046387034902e-05
Position 1014: 4.66100606971724e-05
Position 1580: 3.685125499957205e-05
Position 1425: 3.385429775162217e-05
Position 1071: 3.1688287100215176e-05
Position 804: 2.6756739273145273e-05
Position 1410: 2.4679636077346294e-05
Position 115: 2.316075610268183e-05
Position 1588: 2.300029645482045e-05
Position 946: 1.6240077477172268e-05
Position 1723: 1.52942464353233e-05
Position 70: 1.2512263483620899e-05
Position 1308: 1.1286586204504683e-05
Position 1705: 9.54432460689039e-06
Position 561: 8.113808933561864e-06
Position 1693: 6.401574867807504e-06
Position 276: 6.271875822781494e-06
Position 1026: 5.939498865176529e-06
Position 675: 4.6682136637297e-06
Position 1646: 3.1272477614218756e-06
Position 1532: 2.8601040884290793e-06
Position 1728: 2.710110632610916e-06
Position 225: 2.4406095569807196e-06
Position 1192: 2.3656842181086436e-06
Position 999: 2.2826278017898437e-06
Position 540: 1.819356617464552e-06
Position 117: 1.4267386054350164e-06
Position 520: 1.3748130587207735e-06
Position 993: 1.346304511148666e-06
Position 1065: 1.2815694715938612e-06
Position 809: 1.2032416608300782e-06
Position 843: 1.109507169284485e-06
Position 1390: 8.528158640775232e-07
Position 149: 8.507888625080308e-07
Position 772: 8.240107665093741e-07
Position 963: 7.725788621967937e-07
Position 975: 5.780564643264332e-07
Position 900: 5.322441766309899e-07
Position 265: 4.92594631788107e-07
Position 1546: 2.3807702268684718e-07
Position 834: 2.0156710688877167e-07
Position 1519: 1.4996770708220336e-07
Position 874: 1.0815132104436309e-07
Position 530: 5.5939399924112714e-08
Position 969: 3.080718810981356e-08
Position 182: 3.0760534106435034e-08
Position 795: 3.074190918230569e-08
Position 128: 2.016157204042199e-08
Position 123: 1.3963439785742766e-09
Position 213: 4.9100142003406144e-11
Position 154: 1.3512030235727025e-11
Position 192: 1.542109837055559e-12
Position 206: 7.693633741222918e-15
