Gene = Aps
Position 3514: 0.0002466197074870011
Position 4077: 0.0002186816163906246
Position 2884: 0.00020989970679484324
Position 1531: 0.00020468581803090546
Position 615: 0.00017870448822811686
Position 3227: 0.00016915695227039584
Position 3097: 0.00016506643539612346
Position 3634: 0.00015868793445888746
Position 1312: 0.00015022897456479396
Position 2160: 0.0001444625136675394
Position 1577: 0.00014163600150913542
Position 3156: 0.0001348790349658917
Position 2438: 0.00013207713521538135
Position 3664: 0.00012255904740435733
Position 1284: 0.0001185294171799101
Position 2185: 0.00010016527939423861
Position 2188: 9.882645549835815e-05
Position 1320: 8.209224213233202e-05
Position 2890: 7.412605609617676e-05
Position 3742: 6.80324358643673e-05
Position 2947: 6.125209986114115e-05
Position 2287: 5.7713306201213915e-05
Position 527: 5.701875982951184e-05
Position 1299: 5.683193207242753e-05
Position 3295: 4.5343632151850976e-05
Position 4340: 4.3948150843053915e-05
Position 2388: 4.0924062887311464e-05
Position 3256: 3.697735933159726e-05
Position 1226: 3.494681042996995e-05
Position 2254: 3.433492657014412e-05
Position 2123: 3.2676970592924104e-05
Position 331: 3.0476564381552798e-05
Position 2969: 2.9553662695294853e-05
Position 779: 2.7680946307308348e-05
Position 795: 2.5965435153904937e-05
Position 3760: 2.3693809494075244e-05
Position 2531: 2.3063063748860807e-05
Position 3148: 2.290655948240224e-05
Position 2994: 2.0137445902865843e-05
Position 3364: 1.8511199077524315e-05
Position 978: 1.7485756596163073e-05
Position 1473: 1.6905301123633442e-05
Position 3807: 1.4389914711301715e-05
Position 2257: 1.2834446388054061e-05
Position 2740: 1.094734520503395e-05
Position 110: 1.0501166018188695e-05
Position 3291: 1.0142535019250183e-05
Position 524: 1.0028425946268541e-05
Position 369: 9.957351412464491e-06
Position 3008: 9.645313200172825e-06
Position 2586: 8.469637769075047e-06
Position 3171: 8.457750356981333e-06
Position 1042: 8.258917122308305e-06
Position 4007: 7.805484718928585e-06
Position 1552: 5.881707348892555e-06
Position 1503: 5.8205690663020156e-06
Position 2568: 5.42731479533133e-06
Position 884: 4.963833759334491e-06
Position 898: 4.834593024454478e-06
Position 3501: 4.675941242375516e-06
Position 1441: 4.096157482372175e-06
Position 1450: 3.884940370468236e-06
Position 1466: 3.6921678054537564e-06
Position 1615: 2.2066926217964416e-06
Position 845: 1.6506445549502297e-06
Position 1053: 1.4680978202282723e-06
Position 1332: 1.1802772753552562e-06
Position 2866: 9.051842869926258e-07
Position 841: 7.246693815822424e-07
Position 1128: 6.157936292634974e-07
Position 2565: 5.817674574394994e-07
Position 1068: 5.493576087910708e-07
Position 915: 4.651558069055467e-07
Position 1039: 1.8682485821863786e-07
Position 861: 1.2701746858920761e-07
Position 1104: 1.079547165595354e-07
Position 344: 1.0055138001002093e-07
Position 375: 9.04409773544596e-08
Position 299: 3.7636308688810315e-08
Position 382: 2.762958048544895e-08
Position 388: 1.85363331561225e-08
Position 1084: 1.4067942650771913e-08
Position 254: 1.1757277221440716e-08
Position 857: 1.0982559493983551e-08
Position 2812: 8.35694373654713e-09
Position 1060: 7.506014974786742e-09
Position 937: 7.320449597429178e-09
Position 907: 6.876021167258222e-09
Position 2857: 6.810745597029336e-09
Position 1075: 5.9272109378929455e-09
Position 260: 5.7600980288318e-09
Position 1065: 4.679710116971207e-09
Position 1150: 3.9420378500240556e-09
Position 1178: 2.4929551882056057e-09
Position 2899: 4.011173468087747e-10
Position 783: 3.563049365995806e-10
Position 3022: 3.1050836970795895e-10
Position 2806: 2.5888628174181784e-10
Position 308: 2.2144365076794198e-11
Position 426: 1.1842466509349584e-11
Position 404: 8.022588705306446e-12
Position 55: 2.3544439248758826e-12
Position 302: 2.271729701407366e-12
Position 64: 2.063092346999102e-12
Position 132: 1.2806732354684936e-12
Position 60: 9.499393139034196e-13
Position 311: 7.921405948099592e-13
Position 412: 5.206447953966791e-13
Position 410: 3.530113864242477e-13
Position 51: 2.529300916863695e-13
Position 408: 1.964900406224731e-13
Position 414: 1.4673747652969984e-13
Position 392: 1.17892897715643e-13
Position 243: 6.228234522904187e-14
Position 306: 5.6635266606303604e-14
Position 77: 4.514472011302755e-14
Position 419: 5.241438716961276e-17
