Gene = Pi3K21B
Position 432: 2.8921510766253602e-05
Position 18: 2.860064541557099e-05
Position 1015: 2.194549441671284e-05
Position 799: 1.9662134955451175e-05
Position 40: 1.6349096680103016e-05
Position 347: 1.4378647398081159e-05
Position 805: 1.3977977868799063e-05
Position 290: 1.3266732174994041e-05
Position 250: 1.3012757736669061e-05
Position 3729: 1.2662508471240315e-05
Position 3774: 1.0128908943023416e-05
Position 3870: 9.919728362932387e-06
Position 259: 8.846256155259516e-06
Position 2302: 7.847734111728957e-06
Position 2462: 7.001562201913709e-06
Position 2043: 6.1382310073851665e-06
Position 310: 3.6139556694292124e-06
Position 315: 3.1059232451277526e-06
Position 113: 3.0336582226560767e-06
Position 284: 2.905411966247933e-06
Position 110: 2.179738085794036e-06
Position 536: 2.106044203464657e-06
Position 569: 1.823660027306776e-06
Position 844: 1.6572523567563176e-06
Position 841: 1.589804063020571e-06
Position 2580: 1.2490334057622464e-06
Position 2015: 1.1873995755840156e-06
Position 247: 9.279915195232517e-07
Position 272: 9.268300426585019e-07
Position 253: 8.842109616329554e-07
Position 675: 7.204794627069746e-07
Position 2676: 6.975102332127613e-07
Position 2056: 6.375663936262564e-07
Position 2785: 3.01532676537292e-07
Position 245: 3.486940018535497e-08
Position 308: 8.575765359811976e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1152: 0.9813827629029495
Position 243: 0.3465355598568772
Position 4883: 0.3393434556288195
Position 3009: 0.28578926380042813
Position 7149: 0.19079463716863898
Position 4145: 0.14234909675320861
Position 7350: 0.05922966538587583
Position 2100: 0.05338570765867812
Position 3410: 0.05290394071788343
Position 7132: 0.05130804168269936
Position 850: 0.042589558155512436
Position 4849: 0.033054309591983445
Position 7170: 0.02751015321697406
Position 4103: 0.02347857612442016
Position 4197: 0.019744447567714048
Position 6881: 0.0173679607723201
Position 4596: 0.01615508951168376
Position 3962: 0.014542515685294537
Position 3553: 0.013583741424705541
Position 796: 0.012173667496823878
Position 2867: 0.012108805946478902
Position 2130: 0.01202871525331621
Position 3072: 0.01182770527230449
Position 253: 0.011683799695855467
Position 3357: 0.01150859395648254
Position 3192: 0.009959357072502468
Position 1766: 0.009942770385264076
Position 2669: 0.009940305946128715
Position 2162: 0.009502210230754812
Position 6968: 0.007575137685260604
Position 5668: 0.006979000609694264
Position 1745: 0.005531579409569338
Position 2919: 0.00547176699200787
Position 7118: 0.005370379786529117
Position 5073: 0.005289083943063202
Position 3182: 0.005238996324069135
Position 4170: 0.005127541793327876
Position 2735: 0.004276359335138738
Position 1193: 0.0040552670299455786
Position 147: 0.003971873206377066
Position 470: 0.0038393052769422195
Position 2798: 0.003290860231438472
Position 5124: 0.003208996471554773
Position 2357: 0.0030138018331548615
Position 5746: 0.0029430162172012176
Position 4014: 0.0028157824015778952
Position 3379: 0.0022754460787025948
Position 958: 0.0022356640052217107
Position 426: 0.0022164579121335504
Position 7231: 0.0020962587852383936
Position 2444: 0.002095027011365055
Position 4921: 0.0020017998044406203
Position 2641: 0.0019278897420054982
Position 121: 0.0017436080939681802
Position 1910: 0.0016283825776678695
Position 2509: 0.0015818228787041436
Position 5348: 0.0014559879184503975
Position 3387: 0.0014284100051181249
Position 5953: 0.001293285613530103
Position 6727: 0.001205136449297289
Position 3595: 0.0010813495733947973
Position 1472: 0.0010156141844151637
Position 2773: 0.0010015520827341823
Position 3115: 0.0009632886194139535
Position 2575: 0.0009486953246957044
Position 1475: 0.0009237122370993994
Position 2851: 0.0008075711215906743
Position 3109: 0.0007832607782760944
Position 6280: 0.0007028726764015049
Position 2134: 0.0006602313080857209
Position 816: 0.0006230868994358083
Position 2166: 0.0005581908235916339
Position 3994: 0.0005368135622211427
Position 438: 0.0004981158761775401
Position 2155: 0.0004621718597257952
Position 1836: 0.0004446338454949874
Position 2224: 0.0004110659015076528
Position 302: 0.0004064447417231502
Position 2186: 0.0003227093230921923
Position 3094: 0.00031740611217530214
Position 340: 0.0003098228738002583
Position 2956: 0.00030328552625057364
Position 513: 0.00029041726486138175
Position 914: 0.00028717650906374693
Position 3615: 0.00028473827934508703
Position 1797: 0.0002844768130798014
Position 432: 0.00027729599167085074
Position 750: 0.00025616091498961545
Position 2601: 0.00023781760018452976
Position 1600: 0.00021166376964559366
Position 2407: 0.0002088882251074612
Position 667: 0.00019903462334384925
Position 3875: 0.00019222456435211125
Position 3701: 0.00017928034371456053
Position 3302: 0.00015977151114813533
Position 865: 0.00015074168154175562
Position 2831: 0.00014684654946718457
Position 2148: 0.00014126782946757667
Position 2974: 0.00013625668087686798
Position 3198: 0.00013321969172026328
Position 375: 0.00012812944361510162
Position 779: 0.00011515047831672251
Position 3493: 0.00011406186613417208
Position 1719: 0.00011180274541851952
Position 884: 9.671720856301543e-05
Position 1367: 9.348785157952063e-05
Position 2644: 7.057467128097772e-05
Position 2491: 4.986813556268766e-05
Position 2085: 4.701687404435352e-05
Position 575: 3.251694389376974e-05
Position 180: 3.187263223661544e-05
Position 589: 2.798877105646904e-05
Position 558: 2.659254782071536e-05
Position 1800: 2.6166943539330292e-05
Position 2472: 2.5094973207224953e-05
Position 781: 2.196590451395604e-05
Position 3204: 1.9840715974801795e-05
Position 3417: 1.9429311223891852e-05
Position 2075: 1.9174907356817505e-05
Position 1724: 1.5208369539479125e-05
Position 2753: 1.4483043005167053e-05
Position 479: 1.1969139224215622e-05
Position 1499: 1.1798920129942226e-05
Position 404: 1.1666991715558367e-05
Position 2488: 1.0795281248242813e-05
Position 1309: 1.075891726414389e-05
Position 414: 8.914599318950019e-06
Position 1042: 7.766126712111159e-06
Position 344: 7.528766664949724e-06
Position 1412: 7.521826867316465e-06
Position 1298: 6.007988814623911e-06
Position 1916: 5.417137021653998e-06
Position 2462: 5.11373742494517e-06
Position 763: 4.620437650266983e-06
Position 333: 4.173214822425247e-06
Position 381: 3.7710843397969143e-06
Position 2879: 2.7246173472082965e-06
Position 212: 2.1920616086502827e-06
Position 1054: 1.6057287569381248e-06
Position 407: 1.249722376394586e-06
Position 485: 7.414544045642977e-07
Position 221: 6.567214582122365e-07
Position 2887: 6.012648344414934e-07
Position 1075: 5.160965679389515e-07
Position 1382: 4.796811217141739e-07
Position 977: 4.198643895665693e-07
Position 2674: 4.1511598019739987e-07
Position 1346: 2.018288579616371e-07
Position 1340: 1.8582823192133648e-07
Position 524: 4.146092971880762e-08
Position 528: 3.3966257639264176e-08
Position 308: 2.8044942079066024e-08
Position 579: 3.2630260562189168e-09
Position 565: 2.717601699310098e-09
Position 190: 1.1377076738294777e-11
