Gene = dpr19
Position 483: 0.00024254771250248385
Position 1231: 0.00023047741040773458
Position 578: 0.00020185937926606268
Position 340: 0.00019664841785827446
Position 566: 0.00019120247843868428
Position 2224: 0.00017657020553684628
Position 3170: 0.00017576588071571182
Position 2032: 0.00016898023900948177
Position 2050: 0.000139723182982703
Position 2125: 0.00012395692318893666
Position 3560: 0.00011878322958807699
Position 2615: 0.00011706505160170841
Position 659: 9.839523904402616e-05
Position 1969: 9.491161044885494e-05
Position 2528: 8.853631656745872e-05
Position 2687: 7.543745743287325e-05
Position 913: 7.219177921017687e-05
Position 1665: 7.048971647714188e-05
Position 2007: 6.523267715036515e-05
Position 1250: 6.016306236388381e-05
Position 594: 5.703477448289712e-05
Position 991: 5.612174175221912e-05
Position 2595: 5.109284986630326e-05
Position 793: 4.8658977175736866e-05
Position 1206: 4.780816068711761e-05
Position 946: 4.4461356794492565e-05
Position 1486: 3.62175294117126e-05
Position 1069: 3.5641121515308395e-05
Position 343: 3.50786776597701e-05
Position 1786: 3.1841290011981805e-05
Position 277: 2.957132281704483e-05
Position 2606: 2.7331759398301603e-05
Position 3507: 2.607453331950786e-05
Position 1280: 2.3987405854336815e-05
Position 1901: 2.225440344714296e-05
Position 1053: 2.20673636893667e-05
Position 90: 2.148400216359788e-05
Position 2597: 2.1433910957892944e-05
Position 406: 1.9851446486835605e-05
Position 93: 1.9639028410232425e-05
Position 1751: 1.885570365550835e-05
Position 3480: 1.7274956532389555e-05
Position 906: 1.570759420565914e-05
Position 56: 1.4904872357077695e-05
Position 357: 1.432806786448159e-05
Position 3274: 1.4108322126072047e-05
Position 2418: 1.4012051503707754e-05
Position 2970: 1.3184106062787723e-05
Position 1106: 1.089869960566694e-05
Position 1188: 1.0450458705276962e-05
Position 741: 1.0294475144097253e-05
Position 2080: 9.561870500581222e-06
Position 2058: 8.621250004916631e-06
Position 487: 8.477479578475531e-06
Position 797: 8.299333446950674e-06
Position 2334: 8.130578602682952e-06
Position 2025: 8.099773652653502e-06
Position 485: 7.705437302192384e-06
Position 3406: 6.5828309354374925e-06
Position 1746: 6.198788443072529e-06
Position 3495: 6.13455417013838e-06
Position 2111: 5.743901716162104e-06
Position 1514: 5.49617037708651e-06
Position 1680: 5.432399513730465e-06
Position 205: 5.035973384829277e-06
Position 869: 4.851948452954594e-06
Position 1748: 4.758508894819429e-06
Position 210: 4.717054117243633e-06
Position 2474: 4.263503630500492e-06
Position 1921: 4.239305015854137e-06
Position 1882: 3.6506778441212783e-06
Position 2323: 3.1313173275293844e-06
Position 1998: 3.0788791770534715e-06
Position 1709: 3.0527481098707706e-06
Position 2114: 2.8937622941749847e-06
Position 721: 2.3488938341277833e-06
Position 1319: 2.206417575435162e-06
Position 1386: 1.982162557904814e-06
Position 1950: 1.5336516738370282e-06
Position 810: 1.165393856353404e-06
Position 608: 8.429750978212231e-07
Position 1904: 6.476656412797168e-07
Position 564: 5.557051785834843e-07
Position 2646: 3.903821652456172e-07
Position 803: 2.987309904427922e-07
Position 2141: 2.758156628793477e-07
Position 313: 2.617666097114436e-07
Position 2945: 2.186697510648343e-07
Position 2845: 1.5027856493377897e-07
Position 1843: 1.472767594341043e-07
Position 3196: 1.471980838553252e-07
Position 2712: 9.01431825156718e-08
Position 2625: 4.240020631629419e-08
Position 182: 2.4504342322121272e-08
Position 3129: 1.4998561549700517e-08
Position 2664: 1.0990189929708414e-08
Position 2755: 9.478020528150753e-09
Position 2461: 3.239203194913047e-09
Position 2403: 2.9737166691333424e-09
Position 922: 2.1113055993786638e-09
Position 2985: 1.5949550120717596e-09
Position 2410: 1.545641432864309e-09
Position 812: 1.01542501225883e-09
Position 2906: 7.071792180885727e-10
Position 653: 2.787043246159094e-10
Position 838: 1.9905385171257252e-10
Position 823: 1.703067697009125e-10
Position 687: 6.686465950854794e-11
Position 2372: 3.2779937264247633e-11
Position 2742: 2.2794711689573688e-11
Position 916: 8.621971640488361e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2754: 0.9921987270635976
Position 1842: 0.9828872650764852
Position 1628: 0.9751768698044693
Position 2322: 0.9637453669904027
Position 2119: 0.8178042187760409
Position 1079: 0.06703926122568955
Position 2122: 0.06431710738148462
Position 1013: 0.032346403222445905
Position 1206: 0.029622365808481214
Position 3084: 0.025330012562479777
Position 869: 0.017992172961153324
Position 643: 0.013194857275969469
Position 1823: 0.012685172551475974
Position 3087: 0.01257442840083893
Position 597: 0.011515112737608498
Position 2287: 0.010816503790535129
Position 3607: 0.009159580908039701
Position 475: 0.00881165266688502
Position 838: 0.00803168158011524
Position 509: 0.007299959940851148
Position 3342: 0.00680827621641086
Position 3404: 0.0046395749782617846
Position 1280: 0.004483034609804782
Position 3433: 0.0040060028231776726
Position 3538: 0.003940649156914916
Position 3098: 0.003463169731121957
Position 1069: 0.0032021480738752962
Position 1592: 0.002552956677347971
Position 3493: 0.0021999692929981457
Position 608: 0.002130850633293238
Position 1230: 0.0021035205822239095
Position 2334: 0.0017627996281339654
Position 1348: 0.0017253162099709095
Position 340: 0.001692912697946415
Position 3177: 0.0016869535897242403
Position 669: 0.0016632915098155597
Position 313: 0.0015891248101621916
Position 3215: 0.0015358766515602671
Position 3314: 0.0014889609950991722
Position 1416: 0.001300469809354872
Position 3208: 0.001241734318164313
Position 2360: 0.001233968025746806
Position 1872: 0.0012054316401935087
Position 2985: 0.0011955635803884209
Position 874: 0.001159401184396821
Position 3425: 0.001134466246363508
Position 1514: 0.0011296273945378904
Position 2401: 0.0010580060103884336
Position 889: 0.0009305222543599811
Position 1680: 0.000847363260715554
Position 3725: 0.000758948764116859
Position 2128: 0.0007228646359158809
Position 1859: 0.0006802426429395334
Position 1901: 0.0006673741449147193
Position 1594: 0.000596029615028206
Position 1696: 0.000548664216537959
Position 250: 0.0004994089867105184
Position 2673: 0.00043003877923513664
Position 2998: 0.00040952357884042553
Position 683: 0.0003372360890206042
Position 2777: 0.0002613995844443204
Position 1904: 0.000250127365558319
Position 1082: 0.00024664426548373815
Position 847: 0.00024485485876399955
Position 3529: 0.0002445029587864981
Position 3274: 0.000232510929163861
Position 2595: 0.00023199207760735718
Position 1225: 0.00022481229994139617
Position 1115: 0.0002095443583121621
Position 153: 0.0001981384147481888
Position 150: 0.0001915377007900965
Position 3541: 0.00019121129532195384
Position 2421: 0.00018964132200327484
Position 913: 0.00018804806843350914
Position 3633: 0.0001840984214037076
Position 3636: 0.00017527717474658853
Position 3514: 0.00016010312788543305
Position 843: 0.00013539518500803216
Position 401: 0.00013345115198784522
Position 2484: 0.0001246955188386413
Position 1106: 0.00012338427757917748
Position 3507: 0.00010290709176111288
Position 2038: 9.072087798025135e-05
Position 3032: 8.346003967655534e-05
Position 1120: 7.961737067260789e-05
Position 2681: 7.353948561945879e-05
Position 2560: 6.467143322821005e-05
Position 2694: 6.455115926084946e-05
Position 2391: 6.282037116386399e-05
Position 2032: 6.132030060842814e-05
Position 2973: 5.955235827268216e-05
Position 1863: 5.6809494896169677e-05
Position 1167: 5.4590526933684306e-05
Position 3161: 4.6415066164651003e-05
Position 1882: 4.640454938193484e-05
Position 2466: 4.553017793229376e-05
Position 906: 4.366468600669424e-05
Position 205: 4.086870963416201e-05
Position 1486: 3.983252490297066e-05
Position 2141: 3.836193122153688e-05
Position 1723: 3.5015156282575805e-05
Position 386: 2.9819183809643955e-05
Position 2496: 2.9667198824608486e-05
Position 1437: 2.6780041537183216e-05
Position 1639: 2.6349273770819472e-05
Position 3707: 1.8340749935271405e-05
Position 210: 1.742073512034278e-05
Position 2611: 1.6939715883454575e-05
Position 645: 1.5238912226541698e-05
Position 1301: 1.5131868921287051e-05
Position 3325: 1.3266396442679088e-05
Position 3065: 1.1330681792745785e-05
Position 2512: 1.0582586463510685e-05
Position 1709: 8.394347514349404e-06
Position 1727: 7.676433098633417e-06
Position 2067: 6.727182130143654e-06
Position 2025: 5.984464190714446e-06
Position 2615: 5.111858712931312e-06
Position 2058: 4.767132487288307e-06
Position 2046: 4.305299617405094e-06
Position 1377: 2.289530795179509e-06
Position 1386: 2.0105756196721037e-06
Position 2087: 1.6934199087707597e-06
Position 252: 1.527056196640157e-06
Position 1757: 1.4220535289630173e-06
Position 2199: 1.1185573188297869e-06
Position 277: 9.510418829159279e-07
Position 477: 7.867195673135578e-07
Position 2410: 7.455978096785278e-07
Position 2080: 4.343547469858789e-07
Position 513: 4.154646388006917e-07
Position 701: 4.082258335943153e-07
Position 3152: 3.490784750782774e-07
Position 1965: 3.1565050990204693e-07
Position 2254: 2.997969019234519e-07
Position 2166: 2.1984862684054e-07
Position 2807: 1.275547753308566e-07
Position 3050: 3.74376972086082e-08
Position 2759: 2.805952126843791e-08
Position 680: 1.5092709214782738e-08
Position 245: 1.0129374034527969e-08
Position 1466: 7.552688259536056e-09
Position 1769: 6.9512553250407465e-09
Position 696: 4.159927778309251e-09
Position 247: 1.8296996519864909e-09
Position 687: 1.3057604526514313e-09
Position 698: 5.76073743203698e-12
