Gene = l(3)mbn
Position 27: 1.069216673497849e-06
Position 2793: 1.0278357213242531e-06
Position 2910: 1.0257933808101827e-06
Position 146: 1.0231441392410528e-06
Position 53: 1.0126609957760644e-06
Position 2629: 9.671391141278527e-07
Position 1402: 4.6403473945766375e-07
Position 3141: 3.7570409827663604e-07
Position 2712: 3.213216164955954e-07
Position 325: 2.0590943984662978e-07
Position 2369: 1.75181140871346e-07
Position 2972: 1.1753159177443475e-07
Position 2341: 1.1265309904033665e-07
Position 3063: 8.220275971271096e-08
Position 3266: 3.6119431645285564e-08
Position 3263: 3.268006578688765e-08
Position 1085: 8.19008762557016e-09
Position 2825: 3.8054633361268325e-09
Position 669: 2.783298275256673e-09
Position 370: 3.906110211608115e-10
Position 390: 6.415829144074415e-11
Position 349: 3.550041996810004e-11
Position 1142: 1.940647113984679e-11
Position 365: 1.6725159373271314e-11
Position 679: 4.967791519696272e-12
Position 566: 3.196070116222847e-12
Position 509: 1.087753042757706e-12
Position 914: 1.6643259845906616e-13
Position 554: 1.3687381839123046e-13
Position 569: 6.200128734580624e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2813: 0.9918261327010715
Position 2309: 0.9915861764564239
Position 4068: 0.8736482747683434
Position 337: 0.7079444597085439
Position 3937: 0.4631762273268602
Position 3049: 0.3431760800008069
Position 3780: 0.2662283431768688
Position 3485: 0.10050666014869074
Position 1697: 0.07335648797399516
Position 3548: 0.04319746347481593
Position 3899: 0.04234766247579039
Position 3611: 0.03490530919207105
Position 3152: 0.02658499121359157
Position 546: 0.021484198612330068
Position 3413: 0.016907038502929725
Position 2959: 0.014939303979419465
Position 1909: 0.014858738804825068
Position 3178: 0.011036719100382415
Position 1455: 0.00982846634473518
Position 1772: 0.007777151935305448
Position 3080: 0.007731843267939259
Position 3440: 0.007543388134655176
Position 3648: 0.00589060475051732
Position 3828: 0.0036541535600419276
Position 3244: 0.0035378723896895828
Position 3385: 0.0029868637084160487
Position 3943: 0.0028982035742742083
Position 1625: 0.002889967564190784
Position 1567: 0.002866131858878694
Position 2592: 0.0027838758819305376
Position 1434: 0.0024607814523807084
Position 2522: 0.0023843135394911214
Position 3517: 0.00222874876982703
Position 2752: 0.002111450274564973
Position 4664: 0.0020493787795869255
Position 179: 0.0019155325153115336
Position 3208: 0.0018973469734091582
Position 3231: 0.0016440436304491271
Position 1160: 0.0013404993420998883
Position 3836: 0.001268429366173025
Position 1108: 0.0012360993849738879
Position 3580: 0.0012238877758198004
Position 2604: 0.001211623740854128
Position 3856: 0.0011984824332754778
Position 2043: 0.0011216371212447564
Position 2764: 0.000927932465745148
Position 1952: 0.0007457328875964297
Position 1009: 0.0007146239324778158
Position 1759: 0.0007088248823888417
Position 2060: 0.0006782455599253482
Position 386: 0.0006506068397392861
Position 937: 0.0006060683298975655
Position 2842: 0.0005143387054413798
Position 2817: 0.0005088596336300739
Position 189: 0.00046937958363181163
Position 4392: 0.0004333101023056516
Position 2620: 0.0004234072865684083
Position 2858: 0.000402775264306311
Position 1742: 0.0003360086041746921
Position 4048: 0.0002905611720490416
Position 1683: 0.0002565738497944099
Position 4116: 0.0002562376702272065
Position 4532: 0.00025309458736801543
Position 3531: 0.00023491463194497852
Position 3468: 0.00020510655074372613
Position 1887: 0.00018999563833220292
Position 2972: 0.0001806506352578989
Position 1335: 0.00018053405418748652
Position 2162: 0.00017380251794735005
Position 1163: 0.000168270371139718
Position 1643: 0.0001667930008209765
Position 1846: 0.0001633733780647252
Position 3594: 0.00015636856556553756
Position 1702: 0.0001519428896992617
Position 3973: 0.00014338276393778196
Position 4369: 0.00013996919020718622
Position 2981: 0.00012860661665192375
Position 829: 0.0001226734601407951
Position 1035: 0.00012146845642230205
Position 1243: 0.00012053085348434141
Position 1998: 0.00011203312595369042
Position 1061: 0.0001114198087610943
Position 2087: 0.00010372561847881206
Position 1675: 8.832055641610596e-05
Position 3002: 7.56483037522421e-05
Position 4098: 7.371289152912619e-05
Position 660: 6.274894048063334e-05
Position 2170: 5.3269320749972475e-05
Position 4455: 5.070716924409126e-05
Position 4380: 4.9025126969316665e-05
Position 4146: 4.768645200317108e-05
Position 291: 4.6671290876683824e-05
Position 4338: 4.558801159729117e-05
Position 3967: 4.260041879383177e-05
Position 2009: 4.176528104740452e-05
Position 1503: 4.090020035136868e-05
Position 4035: 2.8560852226096087e-05
Position 3274: 2.5651773411180974e-05
Position 606: 2.342853211690381e-05
Position 489: 2.2436782929672357e-05
Position 67: 1.644644964217433e-05
Position 1653: 1.6077495145551258e-05
Position 2935: 1.583254379893683e-05
Position 283: 1.4213301069828913e-05
Position 1917: 1.3376467953512972e-05
Position 1313: 1.2930120625261658e-05
Position 1014: 1.2691492495729136e-05
Position 1278: 1.1606512850831391e-05
Position 3022: 1.0940297709513726e-05
Position 896: 1.091089922710411e-05
Position 1852: 1.0716229676516062e-05
Position 732: 1.0623160623524372e-05
Position 1253: 1.041589718086401e-05
Position 400: 1.0028000972782398e-05
Position 576: 9.030266970875389e-06
Position 2123: 7.6189759236508926e-06
Position 424: 6.018357925014611e-06
Position 2923: 5.65162009951927e-06
Position 2019: 5.17769448817104e-06
Position 3454: 3.4307027142620025e-06
Position 2422: 3.293380577271851e-06
Position 564: 1.0963319909284934e-06
Position 2678: 9.420377773502103e-07
Position 2773: 8.591270126303513e-07
Position 1258: 7.494301073224862e-07
Position 1967: 7.216251512515273e-07
Position 755: 6.8448901902883e-07
Position 2064: 6.351609867110967e-07
Position 817: 6.349658331221163e-07
Position 2878: 5.948139674272035e-07
Position 593: 4.934610275756165e-07
Position 2444: 4.5024385739214227e-07
Position 579: 4.4838707337130857e-07
Position 1480: 2.280800404679161e-07
Position 772: 1.5742858982466706e-07
Position 573: 1.3977254145690796e-07
Position 889: 1.0195300205299457e-07
Position 2896: 9.277388145901903e-08
Position 1815: 8.174481534782087e-08
Position 1792: 7.574148784020084e-08
Position 325: 6.759370247445838e-08
Position 3060: 4.5171073227442714e-08
Position 2754: 1.3127458226125148e-08
Position 603: 6.6566710384842255e-09
Position 427: 3.1959218952220688e-09
Position 669: 2.5376960661837995e-09
Position 633: 2.054221510589593e-09
Position 74: 1.877215589696405e-09
Position 1063: 1.7742252120232415e-09
Position 740: 1.340736729988376e-09
Position 421: 3.03349538957603e-11
Position 442: 2.8009505422416773e-11
Position 170: 2.0843672790810792e-11
Position 437: 9.419150094759769e-12
Position 250: 7.51325298613845e-12
Position 439: 1.788050954851183e-13
Position 566: 1.1520782383030681e-13
Position 444: 1.1959510842371387e-14
Position 613: 7.652391181608361e-16
Position 446: 6.418909104561119e-16
Position 654: 2.9455410537883105e-16
Position 464: 9.267711114139375e-17
