Gene = dlt
Position 1364: 0.00029777476815118524
Position 1187: 0.00028390467348531366
Position 455: 0.0002714214698108538
Position 1030: 0.00026645950400726965
Position 3168: 0.00022500378338957314
Position 1027: 0.00021176879756978895
Position 1650: 0.00020472455011449125
Position 935: 0.00016435708514343168
Position 51: 0.0001303417256598634
Position 2722: 0.00011306945736364427
Position 484: 0.00010517710986141024
Position 481: 9.604064507029213e-05
Position 421: 9.493136698166168e-05
Position 547: 9.345177913497229e-05
Position 443: 7.034745682311754e-05
Position 1460: 6.670419475155394e-05
Position 478: 6.19539545597667e-05
Position 588: 5.8316631117474276e-05
Position 2567: 5.777582576954905e-05
Position 33: 5.4870814264535343e-05
Position 1025: 5.270771110089295e-05
Position 475: 5.2216148837042364e-05
Position 813: 5.187048362741193e-05
Position 2517: 4.7775211105076246e-05
Position 134: 4.531041038489777e-05
Position 174: 4.151135207276412e-05
Position 28: 4.1458378817697075e-05
Position 718: 4.099984507871801e-05
Position 225: 3.6245287631708384e-05
Position 423: 3.5799884161382855e-05
Position 2565: 3.484615497449478e-05
Position 2118: 3.484385845047758e-05
Position 702: 3.479088425372649e-05
Position 1271: 3.22798374404969e-05
Position 1388: 3.209784554356819e-05
Position 397: 2.8820887076716423e-05
Position 611: 2.8757540196404697e-05
Position 3067: 2.8300004258318006e-05
Position 151: 2.5563209865961644e-05
Position 712: 2.1609550671122053e-05
Position 316: 1.9258843850927774e-05
Position 914: 1.8748328251058422e-05
Position 705: 1.5589173576800366e-05
Position 323: 1.2780623226391189e-05
Position 672: 1.2759528650751951e-05
Position 693: 1.1855897228037996e-05
Position 169: 1.1514076914246516e-05
Position 774: 1.0499549238955237e-05
Position 1038: 1.0064539817391581e-05
Position 2775: 9.915536797483778e-06
Position 1169: 9.686485062272041e-06
Position 876: 8.318959027918407e-06
Position 653: 8.131454075075912e-06
Position 1933: 7.56311225153554e-06
Position 885: 6.7114510853612675e-06
Position 2030: 6.1510639851731305e-06
Position 729: 6.082761000567344e-06
Position 3776: 5.218089117682883e-06
Position 549: 4.983507453674804e-06
Position 155: 4.236955813007164e-06
Position 651: 3.785652617429558e-06
Position 1266: 2.7954364018896817e-06
Position 145: 8.016670512638154e-07
Position 626: 6.825049415020133e-07
Position 628: 4.0091986188276047e-07
Position 2248: 2.423751804805656e-07
Position 432: 7.90258945091878e-08
Position 427: 5.879675082875986e-10
Position 467: 5.598673104723563e-10
Position 203: 2.588707070898917e-10
Position 2213: 1.0317286522091896e-10
Position 425: 1.4227586144282302e-12
Position 404: 2.4954626568848823e-13
Position 412: 1.1855154591508688e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1827: 0.938138665277417
Position 2108: 0.5255363058613872
Position 2860: 0.5222415277110019
Position 2191: 0.27639294339259635
Position 4327: 0.0661409620613861
Position 2665: 0.06436799461116548
Position 2880: 0.06366744888718599
Position 4197: 0.04130797761061882
Position 158: 0.034508331711291924
Position 5506: 0.02715746787585711
Position 3721: 0.02609580495513572
Position 5527: 0.017116353832615682
Position 3849: 0.016798221759217167
Position 1336: 0.0116663642186974
Position 3898: 0.011368039030755152
Position 5249: 0.010359005584381997
Position 3280: 0.00947804519004708
Position 1623: 0.007748656573667654
Position 3412: 0.006625662795517126
Position 3901: 0.0059799431018474816
Position 3229: 0.005892362696245766
Position 3644: 0.005122725587264686
Position 5200: 0.004218165557301523
Position 1512: 0.0041310895902636705
Position 3787: 0.004062282989614977
Position 2262: 0.003783805681864286
Position 3506: 0.0035654571382646304
Position 1538: 0.0029729201228812325
Position 798: 0.002495764454303767
Position 4001: 0.0024908891167610466
Position 684: 0.002470525414676205
Position 1713: 0.002370471565616666
Position 5236: 0.0022313346766524487
Position 3534: 0.0020332382438604415
Position 4405: 0.0019548298673913544
Position 1770: 0.0019472925591536004
Position 2449: 0.001674559178460924
Position 2522: 0.0015971720241171829
Position 3079: 0.0014704849931245088
Position 1271: 0.001392769285827951
Position 2494: 0.0011757960405045348
Position 1922: 0.0011289631723759885
Position 2928: 0.0011031296246106779
Position 646: 0.001057206242999432
Position 2197: 0.0009386320906166113
Position 2491: 0.000898913396990171
Position 3664: 0.0008709119342049725
Position 1476: 0.0008290664439968837
Position 1486: 0.0006462454338485599
Position 2586: 0.0006230810835453345
Position 3378: 0.0005339862185013856
Position 914: 0.00046338451196622024
Position 391: 0.00042918797398311577
Position 397: 0.0004243782108762891
Position 3604: 0.00040978903063721166
Position 2994: 0.00039946016712501497
Position 2826: 0.00038646425892756856
Position 611: 0.00036354756468086704
Position 1789: 0.0003594215395943864
Position 440: 0.00031681342342240965
Position 344: 0.0002755494965680383
Position 3226: 0.00027112054768537873
Position 3172: 0.00023167937983790466
Position 4052: 0.00021308768640988164
Position 2084: 0.00018822206807911094
Position 210: 0.0001828844051938651
Position 2314: 0.00017047792923694286
Position 145: 0.00015307171367721413
Position 338: 0.00014688313960322996
Position 2670: 0.00013601111756355057
Position 1429: 0.0001101233232636161
Position 2317: 9.687842424992319e-05
Position 1108: 8.396883208609083e-05
Position 2124: 8.395985014489526e-05
Position 1628: 8.056680432993022e-05
Position 1682: 7.225999812172466e-05
Position 761: 5.8075416550606774e-05
Position 705: 5.744546009470008e-05
Position 2685: 5.267926196214328e-05
Position 169: 4.539789331680137e-05
Position 2625: 4.433582178364378e-05
Position 1943: 4.3456830963143196e-05
Position 3016: 4.1680190137682645e-05
Position 1420: 3.77658693602046e-05
Position 2047: 3.268603900408901e-05
Position 1169: 3.19224222248646e-05
Position 854: 2.5237642362106624e-05
Position 1894: 2.327598499930352e-05
Position 1023: 2.0681853060774378e-05
Position 662: 1.3574625403781567e-05
Position 443: 1.0744481933407446e-05
Position 557: 8.29385503073209e-06
Position 3099: 6.849946874316742e-06
Position 115: 6.121634359304487e-06
Position 245: 5.337528716467602e-06
Position 1359: 2.044770234630027e-06
Position 583: 2.2016807827048365e-07
Position 446: 1.356201801131293e-07
Position 702: 8.075543007870459e-08
Position 588: 6.627641293220603e-08
Position 1122: 5.807355678926419e-08
Position 718: 5.754837202908604e-08
Position 128: 2.269525009600196e-08
Position 84: 9.555952942317911e-09
Position 277: 2.5747017140234944e-09
Position 308: 2.1491875224442904e-09
Position 501: 1.9174532003375588e-09
Position 288: 1.7493082390877717e-10
Position 98: 1.0475182415304102e-10
Position 134: 9.165388471899188e-11
Position 281: 1.3763700246463717e-12
Position 283: 4.437147052179709e-16
