Gene = RtcB
Position 640: 1.8382907064754448e-08
Position 109: 1.670317612160637e-08
Position 277: 2.426282484465553e-09
Position 712: 2.1741647503291005e-10
Position 703: 1.923927831273053e-10
Position 173: 6.3343468675199505e-12
Position 154: 2.0302589931539613e-12
Position 120: 6.331566833062981e-13
Position 169: 5.85997479390865e-13
Position 177: 2.2278689469572398e-14
Position 122: 1.5590874601971076e-14
