Gene = dsx-c73A
Position 3014: 3.6432224347308064e-06
Position 4416: 3.1443215226495168e-06
Position 2192: 2.602313474598818e-06
Position 3018: 2.5183476905627637e-06
Position 4276: 2.3523172475575212e-06
Position 1895: 1.2460380141762193e-06
Position 5746: 8.504013180423804e-07
Position 4218: 4.995662804140209e-07
Position 27757: 4.345559674258676e-07
Position 28030: 4.0512417587402066e-07
Position 28536: 3.5533389391158907e-07
Position 5271: 1.814275455216341e-07
Position 2053: 1.54374396595236e-07
Position 1208: 8.905067907217492e-08
Position 55: 6.652924926832015e-08
Position 70: 6.633013794544954e-08
Position 2010: 3.536378928939863e-08
Position 57: 2.4904556114677764e-08
Position 39: 1.9390664734115402e-08
Position 28671: 1.7746019122988487e-08
Position 2846: 1.0342176761333088e-08
Position 27930: 7.557711680141352e-09
Position 339: 2.49893732344156e-09
Position 438: 1.1250504986139362e-09
Position 336: 1.0281485401149617e-09
Position 27912: 7.11699253671662e-10
Position 376: 4.5341995215183236e-10
Position 2329: 3.5509653215012086e-10
Position 408: 9.706964646423436e-12
Position 651: 1.3182994533762417e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 27858: 0.9996966617192347
Position 27639: 0.9985663931844979
Position 24677: 0.91195145372378
Position 17822: 0.7526188960525925
Position 25256: 0.5940560426411405
Position 1580: 0.55003102532271
Position 13109: 0.36853678409954815
Position 25302: 0.277153070401029
Position 12896: 0.25469953366458187
Position 28243: 0.12576932546934966
Position 1599: 0.11649871953570218
Position 25432: 0.07495233970028363
Position 25444: 0.0667049983599878
Position 1602: 0.06566923388818909
Position 1635: 0.0644768827976835
Position 12382: 0.04420256028106643
Position 286: 0.043094058993196044
Position 4959: 0.03893298400920745
Position 28781: 0.036733131783922277
Position 6074: 0.03424698672598342
Position 1605: 0.03370678986290246
Position 12872: 0.03252367805784953
Position 25908: 0.030485406440962353
Position 25541: 0.02218888912712961
Position 5884: 0.018774810042953297
Position 518: 0.017164329722715067
Position 597: 0.012807146289057776
Position 28075: 0.009714986364266692
Position 6101: 0.009538996582728845
Position 1110: 0.009034636534163766
Position 28941: 0.007401909180795374
Position 1536: 0.00679267472463807
Position 28217: 0.0058379584559990864
Position 646: 0.00545481733814242
Position 5548: 0.005231330194998038
Position 6495: 0.005222636361292733
Position 1632: 0.005067969967540927
Position 5602: 0.004388873513564084
Position 2037: 0.0038816630709635476
Position 28807: 0.0038739626576111273
Position 13567: 0.0033334909097571305
Position 9248: 0.003232308104799575
Position 783: 0.003047328935954045
Position 6517: 0.0027842244294634206
Position 1556: 0.002678067024759899
Position 6812: 0.002449871588896036
Position 7816: 0.0024361208923700593
Position 28994: 0.0023834077547088676
Position 1134: 0.0022843461812593955
Position 1265: 0.0014703276429356203
Position 2101: 0.0014434015156041026
Position 29115: 0.0013468392419767477
Position 28999: 0.0011964911171555477
Position 7664: 0.001155447585938065
Position 28087: 0.0009632110210656684
Position 621: 0.0009585936895473125
Position 5465: 0.000889985824088642
Position 1427: 0.0008537551035116889
Position 4298: 0.0008109146839133925
Position 2008: 0.0008009875946264711
Position 28099: 0.0007771087163133306
Position 5429: 0.0007077547279513949
Position 4130: 0.0006677680938959278
Position 626: 0.0005882485398835225
Position 29097: 0.000576459664589914
Position 1872: 0.0005584093364977803
Position 363: 0.0005527408135430573
Position 2112: 0.0005374632988423206
Position 879: 0.0005355344257012765
Position 10083: 0.0005097302247072187
Position 2175: 0.0005032029207535147
Position 316: 0.00046226423454739425
Position 7848: 0.0004449334645249812
Position 1457: 0.0004417748676759487
Position 2392: 0.00040362303238441105
Position 786: 0.00038662647281241356
Position 1744: 0.0003835032672155129
Position 1149: 0.00037724277228771736
Position 9999: 0.0003707999293372546
Position 305: 0.0003353314541908929
Position 5920: 0.0003344699148921486
Position 27995: 0.000332186475679052
Position 10139: 0.000324543295931135
Position 4843: 0.00032417308054528624
Position 1417: 0.0002865753323049807
Position 4818: 0.00027772023529060006
Position 1641: 0.0002531155282420159
Position 29138: 0.00024827845245830693
Position 1895: 0.00024191290748909247
Position 13548: 0.00022169159123531636
Position 3760: 0.00021240972648912463
Position 28293: 0.0002080280678655262
Position 7135: 0.00020047923162629024
Position 1195: 0.00019509897429999818
Position 7705: 0.00019014455491591113
Position 28747: 0.00017295119367696703
Position 623: 0.00016282517706069368
Position 28118: 0.00015431425919037323
Position 28601: 0.00015101230175711082
Position 28192: 0.0001474516276853262
Position 28619: 0.00013769651793228878
Position 27881: 0.00012702688346615445
Position 2433: 0.00012647916460609322
Position 173: 0.00011892647277542892
Position 28112: 0.00011571776845263347
Position 1926: 0.00010906992610280631
Position 27992: 0.00010715618495885527
Position 28604: 9.179534655863712e-05
Position 5336: 9.106802956749264e-05
Position 28240: 8.61639975701337e-05
Position 460: 8.361073285846188e-05
Position 923: 8.324814521508061e-05
Position 28550: 8.285902060133517e-05
Position 28040: 7.997320122971556e-05
Position 28385: 7.498851936782488e-05
Position 4040: 7.295931681715009e-05
Position 1357: 6.895532101085545e-05
Position 13374: 6.382124025083527e-05
Position 28553: 6.21254792679307e-05
Position 28054: 5.9724237095665664e-05
Position 1956: 5.729786195157602e-05
Position 3439: 5.321358753515668e-05
Position 26058: 5.0967568393286405e-05
Position 5409: 3.7091003707218426e-05
Position 6131: 2.8476672451219897e-05
Position 28045: 2.7827765424207397e-05
Position 3723: 2.6814729289242038e-05
Position 28186: 2.446563462325365e-05
Position 4012: 2.3184882743207653e-05
Position 5142: 2.2715658935426594e-05
Position 219: 2.0720559076209957e-05
Position 5503: 1.9898177025879132e-05
Position 1202: 1.865292336407933e-05
Position 29135: 1.8639353123318166e-05
Position 3710: 1.7267670527560826e-05
Position 4182: 1.7001390508716698e-05
Position 1232: 1.565299150980156e-05
Position 5248: 1.558457050080909e-05
Position 3945: 1.5476590468101045e-05
Position 763: 1.5428458275368776e-05
Position 5486: 1.5119403054378447e-05
Position 4275: 1.1986221575440043e-05
Position 358: 1.1934392527999797e-05
Position 5095: 1.0432471688122871e-05
Position 7028: 9.442274388306798e-06
Position 7645: 8.685755766301726e-06
Position 947: 8.46365353906402e-06
Position 2041: 7.999312099162267e-06
Position 632: 7.521190572616711e-06
Position 980: 6.6408683083761665e-06
Position 713: 5.876992047890962e-06
Position 3389: 4.865947014057994e-06
Position 240: 4.765318213867001e-06
Position 821: 4.597744867466029e-06
Position 1354: 4.580937169539755e-06
Position 3408: 4.426639353438688e-06
Position 754: 4.2482415566056944e-06
Position 1384: 3.954499769776516e-06
Position 1608: 3.9247505078031425e-06
Position 905: 3.688845309648547e-06
Position 3461: 3.6401995763075556e-06
Position 2668: 3.6012717423074187e-06
Position 4007: 3.5606511981877557e-06
Position 3274: 3.391301216790469e-06
Position 1117: 3.3726294408742432e-06
Position 733: 3.0209676446354648e-06
Position 3106: 2.979410838348422e-06
Position 2725: 2.792342083874023e-06
Position 899: 2.648476947872708e-06
Position 193: 2.4454409019269305e-06
Position 4496: 2.144304518046125e-06
Position 1053: 2.0942448329472693e-06
Position 1430: 1.9809100969017823e-06
Position 599: 1.9508490871108744e-06
Position 27895: 1.8242743796054329e-06
Position 3893: 1.798909831434294e-06
Position 489: 1.4992781863337562e-06
Position 6536: 1.3991432396675383e-06
Position 730: 1.333203481122646e-06
Position 1381: 1.3158059554254704e-06
Position 566: 1.1920202144025334e-06
Position 667: 8.267485003713136e-07
Position 151: 8.247889712798651e-07
Position 250: 6.228677334887037e-07
Position 3312: 6.213742625555451e-07
Position 2268: 5.761650851080603e-07
Position 3350: 5.732738755552194e-07
Position 233: 4.369329064948133e-07
Position 228: 3.898027598146415e-07
Position 3765: 3.41244310690967e-07
Position 1944: 3.2783109044588537e-07
Position 3662: 3.035868752321089e-07
Position 2053: 2.7775356485849825e-07
Position 167: 2.2476915275341142e-07
Position 1879: 2.2136134987236039e-07
Position 67: 1.2433777547155088e-07
Position 370: 1.1801701657476458e-07
Position 1433: 7.710830477354123e-08
Position 736: 6.673769387798392e-08
Position 2218: 3.9672348136748835e-08
Position 771: 3.115879274764495e-08
Position 698: 2.985028108097542e-08
Position 977: 2.1365441790493255e-08
Position 830: 1.740889963493391e-08
Position 557: 1.2468506967182758e-08
Position 797: 1.0371244540488933e-08
Position 27935: 7.3937398187825094e-09
Position 247: 7.2932790533289784e-09
Position 244: 6.9391019715060685e-09
Position 63: 4.010923323001205e-09
Position 133: 2.257794694587165e-09
Position 3738: 9.5211368098309e-10
Position 4062: 8.303013601429021e-10
Position 3933: 7.219862806355684e-10
Position 3112: 6.214619025395549e-10
Position 3620: 5.726354462034028e-10
Position 491: 3.714738076768246e-10
Position 2252: 2.9873871969996404e-10
Position 2120: 2.430880064546369e-10
Position 2192: 1.7219984536339403e-10
Position 3223: 1.0373084041531333e-10
Position 3651: 9.758453369280608e-11
Position 2572: 4.725128680612982e-11
Position 184: 2.7768475375344893e-11
Position 124: 1.0932702412410721e-11
Position 141: 3.5125421600781132e-12
Position 169: 1.754419346338766e-12
Position 55: 1.1523107129324355e-12
