Gene = w-cup
Position 879: 1.526165158446507e-07
Position 704: 8.93306479261677e-08
Position 992: 8.616874307180402e-08
Position 305: 7.453546553787031e-08
Position 1358: 6.59407320884245e-09
Position 438: 1.0912567404272805e-09
Position 161: 6.477710325213143e-10
Position 132: 6.167241096097494e-10
Position 227: 3.2109268109688463e-10
Position 374: 2.1255304630883907e-10
Position 447: 1.4439794642428594e-10
Position 451: 7.520419382783503e-11
Position 467: 5.861598817401963e-11
Position 794: 3.3482332949832904e-11
Position 699: 3.237612137105499e-11
Position 300: 8.347258928936652e-12
Position 220: 3.4019421830446663e-12
Position 83: 7.976723835705152e-13
Position 139: 2.797762976618585e-13
