Gene = cort
Position 802: 8.614171430006409e-07
Position 933: 8.238406288734922e-07
Position 684: 7.309854794608314e-07
Position 1417: 6.419824656213167e-07
Position 105: 6.311006302394863e-07
Position 927: 5.786851047989029e-07
Position 1380: 4.4392959476937627e-07
Position 288: 4.1168492537063485e-07
Position 265: 3.448367891598247e-07
Position 715: 3.318100901204143e-07
Position 43: 3.070466513759122e-07
Position 4: 2.859245432770962e-07
Position 689: 2.825179822858258e-07
Position 1280: 2.6576675594574464e-07
Position 1334: 2.606039482513303e-07
Position 107: 1.5597019369661093e-07
Position 290: 5.9130312522888904e-08
Position 91: 5.2679226984906205e-08
Position 144: 3.0564981139239365e-08
Position 297: 1.0408020530381184e-08
Position 247: 6.421484341976748e-09
Position 462: 6.3637359421054165e-09
Position 113: 4.9103624984430306e-09
Position 712: 1.915502700453634e-09
Position 752: 6.929292038014245e-10
Position 736: 5.905539041185185e-10
Position 760: 1.0527740777457604e-10
Position 975: 2.78353581657687e-12
Position 1626: 1.8780244758892134e-12
Position 464: 1.3536174866550972e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 263: 0.9783462729016706
Position 1363: 0.9746826139493112
Position 460: 0.8778254095987953
Position 933: 0.8755291610609097
Position 1572: 0.8161065486478251
Position 480: 0.074322929928245
Position 1649: 0.041630391673362584
Position 1186: 0.011193622006807737
Position 113: 0.01059737945478113
Position 132: 0.008433803774968874
Position 1430: 0.008408402806919067
Position 1590: 0.006630810323813726
Position 652: 0.006078195664627673
Position 684: 0.005511649183464418
Position 950: 0.005448452118418611
Position 1229: 0.004652711486843578
Position 989: 0.0028337008840431783
Position 748: 0.002449021214349668
Position 247: 0.0021987656564475145
Position 287: 0.001465484825546879
Position 1001: 0.0014178857397233072
Position 553: 0.0013303658915178567
Position 74: 0.0013194274275189627
Position 1172: 0.0011398673643291646
Position 165: 0.0009185635856232297
Position 1202: 0.0006912112251413286
Position 1018: 0.0006462440445013203
Position 1067: 0.0006336210014993326
Position 558: 0.0005356816099185492
Position 144: 0.0005000598314584399
Position 1244: 0.00042860324817840437
Position 307: 0.000402269309917222
Position 1373: 0.00028636288150015257
Position 908: 0.00026131773038769
Position 561: 0.00024368080201808047
Position 1118: 0.00022187203252142337
Position 1754: 0.0001730200183999595
Position 1872: 0.00014639150949090566
Position 66: 0.0001103156678452647
Position 493: 9.241095286194037e-05
Position 667: 7.934968030844509e-05
Position 1472: 6.903375706265761e-05
Position 284: 4.771471412468921e-05
Position 1436: 4.640722976357487e-05
Position 96: 4.391054373714345e-05
Position 884: 4.005278903984305e-05
Position 955: 3.4505512950204145e-05
Position 101: 2.7939807125386544e-05
Position 335: 2.4902905528887127e-05
Position 1255: 2.123994601982654e-05
Position 1047: 1.1520058764923884e-05
Position 1458: 1.0749898799559905e-05
Position 278: 7.897748959966588e-06
Position 795: 7.155544779715366e-06
Position 356: 5.635744223467776e-06
Position 536: 4.9694940112460495e-06
Position 1445: 4.225694230420229e-06
Position 820: 3.679231428717267e-06
Position 875: 3.2455433317399322e-06
Position 1145: 1.9780602937013187e-06
Position 405: 1.8787594588041085e-06
Position 329: 1.2012638466917803e-06
Position 265: 8.913801823767162e-07
Position 189: 8.501278372510317e-07
Position 192: 5.818508796137758e-07
Position 864: 4.806434297515743e-07
Position 568: 4.420322046702282e-07
Position 274: 3.7875414082060357e-07
Position 1760: 3.731401135542284e-07
Position 1368: 2.7729107601783455e-07
Position 1332: 2.1978384686394994e-07
Position 582: 1.650247673795675e-07
Position 368: 1.235036170349732e-07
Position 802: 7.700651949285825e-08
Position 565: 5.610825334079133e-08
Position 838: 3.464361400471308e-08
Position 374: 3.0951792318578447e-08
Position 204: 2.0815322075988634e-08
Position 209: 5.613355564602128e-09
Position 377: 5.015212665596564e-10
Position 344: 1.136740654655624e-10
Position 495: 4.071731767094021e-11
Position 381: 2.4738824164175467e-11
