Gene = Rh50
Position 3129: 2.5543069867247375e-07
Position 275: 1.9356790050636393e-07
Position 270: 1.7211888440251237e-07
Position 673: 1.5696802489076506e-07
Position 347: 1.5317488972057465e-07
Position 3563: 1.4061261266515468e-07
Position 3941: 8.070311638044931e-08
Position 8269: 7.805781871141519e-08
Position 874: 7.408943453745898e-08
Position 8606: 6.580530233104762e-08
Position 8358: 6.213948957248029e-08
Position 863: 6.09326118705468e-08
Position 8633: 5.975583829594756e-08
Position 362: 5.4590069542010705e-08
Position 349: 4.9438734996802446e-08
Position 3569: 2.8758856241997465e-08
Position 9148: 2.732636090084962e-08
Position 3840: 2.125051601680852e-08
Position 9002: 1.9493577176060106e-08
Position 4656: 1.935884367432918e-08
Position 8972: 1.7817173901859864e-08
Position 265: 1.7024087686260488e-08
Position 8746: 1.3896951862620805e-08
Position 688: 1.3376342923312863e-08
Position 8864: 1.2924998859208373e-08
Position 8849: 9.442658235012012e-09
Position 1238: 5.662754603305086e-09
Position 414: 5.455752195993186e-09
Position 163: 3.531800835913845e-09
Position 8370: 2.891673048924633e-09
Position 8404: 1.282034345709208e-09
Position 308: 6.020621619401363e-10
Position 8361: 5.903519682629012e-10
Position 8732: 5.3056441880469e-10
Position 8229: 2.8725084380747874e-10
Position 4410: 2.4895138392111967e-10
Position 3968: 5.775405220730835e-11
Position 3660: 4.823965422870274e-11
Position 675: 2.8887839829140743e-11
Position 950: 2.545321370205349e-11
Position 707: 2.743231256373595e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3326: 0.9999306351286866
Position 8227: 0.9979943592378769
Position 8390: 0.9972041032581501
Position 7951: 0.9579155734234208
Position 3085: 0.9132848263318656
Position 7088: 0.6367267206419109
Position 2303: 0.47182510114681847
Position 3665: 0.4179457262785136
Position 2238: 0.20288268948175608
Position 1683: 0.07597809581117669
Position 1106: 0.07338749885689304
Position 715: 0.07294188564207532
Position 1702: 0.06623896321395864
Position 8732: 0.04897034504783158
Position 3984: 0.04367904235840052
Position 7119: 0.04155463185130939
Position 6831: 0.03747497413484642
Position 6834: 0.03615583785921413
Position 1122: 0.031474301357455464
Position 2902: 0.029820263000887463
Position 3024: 0.022197231210616224
Position 8826: 0.021710394502745905
Position 2184: 0.02057729968614139
Position 7442: 0.019300624648610012
Position 1788: 0.016360428050803687
Position 6168: 0.01462482021602269
Position 1849: 0.0128450984773856
Position 6631: 0.012482078446370948
Position 2604: 0.011660277395189645
Position 4300: 0.011302029900125526
Position 2846: 0.01068424315543642
Position 2537: 0.010454072133863668
Position 8767: 0.010220977708234541
Position 7353: 0.009861595572288872
Position 6821: 0.009787529863715165
Position 688: 0.009540337293381477
Position 2052: 0.008784116398480965
Position 874: 0.008744233475097061
Position 7857: 0.008430084719438777
Position 1512: 0.007928722289318818
Position 2187: 0.007804105673086493
Position 6952: 0.006702847501545412
Position 2626: 0.006697173619931555
Position 2801: 0.0063555525543636075
Position 259: 0.006299532815042102
Position 1485: 0.00566461847353367
Position 753: 0.005648666215897903
Position 4185: 0.005593945994016163
Position 7371: 0.005128413497507197
Position 1459: 0.005035700669598391
Position 903: 0.004984759674158769
Position 672: 0.004882444129144834
Position 7881: 0.004779305759806869
Position 146: 0.004639457039507507
Position 7153: 0.004382116538555323
Position 9578: 0.003897103102493022
Position 8901: 0.00361964838671482
Position 854: 0.003484280739993481
Position 2949: 0.003418606868423747
Position 2588: 0.003287304223001621
Position 8951: 0.0032571908401734196
Position 7666: 0.0031076992029559184
Position 7496: 0.003066784585821429
Position 7356: 0.0030071965960503347
Position 5690: 0.0029774735844516863
Position 3163: 0.0029769945251650267
Position 9471: 0.0028411609433851973
Position 2861: 0.0023712525272522227
Position 8806: 0.002149947454643083
Position 301: 0.0020945627539422206
Position 6872: 0.0019883159660758244
Position 1643: 0.0019185042727668568
Position 642: 0.0018164517132284353
Position 9209: 0.0018161645732063887
Position 7451: 0.0017138535875449463
Position 8404: 0.001711242784966407
Position 3000: 0.0017077316932188815
Position 6483: 0.0016837319649996689
Position 9336: 0.0016309229834000371
Position 9449: 0.0016148387905630336
Position 2091: 0.0015885847816404536
Position 7921: 0.0015602867901711632
Position 1021: 0.0015326884501505127
Position 1247: 0.001532381482062496
Position 1216: 0.0015062063745557143
Position 1385: 0.0014396593511210533
Position 700: 0.0013851043222232727
Position 9488: 0.0013743938516630003
Position 7417: 0.001363206493405545
Position 1557: 0.0013164914665022732
Position 4031: 0.0012717847806767248
Position 3120: 0.001226571860894635
Position 939: 0.0012135707341959414
Position 2265: 0.001129179543778574
Position 2623: 0.001056236638249268
Position 1797: 0.0010536370483172823
Position 8658: 0.001011779909484293
Position 3905: 0.0010114044126947246
Position 2525: 0.000978609583329597
Position 3944: 0.000961533188293881
Position 544: 0.0009107364160348847
Position 8361: 0.0008827746788497969
Position 9365: 0.0008356021343610016
Position 2311: 0.0008281061049581764
Position 7695: 0.0008273526044273943
Position 3763: 0.0008260093925006644
Position 8740: 0.000735422525590609
Position 3797: 0.0006776196542430896
Position 9767: 0.0006672885840938028
Position 3964: 0.0006274015698751083
Position 7883: 0.0005678497011812168
Position 2676: 0.000551998118586768
Position 1296: 0.0005130622083026326
Position 1304: 0.0005068630654290672
Position 9591: 0.0005046248427912587
Position 9148: 0.0005030435789089175
Position 7385: 0.000496582324811491
Position 2320: 0.00047390088840406426
Position 4063: 0.0004588150379551928
Position 2417: 0.00044111408578195483
Position 1282: 0.00043924758144797986
Position 7748: 0.0004387756848451261
Position 4233: 0.0004057850216113497
Position 275: 0.00036444142339352956
Position 2414: 0.00034037471025715333
Position 2305: 0.00032729696095327093
Position 7477: 0.00032410742678691144
Position 630: 0.00031613260720333693
Position 4040: 0.00030352137402830064
Position 560: 0.0002915996171851809
Position 109: 0.0002841063655188563
Position 6692: 0.000281033060823987
Position 9695: 0.00026230425105736943
Position 9536: 0.00025879236172371845
Position 8254: 0.0002582392874549598
Position 1747: 0.0002578717474094089
Position 9002: 0.0002571733648837454
Position 4221: 0.00024623938603257845
Position 2368: 0.0002400732528402857
Position 5044: 0.00021846247778708528
Position 9453: 0.00021518821163609667
Position 6436: 0.0002046954372405589
Position 2867: 0.00020114907355431191
Position 9409: 0.0001894987728400359
Position 6272: 0.00018280069099657807
Position 1231: 0.0001781258567107273
Position 2247: 0.0001682406424156548
Position 2379: 0.00016415115333090618
Position 6967: 0.000151251295736181
Position 2573: 0.00014946878161275562
Position 3862: 0.00014937528281822572
Position 2440: 0.00014478009488579218
Position 4197: 0.00014207488429286263
Position 8772: 0.0001317109636610284
Position 4329: 0.00011750058819582548
Position 6910: 0.00011696212603760064
Position 3823: 0.00010663263450428924
Position 2101: 0.0001012341642595807
Position 6572: 9.782754412733001e-05
Position 1535: 9.63208241400624e-05
Position 3098: 9.202564090345959e-05
Position 984: 8.927375258473734e-05
Position 5888: 8.80201798459021e-05
Position 424: 8.558067816222324e-05
Position 9008: 8.489756455160571e-05
Position 1567: 8.334973014546555e-05
Position 5159: 8.277938816404111e-05
Position 5022: 7.805869891431759e-05
Position 5019: 7.71844605659112e-05
Position 155: 7.518853905533634e-05
Position 4004: 7.365944574380848e-05
Position 9723: 7.108850482926415e-05
Position 9388: 6.907632786315178e-05
Position 262: 6.518474334379047e-05
Position 1591: 6.094735787683478e-05
Position 3142: 5.955338723702915e-05
Position 6767: 5.843101157509593e-05
Position 9344: 5.5744450244941225e-05
Position 6416: 5.383206819475846e-05
Position 347: 4.3123247684679265e-05
Position 2546: 4.2073433778130645e-05
Position 1517: 4.161737774972743e-05
Position 8793: 3.831814962442551e-05
Position 8431: 3.4802673100138814e-05
Position 662: 3.475254086494742e-05
Position 9542: 3.394971475351355e-05
Position 8428: 2.901540451257778e-05
Position 9521: 2.7638249743991863e-05
Position 1529: 2.554430675426282e-05
Position 3576: 2.3694796648725754e-05
Position 1221: 2.3387772154593718e-05
Position 75: 2.265360831026423e-05
Position 1711: 2.2173560411523783e-05
Position 601: 2.0298778816830167e-05
Position 1138: 1.9486619186041628e-05
Position 8990: 1.929576882837701e-05
Position 729: 1.5794936046483517e-05
Position 1470: 1.5243240142833525e-05
Position 989: 1.2331060455139497e-05
Position 2813: 1.1116995430769346e-05
Position 2811: 1.1090111867081271e-05
Position 8776: 1.0935527087497378e-05
Position 598: 9.791349133552918e-06
Position 720: 7.970756567276145e-06
Position 2742: 6.32750521925937e-06
Position 3403: 4.964018337220228e-06
Position 5838: 4.741850439830277e-06
Position 2518: 3.785301525745978e-06
Position 3802: 2.558270884250781e-06
Position 83: 1.983015517668994e-06
Position 4722: 1.807248950238662e-06
Position 6036: 1.3238959554888701e-06
Position 3633: 1.1179698447660685e-06
Position 3412: 9.725584115350388e-07
Position 1043: 8.403307822347896e-07
Position 3831: 8.031712076737266e-07
Position 114: 7.540395442139563e-07
Position 3639: 7.150967051491194e-07
Position 455: 6.263547472366582e-07
Position 3613: 6.137641061715827e-07
Position 3508: 3.4494699496706205e-07
Position 4692: 3.250513601079517e-07
Position 105: 1.919968059455634e-07
Position 3434: 1.5852306559824245e-07
Position 502: 1.0550901599733148e-07
Position 4001: 1.0198337739918729e-07
Position 608: 9.928761609194462e-08
Position 3369: 7.315721471158705e-08
Position 111: 4.901413126138928e-08
Position 3419: 4.7422222985868044e-08
Position 8446: 3.146145969824405e-08
Position 467: 2.5229714156797326e-08
Position 3534: 7.642695981940803e-09
Position 646: 7.256080970931744e-09
Position 3588: 6.078226006583898e-09
Position 4068: 1.3311329596399195e-09
Position 499: 3.0219528133192794e-10
Position 119: 2.1386297375686494e-10
Position 207: 9.778515019769478e-11
Position 4230: 3.3721456160864717e-11
Position 3623: 2.7494299577782776e-11
Position 8514: 6.542704729115462e-12
