Gene = mus312
Position 1112: 1.8238808497652007e-05
Position 212: 1.485137571025408e-05
Position 1196: 9.648085829383089e-06
Position 1193: 6.198841055132137e-06
Position 2021: 5.703541605966821e-06
Position 1353: 5.222977367974835e-06
Position 266: 5.206234536825189e-06
Position 820: 5.1353714386525296e-06
Position 1020: 4.026024105598758e-06
Position 673: 3.6977771915581866e-06
Position 690: 3.5407391869957413e-06
Position 623: 2.7236849306234574e-06
Position 1295: 2.607330054357167e-06
Position 743: 2.28248649535507e-06
Position 894: 2.039913147398584e-06
Position 668: 2.0066913665524243e-06
Position 1297: 1.764521610759944e-06
Position 2083: 1.1945924337306948e-06
Position 387: 1.1472697502161558e-06
Position 3056: 9.046681480700476e-07
Position 3038: 7.785421924130223e-07
Position 2734: 7.271752646235651e-07
Position 823: 6.94617601657714e-07
Position 2552: 6.48230812363258e-07
Position 1063: 6.431242034592208e-07
Position 741: 6.314301349261522e-07
Position 411: 6.156843215187893e-07
Position 1480: 5.564807557526481e-07
Position 2159: 5.488082928701053e-07
Position 798: 4.1090898419227456e-07
Position 1724: 3.9413356162334875e-07
Position 800: 3.044851812286323e-07
Position 928: 1.8598465210338915e-07
Position 2140: 1.59851699263806e-07
Position 1046: 1.552801871049295e-07
Position 343: 1.5282073978870265e-07
Position 542: 1.5191019755777113e-07
Position 2684: 1.1960591008926595e-07
Position 583: 4.8616643449962834e-08
Position 1127: 2.7208699177614533e-08
Position 2426: 2.1374383623924002e-08
Position 2612: 1.0940563495098055e-08
Position 994: 8.455424117355005e-09
Position 1218: 6.785607907077455e-09
Position 1268: 5.832932509800395e-09
Position 1125: 5.2282625364808974e-09
Position 1184: 2.8955353539363804e-09
Position 289: 8.321090961734395e-10
Position 333: 3.9553291136849884e-10
Position 1150: 1.648204813001409e-10
Position 959: 4.766376670765483e-12
Position 1491: 5.193454040050188e-13
Position 565: 1.129223938505437e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1166: 0.9921220046177305
Position 583: 0.9805686584479755
Position 2159: 0.9429094852106181
Position 296: 0.8902891639528553
Position 2260: 0.761911562826157
Position 3993: 0.3202083837406546
Position 312: 0.08075127586183516
Position 2284: 0.0742193245951369
Position 2494: 0.06047964000909657
Position 2272: 0.03415308646070231
Position 2763: 0.03167890237252356
Position 2404: 0.024386667669892944
Position 2949: 0.016051931797297875
Position 3117: 0.013960559011778334
Position 4227: 0.012701566567594517
Position 3101: 0.011063225436880915
Position 1257: 0.007587082892845727
Position 1870: 0.006765381198257866
Position 1487: 0.006662428358415326
Position 3294: 0.006535464385070851
Position 2612: 0.006192215852409182
Position 130: 0.005753969669857117
Position 2164: 0.005344216131559237
Position 2411: 0.005206209162597657
Position 4041: 0.004952263178059119
Position 1724: 0.004518053105434937
Position 2365: 0.004316919415184453
Position 3447: 0.00362335275096644
Position 92: 0.003038169299067179
Position 2531: 0.0029366195723429167
Position 695: 0.0026988974258844627
Position 104: 0.0023946740330214687
Position 1642: 0.0021960384191349867
Position 1491: 0.0020349684251167476
Position 1519: 0.0020168973532699885
Position 2497: 0.0020014338366272366
Position 2377: 0.0019573152287137084
Position 3997: 0.0016440258860305978
Position 2033: 0.0015793914522756276
Position 595: 0.0015496192610763065
Position 3637: 0.001445743011382428
Position 2065: 0.0014007800010232808
Position 3378: 0.0013672990518117472
Position 3582: 0.001339249521081909
Position 2333: 0.0013091626491687593
Position 1697: 0.0013038245721120852
Position 1587: 0.0012746777938559396
Position 3753: 0.0012679888229465567
Position 360: 0.0012556500268652182
Position 330: 0.0012481779403952333
Position 1767: 0.0012322218553389606
Position 2934: 0.0012253713977723093
Position 1556: 0.001193350705536377
Position 2790: 0.0011639549097572114
Position 3888: 0.0010983489789866054
Position 736: 0.001079525390011006
Position 881: 0.001067221966363807
Position 3543: 0.0010062463171598291
Position 612: 0.0010053718014345345
Position 4014: 0.0009544546877401748
Position 141: 0.0009213822732271453
Position 2722: 0.0009103673138652881
Position 1958: 0.00084953954820194
Position 2442: 0.0008268657923016873
Position 3209: 0.0008238331155437437
Position 1764: 0.0008024095812308984
Position 1990: 0.0007929949871119518
Position 928: 0.0007137366402666061
Position 3036: 0.000703400849696438
Position 1745: 0.0006854209357588076
Position 1982: 0.0006594875592556069
Position 4257: 0.0006120662999965265
Position 2185: 0.0005799859180412016
Position 3633: 0.0005684641650137027
Position 2684: 0.0005448148603623938
Position 3357: 0.0005389839969546696
Position 2328: 0.0005386237792671315
Position 1831: 0.0004670978532363941
Position 1913: 0.0004380435117035679
Position 2500: 0.0004309438235916986
Position 2856: 0.0004184166702591224
Position 2004: 0.0004144839022487821
Position 363: 0.0003607969509446618
Position 2574: 0.00036025699313141894
Position 2311: 0.0003563229215084301
Position 2418: 0.0003463224709721872
Position 2693: 0.00030178588026902754
Position 3190: 0.0002977920605249254
Position 2466: 0.00028914796310163703
Position 764: 0.00025632545435809277
Position 2046: 0.00023974443545645577
Position 136: 0.00023116373001658003
Position 1537: 0.00022793145829976997
Position 773: 0.00021538652598640276
Position 1276: 0.00020543264182366287
Position 1851: 0.00019728386195600617
Position 663: 0.00018053302774808806
Position 2642: 0.00017779792418507693
Position 2897: 0.00017661675552801563
Position 3727: 0.00016477837602235298
Position 1645: 0.0001603458090193433
Position 1998: 0.00014692506578656227
Position 339: 0.00014364932001358218
Position 2457: 0.0001416231360873189
Position 1279: 0.00013450885495715738
Position 3166: 0.00012567646157529323
Position 3501: 0.0001198237931815745
Position 606: 0.000105277564122341
Position 905: 0.00010467393691377427
Position 1382: 0.00010404348020315153
Position 3885: 0.0001004231164208845
Position 1529: 9.003520473276632e-05
Position 2296: 8.12185933829066e-05
Position 3648: 8.073763676672963e-05
Position 1814: 8.056707505814858e-05
Position 2125: 7.964094668934397e-05
Position 2091: 7.915991802092742e-05
Position 3505: 7.888895355953985e-05
Position 603: 7.599030688890397e-05
Position 3329: 6.875470735412482e-05
Position 4050: 6.82142925437007e-05
Position 3771: 6.354722363296116e-05
Position 3855: 6.252579277157049e-05
Position 1457: 6.079532161585133e-05
Position 2795: 5.8196647015796344e-05
Position 1203: 5.147842564574904e-05
Position 401: 5.143473244642596e-05
Position 2121: 4.964790267426636e-05
Position 3586: 4.8570153146187115e-05
Position 2666: 4.7197473501383456e-05
Position 3047: 4.643307329078574e-05
Position 1615: 4.634528338129801e-05
Position 1076: 4.5631695302238674e-05
Position 1236: 4.0618982217218925e-05
Position 2618: 3.58607948254027e-05
Position 3308: 3.486992427385674e-05
Position 1448: 3.4475524981373434e-05
Position 3215: 3.1676569238858456e-05
Position 2624: 3.1559892442028305e-05
Position 3212: 3.0117520860227812e-05
Position 1965: 2.86178904824662e-05
Position 1847: 2.7911776025223608e-05
Position 660: 2.776444240383842e-05
Position 411: 2.707859576262916e-05
Position 1623: 2.6448854506699792e-05
Position 2774: 2.371753700753821e-05
Position 3169: 2.3464216189010376e-05
Position 2730: 2.1936826319403586e-05
Position 1712: 2.0882642192937406e-05
Position 1079: 1.694843009634149e-05
Position 419: 1.677509413569069e-05
Position 1780: 1.58648240074327e-05
Position 1316: 1.4059930480034115e-05
Position 782: 1.3703245007786228e-05
Position 1777: 1.1998763987471382e-05
Position 2540: 1.18118805346191e-05
Position 2550: 1.0175680216476415e-05
Position 980: 7.500249850285417e-06
Position 859: 7.262963227505087e-06
Position 2191: 6.522570291273472e-06
Position 1095: 6.251482133395474e-06
Position 848: 5.602837363429597e-06
Position 371: 4.740563090652374e-06
Position 2138: 4.323925065378465e-06
Position 1819: 3.7695630191854753e-06
Position 526: 2.924868850603053e-06
Position 376: 2.2295108999456833e-06
Position 1046: 2.184388419538518e-06
Position 1542: 2.1729932911552227e-06
Position 1666: 2.1705320762233915e-06
Position 432: 1.9316874864660983e-06
Position 387: 1.8627377414950507e-06
Position 2188: 1.810372603114944e-06
Position 1041: 1.6508867262939294e-06
Position 1282: 1.6045350875091654e-06
Position 878: 1.4464059369444226e-06
Position 500: 1.3662502707755459e-06
Position 853: 1.2925190610346571e-06
Position 811: 1.2007938718298065e-06
Position 327: 1.1657537379367864e-06
Position 788: 9.176109533128858e-07
Position 793: 7.886623606092516e-07
Position 2298: 5.306706629153998e-07
Position 470: 4.7026824731200446e-07
Position 836: 2.9426896375075045e-07
Position 1043: 2.0202094873905234e-07
Position 977: 1.9709884438493232e-07
Position 231: 1.831559294367731e-07
Position 447: 1.6705354407812015e-07
Position 971: 1.5283484748806505e-07
Position 2218: 1.194773641091843e-07
Position 441: 1.0451530741134066e-07
Position 444: 6.328554842755571e-08
Position 239: 3.510696348878859e-08
Position 435: 2.5346585650377836e-08
Position 1434: 2.3910092816593842e-08
Position 1439: 1.0843772104249304e-08
Position 1330: 9.440259291730555e-09
Position 1208: 8.890767653707931e-09
Position 1333: 6.128342662141539e-09
Position 1103: 2.5474735255311877e-09
Position 1390: 2.251198764385421e-09
Position 1138: 2.242711809817212e-09
Position 1125: 1.1394541300920528e-09
Position 1346: 3.365714464316837e-10
Position 1398: 2.9852096526044064e-10
Position 1225: 2.8536730296513115e-10
Position 1288: 1.3122112445602683e-10
Position 449: 2.424738634649893e-11
Position 236: 8.707930403477966e-12
Position 437: 6.116522077517765e-19
Position 480: 3.5452725184843014e-19
