Gene = Chro
Position 1404: 0.0001761908932217451
Position 4898: 0.00016624252534935344
Position 5007: 0.00015069918743269403
Position 144: 0.00014167678127222625
Position 1001: 0.00012856254661897657
Position 3055: 0.0001282318724880112
Position 4415: 0.00010178415615490696
Position 2926: 9.610220948221845e-05
Position 4213: 9.189008996172591e-05
Position 576: 8.495968581224182e-05
Position 2750: 7.00917455883954e-05
Position 4958: 6.13586305584841e-05
Position 4223: 6.101835577603697e-05
Position 5191: 6.0396928264153324e-05
Position 685: 5.619393250718038e-05
Position 1646: 5.394443558775194e-05
Position 363: 5.372228927262969e-05
Position 1461: 5.314937425239093e-05
Position 1663: 4.44550862194174e-05
Position 619: 3.987600030893314e-05
Position 5123: 3.847361258559961e-05
Position 1876: 3.4409076962588485e-05
Position 1656: 2.7957580594562502e-05
Position 1740: 1.9750456823399223e-05
Position 447: 1.8251822022518446e-05
Position 1191: 1.3550089603240694e-05
Position 2726: 1.34538146017456e-05
Position 3985: 1.3434980421754851e-05
Position 834: 1.297315799331618e-05
Position 607: 1.2204299077950314e-05
Position 2560: 1.1508030133520883e-05
Position 155: 1.0401108041233868e-05
Position 1669: 1.0092776785149622e-05
Position 601: 9.972333996022532e-06
Position 1254: 9.421902729615821e-06
Position 1236: 9.364039948209614e-06
Position 1927: 9.337694546955633e-06
Position 1357: 8.15380852004401e-06
Position 373: 7.384638668709756e-06
Position 75: 7.380826005822964e-06
Position 1957: 6.979842744249531e-06
Position 1532: 6.880337861230326e-06
Position 1733: 6.249403232855241e-06
Position 1978: 5.763015120751426e-06
Position 1322: 4.565240917317863e-06
Position 1674: 4.516627571337541e-06
Position 1293: 4.425488564671219e-06
Position 1395: 3.791493184383966e-06
Position 1757: 3.76274687139253e-06
Position 453: 3.447817954517977e-06
Position 1285: 3.13325980392837e-06
Position 1560: 2.9344963264071734e-06
Position 96: 2.257558257606999e-06
Position 1045: 1.8887607891538845e-06
Position 1308: 1.865027590218241e-06
Position 1341: 1.1887087003693031e-06
Position 1960: 7.699679527924373e-07
Position 227: 7.679026562615904e-07
Position 1185: 6.304215852414318e-07
Position 1709: 4.990510002692978e-07
Position 1535: 3.8378747370896236e-07
Position 4233: 3.636998664691917e-07
Position 1218: 3.423227035801701e-07
Position 250: 2.846002819637258e-07
Position 79: 2.763877645457519e-07
Position 286: 2.258857377413997e-07
Position 253: 2.0890549041672854e-07
Position 1994: 1.8404993343229028e-07
Position 86: 4.746212673247841e-09
Position 111: 3.9115746774039765e-09
Position 146: 1.0099959105826513e-09
Position 1753: 3.321571892204758e-11
Position 282: 5.752518123748186e-12
Position 258: 9.836344822228424e-13
Position 247: 1.456531003889451e-13
