Gene = ifc
Position 1027: 1.1188378443764696e-06
Position 2261: 1.0085764993123402e-06
Position 865: 5.726288411273215e-07
Position 765: 4.2510756580540946e-07
Position 2204: 2.3994113988490487e-07
Position 1083: 1.1588121565727233e-07
Position 1080: 8.20621211561592e-08
Position 1034: 4.291929915275558e-08
Position 1387: 2.7630926499641258e-08
Position 132: 7.972453795664031e-09
Position 776: 3.921660990662621e-09
Position 338: 3.6759976706192562e-09
Position 634: 2.1938555343056466e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1267: 0.9032603638745158
Position 2235: 0.8446350698151498
Position 1053: 0.6635673499657381
Position 2495: 0.07471736551096624
Position 1409: 0.06803537894356454
Position 1923: 0.05853391648449262
Position 853: 0.049949858066025254
Position 1024: 0.0382867885806825
Position 999: 0.029881230729009924
Position 1233: 0.016279706766547653
Position 1935: 0.009974353264359654
Position 627: 0.00953257688219083
Position 1005: 0.008646907856954211
Position 1030: 0.008362265071584567
Position 332: 0.0058329772080597
Position 2250: 0.005771477178612195
Position 1448: 0.0051341586002864705
Position 821: 0.003350178761368245
Position 1997: 0.0025409935727558498
Position 688: 0.0023062432147144566
Position 132: 0.0017366817216266216
Position 308: 0.0015637037554040078
Position 2204: 0.0010542570871278313
Position 1034: 0.0009783176749094678
Position 445: 0.0006946459761482524
Position 1516: 0.0005830767715837956
Position 1736: 0.0003339986418815566
Position 765: 0.00031811234948177073
Position 1490: 0.00031792826450091464
Position 1120: 0.00028514243131461337
Position 1275: 0.00025567487974184855
Position 524: 0.00018844151630080898
Position 873: 0.0001823346283105212
Position 448: 0.000167701133830738
Position 242: 0.00016108636732622684
Position 155: 0.0001549399591693027
Position 2343: 0.0001179069208009351
Position 2022: 0.00011327844703697717
Position 1524: 9.874014586367072e-05
Position 1974: 7.008558968506288e-05
Position 2429: 6.877257005033139e-05
Position 1785: 5.3861699083799806e-05
Position 278: 4.959306903003339e-05
Position 1944: 3.9060299450120545e-05
Position 1947: 3.810314854495537e-05
Position 179: 3.639851381382992e-05
Position 948: 3.1229820359457634e-05
Position 98: 2.342580790834825e-05
Position 642: 2.0170821460016456e-05
Position 1980: 1.8884965018526546e-05
Position 908: 1.7779417828926772e-05
Position 878: 1.7058792365975535e-05
Position 2071: 1.6384768956565893e-05
Position 833: 1.6240955578683995e-05
Position 1367: 1.6124866661470247e-05
Position 159: 1.5818712816119437e-05
Position 1427: 1.1128530371344459e-05
Position 826: 1.0761966169290382e-05
Position 1592: 9.940291339716918e-06
Position 649: 9.295511811941417e-06
Position 1684: 7.652846812119579e-06
Position 981: 7.309153216878621e-06
Position 138: 6.495709660460289e-06
Position 1782: 4.688914789220975e-06
Position 2155: 3.6609676455322992e-06
Position 634: 3.030226715278373e-06
Position 1565: 3.0087593385878353e-06
Position 233: 1.9176217882454544e-06
Position 416: 1.8011143578098923e-06
Position 918: 1.7208652771707293e-06
Position 1131: 1.5572649998561988e-06
Position 146: 1.2929807100232545e-06
Position 46: 8.530322109481455e-07
Position 248: 4.3343331307646175e-07
Position 251: 2.4796544513553645e-07
Position 197: 1.666926309540161e-07
Position 218: 1.3031428697603852e-07
Position 1316: 1.1889263161862496e-07
Position 194: 1.0078753225326478e-07
Position 230: 8.537693642492304e-09
Position 798: 5.061817911004258e-12
Position 508: 7.681291207078231e-14
