Gene = Est-Q
Position 2321: 9.1663390998362e-06
Position 2314: 9.068973346416545e-06
Position 2024: 9.037541881510351e-06
Position 482: 8.330561939468236e-06
Position 2296: 7.196428571688764e-06
Position 1716: 6.100785135123342e-06
Position 1925: 5.398631368009826e-06
Position 401: 4.679018991583308e-06
Position 1778: 3.5868194145197716e-06
Position 2054: 2.680647933908204e-06
Position 1905: 2.6000154025816027e-06
Position 1976: 2.2005217090950373e-06
Position 2092: 1.9914740613131016e-06
Position 18: 1.8979395170660374e-06
Position 2132: 1.8779778543783685e-06
Position 2166: 1.715387212221467e-06
Position 2069: 1.0366989994772e-06
Position 1284: 8.644206579397196e-07
Position 2234: 5.536714328473459e-07
Position 1800: 4.109796963844169e-07
Position 2085: 2.7312164588478757e-07
Position 710: 2.527721168875316e-07
Position 12: 2.3788932625816117e-07
Position 2079: 1.6101679025639184e-07
Position 1154: 1.1100685206168842e-07
Position 2363: 9.243839226658786e-08
Position 2255: 8.310257544528934e-08
Position 1018: 7.991844516606703e-08
Position 1151: 1.0632613407154231e-08
Position 1510: 8.08310106170708e-09
Position 1512: 3.25426830954628e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2000: 0.98778997818629
Position 1751: 0.9771630096722208
Position 744: 0.9662546574725084
Position 1042: 0.7998972002520214
Position 2528: 0.3623294617693501
Position 397: 0.1310429596601427
Position 358: 0.07686394655913983
Position 969: 0.06970768229941918
Position 1546: 0.024209237002623837
Position 374: 0.02010213592532232
Position 932: 0.016691993409306286
Position 1888: 0.014364337217468699
Position 2092: 0.012356450014729438
Position 1053: 0.010781996599908195
Position 1162: 0.010340797328930092
Position 1609: 0.01016447655855544
Position 571: 0.008496350942497972
Position 1819: 0.00714451057868568
Position 2533: 0.006939808327525276
Position 694: 0.006921670735533277
Position 1468: 0.004379307307337386
Position 510: 0.0036636377662702326
Position 516: 0.002796801448276377
Position 505: 0.002666445198167553
Position 1777: 0.0026521673237986042
Position 1315: 0.0026391727020174663
Position 1138: 0.00258899105370706
Position 1559: 0.0022573691873597696
Position 1416: 0.002130015305013115
Position 455: 0.001989489022999406
Position 2063: 0.0019358577824492775
Position 1810: 0.001704888672164299
Position 1535: 0.0016122883156715296
Position 2514: 0.0015301668846061526
Position 224: 0.0013487302759955344
Position 1658: 0.001073373362530035
Position 2343: 0.0008674027255356773
Position 1057: 0.0007983644568105439
Position 1151: 0.0007805496179291541
Position 2024: 0.0007261888308762425
Position 1529: 0.0007113856732347109
Position 539: 0.0006513612287595133
Position 1523: 0.0005593604035684267
Position 1396: 0.00048553719283374997
Position 161: 0.0004781394116895553
Position 1297: 0.00039944280249701623
Position 942: 0.00031231557960570785
Position 1894: 0.00028503427855122883
Position 2351: 0.0002699040893535696
Position 2277: 0.0001831689479781801
Position 346: 0.00017516056807234074
Position 1642: 0.0001485431964943328
Position 1400: 0.00013429201858472138
Position 710: 0.00012947245941909228
Position 1016: 0.00012621785026554577
Position 1294: 0.00012378806258669389
Position 1229: 0.00012319183871372595
Position 1583: 0.00011247149192560782
Position 1800: 0.00010811653213008385
Position 772: 9.813136095712743e-05
Position 1275: 9.647247040395626e-05
Position 1614: 9.320642628761998e-05
Position 2308: 7.480087262710811e-05
Position 2163: 7.357437842993028e-05
Position 250: 7.229256574492807e-05
Position 139: 6.772283423402024e-05
Position 2079: 6.761129904974889e-05
Position 1441: 6.231385185577134e-05
Position 584: 5.787128827021e-05
Position 1452: 5.050714429316178e-05
Position 1691: 4.616504166741735e-05
Position 482: 4.288435241790055e-05
Position 477: 4.002729728981504e-05
Position 645: 3.126300280001193e-05
Position 1510: 2.5204145600779315e-05
Position 284: 2.4191462325500985e-05
Position 2099: 2.404088283742385e-05
Position 1501: 2.0191196186749013e-05
Position 2296: 2.0048922782672843e-05
Position 1381: 1.6356470880694246e-05
Position 471: 1.576186265712607e-05
Position 1917: 1.3899908937805728e-05
Position 193: 1.3816944579739705e-05
Position 1108: 1.2972825254205849e-05
Position 1715: 1.2168422428827518e-05
Position 609: 9.982284715065958e-06
Position 1205: 9.029471623096765e-06
Position 173: 7.97203258207837e-06
Position 1905: 7.523189218008142e-06
Position 1272: 6.327345151416141e-06
Position 2222: 5.757187660769424e-06
Position 1334: 5.675730257508264e-06
Position 590: 5.636354885308271e-06
Position 826: 5.157089757265367e-06
Position 2240: 4.3004116729764845e-06
Position 594: 3.7611309196222053e-06
Position 971: 3.707932503653753e-06
Position 2132: 2.63514426274051e-06
Position 1925: 1.5955449332184446e-06
Position 2287: 1.2834659502422472e-06
Position 830: 1.0691087202712648e-06
Position 431: 7.087124269943474e-07
Position 2407: 6.660903667922793e-07
Position 2305: 6.577791424704361e-07
Position 479: 6.017140672865535e-07
Position 2414: 4.6261431518802656e-07
Position 2438: 1.8114500455415888e-07
Position 856: 1.2864232537924543e-07
Position 627: 1.1885568424850558e-07
Position 834: 1.0186092974149419e-07
Position 286: 9.563144947225385e-08
Position 903: 4.579947349502194e-08
Position 239: 4.021987032867631e-12
