Gene = Tsp66A
Position 2567: 1.9947813629001904e-05
Position 281: 1.7771580676525848e-05
Position 991: 1.5610504845947583e-05
Position 1278: 1.107392546344978e-05
Position 844: 1.092838666574587e-05
Position 429: 8.628853571845491e-06
Position 779: 4.757171358502035e-06
Position 257: 3.5293116885109954e-06
Position 303: 3.0658387661604727e-06
Position 76: 2.4555921711081537e-06
Position 577: 2.024498885993825e-06
Position 131: 1.8855766029835222e-06
Position 417: 1.807515570438838e-06
Position 579: 1.538510795876276e-06
Position 272: 1.3264670948587264e-06
Position 62: 1.2149297773073266e-06
Position 2603: 6.411338576088709e-07
Position 437: 6.327310666645856e-07
Position 2598: 6.233024255271693e-07
Position 142: 5.970302803993843e-07
Position 419: 5.531248051000155e-07
Position 1571: 4.191882071290336e-07
Position 731: 3.2304203001916663e-07
Position 125: 2.093977963658943e-07
Position 398: 1.930675762284667e-07
Position 449: 5.155361620908288e-08
Position 2551: 1.894280243461284e-09
Position 2708: 2.687085854708742e-10
Position 2760: 7.363226624521304e-11
Position 799: 1.673288545009197e-11
Position 443: 1.6346049031203115e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2410: 0.9506362454003341
Position 2214: 0.9000199729112031
Position 391: 0.7376541781109992
Position 737: 0.7228100762439654
Position 1116: 0.7145379825642195
Position 160: 0.650982277163802
Position 1309: 0.6348576420231583
Position 1968: 0.5625677059858899
Position 577: 0.5556386715920044
Position 2646: 0.47114900502640666
Position 891: 0.22664984174762365
Position 2683: 0.21197373167706438
Position 2636: 0.20099803785125617
Position 775: 0.15398758735627358
Position 1619: 0.14428291198065965
Position 1135: 0.12163750630261082
Position 1479: 0.11372493890700927
Position 945: 0.09538731549233916
Position 2809: 0.0845477934151758
Position 2760: 0.08172276790497086
Position 1458: 0.08162319592232921
Position 415: 0.05675970097353416
Position 1740: 0.05091215296334055
Position 1289: 0.046775594648726875
Position 913: 0.04366869796302713
Position 991: 0.04287139321372497
Position 269: 0.04282641776243528
Position 1641: 0.039024551557021364
Position 281: 0.032260385813280466
Position 461: 0.0277028442596813
Position 623: 0.027330963489114415
Position 1743: 0.025765437140157468
Position 1976: 0.022111340654645033
Position 702: 0.020712103889800812
Position 2416: 0.019398190174456407
Position 2660: 0.01715608866829817
Position 1772: 0.016489099091614348
Position 2704: 0.011728896565931402
Position 2250: 0.008843183726799668
Position 3014: 0.008718854499980205
Position 2280: 0.007399291270443659
Position 3111: 0.006847991624639155
Position 1645: 0.006067471142367571
Position 467: 0.005641443170791972
Position 1761: 0.004213243776173704
Position 2686: 0.003833833376780208
Position 3288: 0.003825004594984557
Position 2224: 0.0033545755787644685
Position 182: 0.003089702939394027
Position 2183: 0.0027780996991911464
Position 2843: 0.0027644238206030163
Position 974: 0.0027486185276215124
Position 1526: 0.002723758088863737
Position 422: 0.0022829506242317927
Position 1594: 0.001988254158879199
Position 1694: 0.001360160754517129
Position 2840: 0.00117400920389032
Position 2485: 0.0010127645713993423
Position 840: 0.0009910767732150732
Position 2045: 0.0005394807240346628
Position 1370: 0.0005369044743886234
Position 1915: 0.0005084485681282338
Position 1178: 0.00043804511589798
Position 3069: 0.000403381247058404
Position 657: 0.00029397492449211563
Position 2846: 0.0002926396012992768
Position 2780: 0.00026314600338945513
Position 822: 0.0002561366116063144
Position 1493: 0.0002221777051059187
Position 2522: 0.00019196854695613464
Position 427: 0.00017849331004908181
Position 106: 0.00017573037478595414
Position 2791: 0.0001720919101493697
Position 2013: 0.00015054895275648395
Position 2731: 0.00011160768018226585
Position 1952: 9.230690009612308e-05
Position 336: 8.074982749249999e-05
Position 243: 6.566050177209929e-05
Position 3164: 6.125871500462586e-05
Position 2449: 5.949309404149463e-05
Position 1200: 5.815506074934274e-05
Position 2740: 5.398516911123193e-05
Position 3090: 2.7861188414502343e-05
Position 638: 2.68939967234356e-05
Position 659: 2.3592071207402815e-05
Position 248: 2.3194227811225188e-05
Position 3184: 2.013082656621376e-05
Position 1378: 1.528336223228514e-05
Position 675: 1.1463774845611578e-05
Position 919: 1.124599067898155e-05
Position 1057: 1.0133508696402936e-05
Position 3057: 9.586413748703599e-06
Position 633: 5.030287473953595e-06
Position 1068: 4.8473780465539466e-06
Position 187: 2.267242607105221e-06
Position 625: 1.424242195257195e-06
Position 118: 9.013839170369752e-07
Position 110: 1.9793052840493174e-11
