Gene = mtgo
Position 12729: 8.637333794901141e-07
Position 11668: 8.323826123500756e-07
Position 5105: 8.167669697624561e-07
Position 10894: 6.608925395932318e-07
Position 3256: 6.445578497937413e-07
Position 2925: 6.099817190873854e-07
Position 6570: 5.785713401363382e-07
Position 407: 5.77958261852433e-07
Position 4544: 5.737732949140776e-07
Position 3629: 5.723350065632347e-07
Position 2200: 5.322666586851139e-07
Position 3289: 4.833583930568135e-07
Position 2909: 4.470077738976729e-07
Position 9341: 3.8646181380549344e-07
Position 5762: 3.74175955051127e-07
Position 327: 3.7265020176736196e-07
Position 3560: 3.093726172459496e-07
Position 2971: 2.942642857415648e-07
Position 5689: 2.908438643261912e-07
Position 4654: 2.4700260205903506e-07
Position 477: 2.292216787167463e-07
Position 11605: 2.1859280345776657e-07
Position 4743: 2.1022045563502136e-07
Position 3590: 2.0202829504510744e-07
Position 7222: 1.9584145199375857e-07
Position 5162: 1.9146218104201762e-07
Position 7707: 1.4639417820606225e-07
Position 374: 1.4459313933678793e-07
Position 252: 1.404874468795457e-07
Position 2822: 1.3140839953201684e-07
Position 356: 1.2502352672964585e-07
Position 10496: 1.1437074788174503e-07
Position 5633: 1.0866255268959214e-07
Position 5371: 9.227174047762122e-08
Position 5587: 9.112877977521692e-08
Position 5836: 8.63137145900201e-08
Position 1658: 7.965964386277555e-08
Position 9402: 4.181769997638861e-08
Position 1498: 3.6692734476242095e-08
Position 4495: 3.591476981804111e-08
Position 1884: 3.077720349346341e-08
Position 838: 2.9453257068660426e-08
Position 2346: 1.964501876152817e-08
Position 131: 1.7416030984245603e-08
Position 9492: 1.706707537489996e-08
Position 336: 1.397774971349336e-08
Position 553: 1.3176802062666837e-08
Position 9265: 1.3161031383701721e-08
Position 1216: 1.0990086756385669e-08
Position 9668: 1.0198981155540312e-08
Position 1188: 9.333601331820349e-09
Position 602: 8.469196275197367e-09
Position 9118: 5.4061591707573315e-09
Position 8584: 4.939845311804784e-09
Position 1795: 4.797533362867242e-09
Position 9143: 4.663478724144738e-09
Position 6668: 4.528916100770493e-09
Position 2250: 3.8173181765059175e-09
Position 1898: 3.661220415680065e-09
Position 2038: 3.197049940219359e-09
Position 6834: 2.2953676524178628e-09
Position 2296: 2.1420713475276298e-09
Position 384: 1.757022954656868e-09
Position 1033: 1.59565791590969e-09
Position 7716: 1.4985334738729992e-09
Position 1747: 1.43571420450922e-09
Position 2825: 1.3549420001054884e-09
Position 8289: 1.328787476462683e-09
Position 3689: 1.1559775632633345e-09
Position 1074: 7.629593076457067e-10
Position 101: 5.83741264174402e-10
Position 4702: 4.6186194772422316e-10
Position 4693: 4.0020984735605444e-10
Position 1670: 2.308186876916701e-10
Position 2219: 1.8575622525972067e-10
Position 4361: 1.5445704078737684e-10
Position 1729: 9.713632250221403e-11
Position 6165: 9.111200297635459e-11
Position 6027: 6.95759339382492e-11
Position 4930: 6.701579212154414e-11
Position 715: 6.104252602783968e-11
Position 923: 5.962594902431178e-11
Position 4184: 5.3313336207240055e-11
Position 795: 5.1029560457191845e-11
Position 4807: 5.058105001439844e-11
Position 1092: 3.9032727910807064e-11
Position 4153: 3.8379901251687126e-11
Position 4042: 2.6704934161735088e-11
Position 5300: 2.6570058717351487e-11
Position 5067: 2.6297059950533993e-11
Position 4399: 1.972758136087956e-11
Position 1029: 1.953514702655978e-11
Position 990: 1.3925774106940322e-11
Position 1718: 1.2416167438339027e-11
Position 682: 1.1725161943136634e-11
Position 943: 7.448431983061332e-12
Position 4312: 6.629236917351504e-12
Position 2456: 5.806955133627067e-12
Position 968: 4.857354932600357e-12
Position 2059: 3.946469236381504e-12
Position 2308: 2.5895584441942273e-12
Position 2221: 2.4894018221103178e-12
Position 768: 2.2578460177950875e-12
Position 73: 1.0895805261736057e-12
Position 721: 1.0316237479628534e-12
Position 2072: 6.579436191626588e-13
Position 2319: 5.316026279717077e-13
Position 331: 4.912014207354186e-13
Position 773: 5.607823414109487e-17
Position 440: 5.388060588803903e-17
Position 901: 4.041217772577878e-17
Position 340: 8.353816650837704e-18
Position 453: 7.342177494574904e-18
Position 572: 9.208370573711852e-19
Position 423: 8.207961608016643e-19
Position 555: 2.760661764483597e-19
Position 427: 2.710283201136849e-19
