Gene = D
Position 849: 6.664289325263305e-06
Position 835: 4.775365197208178e-06
Position 853: 1.76745668817187e-06
Position 51: 5.877610336537063e-07
Position 269: 5.127098970813617e-07
Position 291: 4.735835509079397e-07
Position 879: 4.5708422949656497e-07
Position 311: 2.556605423824571e-07
Position 886: 2.4786640174582276e-07
Position 690: 9.678493926992189e-08
Position 900: 8.517583216863353e-08
Position 570: 7.731109263464756e-08
Position 752: 7.669328052351346e-08
Position 256: 1.2167749070598306e-08
Position 288: 4.135140646275179e-09
Position 922: 8.795691216862719e-10
Position 904: 7.715402458987507e-10
Position 259: 7.297968930602163e-10
Position 579: 4.4392960600240656e-10
Position 427: 3.3090708821226305e-10
Position 326: 5.42299233080672e-11
Position 339: 1.9783635481854866e-11
Position 348: 1.9404167280774904e-12
Position 319: 1.7380125085189825e-12
Position 337: 4.017143839838099e-14
Position 300: 1.137084220092231e-15
Position 328: 1.8334330407802185e-19
