Gene = pigeon
Position 1133: 8.258538958076153e-05
Position 1468: 7.719473657854087e-05
Position 2722: 7.174907308811605e-05
Position 1365: 6.172328475177246e-05
Position 2204: 6.168750421945485e-05
Position 2676: 4.9913295715688544e-05
Position 1956: 4.633209473786767e-05
Position 1273: 4.613679368133965e-05
Position 484: 4.480381516437831e-05
Position 2212: 4.2423792006350406e-05
Position 2188: 3.992004238494035e-05
Position 2007: 2.6300869399122436e-05
Position 3092: 2.5354683002687547e-05
Position 191: 2.2517607144570488e-05
Position 308: 2.193582498709513e-05
Position 3759: 2.0977838092892784e-05
Position 3183: 1.9420492584253497e-05
Position 1522: 1.9227721611310593e-05
Position 2626: 1.874361070039376e-05
Position 2087: 1.744842152027363e-05
Position 1197: 1.7406289037549035e-05
Position 3298: 1.683300423845415e-05
Position 1180: 1.6797232578687438e-05
Position 998: 1.5184259135444814e-05
Position 3606: 1.4914704242433715e-05
Position 3755: 1.3696197593163205e-05
Position 1270: 1.362716665381706e-05
Position 2105: 1.3323605809941287e-05
Position 158: 1.2122203518716575e-05
Position 195: 1.1799672367049109e-05
Position 1360: 1.1281472519071294e-05
Position 1228: 1.034367557754913e-05
Position 381: 9.282548514518183e-06
Position 3303: 9.199296201093058e-06
Position 1173: 9.103237533314643e-06
Position 3344: 9.04234951714176e-06
Position 2535: 7.806510357833893e-06
Position 1111: 7.80242280538526e-06
Position 3316: 7.479205307920393e-06
Position 2708: 7.277419566347005e-06
Position 3791: 6.815058580442934e-06
Position 1212: 6.6073818648868095e-06
Position 3576: 6.5304612893306445e-06
Position 3313: 5.926440368347292e-06
Position 1738: 5.156788461733151e-06
Position 1527: 4.926605269410126e-06
Position 3809: 4.898311626290812e-06
Position 2695: 4.735928958304831e-06
Position 947: 4.248959352605404e-06
Position 3159: 4.1925615502701704e-06
Position 3162: 4.0764294375311765e-06
Position 2720: 3.985039382420058e-06
Position 1428: 3.5813663492447514e-06
Position 1123: 3.557964065083508e-06
Position 2018: 3.2849569672134673e-06
Position 552: 3.2615176527461828e-06
Position 2364: 2.9655791023531613e-06
Position 3704: 2.901374863034342e-06
Position 1005: 2.8979236116815558e-06
Position 3732: 2.6998261432345435e-06
Position 2283: 2.6242013309018717e-06
Position 2388: 2.383053906840326e-06
Position 3685: 2.351807641889528e-06
Position 60: 2.2812792910560423e-06
Position 3679: 2.0624372307865405e-06
Position 1448: 1.948804628023213e-06
Position 1011: 1.930515409754599e-06
Position 462: 1.8582240816310925e-06
Position 3466: 1.8070809472371225e-06
Position 45: 1.7754723864503591e-06
Position 403: 1.7119584496762137e-06
Position 1313: 1.6868097022771627e-06
Position 2114: 1.591829657449646e-06
Position 619: 1.5142965556228946e-06
Position 874: 1.4748736605630584e-06
Position 3824: 1.466328492544291e-06
Position 2821: 1.4562507123166612e-06
Position 559: 1.40502575848842e-06
Position 3634: 1.377670730515776e-06
Position 1430: 1.3201881583025537e-06
Position 2373: 1.1365167197007404e-06
Position 14: 8.470568605689586e-07
Position 2653: 8.398797682790087e-07
Position 3781: 7.656567199296322e-07
Position 423: 6.615630283181229e-07
Position 405: 6.347025712847122e-07
Position 3107: 5.525322866187134e-07
Position 2137: 4.4575151646294133e-07
Position 1378: 4.2728215425261956e-07
Position 1362: 3.8117572014674556e-07
Position 2978: 3.750273025720888e-07
Position 123: 3.7481789731595775e-07
Position 3574: 3.5223918646201676e-07
Position 3693: 3.5085363785090723e-07
Position 54: 2.964683958587195e-07
Position 3210: 2.749738319439705e-07
Position 539: 2.7421859724897853e-07
Position 2799: 2.3563309863757482e-07
Position 2531: 2.3457503180233444e-07
Position 630: 2.2229255166562285e-07
Position 2437: 1.5675462474061976e-07
Position 2612: 1.4438391517472957e-07
Position 1013: 1.4393561976071787e-07
Position 3662: 1.3071296557523171e-07
Position 2786: 1.1231221637173212e-07
Position 2581: 1.0654738734720574e-07
Position 416: 9.901247785519e-08
Position 1636: 9.879482173800925e-08
Position 3695: 9.816858837833208e-08
Position 686: 7.240464942610264e-08
Position 3778: 7.228800385037607e-08
Position 1299: 3.851938755323208e-08
Position 545: 3.505890103609702e-08
Position 699: 3.482066055673276e-08
Position 459: 3.2674251865396174e-08
Position 263: 2.8008069131524646e-08
Position 1638: 2.5032346617021925e-08
Position 2547: 2.2148617716138162e-08
Position 1282: 2.0504273122096944e-08
Position 824: 1.9236122199480915e-08
Position 1294: 1.7821089758549576e-08
Position 3730: 1.7423002790172298e-08
Position 696: 1.4315287389678108e-08
Position 221: 1.1864520489003693e-08
Position 1714: 5.56079712973336e-09
Position 1534: 2.794206177645496e-09
Position 3319: 1.7831234592238484e-10
Position 3387: 6.754942956993532e-11
Position 1016: 6.137160252392707e-11
Position 1184: 3.9358441119316026e-11
Position 3236: 3.347839378538452e-11
Position 2899: 2.7552635301122575e-11
Position 3133: 1.7780788737811423e-11
Position 2999: 8.413887085823265e-12
Position 659: 2.0527277004195055e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1035: 0.9980159946168463
Position 675: 0.9898103891113914
Position 3402: 0.9892834115465183
Position 2832: 0.9874471820311218
Position 2255: 0.9664527451659507
Position 2547: 0.9528572342671683
Position 207: 0.8703672604182183
Position 3138: 0.8026375559383073
Position 1896: 0.09650053341679905
Position 527: 0.06242766463587092
Position 2572: 0.03548018418176413
Position 212: 0.031672713400469
Position 1899: 0.029307102223719194
Position 245: 0.012457289256875812
Position 3241: 0.010135958109646103
Position 3363: 0.010062086450936947
Position 2897: 0.007513505743015905
Position 686: 0.006244286995676027
Position 2074: 0.0023432725878058574
Position 239: 0.0020527913395982393
Position 452: 0.0020020677566822574
Position 2894: 0.0018764652451810217
Position 3263: 0.0017693160940090316
Position 1062: 0.0013952518900816778
Position 2351: 0.0012021798223973115
Position 1464: 0.0011076749243011496
Position 2596: 0.0010297156090568781
Position 3704: 0.0010228267261299577
Position 2399: 0.0009438880670792218
Position 472: 0.0009103347755859062
Position 3667: 0.0009031197724694515
Position 854: 0.0008287897647338774
Position 683: 0.0008240189805818765
Position 2841: 0.0007937029839817318
Position 2704: 0.0007324633117361676
Position 3245: 0.0007234870935477384
Position 2288: 0.0007119361118527715
Position 1874: 0.0006345865500552007
Position 539: 0.000554093957902246
Position 3624: 0.00046747083738096394
Position 386: 0.0004642954750475718
Position 3892: 0.0003925690525981847
Position 338: 0.00038078170330631495
Position 2018: 0.0003797994516840735
Position 3229: 0.0003434679051312391
Position 2129: 0.00033034371769506693
Position 209: 0.00032310935264212636
Position 2445: 0.00031228489482573496
Position 2300: 0.00022378958893922167
Position 1824: 0.00022244417985850583
Position 2240: 0.00019883644534850168
Position 3851: 0.00018877835845456018
Position 1555: 0.00017736851941785222
Position 2034: 0.0001734385899265076
Position 335: 0.0001619723207585508
Position 403: 0.00015951463316293647
Position 2267: 0.00015345144769945079
Position 400: 0.00013820433391018827
Position 1435: 0.0001038786460598719
Position 1574: 0.0001036085734147368
Position 278: 9.132166896199183e-05
Position 2483: 8.098066907964463e-05
Position 2927: 7.652552121615847e-05
Position 3149: 7.104953785437507e-05
Position 3647: 6.631190440424412e-05
Position 1753: 6.558063365207525e-05
Position 1724: 6.093994557453272e-05
Position 1448: 5.3458851537088294e-05
Position 443: 5.251475847202019e-05
Position 2384: 5.1806413556224095e-05
Position 1801: 4.983209835964716e-05
Position 691: 4.744726147728787e-05
Position 3683: 4.455929195524632e-05
Position 860: 4.317290234327871e-05
Position 2051: 4.25365805673543e-05
Position 2987: 4.185124583450534e-05
Position 1133: 4.164309498764621e-05
Position 3077: 3.60124258958956e-05
Position 707: 3.4148991265053255e-05
Position 3417: 3.374136586899385e-05
Position 2330: 2.778514829996876e-05
Position 3596: 2.5831149401865103e-05
Position 2108: 2.4614369752364694e-05
Position 581: 2.2855001259498708e-05
Position 1704: 2.1696226829556386e-05
Position 2105: 2.1536894971005605e-05
Position 512: 1.9187811474567627e-05
Position 2990: 1.8617826762035977e-05
Position 2908: 1.8110404000227303e-05
Position 2327: 1.7522088818007852e-05
Position 1595: 1.7211528804196227e-05
Position 1203: 1.6030297061635718e-05
Position 3589: 1.5655808214019573e-05
Position 341: 1.4681468061761788e-05
Position 3511: 1.452048658275206e-05
Position 1589: 1.3740022596229989e-05
Position 2451: 1.2859594691861897e-05
Position 1995: 1.2370947354314697e-05
Position 2160: 9.58162708285174e-06
Position 947: 9.486991133314823e-06
Position 305: 9.474150814726816e-06
Position 2641: 8.147243737728925e-06
Position 802: 7.217019844049202e-06
Position 1081: 6.976510115773528e-06
Position 296: 6.9550628944743655e-06
Position 1960: 6.563800886597013e-06
Position 2342: 4.810250858657672e-06
Position 1956: 4.430406867471067e-06
Position 704: 4.336670886687309e-06
Position 1347: 4.053755312769415e-06
Position 1974: 3.7801574169007454e-06
Position 925: 3.5333583612258126e-06
Position 2867: 2.6743398659325956e-06
Position 3755: 2.550555743025961e-06
Position 793: 2.536429860040742e-06
Position 1212: 2.30616911270231e-06
Position 3524: 2.226336862586191e-06
Position 97: 1.877033535160106e-06
Position 1404: 1.8505942264078977e-06
Position 2938: 1.6732042956303403e-06
Position 1083: 1.4393268536078402e-06
Position 437: 1.273333345868802e-06
Position 1968: 1.2358933177115199e-06
Position 1482: 1.2166170424539283e-06
Position 475: 1.0933256517399055e-06
Position 483: 1.0562659491944713e-06
Position 2137: 1.0543520149210528e-06
Position 3555: 1.0155950475343105e-06
Position 3652: 9.336913730201609e-07
Position 1308: 9.174177745156522e-07
Position 3557: 8.273967274387965e-07
Position 135: 6.325242726040261e-07
Position 2993: 5.742930082967049e-07
Position 1094: 5.568902713618964e-07
Position 3466: 3.3650174269758155e-07
Position 467: 3.1475715365701645e-07
Position 3461: 2.855052276873469e-07
Position 830: 2.807450434999493e-07
Position 866: 2.2565837999105424e-07
Position 812: 2.018422291864871e-07
Position 874: 2.0157471960077195e-07
Position 100: 1.8264625506737046e-07
Position 377: 1.4292142084046344e-07
Position 3601: 1.1540439076982705e-07
Position 3290: 1.124309050333186e-07
Position 302: 1.0995721823857255e-07
Position 587: 1.0364927767515718e-07
Position 824: 1.0193265720862292e-07
Position 2996: 1.0187815745453079e-07
Position 893: 9.593703505028864e-08
Position 962: 9.523830277690027e-08
Position 557: 8.12856559227273e-08
Position 766: 3.47032740890363e-08
Position 2861: 2.726926791637153e-08
Position 110: 2.6334694825495932e-08
Position 290: 2.5761263451183497e-08
Position 616: 1.7274793151637623e-08
Position 3011: 1.5065771912119892e-08
Position 428: 1.3441206951398372e-08
Position 975: 1.1743919899505578e-08
Position 735: 7.554753452824748e-09
Position 908: 5.45908697496775e-09
Position 608: 5.238390108018695e-09
Position 759: 4.383616395620076e-09
Position 745: 3.32855200889309e-09
Position 139: 1.8289418775371926e-09
Position 709: 1.326616227710285e-09
Position 221: 9.446801582562377e-10
Position 149: 1.6699491301996101e-12
Position 154: 1.094405002818234e-12
Position 180: 8.759566881952771e-13
