Gene = Als2
Position 3041: 0.0008660443813108085
Position 4436: 0.000768354581407238
Position 3315: 0.0007599602767631098
Position 110: 0.0007036454351597348
Position 2988: 0.0006754535653905988
Position 697: 0.0006387139441608096
Position 2814: 0.0006046428973644193
Position 3403: 0.0005996602475543032
Position 2229: 0.0005867494862493507
Position 4461: 0.000575454947412186
Position 2844: 0.0005549472595626221
Position 2028: 0.0005511217928855691
Position 1219: 0.0005391838161014326
Position 295: 0.0004849557426813049
Position 661: 0.0004002682562979595
Position 4243: 0.00039086037304200325
Position 1611: 0.00038012742124160406
Position 2907: 0.00037905585594532357
Position 1586: 0.0003659954907103157
Position 951: 0.0003648246706738445
Position 1615: 0.000310927560799834
Position 954: 0.00029397728329011734
Position 744: 0.00028507164174396783
Position 4630: 0.0002765901279209754
Position 3251: 0.0002718573761610323
Position 1007: 0.00026499801039263235
Position 1274: 0.0002587546334810257
Position 2178: 0.0002546586209244586
Position 1929: 0.00025328111671545404
Position 2830: 0.00025049270424888387
Position 1399: 0.00022727280704674642
Position 2289: 0.00022699349660311482
Position 4431: 0.00021524849407161744
Position 216: 0.00020649132389860325
Position 4881: 0.00018856307743073762
Position 2076: 0.00016922085817285974
Position 3962: 0.00016326826575820255
Position 1286: 0.00015495847779655448
Position 457: 0.00013900829212414552
Position 2961: 0.00013771575618324038
Position 1516: 0.00013095298113801267
Position 137: 0.00012201882419624876
Position 1417: 0.00012063085042800726
Position 1429: 0.00011849644317727672
Position 889: 0.00010777839364401041
Position 1510: 0.00010704297648635221
Position 373: 0.00010490001570133746
Position 333: 0.00010375173392879616
Position 1866: 0.00010160428017056081
Position 5213: 8.546232854449927e-05
Position 5109: 6.907076321008798e-05
Position 720: 6.788638811802494e-05
Position 2680: 6.184349941053605e-05
Position 1706: 5.351229533995999e-05
Position 2616: 4.8791928010861727e-05
Position 1869: 4.807475016404443e-05
Position 1685: 4.395191550900769e-05
Position 551: 4.19983495664786e-05
Position 4968: 3.3236905274139795e-05
Position 1145: 3.316361329358086e-05
Position 1435: 3.095302571437278e-05
Position 4639: 2.6992070713747793e-05
Position 463: 2.6499482330982444e-05
Position 538: 2.1481410349204164e-05
Position 4648: 2.146634811748009e-05
Position 4687: 1.8874960057037252e-05
Position 1185: 1.6551753334732294e-05
Position 800: 1.6509144986234763e-05
Position 1118: 1.6049776233424212e-05
Position 185: 1.3618294138673915e-05
Position 4654: 1.3428471412905923e-05
Position 1137: 1.2660996914114205e-05
Position 3908: 1.2522701885702513e-05
Position 269: 1.137372806914913e-05
Position 3476: 1.0790509655898005e-05
Position 972: 9.654153843658952e-06
Position 827: 9.641218056632048e-06
Position 854: 9.306361132939423e-06
Position 2104: 8.768657565049298e-06
Position 903: 8.685661437275108e-06
Position 3505: 7.903625797277668e-06
Position 4929: 7.844663617898104e-06
Position 967: 7.670394997695884e-06
Position 5123: 7.4250992535252485e-06
Position 775: 7.270991186568418e-06
Position 824: 6.972916838048166e-06
Position 1154: 6.969052632466011e-06
Position 5132: 6.954032539674072e-06
Position 5026: 6.920356780574401e-06
Position 5234: 6.454253486586845e-06
Position 4924: 6.3983788974441405e-06
Position 990: 6.111057514974999e-06
Position 3518: 5.1880225640130285e-06
Position 3698: 3.4906508159594125e-06
Position 3896: 2.787667596350703e-06
Position 134: 2.616138198433537e-06
Position 3869: 2.163205426955114e-06
Position 3866: 2.1023904515459684e-06
Position 5057: 1.6805190057732823e-06
Position 5244: 1.6352094021079927e-06
Position 5227: 1.3966830674802874e-06
Position 4666: 1.0427434294533914e-06
Position 4125: 5.288708703561542e-07
Position 3681: 4.532513490237288e-07
Position 5239: 4.184286979233751e-07
Position 343: 4.090731822851166e-07
Position 3409: 3.90728502593421e-07
Position 298: 3.136368830440484e-07
Position 3990: 2.2408343880011964e-07
Position 91: 1.7667602333467457e-07
Position 3423: 8.231425738047959e-08
Position 767: 7.330063999307369e-08
Position 3485: 3.589412612453237e-08
Position 763: 3.354989039151531e-08
Position 755: 1.818482175993168e-08
Position 93: 1.65703397005627e-08
Position 301: 1.2672089347565184e-08
Position 144: 2.8795068414676617e-10
Position 581: 1.556731454313537e-10
Position 195: 5.132673595750098e-11
Position 337: 1.7429083853053305e-11
Position 156: 4.5977728551187464e-12
Position 307: 8.990029708776888e-14
