Gene = Tudor-SN
Position 919: 0.0004561686409483079
Position 1334: 0.0004231535525582942
Position 5106: 0.00037523859765315696
Position 4010: 0.00035994248603095455
Position 2807: 0.00035726800048651165
Position 1362: 0.00032257669893049257
Position 1325: 0.0003114967839670539
Position 457: 0.00030149801012299503
Position 890: 0.0002880605531686649
Position 2941: 0.00027999259353803514
Position 442: 0.00025598863871712164
Position 3251: 0.0002318632443843667
Position 1210: 0.0002220148163896169
Position 4920: 0.00021532346229414398
Position 3074: 0.0001775845220056312
Position 1124: 0.00014553628261930812
Position 4658: 0.00013473379065821717
Position 3306: 0.00013140001394585423
Position 906: 0.00012780529443257352
Position 65: 0.00011170312044730267
Position 3272: 0.00010320364646848381
Position 3359: 0.00010257953656455723
Position 4318: 0.00010230525061764335
Position 1738: 9.747173812659292e-05
Position 1040: 8.687288926051812e-05
Position 841: 7.838607658271724e-05
Position 1877: 6.920907859570837e-05
Position 1511: 6.625548479041225e-05
Position 4029: 6.334526488762896e-05
Position 3599: 5.9114863443738875e-05
Position 4251: 5.84447024819617e-05
Position 4285: 5.716162402375845e-05
Position 267: 5.6456719941373955e-05
Position 3236: 5.5868155250724875e-05
Position 3320: 5.460743972212787e-05
Position 2201: 5.410710273896503e-05
Position 511: 5.353387744798131e-05
Position 276: 5.020155462059656e-05
Position 5265: 4.681777917798116e-05
Position 5268: 4.223194459027214e-05
Position 4893: 4.2148322041506035e-05
Position 11: 4.020008891079613e-05
Position 3113: 3.5874728642887084e-05
Position 641: 3.393024822397009e-05
Position 2956: 2.7165657899981467e-05
Position 4911: 2.6969758811576665e-05
Position 4939: 2.3207876469620155e-05
Position 1562: 2.237861648997423e-05
Position 774: 2.1225008483008205e-05
Position 2380: 2.0366535341221807e-05
Position 2885: 1.9904931087518095e-05
Position 799: 1.9833865122606794e-05
Position 315: 1.9089636658129505e-05
Position 238: 1.7809385402052013e-05
Position 1298: 1.7071996189047533e-05
Position 2790: 1.410180379609225e-05
Position 75: 1.2780913963301767e-05
Position 4441: 1.0488749370284375e-05
Position 50: 1.0077730551360371e-05
Position 3325: 8.060177920046616e-06
Position 3564: 7.844532453427763e-06
Position 1977: 6.988729864017724e-06
Position 2005: 6.646207152212931e-06
Position 3618: 6.345432095086687e-06
Position 1795: 5.9402894453007774e-06
Position 4237: 5.6238262232079536e-06
Position 1523: 5.095146325478423e-06
Position 1260: 5.073242215898793e-06
Position 38: 4.881543063259204e-06
Position 1765: 3.6303004288662005e-06
Position 2816: 2.446093534810325e-06
Position 3812: 2.3613070401243697e-06
Position 2679: 2.207544478061919e-06
Position 501: 1.8479635243975053e-06
Position 3957: 1.463364536881856e-06
Position 924: 1.3880937607007983e-06
Position 3297: 1.2850128641133246e-06
Position 718: 1.1799589646844678e-06
Position 1456: 9.73520759205625e-07
Position 877: 8.161725157912129e-07
Position 1167: 7.849796671654171e-07
Position 2987: 7.521394021774495e-07
Position 1203: 6.869819952660153e-07
Position 77: 6.655810365424508e-07
Position 459: 6.241384865946577e-07
Position 4698: 5.992894237827391e-07
Position 480: 4.48678428187399e-07
Position 1158: 3.918441984577175e-07
Position 2858: 3.910914716663583e-07
Position 541: 2.741153631289327e-07
Position 125: 2.7095216328422697e-07
Position 412: 1.6919958609159482e-07
Position 3234: 1.4489254259892263e-07
Position 144: 1.3851722128341492e-07
Position 461: 1.288207954274094e-07
Position 559: 1.0324939169080719e-07
Position 300: 4.44323593594748e-08
Position 468: 4.021006713155694e-08
Position 568: 3.50101132903721e-08
Position 543: 3.028514950608295e-08
Position 731: 2.805179640097008e-08
Position 807: 2.3990879387292727e-08
Position 733: 1.8578446296703504e-08
Position 244: 1.777564061486546e-08
Position 241: 1.46249686243276e-08
Position 644: 1.2825989881186942e-08
Position 684: 1.220847602747582e-08
Position 3797: 3.349644526646261e-09
Position 571: 8.173842147840322e-10
Position 343: 3.926426056152376e-10
Position 376: 1.1698746884422515e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2633: 0.9898941567898194
Position 4466: 0.9505559999581409
Position 2835: 0.8728165624504637
Position 1017: 0.34286099347508425
Position 4715: 0.2379038850583081
Position 3916: 0.17936568695487412
Position 3127: 0.1288302177712606
Position 1279: 0.12277662536339819
Position 2339: 0.12245709819387493
Position 4134: 0.10309029077021752
Position 4171: 0.09430841118228564
Position 1235: 0.09053796828259945
Position 1452: 0.05819641872250315
Position 1561: 0.05242083884500461
Position 3178: 0.047551957047829836
Position 4115: 0.042149565053999596
Position 4194: 0.036735196831484414
Position 1511: 0.030393222103390537
Position 3367: 0.030036801204377905
Position 3667: 0.025047114462543197
Position 841: 0.024009167915526368
Position 4712: 0.020163417174193603
Position 3428: 0.019684152927738303
Position 1210: 0.019491564156105333
Position 2326: 0.018712588526683987
Position 1469: 0.017880647515206228
Position 1819: 0.01748489882094546
Position 5300: 0.017120821589398393
Position 4748: 0.012663384245654224
Position 4491: 0.012216344466623688
Position 3994: 0.009456976752321156
Position 315: 0.009391882800689718
Position 2162: 0.009222993642491422
Position 1134: 0.008627772890096879
Position 3272: 0.008410510598011362
Position 1131: 0.008184629738871019
Position 3492: 0.0076814695235706415
Position 3070: 0.007335193137269028
Position 3295: 0.007297098367884439
Position 1394: 0.00685690436250654
Position 1654: 0.006393771174379767
Position 3323: 0.0053834076720573245
Position 322: 0.004446798531562152
Position 4441: 0.004158358748997223
Position 4698: 0.003184384123084645
Position 1600: 0.002738872002749384
Position 3336: 0.00267153797684649
Position 4223: 0.0025069060358770016
Position 5147: 0.0023424829141618607
Position 4722: 0.0018715410688410724
Position 2062: 0.0018699282731060392
Position 3639: 0.0018666345995896304
Position 1583: 0.001842852663649383
Position 3098: 0.0017950850360233803
Position 580: 0.0017395754702176826
Position 3952: 0.0017054195895090112
Position 3314: 0.0016408394577518623
Position 335: 0.0015834446290409303
Position 5120: 0.001561457880932987
Position 1093: 0.001466910264478022
Position 5319: 0.0013891399151811834
Position 3452: 0.0013081869521769608
Position 2225: 0.0012523994392419277
Position 2206: 0.0012313084505686704
Position 884: 0.0010227241673093199
Position 3976: 0.001007085306562006
Position 3673: 0.0010060032446924533
Position 638: 0.000969379419960959
Position 1040: 0.0009042937763064919
Position 339: 0.0008713762194567854
Position 5117: 0.0008072866378803666
Position 4625: 0.0007673123591993794
Position 3826: 0.0007184417697663485
Position 5191: 0.0006912285853278788
Position 3544: 0.0006143951659787861
Position 354: 0.0005940532288635917
Position 3372: 0.0005931165251704608
Position 4281: 0.0005163658757822556
Position 510: 0.0004908081697323602
Position 1398: 0.0004642180184038515
Position 845: 0.0004498942805140986
Position 4009: 0.0004479491741391223
Position 4608: 0.00044276493970941223
Position 2199: 0.00043932915030238026
Position 2987: 0.00041657561588968856
Position 4251: 0.0003976244642053594
Position 492: 0.00039496200545317427
Position 5256: 0.0003238215699735037
Position 406: 0.00030796125509405687
Position 3325: 0.0003049645158624915
Position 4321: 0.00030237694100620734
Position 1778: 0.000268603238498988
Position 4154: 0.0002504244654409893
Position 1936: 0.00023228101060313025
Position 307: 0.00023199441331976097
Position 644: 0.00022744315811955244
Position 1901: 0.00019732238948399488
Position 823: 0.00018834794312358707
Position 4503: 0.00017921678118425037
Position 3728: 0.00015819623265258908
Position 2507: 0.00014651122020965178
Position 944: 0.0001361103191769401
Position 2695: 0.00013592138577340487
Position 1774: 0.00012953410799839747
Position 120: 0.000109776791108543
Position 814: 0.00010784014556037641
Position 1485: 9.754648244879268e-05
Position 893: 9.519099081656209e-05
Position 1825: 9.316909778090036e-05
Position 3214: 7.740754632509644e-05
Position 2402: 7.639444287752941e-05
Position 4324: 7.581997161779584e-05
Position 4799: 5.8237981345333545e-05
Position 1305: 5.3858255443968e-05
Position 447: 5.384228859502736e-05
Position 4147: 5.330192013825621e-05
Position 903: 4.578972709174757e-05
Position 4066: 4.517547270144265e-05
Position 64: 3.877341165932645e-05
Position 556: 3.382044767519779e-05
Position 3199: 3.1783499498688576e-05
Position 767: 2.9974827570690935e-05
Position 1293: 2.6268100937088643e-05
Position 3139: 2.613369626620592e-05
Position 3092: 2.386380930507196e-05
Position 427: 2.3665803402932158e-05
Position 412: 2.266237819166835e-05
Position 1334: 2.185039601262135e-05
Position 3037: 2.1803929534666806e-05
Position 3182: 1.810737634797982e-05
Position 391: 1.2923507864661981e-05
Position 125: 1.2491203578765564e-05
Position 727: 1.1696506378361942e-05
Position 2677: 1.142297599654654e-05
Position 403: 9.74286436013515e-06
Position 2671: 9.191605092466676e-06
Position 774: 6.765651640666911e-06
Position 182: 4.552717316355408e-06
Position 433: 4.411816039042465e-06
Position 179: 3.2587900332808865e-06
Position 501: 2.511182751675677e-06
Position 588: 1.6459339730571005e-06
Position 518: 1.3592258940218318e-06
Position 144: 1.3052482141575826e-06
Position 2812: 9.73385157153561e-07
Position 674: 6.689712139298906e-07
Position 82: 6.219309712245628e-07
Position 2753: 5.510812530095064e-07
Position 525: 3.9054566724851747e-07
Position 2807: 2.3759100100620852e-07
Position 197: 2.23974364689975e-07
Position 2731: 2.1571699915584384e-07
Position 2449: 1.8000709881972092e-07
Position 2674: 1.494097136621103e-07
Position 582: 1.4599621587170627e-07
Position 596: 4.8038146869506515e-08
Position 72: 4.276660271205521e-08
Position 209: 4.125020348761512e-08
Position 356: 3.156025259358337e-08
Position 227: 1.1878535327925142e-08
Position 2444: 5.880478287510715e-09
Position 262: 3.2411931765318764e-11
Position 259: 1.0756439381689481e-11
Position 238: 9.474140201582264e-12
Position 1357: 5.844765907399544e-12
Position 215: 6.791161565921264e-13
Position 206: 6.504100871407215e-13
Position 267: 1.2599643555906799e-17
