Gene = mre11
Position 63: 1.9160742574464483e-05
Position 249: 1.7012593366324824e-05
Position 1562: 8.875688289350892e-06
Position 202: 8.5465448221134e-06
Position 563: 4.987919230607222e-06
Position 911: 4.670166803918138e-06
Position 144: 4.029058309004386e-06
Position 557: 2.108568494399161e-06
Position 336: 1.4030281631827511e-06
Position 1881: 1.4021031202361778e-06
Position 2162: 1.3657659289577941e-06
Position 1967: 4.817516299129413e-07
Position 1900: 4.530502676674533e-07
Position 83: 2.6862677569049248e-08
Position 407: 2.5843778774997164e-08
Position 888: 2.0836275010012856e-08
Position 75: 1.5069563983317046e-08
Position 1305: 5.752884134388253e-09
Position 1198: 4.129188037072902e-09
Position 412: 2.323217728483438e-09
Position 646: 4.0707176398400257e-10
Position 1478: 2.5118099235593205e-10
Position 752: 2.481198337534093e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1718: 0.9650852913994739
Position 368: 0.8772030093106665
Position 2095: 0.8484302211294753
Position 1502: 0.4588232315395136
Position 2109: 0.05636124565431629
Position 1487: 0.01719082447027458
Position 1473: 0.013165319765033063
Position 1291: 0.008661303712420909
Position 1605: 0.007691986177947152
Position 1848: 0.006515531493916966
Position 511: 0.00541413182004284
Position 975: 0.0033658055848864777
Position 1191: 0.0031417903247691103
Position 108: 0.0030647088073319944
Position 1595: 0.0018045486057986677
Position 2130: 0.0017592302676632176
Position 738: 0.0017540096042601063
Position 2127: 0.0014721171808574724
Position 111: 0.0012681272888766754
Position 1728: 0.0012522416093471143
Position 834: 0.0009734173425567132
Position 545: 0.0008100387426300995
Position 823: 0.0007223965400233998
Position 423: 0.0006811763045256631
Position 630: 0.0005796135648016899
Position 1895: 0.00047825215661211545
Position 431: 0.00040786723148783407
Position 692: 0.0003989761220266407
Position 75: 0.00038460396678378667
Position 1251: 0.0003813790523599103
Position 1734: 0.00035058718929946545
Position 83: 0.0002611086674632427
Position 1554: 0.00025723285530976836
Position 468: 0.0002024697965163087
Position 2157: 0.0001903973071799946
Position 1529: 0.00018723744515033655
Position 1144: 0.0001846585980930946
Position 1065: 0.00018323446709968104
Position 563: 0.000162025868902452
Position 858: 0.00010641189083240618
Position 2217: 0.00010161119772534868
Position 2229: 9.559565745760967e-05
Position 1156: 8.911156315633219e-05
Position 1972: 7.502222428820547e-05
Position 1448: 5.93506309975165e-05
Position 1371: 4.8888965182749855e-05
Position 801: 4.5513678198435395e-05
Position 1225: 4.51986863071035e-05
Position 1173: 4.218400307711298e-05
Position 1086: 4.093583537197247e-05
Position 1248: 4.001237342833482e-05
Position 2232: 3.9214052589372406e-05
Position 113: 3.488493174466846e-05
Position 1359: 3.333765936767637e-05
Position 1738: 2.5097895462189344e-05
Position 1857: 2.489869353151953e-05
Position 1506: 2.3955300900094412e-05
Position 796: 1.8945643642305976e-05
Position 1756: 1.1751369175453804e-05
Position 180: 6.310898379214318e-06
Position 2049: 1.5332500827389619e-06
Position 116: 1.1828263654936662e-06
Position 2199: 4.651949465537011e-07
Position 660: 4.440388264458873e-07
Position 202: 2.9185039809989237e-07
Position 298: 2.1703825436671247e-07
Position 438: 6.259052065587539e-08
Position 320: 2.5188016838468646e-08
Position 744: 2.2949808943956875e-08
Position 302: 2.031980841548363e-08
Position 245: 1.4010255962284195e-08
Position 270: 9.189046469521922e-09
Position 759: 9.030350364632152e-09
Position 804: 6.534799812613803e-09
Position 641: 6.285043894291201e-09
Position 729: 2.5675820475952294e-09
Position 483: 1.0047981500178395e-09
Position 778: 6.637430055779866e-10
Position 581: 6.498199793378875e-10
Position 221: 3.690964415712114e-10
Position 317: 3.4681968815076465e-10
Position 378: 1.8347207408397787e-10
Position 197: 1.311074489411072e-10
Position 218: 1.1587363882354809e-10
