Gene = DNApol-alpha50
Position 728: 1.0889841518860783e-05
Position 109: 1.0626504215287269e-05
Position 562: 1.0516002578132515e-05
Position 4027: 8.839922663974177e-06
Position 778: 8.453339052790213e-06
Position 596: 6.630462875819471e-06
Position 10: 4.976539087035216e-06
Position 502: 3.180977152709991e-06
Position 49: 2.7792660987879023e-06
Position 190: 2.763254212494137e-06
Position 962: 2.0155512925012882e-06
Position 3968: 1.513981116227849e-06
Position 496: 1.4712954124830583e-06
Position 40: 8.893393053404268e-07
Position 388: 5.828578950184082e-07
Position 7: 5.703888102159192e-07
Position 857: 4.455377512480855e-07
Position 1342: 3.9665674922665656e-07
Position 998: 3.141450452718923e-07
Position 1333: 2.5230453332138747e-07
Position 446: 2.2851422636382524e-07
Position 410: 1.0277003601151163e-07
Position 3309: 1.0136160184520191e-07
Position 1770: 9.7037632891348e-08
Position 3648: 6.373062191899376e-08
Position 1331: 2.2499389967951897e-08
Position 245: 1.588306433671133e-08
Position 937: 7.310563127831649e-09
Position 1304: 6.561817435557757e-09
Position 2760: 6.4717587413599744e-09
Position 3074: 4.294004570107757e-09
Position 896: 1.8634572366270854e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2651: 0.8910119840680646
Position 2876: 0.8786967459902824
Position 832: 0.53909661283273
Position 3251: 0.11351627578647241
Position 2923: 0.08453916624676974
Position 2673: 0.06122019601601233
Position 3101: 0.02693596517082432
Position 3839: 0.019982919466562023
Position 769: 0.017124350949321385
Position 2484: 0.015913620544422892
Position 431: 0.015675749525139386
Position 3776: 0.014976385183393774
Position 261: 0.009315880800855377
Position 2679: 0.007270756527292273
Position 519: 0.00698793815823117
Position 3804: 0.006583034485789674
Position 3357: 0.006298678798577797
Position 3255: 0.005219046470505338
Position 2770: 0.00506467198844597
Position 1024: 0.0041730876068178146
Position 624: 0.0036119738783824034
Position 2319: 0.0034866831075312066
Position 2325: 0.0033549365593557932
Position 242: 0.0033008529391249067
Position 813: 0.0025955430327393256
Position 919: 0.0019818345321649996
Position 2963: 0.0018658149948398192
Position 341: 0.0017744862231854222
Position 2632: 0.0016280079944357173
Position 396: 0.0014631308747608267
Position 3565: 0.0013961795810747853
Position 3189: 0.00122411290007325
Position 548: 0.0011424997774699911
Position 3856: 0.0010896448657417045
Position 4085: 0.0009010158935721599
Position 3889: 0.0008981525287076267
Position 1414: 0.0007909053614772194
Position 671: 0.0006036896932467186
Position 3754: 0.0005729074044645638
Position 1056: 0.000553876413844302
Position 792: 0.0005201333074875791
Position 334: 0.0004218774041991713
Position 634: 0.0003579089218711754
Position 3648: 0.00035424967295792046
Position 2094: 0.00035153623311679643
Position 2747: 0.00035122123866950503
Position 845: 0.00034869905851718286
Position 2339: 0.0002881495279654469
Position 2739: 0.0002713090383480759
Position 2693: 0.0002692478958464758
Position 2522: 0.00024202381940735567
Position 346: 0.000226436562118584
Position 2493: 0.00022581505851257752
Position 3381: 0.00020930197233721097
Position 1822: 0.0001652388757702617
Position 3823: 0.0001298916348295004
Position 596: 0.00012688183745722945
Position 1263: 0.00011399847831814131
Position 2372: 0.00010845497288771902
Position 289: 0.00010094668292143288
Position 2568: 9.804012179488081e-05
Position 1355: 9.324584722758588e-05
Position 3146: 9.113048211802502e-05
Position 3604: 9.10352320108826e-05
Position 3004: 8.77236355324049e-05
Position 3493: 7.835737655375803e-05
Position 1810: 7.462690267422431e-05
Position 2600: 7.358893500983193e-05
Position 2554: 6.840399022711624e-05
Position 317: 6.25673251700252e-05
Position 144: 5.8644296636113035e-05
Position 3633: 5.364360252676856e-05
Position 3014: 4.9848604115851014e-05
Position 172: 4.705731770142485e-05
Position 114: 4.229900714702677e-05
Position 221: 3.9374217032702424e-05
Position 2298: 3.771428981905464e-05
Position 2705: 3.75905884326216e-05
Position 164: 3.6205324848567537e-05
Position 3411: 3.6098013440126107e-05
Position 3169: 3.511356457399638e-05
Position 1926: 3.1732770797116476e-05
Position 1138: 2.993526852264747e-05
Position 1732: 2.990974412251382e-05
Position 1205: 2.9286582791965366e-05
Position 3691: 2.8520019071352233e-05
Position 2147: 2.6498411582332868e-05
Position 3616: 2.3157292105724614e-05
Position 1609: 2.0325629664362462e-05
Position 562: 1.6743458559871958e-05
Position 2344: 1.6379415442637618e-05
Position 2977: 1.5666300219831907e-05
Position 3430: 1.5523307810031963e-05
Position 675: 1.508510821032402e-05
Position 2288: 1.4353135582026051e-05
Position 3290: 1.3459013818746919e-05
Position 2853: 1.3336111547696846e-05
Position 1943: 1.3242136220088797e-05
Position 1359: 1.3129650354792917e-05
Position 1499: 1.2752379505239665e-05
Position 4068: 1.2303780669907256e-05
Position 2052: 1.2161589254488596e-05
Position 75: 1.193977421997048e-05
Position 774: 1.1200132258608333e-05
Position 1339: 1.0729945807711914e-05
Position 644: 1.0357945923855423e-05
Position 2098: 9.208154784017367e-06
Position 1465: 8.95672850954842e-06
Position 3868: 8.791748038883194e-06
Position 350: 7.150027026560905e-06
Position 943: 6.257106563330846e-06
Position 1923: 5.775179931791866e-06
Position 853: 5.178735730924843e-06
Position 354: 4.9471249519225925e-06
Position 314: 4.6977522085430375e-06
Position 1060: 3.929443331458494e-06
Position 559: 3.1795552850604387e-06
Position 100: 1.6107499571692587e-06
Position 360: 1.5887453510234558e-06
Position 177: 9.279348136967341e-07
Position 2980: 8.525004078454157e-07
Position 2881: 5.985338368703011e-07
Position 121: 2.003589024271454e-07
Position 190: 1.5182069249536211e-07
Position 186: 1.0557207924365006e-07
Position 937: 6.241860163901875e-08
Position 46: 9.353653807548851e-09
Position 128: 7.48024106741019e-09
Position 865: 5.887408301627309e-09
Position 49: 4.911720776620304e-09
Position 778: 2.5584158105066536e-09
Position 967: 2.07657227781866e-10
