Gene = hgo
Position 1002: 2.1623712019023716e-11
Position 1212: 3.875399887836879e-12
Position 1671: 3.666346548502451e-12
Position 805: 5.0439439538521814e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1177: 0.9983336484801587
Position 1710: 0.9960618277708548
Position 1002: 0.9543413895461909
Position 750: 0.9331848910828209
Position 1955: 0.799953276006759
Position 1381: 0.3649058593026037
Position 1400: 0.3314394868080856
Position 1373: 0.263027649482794
Position 1981: 0.17272501044372085
Position 1563: 0.13607623766660637
Position 1536: 0.11433843620917515
Position 476: 0.09545874849328195
Position 412: 0.07911119303679576
Position 1515: 0.058324798630123804
Position 783: 0.05649631238497584
Position 1035: 0.014163038619622034
Position 312: 0.00938264457976517
Position 1010: 0.005475990977932862
Position 2141: 0.003808335629179974
Position 1997: 0.003459523750743478
Position 526: 0.001739328552177537
Position 1420: 0.0014398692250274197
Position 1477: 0.0013197317912242925
Position 298: 0.0007716293650870044
Position 134: 0.0007121099309790835
Position 619: 0.0006626773950626742
Position 484: 0.0006614044602350199
Position 811: 0.0005786306874685444
Position 1619: 0.0004976920761114741
Position 130: 0.0004957642161353569
Position 555: 0.00043582285772865735
Position 1014: 0.00030766670512665726
Position 1589: 0.00030704006369247026
Position 585: 0.00023647372239856342
Position 258: 0.0002282110797065793
Position 2051: 0.00022030919078096995
Position 1193: 0.0002024890351337356
Position 375: 0.00018870110755087722
Position 1937: 0.0001547389564606374
Position 523: 0.00014665407696242178
Position 917: 0.00010680063371993737
Position 199: 8.22023515769574e-05
Position 1085: 7.151043997232989e-05
Position 1492: 7.1224720966327e-05
Position 281: 6.315035902706211e-05
Position 497: 6.270707181593437e-05
Position 1757: 4.0865966214641623e-05
Position 1123: 3.696941801764611e-05
Position 1045: 3.3652239624795005e-05
Position 904: 3.35128214062996e-05
Position 203: 3.305791116343891e-05
Position 973: 3.204270511994979e-05
Position 1023: 2.3001149848546436e-05
Position 1751: 2.2644995235237096e-05
Position 1624: 2.246821543295322e-05
Position 1037: 2.1149081849540265e-05
Position 2009: 1.8315117077969996e-05
Position 1586: 1.7697518784074276e-05
Position 159: 1.5455875378785874e-05
Position 147: 1.5400041753651794e-05
Position 628: 1.5297663460348983e-05
Position 1671: 1.468343934220139e-05
Position 1056: 1.3363484879185884e-05
Position 138: 1.3002691159601494e-05
Position 265: 1.2695336966206541e-05
Position 2087: 1.1129994456843722e-05
Position 2102: 1.023915682754539e-05
Position 1261: 9.199893869608517e-06
Position 454: 8.817567216579665e-06
Position 103: 5.933262402228099e-06
Position 942: 3.725096040829559e-06
Position 1912: 2.511361573763418e-06
Position 1656: 2.4770640790353914e-06
Position 1782: 1.7624878335444502e-06
Position 1017: 1.74779417164364e-06
Position 164: 1.7273380404203402e-06
Position 1892: 1.507174984023401e-06
Position 950: 1.3985208227440155e-06
Position 1824: 1.3820835012741768e-06
Position 1353: 1.0385508814539884e-06
Position 838: 8.066600556260844e-07
Position 2006: 6.83115359113974e-07
Position 1638: 5.777331774946991e-07
Position 448: 5.546741270558605e-07
Position 1763: 5.5459184410198e-07
Position 1627: 4.595499517499006e-07
Position 964: 4.506236803015937e-07
Position 89: 4.331064004940738e-07
Position 1929: 4.019747051122541e-07
Position 682: 3.593217920130736e-07
Position 845: 3.4300866230037373e-07
Position 537: 2.6266279076175574e-07
Position 1723: 2.1783554852928134e-07
Position 1785: 2.1156158951070556e-07
Position 152: 1.8785712833286097e-07
Position 192: 1.4167560947977033e-07
Position 1842: 1.374597224405182e-07
Position 1727: 1.1049340509144596e-07
Position 645: 1.0442662303140242e-07
Position 1307: 7.492477483183669e-08
Position 664: 6.556650341654234e-08
Position 2060: 6.455543289086602e-08
Position 695: 5.983291541333993e-08
Position 589: 3.778744111913314e-08
Position 1128: 3.580956515330297e-08
Position 1271: 2.3655588797111642e-08
Position 637: 2.2591614350885202e-08
Position 1263: 1.7113800012497365e-08
Position 632: 6.423127520108929e-09
Position 832: 6.216363221453708e-09
Position 1132: 1.412456650238492e-09
Position 1319: 1.2450744944112738e-09
Position 54: 5.180597029997851e-12
Position 377: 2.797476735911866e-16
