Gene = ND-MLRQ
Position 612: 0.0001019386240404715
Position 1968: 9.707943876360844e-05
Position 131: 9.659936213453468e-05
Position 859: 9.337046614281705e-05
Position 698: 9.005714508519521e-05
Position 702: 7.634833475313233e-05
Position 461: 5.756269550168299e-05
Position 1942: 5.742307202876277e-05
Position 1714: 5.7244835925984136e-05
Position 1750: 5.5183783326515445e-05
Position 2396: 4.498605745946288e-05
Position 281: 3.7418153274839184e-05
Position 558: 3.477638643763327e-05
Position 155: 3.418972589949708e-05
Position 116: 3.228028802174584e-05
Position 552: 2.25180782723746e-05
Position 431: 2.1447673589503748e-05
Position 567: 1.688218999478204e-05
Position 9: 1.4321961622575704e-05
Position 1245: 1.3621325176364412e-05
Position 3887: 1.1817064765521246e-05
Position 60: 1.16288847742187e-05
Position 122: 9.484403763295934e-06
Position 19: 3.6682308288266524e-06
Position 225: 2.4870825262301497e-06
Position 795: 1.9283923684746907e-06
Position 586: 1.7423424331913684e-06
Position 100: 1.5457399233986992e-06
Position 546: 1.4555225952068181e-06
Position 62: 7.993238604085232e-07
Position 2696: 3.0596876084188006e-07
Position 2774: 2.2750384975540434e-07
Position 426: 1.4213037903758848e-07
Position 292: 2.6344641937017264e-08
Position 714: 2.2476154111646392e-08
Position 173: 1.6119524707701287e-08
Position 207: 9.400670205258496e-09
Position 223: 7.681254485590177e-09
Position 229: 4.283243479787748e-09
Position 253: 3.5124257657142242e-09
Position 180: 3.423013249659936e-09
Position 202: 2.409994774274515e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 207: 0.8319414954741118
Position 2130: 0.5999935074050283
Position 1431: 0.5635233745763818
Position 5290: 0.30116218744525974
Position 103: 0.1661740486388318
Position 6516: 0.12213794349624811
Position 4337: 0.08528815274867878
Position 454: 0.0709176195356059
Position 5427: 0.054344514482811766
Position 920: 0.03076815756500837
Position 1846: 0.026573328905956248
Position 618: 0.023556533697627773
Position 2817: 0.0216870914187532
Position 647: 0.019584675143546143
Position 666: 0.018606753149073705
Position 1573: 0.01260023976863221
Position 2647: 0.011832328327112809
Position 577: 0.011420224052138528
Position 5362: 0.010531749530097192
Position 2323: 0.008679958734600075
Position 115: 0.007503306776501195
Position 1605: 0.0067021789678995605
Position 552: 0.006642761558537817
Position 2290: 0.0065968389190155675
Position 5125: 0.006118701890144702
Position 4201: 0.005789556616715418
Position 1478: 0.0051077563931840285
Position 2612: 0.004960835656740632
Position 3978: 0.004785076857267016
Position 6302: 0.004263679087603634
Position 1676: 0.004226170356174876
Position 5007: 0.004224557862128092
Position 1722: 0.004040028286434984
Position 1540: 0.0025600596885518643
Position 5444: 0.0024742096701292717
Position 3278: 0.0019177608195732592
Position 4399: 0.0017974773587161735
Position 859: 0.001442323445258486
Position 608: 0.0012390148042676148
Position 558: 0.001022731798096576
Position 1197: 0.001004107293292993
Position 1895: 0.0009866973954125657
Position 2966: 0.000878106293214579
Position 3167: 0.0008266575493346811
Position 3125: 0.000667327773588406
Position 2331: 0.0005853402891636535
Position 148: 0.000561669860322138
Position 408: 0.00047019836653564256
Position 4621: 0.00045529500775509093
Position 3439: 0.0003973672974757327
Position 1367: 0.0003944707588072579
Position 2365: 0.00036230577637693355
Position 1112: 0.0003552034919131508
Position 956: 0.00034524834783828247
Position 1396: 0.00029995240907130773
Position 1004: 0.0002975984480511298
Position 173: 0.0002918524733500657
Position 2997: 0.00028984362900148433
Position 622: 0.0002517966469345237
Position 3744: 0.0002047065038100852
Position 3670: 0.000196992621816333
Position 595: 0.00013776950111197108
Position 2309: 0.0001375469958363127
Position 1519: 0.00013458750010338053
Position 3022: 0.00011237674724831105
Position 413: 0.00010202444663270422
Position 1978: 8.713060499511313e-05
Position 978: 5.622721504318449e-05
Position 1256: 4.969797742664099e-05
Position 2502: 4.803065936852508e-05
Position 1159: 4.792389504999735e-05
Position 1282: 4.3894279498878486e-05
Position 2408: 4.3156878278469664e-05
Position 726: 4.2955836579117176e-05
Position 1578: 3.67566491844858e-05
Position 2458: 2.8727167990977365e-05
Position 2208: 2.467800517505002e-05
Position 235: 1.9068555558754627e-05
Position 745: 8.786633129812351e-06
Position 131: 7.544462199731952e-06
Position 1497: 1.7813983454328455e-06
Position 1205: 1.6331633470332448e-06
Position 631: 6.975540695298759e-07
Position 625: 5.4656626334895e-07
Position 583: 4.945476821311569e-07
Position 629: 1.8570612176136276e-07
Position 742: 1.4196670806553173e-07
Position 771: 1.390658334240191e-07
Position 354: 6.237735605814112e-08
Position 331: 6.08755514158446e-08
Position 333: 3.227322301723803e-08
Position 250: 2.7418441317972912e-08
Position 241: 2.480744855013919e-08
Position 359: 6.81764419239934e-09
Position 155: 5.52306973361476e-09
Position 340: 4.101783282904746e-10
Position 345: 3.424742233322783e-10
