Gene = snRNP-U1-70K
Position 1731: 3.5964670404974776e-05
Position 1215: 2.864828536212183e-05
Position 637: 2.821197614484887e-05
Position 613: 2.8067984309421514e-05
Position 1667: 2.5664041998183533e-05
Position 72: 2.1295379823637635e-05
Position 1023: 1.9322796707130572e-05
Position 1623: 1.6499826604252344e-05
Position 2201: 1.248371084752353e-05
Position 459: 1.168101112129532e-05
Position 1992: 1.1334901926275502e-05
Position 2252: 1.1036110280807378e-05
Position 1518: 1.0796949388337922e-05
Position 855: 7.730452586108905e-06
Position 821: 6.2542916800302745e-06
Position 1900: 4.86297244628134e-06
Position 2611: 3.9874619037484924e-06
Position 178: 3.373223406374365e-06
Position 1675: 2.888720104144032e-06
Position 619: 2.2082505050137796e-06
Position 1071: 1.1987913798962939e-06
Position 1258: 9.213662424512173e-07
Position 142: 5.2195158053719e-07
Position 643: 3.932783569125438e-07
Position 347: 3.409852187260873e-07
Position 2615: 3.202341131363199e-07
Position 16: 3.018497358872193e-07
Position 216: 2.3158915820871502e-07
Position 1177: 1.580742913362412e-07
Position 1287: 1.4901245006394202e-07
Position 1038: 1.2846269586959085e-07
Position 1346: 1.0311526468730068e-07
Position 861: 3.345217550313988e-08
Position 392: 3.296036027079901e-08
Position 574: 3.2299062559941576e-08
Position 586: 3.0442419075588803e-08
Position 1382: 2.9083547512646388e-08
Position 1044: 2.697460148799506e-08
Position 310: 9.243401834081507e-09
Position 334: 5.068251116802148e-09
Position 668: 9.373022332254852e-10
Position 803: 1.7540942162809208e-10
Position 1110: 1.3544537472121137e-10
Position 972: 8.188998406679444e-11
Position 797: 7.165676359331613e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.9234918881046708
Position 2129: 0.5454957860885795
Position 2326: 0.20543493718379013
Position 1751: 0.052175397321022686
Position 2864: 0.04230680736413757
Position 685: 0.037575310930052605
Position 2675: 0.03252172280718616
Position 2464: 0.032029574883884145
Position 757: 0.02432787140749986
Position 1438: 0.022517816587756444
Position 1947: 0.016460680520825107
Position 1957: 0.01560180827630227
Position 2383: 0.013036069809925754
Position 2222: 0.012518303908127117
Position 2478: 0.010174518158203645
Position 266: 0.007478989845913222
Position 2275: 0.0073615229962521195
Position 1281: 0.005004203190830803
Position 2201: 0.0034106435161119063
Position 1762: 0.002803247344846976
Position 2868: 0.002616847557450514
Position 2331: 0.00257251668326992
Position 1140: 0.002046739004783333
Position 2929: 0.0019443030817453775
Position 2702: 0.0016368505437861138
Position 2240: 0.0015898594855522493
Position 2711: 0.001516477926953635
Position 1896: 0.0014311281290419076
Position 2725: 0.0012185448070128864
Position 247: 0.0011603148246166481
Position 1734: 0.0009598624603303809
Position 1660: 0.0008421933339816698
Position 2337: 0.0007386154906474594
Position 2252: 0.000629972239042645
Position 2231: 0.0005722727473946348
Position 1914: 0.00035752970103852404
Position 1518: 0.00032477582370088785
Position 1657: 0.0003228009190928146
Position 1056: 0.00031066595767792964
Position 2162: 0.00027715624910663525
Position 898: 0.00027668776124223555
Position 1823: 0.00022551646650621982
Position 427: 0.00022280319030324122
Position 2926: 0.0001599068402161707
Position 2989: 0.00014580458162331123
Position 772: 0.0001415223329621745
Position 1588: 0.00013840165509556446
Position 703: 0.00013612032071009066
Position 2958: 0.00012372262613941613
Position 3005: 0.00010603602235832743
Position 826: 0.00010209363992401302
Position 1122: 9.92315805930377e-05
Position 241: 8.4792236485437e-05
Position 1390: 6.806685469334626e-05
Position 548: 6.515462169232873e-05
Position 1585: 6.200138683765279e-05
Position 1704: 6.073504768055259e-05
Position 1453: 5.1081247927903516e-05
Position 775: 4.305349012177413e-05
Position 692: 4.2880749032470044e-05
Position 783: 4.151851217541817e-05
Position 1910: 3.516174798996463e-05
Position 1844: 2.545114984691894e-05
Position 3010: 2.2259423925408654e-05
Position 568: 2.091515813794612e-05
Position 1643: 1.834720717872299e-05
Position 664: 1.0309566774396944e-05
Position 727: 7.060980432555479e-06
Position 463: 6.676139853387458e-06
Position 355: 6.4790616555844196e-06
Position 1775: 6.19113157001503e-06
Position 148: 5.556755698367944e-06
Position 619: 3.0306342981141465e-06
Position 625: 2.982967925532884e-06
Position 418: 2.8795381189372887e-06
Position 661: 2.638899752596754e-06
Position 2348: 2.228550566389225e-06
Position 116: 1.7995518372713256e-06
Position 370: 1.6835819551615984e-06
Position 787: 1.4831519720531283e-06
Position 400: 1.1404473060149309e-06
Position 392: 1.084590452193545e-06
Position 132: 6.449352284593528e-07
Position 1311: 5.787027118805326e-07
Position 1471: 5.537422722937745e-07
Position 1557: 5.288434523706269e-07
Position 1104: 4.800334300717258e-07
Position 733: 3.612702399957196e-07
Position 367: 8.256623985741694e-08
Position 162: 7.152176647817112e-08
Position 514: 3.5317419522737724e-08
Position 373: 3.385460421673965e-08
Position 493: 1.9790672101047252e-08
Position 550: 1.6097796686648725e-08
Position 108: 3.857008954443183e-09
Position 721: 3.7142547420312695e-09
Position 643: 2.28943834083462e-09
Position 530: 1.7316874441158218e-09
Position 153: 1.5821203009799863e-09
Position 526: 1.3888487500735953e-09
Position 466: 8.78986575362166e-10
Position 490: 3.164374572722778e-10
Position 808: 2.1980062771562415e-10
Position 637: 6.094178695099987e-11
Position 183: 4.32404968307427e-11
Position 913: 3.4580659784503344e-11
Position 475: 3.43595506475123e-11
Position 232: 7.89322596036085e-12
Position 520: 5.9700659105859625e-12
Position 499: 4.9658250169107815e-12
Position 325: 4.609953178341053e-12
Position 503: 5.155966113461197e-17
