Gene = c(2)M
Position 664: 5.21042205980123e-05
Position 2580: 5.127409353957996e-05
Position 1023: 4.277139757124088e-05
Position 607: 4.2655270378248386e-05
Position 528: 4.19706066615765e-05
Position 1590: 4.16749738136288e-05
Position 1702: 4.161522411492968e-05
Position 1321: 3.5631401856254454e-05
Position 2116: 3.3949759812851555e-05
Position 1361: 3.324462331619503e-05
Position 397: 3.234297639461664e-05
Position 2478: 3.010179610649679e-05
Position 2186: 2.6152979067562188e-05
Position 1929: 2.2823399048046697e-05
Position 2125: 2.241842077380821e-05
Position 49: 2.2200892633898188e-05
Position 1332: 1.8997069101012057e-05
Position 1585: 1.1618005150939967e-05
Position 1599: 8.609097416854387e-06
Position 438: 7.376111022975308e-06
Position 2397: 7.2882754712467574e-06
Position 658: 7.140196865150718e-06
Position 648: 6.373255513444816e-06
Position 609: 5.604470384904105e-06
Position 1454: 5.56945305397845e-06
Position 1419: 4.968579459504837e-06
Position 633: 4.219222945287852e-06
Position 1241: 3.981749363065665e-06
Position 1245: 3.4888641901255634e-06
Position 1395: 1.4358445391561837e-06
Position 142: 8.995364768529749e-07
Position 983: 8.698178686098118e-07
Position 1010: 6.162349128597274e-07
Position 1382: 5.565161335411883e-07
Position 2005: 5.475223518340682e-07
Position 1233: 2.001826881813499e-07
Position 1850: 1.911079720365108e-07
Position 1920: 9.078418715884043e-08
Position 422: 8.422703055459554e-08
Position 472: 1.4504556814265444e-08
Position 446: 1.3586282085120942e-08
Position 208: 3.9627494778358155e-09
Position 110: 3.669485446942214e-09
Position 92: 1.8002929447866347e-09
Position 765: 1.4972721271026908e-09
Position 466: 6.047751065436676e-10
Position 155: 2.0873707509479156e-11
Position 189: 1.8933252301566676e-11
