Gene = Nlg2
Position 29605: 7.602530414159865e-07
Position 29433: 6.924330450979827e-07
Position 31449: 6.456465333027065e-07
Position 1104: 5.866327018261117e-07
Position 145: 3.793192192032695e-07
Position 950: 3.36990488980866e-07
Position 262: 2.7861820769904914e-07
Position 29472: 2.3818208191038078e-07
Position 4463: 2.3326733094965644e-07
Position 30865: 2.2187807873884258e-07
Position 30522: 2.216981449200352e-07
Position 1325: 1.7901552811551468e-07
Position 30490: 1.6659801893173196e-07
Position 29738: 1.053091537137747e-07
Position 31195: 1.0201341634429335e-07
Position 30443: 8.480503123092318e-08
Position 30669: 6.469232985399154e-08
Position 30493: 5.220669092943085e-08
Position 2068: 3.655653010197099e-08
Position 29199: 3.4026510557450746e-08
Position 30177: 3.3092965859806485e-08
Position 30772: 2.9273536647340336e-08
Position 30825: 2.383885898851039e-08
Position 29325: 2.2430727474226632e-08
Position 29720: 1.2213815986064426e-08
Position 1696: 8.93664481283936e-09
Position 30148: 2.926144286212135e-09
Position 203: 2.5329157844573883e-09
Position 386: 2.4922038569218653e-09
Position 328: 1.4673372569554993e-09
Position 214: 1.3726341143143114e-09
Position 965: 1.2587004789485414e-09
Position 172: 9.862049459245217e-10
Position 30087: 9.025425292417409e-10
Position 29043: 8.943609368933039e-10
Position 29058: 8.877681850682018e-10
Position 33: 8.4311707485405e-10
Position 30091: 4.991224044869737e-10
Position 30449: 4.688400078937577e-10
Position 30517: 2.947304205981881e-10
Position 8: 2.7454632577150527e-10
Position 794: 2.3482754037755264e-10
Position 514: 1.8995307833684902e-10
Position 30114: 1.6564509341710846e-10
Position 803: 8.317143929940209e-11
Position 797: 6.628330403315421e-11
Position 339: 5.477487555682493e-11
Position 953: 5.0053024718250786e-11
Position 19: 1.8142306788339544e-11
Position 22: 1.831549434802909e-12
Position 28: 1.3592972742760525e-12
Position 25: 1.1520825788351205e-12
Position 1412: 1.2992151998099983e-14
Position 31: 1.2810635641619782e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 30064: 0.9976043368778991
Position 22193: 0.9968322616969523
Position 29030: 0.9739049530611932
Position 27907: 0.966798066523973
Position 29843: 0.9657379050282746
Position 28358: 0.9465980007298916
Position 28524: 0.9432843418809238
Position 28780: 0.9249805567859706
Position 29619: 0.7730474619047054
Position 26341: 0.7125831832499772
Position 29220: 0.52193634935407
Position 29346: 0.24170582400187224
Position 29690: 0.2179398270062696
Position 6642: 0.16109941270786218
Position 6668: 0.1240681002873638
Position 29232: 0.08781998512910624
Position 28299: 0.04993178724680419
Position 28824: 0.04930563147202818
Position 29866: 0.03145219294015878
Position 3717: 0.030624448467707337
Position 13676: 0.027751046750799313
Position 29257: 0.020298282565643186
Position 14109: 0.01992943586805685
Position 10248: 0.018685210938779374
Position 14152: 0.016196413634182647
Position 10898: 0.014083399956408579
Position 29032: 0.013327313413213717
Position 29281: 0.013019652400758745
Position 9985: 0.011273532657160357
Position 1437: 0.01116471626090017
Position 31478: 0.009236862547765448
Position 29366: 0.007340485267269507
Position 10119: 0.006068596332795906
Position 27188: 0.00499130142988593
Position 28786: 0.0044958000244375166
Position 31386: 0.004319816373193591
Position 31147: 0.0037299609783785544
Position 29427: 0.0035199013475146423
Position 29290: 0.003401688210245873
Position 29639: 0.0033966478185667934
Position 3309: 0.003318858128140797
Position 3878: 0.00297978394778345
Position 29308: 0.002855305777170468
Position 29905: 0.0027468709269146
Position 1412: 0.002642293577182131
Position 29720: 0.00228981253946861
Position 3297: 0.002240318122804827
Position 31129: 0.0021105289203441897
Position 29595: 0.0020572144251162572
Position 29458: 0.0019116523308712276
Position 29472: 0.001839847600120328
Position 31747: 0.0017774810647462269
Position 3357: 0.001747459062493231
Position 29380: 0.001739097445639454
Position 28532: 0.001705449779726392
Position 29407: 0.0016585452953535745
Position 3846: 0.0016282836510381055
Position 30797: 0.0013795412419738318
Position 30825: 0.001320289846134555
Position 3002: 0.0013180132361339798
Position 29424: 0.0012620780534817423
Position 10506: 0.001101059930686992
Position 30114: 0.0010896872900725098
Position 3396: 0.0010769195634417297
Position 3836: 0.0010695774742390239
Position 29447: 0.0010640546626327974
Position 9781: 0.0010498626529293425
Position 10530: 0.0010250409378961668
Position 3956: 0.001012101737631654
Position 28308: 0.0009109550885257733
Position 6733: 0.0009013412813565492
Position 3453: 0.0008992939633347011
Position 10029: 0.0008481694910521899
Position 9305: 0.0008092336489816765
Position 30327: 0.0008074465888302499
Position 29627: 0.0008051090270459668
Position 3918: 0.0007241705028339077
Position 3165: 0.0006899277814476318
Position 30952: 0.0006414384203489855
Position 29261: 0.0006165399088491496
Position 29385: 0.000568673945583807
Position 3760: 0.0005441866878183728
Position 31347: 0.0005315018013640212
Position 2397: 0.0005203986469970084
Position 3550: 0.0004981474555068964
Position 29660: 0.0004944760883347266
Position 9490: 0.00047605522757228867
Position 2805: 0.00043124208511228194
Position 31504: 0.00039857802302100645
Position 29305: 0.0003983746678664172
Position 29055: 0.0003729439866612943
Position 31255: 0.00037047561922856723
Position 3368: 0.0003562888509748265
Position 28801: 0.00034061888886754375
Position 2485: 0.00033939355274310054
Position 3868: 0.00032831263905777825
Position 3768: 0.00029800717378900276
Position 3882: 0.0002892190612083852
Position 31539: 0.0002496407523082458
Position 29325: 0.00024489278013839515
Position 975: 0.0002387115982547878
Position 3965: 0.0002366249492982176
Position 769: 0.00023263131565570943
Position 3797: 0.0002297935634593953
Position 2856: 0.00022336605060637913
Position 2697: 0.0002208509941854281
Position 31609: 0.00021075767612633924
Position 1837: 0.00020365030789878518
Position 31249: 0.0001950042924066077
Position 5786: 0.00018735673956378317
Position 28615: 0.0001840476207940527
Position 4085: 0.00017961821201431874
Position 3124: 0.00017368460713592374
Position 6102: 0.00015978769019325505
Position 1742: 0.00015412838642490186
Position 3057: 0.00014492034354583651
Position 3424: 0.00014442750453678987
Position 3976: 0.000141740612378127
Position 3725: 0.0001349585275012081
Position 1643: 0.00013321928853739085
Position 28902: 0.00013048272925859366
Position 2323: 0.00012506285148774067
Position 30713: 0.00012279606953523412
Position 30123: 0.00012118941928786755
Position 2365: 0.00011737589986246915
Position 29436: 0.0001159285754857818
Position 29311: 0.00011235684909465457
Position 1564: 0.0001085591656964976
Position 2273: 0.00010634298748917351
Position 28804: 0.00010634243778210475
Position 29490: 0.00010214740422321086
Position 31326: 9.846109253479629e-05
Position 3590: 9.750179383122225e-05
Position 2669: 9.083388723121833e-05
Position 3196: 8.038178304142895e-05
Position 3481: 7.342481788133527e-05
Position 3236: 7.126957601122507e-05
Position 29738: 6.378339578316485e-05
Position 29314: 5.232760485532576e-05
Position 30333: 3.9321197424181426e-05
Position 28989: 3.908217002896689e-05
Position 29872: 3.52320906770966e-05
Position 29117: 3.408524113731671e-05
Position 31287: 2.7601168048825193e-05
Position 5241: 2.760061210629487e-05
Position 31567: 2.7039356886026055e-05
Position 31008: 2.4339046924344373e-05
Position 29744: 1.866911587033808e-05
Position 4994: 1.8561335832218707e-05
Position 30960: 1.7429632441703678e-05
Position 4293: 1.706697252684707e-05
Position 4677: 1.5556834586578925e-05
Position 28945: 1.5486113037194053e-05
Position 30804: 1.4469894005558991e-05
Position 31654: 1.3469465572288385e-05
Position 5190: 1.2795438256243803e-05
Position 30849: 1.2400749779913284e-05
Position 30066: 1.186673544593572e-05
Position 31303: 1.1093868888178584e-05
Position 31519: 9.228685285875288e-06
Position 30142: 8.92381918895077e-06
Position 28720: 8.04662231841941e-06
Position 31110: 6.002579151324558e-06
Position 29907: 5.43378035343973e-06
Position 30336: 5.270248760353209e-06
Position 498: 5.258312345311732e-06
Position 29009: 5.155237883717643e-06
Position 30250: 4.722779247082385e-06
Position 30755: 4.643261888215528e-06
Position 5112: 4.550517595301945e-06
Position 29350: 4.416169269831922e-06
Position 4773: 4.367511948884062e-06
Position 29178: 4.082978661178622e-06
Position 4872: 3.7518114405070142e-06
Position 29876: 3.5313607941008376e-06
Position 30975: 3.5113169138547566e-06
Position 4201: 2.933779940322128e-06
Position 4535: 2.716689945989563e-06
Position 224: 2.6946703886678935e-06
Position 29641: 2.5006007461737444e-06
Position 5508: 2.468964081198783e-06
Position 5520: 2.456426672502157e-06
Position 30131: 2.4149735735039066e-06
Position 29542: 1.8225934700948477e-06
Position 30536: 1.753457354267341e-06
Position 30500: 1.7427502572176256e-06
Position 4149: 1.721270777564117e-06
Position 5070: 1.672509965746304e-06
Position 547: 1.6412160360557653e-06
Position 28969: 1.546846526130854e-06
Position 1820: 1.3822005546267211e-06
Position 3248: 1.3483025861271898e-06
Position 4577: 1.3168487816643416e-06
Position 5550: 1.2347868733409133e-06
Position 2889: 1.1562423772973398e-06
Position 9934: 1.109835716310998e-06
Position 29910: 1.0271768724957307e-06
Position 5088: 9.305300566144896e-07
Position 8953: 7.97804272546614e-07
Position 29761: 7.690047408831557e-07
Position 29605: 6.327986789820282e-07
Position 2156: 5.186364937753696e-07
Position 29913: 5.114360422426982e-07
Position 4695: 4.919430893179707e-07
Position 2234: 4.3565845216865683e-07
Position 2811: 4.257337269496781e-07
Position 416: 3.888390357443981e-07
Position 3006: 3.8613076039745897e-07
Position 939: 3.614939182464521e-07
Position 4484: 3.5526581316317e-07
Position 29134: 2.9321693818429127e-07
Position 481: 2.865376604735926e-07
Position 985: 2.8039134660737297e-07
Position 199: 2.4710040110197933e-07
Position 578: 2.403761001811924e-07
Position 997: 1.7982901933874518e-07
Position 6514: 1.6883473816139135e-07
Position 29882: 1.6847647629932928e-07
Position 29941: 1.677164416011286e-07
Position 2737: 1.5921895291869562e-07
Position 794: 1.2647835993981792e-07
Position 1416: 9.016999898640915e-08
Position 328: 8.519579755632331e-08
Position 2986: 7.951014240353967e-08
Position 512: 7.748374111827791e-08
Position 221: 7.403673768907397e-08
Position 1465: 6.903928381991546e-08
Position 3201: 5.625402892666136e-08
Position 30972: 3.747717504520543e-08
Position 30837: 3.714178145760925e-08
Position 29798: 3.1899922937903306e-08
Position 29774: 2.987481001031904e-08
Position 30685: 2.210986686817697e-08
Position 30681: 1.2769630013762933e-08
Position 1228: 7.073685857772329e-09
Position 203: 5.969694623712832e-09
Position 29966: 5.8116520978487805e-09
Position 1581: 4.433216466798243e-09
Position 30552: 4.19811448665441e-09
Position 788: 3.787427279211277e-09
Position 823: 3.658267542328743e-09
Position 593: 3.3057982061308325e-09
Position 826: 3.293468110006323e-09
Position 1748: 2.351395258661013e-09
Position 688: 2.3028702834118768e-09
Position 950: 1.6284736696893718e-09
Position 1504: 1.5589421269419281e-09
Position 1689: 1.1844884951228261e-09
Position 1057: 9.121016432013489e-10
Position 1345: 9.043364446804406e-10
Position 345: 8.08351936331794e-10
Position 694: 7.885500524058662e-10
Position 605: 7.652287977490506e-10
Position 237: 7.080800844936411e-10
Position 212: 6.101290911593165e-10
Position 424: 6.064351109374489e-10
Position 247: 3.9879033695272994e-10
Position 1089: 3.381474565515646e-10
Position 1000: 3.1229198748766284e-10
Position 712: 2.6835335557167353e-10
Position 30162: 2.403610756106005e-10
Position 29949: 2.1958460502878394e-10
Position 440: 2.029791234343995e-10
Position 743: 1.9949456927879409e-10
Position 994: 1.605802021919752e-10
Position 1054: 1.5498317470926015e-10
Position 30159: 1.2754543489727936e-10
Position 602: 1.1166234372931711e-10
Position 704: 1.0831724103848353e-10
Position 355: 4.277729374691948e-11
Position 436: 3.681995695047403e-11
Position 585: 3.5691817845288466e-11
Position 373: 1.9371480331814108e-11
Position 30259: 3.1810542362260995e-12
