Gene = ND-B17
Position 411: 2.2493896655915348e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 426: 0.9976725924862726
Position 1226: 0.9013755045387348
Position 624: 0.24248778639943394
Position 653: 0.03320340800161368
Position 1200: 0.016675204260638458
Position 777: 0.016462495792444673
Position 1274: 0.015063095247292126
Position 1481: 0.01103514648905768
Position 628: 0.008405545943996328
Position 735: 0.005120464861110046
Position 992: 0.003426429381047216
Position 637: 0.002734495932709642
Position 604: 0.0017695046782782759
Position 1730: 0.0015386150999053333
Position 1271: 0.0014443498878145883
Position 1649: 0.0011416856701889932
Position 1160: 0.001098823403354077
Position 668: 0.0010743186393044918
Position 1084: 0.0009991618145633679
Position 1137: 0.0007795312882818298
Position 937: 0.0006780328908788606
Position 1071: 0.0005655633784362812
Position 435: 0.00045881248501114286
Position 1241: 0.0003118739394902028
Position 329: 0.0001562699204221013
Position 1110: 0.0001232447822875355
Position 1304: 0.00012277218218701786
Position 1601: 0.00011115477375348157
Position 224: 9.803394501332134e-05
Position 642: 7.892066847205341e-05
Position 1094: 7.536800737187293e-05
Position 895: 3.8208797646222196e-05
Position 1535: 2.9981980217400778e-05
Position 1487: 2.9919547239796602e-05
Position 1088: 2.0529188789131422e-05
Position 203: 1.9709298511929118e-05
Position 1027: 1.5360653442003725e-05
Position 108: 1.4712291641246442e-05
Position 1036: 1.2625231257131007e-05
Position 1000: 1.1130283459977643e-05
Position 402: 8.108019327783053e-06
Position 1689: 8.005641114154428e-06
Position 389: 7.2118801247736365e-06
Position 1682: 6.93395278622915e-06
Position 80: 4.9188274676120694e-06
Position 263: 4.5723403445991336e-06
Position 239: 4.173134905343113e-06
Position 468: 2.4309379580542183e-06
Position 1530: 1.3007978873999166e-06
Position 1673: 1.1969197837830161e-06
Position 570: 1.0311990378493106e-06
Position 233: 9.885153168427925e-07
Position 1415: 9.678918753936881e-07
Position 1740: 6.82252769307335e-07
Position 140: 4.15097912917345e-07
Position 302: 3.9022226406773496e-07
Position 242: 2.279769166893478e-07
Position 206: 9.485958309357296e-08
Position 284: 2.8496811022307873e-08
Position 361: 9.468158318649601e-09
Position 405: 7.35838454665025e-09
Position 278: 5.9165614845375154e-09
Position 516: 4.420571341911643e-09
Position 525: 3.474414420455455e-09
Position 179: 2.340167008022168e-09
Position 173: 1.2902278493181696e-09
Position 553: 3.2424782985734046e-12
Position 533: 5.501594912051417e-14
