Gene = kek2
Position 946: 0.000345686820645227
Position 2764: 0.00030280470288935484
Position 2787: 0.00023817381851801592
Position 14828: 0.00021211902007568944
Position 2748: 0.00020182175303210892
Position 1197: 0.00015506489016353935
Position 767: 0.00014960050634893072
Position 515: 0.00014808369084258875
Position 9582: 0.00013461398864356811
Position 1699: 0.0001302194092966578
Position 1776: 0.00012204705424244339
Position 433: 9.955306929042122e-05
Position 5023: 9.764243887541498e-05
Position 2272: 9.010625516016083e-05
Position 3624: 8.711669790734025e-05
Position 2214: 8.531153693801323e-05
Position 1654: 7.982175354130187e-05
Position 3726: 7.243750741541086e-05
Position 2169: 7.161571867124968e-05
Position 689: 7.142012459892463e-05
Position 8810: 6.378851026931634e-05
Position 2268: 5.4679527811773986e-05
Position 1514: 5.214687036070668e-05
Position 15842: 5.029129754014554e-05
Position 1348: 4.328422835882755e-05
Position 3236: 3.509119544119897e-05
Position 845: 3.464733071069193e-05
Position 16453: 3.440594706872885e-05
Position 2093: 3.243231897741188e-05
Position 889: 2.8011803924049885e-05
Position 951: 2.736235350899491e-05
Position 1615: 2.5936308826925137e-05
Position 558: 2.493650515675676e-05
Position 13374: 2.252129534629898e-05
Position 2209: 2.0534339567731586e-05
Position 2439: 1.9084036202033415e-05
Position 1709: 1.751902861838121e-05
Position 3851: 1.393232267069613e-05
Position 8305: 1.390238304633205e-05
Position 787: 1.2829466552583143e-05
Position 9793: 1.2556824252186745e-05
Position 338: 1.2448965387068198e-05
Position 14221: 1.2404765549050188e-05
Position 1796: 1.192250054824392e-05
Position 7357: 1.040120885711627e-05
Position 2761: 9.136814679076763e-06
Position 12785: 9.010461503721842e-06
Position 13571: 8.778781273025493e-06
Position 5852: 8.465660253831925e-06
Position 240: 8.217413831997732e-06
Position 657: 7.4293882045738135e-06
Position 1317: 7.297878439583098e-06
Position 1092: 7.201634287053818e-06
Position 569: 7.12218078135442e-06
Position 1673: 7.1168633766590515e-06
Position 2646: 7.001378602633478e-06
Position 11266: 6.752379187783093e-06
Position 719: 5.0334176680834955e-06
Position 538: 4.259322964545629e-06
Position 2722: 4.1294996161450945e-06
Position 9867: 3.88357009902971e-06
Position 10072: 3.1833631052140297e-06
Position 10001: 2.942768950323215e-06
Position 10049: 2.6156319292654005e-06
Position 9855: 2.288124435492844e-06
Position 10934: 1.8876510584655677e-06
Position 10352: 1.6192840576694444e-06
Position 1108: 1.5581223154891909e-06
Position 9957: 1.5082749104402042e-06
Position 9511: 1.4077970630910454e-06
Position 13639: 1.3150516356524762e-06
Position 8913: 1.28122758329915e-06
Position 13816: 1.2325882347192453e-06
Position 9937: 1.1288386673477012e-06
Position 8484: 1.0960678026891518e-06
Position 12904: 1.035137397983685e-06
Position 820: 6.21390358511682e-07
Position 11037: 5.926209906426459e-07
Position 9927: 5.854201909397697e-07
Position 9492: 5.669023355715659e-07
Position 10372: 4.73552213043831e-07
Position 10894: 4.4184677445111466e-07
Position 365: 3.0817735853949995e-07
Position 9967: 3.0442428297073786e-07
Position 10845: 2.9529157283867996e-07
Position 8278: 1.249788866225542e-07
Position 6486: 5.6652678003232577e-08
Position 1421: 5.458644811777771e-08
Position 8988: 5.089470778807147e-08
Position 698: 3.0466741685835104e-08
Position 7489: 1.643978831971289e-08
Position 6269: 1.4025647814352996e-08
Position 7308: 7.878567128553266e-09
Position 167: 6.877534925380125e-09
Position 354: 6.57872156113082e-09
Position 7412: 5.247139933671599e-09
Position 430: 5.166442671027305e-09
Position 7325: 4.690694361913609e-09
Position 7383: 4.300765771029165e-09
Position 304: 3.692445737125157e-09
Position 704: 3.0569203301404712e-09
Position 7454: 2.841692053670417e-09
Position 798: 2.240803129809432e-09
Position 215: 1.8039876395777832e-09
Position 1130: 1.6733973812837539e-09
Position 710: 1.5272490773868338e-09
Position 597: 1.435448931046491e-09
Position 320: 1.2942726851043637e-09
Position 6204: 1.272769597935068e-09
Position 7855: 7.950265686684504e-10
Position 196: 7.714676218015717e-10
Position 7499: 5.774019317837475e-10
Position 335: 5.468028703410401e-10
Position 7284: 4.753952970089272e-10
Position 1124: 4.172379108135678e-10
Position 7415: 4.165486643567965e-10
Position 547: 2.1531563219986612e-10
Position 545: 3.5587932213038524e-11
Position 466: 3.2739913905280185e-11
Position 150: 6.812758934763263e-12
Position 185: 6.5060564903904355e-12
Position 328: 6.1168292409171924e-12
