Gene = Psn
Position 635: 1.6105486236402704e-10
Position 948: 1.1579518319301898e-10
Position 955: 1.0738413658614171e-10
Position 893: 1.0652277716082313e-10
Position 2108: 8.11032975077567e-11
Position 2272: 7.924725816684752e-11
Position 1439: 6.152756118235432e-11
Position 2360: 5.7095280977985956e-11
Position 2128: 2.5613677718843983e-12
Position 616: 5.460955040816998e-13
Position 1477: 3.1135122232145144e-16
Position 2057: 1.3132897781206807e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.998924166008466
Position 2079: 0.9738816260914804
Position 1618: 0.9628983673101973
Position 2312: 0.8629136804570687
Position 909: 0.8580171778423621
Position 603: 0.7826780986576712
Position 1172: 0.7751893493910462
Position 144: 0.19345113494922767
Position 328: 0.03439529523152997
Position 394: 0.029884391269594066
Position 1659: 0.02582150745053511
Position 298: 0.024284249372829376
Position 247: 0.022608231881405212
Position 2360: 0.01403982745319026
Position 1984: 0.009767914062552395
Position 78: 0.007130814207993671
Position 662: 0.006845553553697003
Position 1272: 0.0054999191869975735
Position 1158: 0.005161801903808631
Position 2144: 0.0036535822168037727
Position 269: 0.003464543116577785
Position 1315: 0.0029648009128176874
Position 846: 0.0026223670959207527
Position 81: 0.0023537201404259466
Position 2526: 0.002353213537959529
Position 2042: 0.002219939447594776
Position 815: 0.0016957695526838127
Position 214: 0.0013209533847042168
Position 149: 0.0012794973259119332
Position 1668: 0.0011335127513522906
Position 948: 0.000924557667088211
Position 204: 0.0006519428573855946
Position 1290: 0.0006270081333632316
Position 175: 0.0005203596587285013
Position 2323: 0.00035967883568422223
Position 200: 0.0003225773431422672
Position 2674: 0.00031001359034924094
Position 444: 0.00020115428545512218
Position 2267: 0.00016936190033665983
Position 1859: 0.00015745135176686663
Position 1697: 0.0001380648662058966
Position 448: 0.00012547345816547477
Position 790: 0.00012437770202031916
Position 2376: 0.00011864133301985727
Position 262: 0.00010935892735310288
Position 2617: 0.00010230593994155358
Position 1490: 7.819232219289194e-05
Position 483: 3.7746219311164085e-05
Position 1797: 3.30538239528207e-05
Position 1039: 3.026984793115889e-05
Position 827: 3.0042892105802928e-05
Position 2270: 2.0538621114029294e-05
Position 2635: 2.0149388430620798e-05
Position 2103: 1.9398400238980318e-05
Position 2019: 1.6315611321421126e-05
Position 874: 1.436193834801965e-05
Position 452: 1.390600296167437e-05
Position 244: 1.2451193720013367e-05
Position 955: 1.208696443087382e-05
Position 2165: 1.082538317499147e-05
Position 744: 9.659888218318062e-06
Position 963: 9.634859195064374e-06
Position 2180: 9.127736048723005e-06
Position 856: 8.484079661029154e-06
Position 1834: 8.387035923324084e-06
Position 714: 6.73739448596365e-06
Position 342: 5.632453037557475e-06
Position 1036: 5.574950317730041e-06
Position 1675: 4.516661881390133e-06
Position 516: 4.462981558376526e-06
Position 2368: 4.3960131332525226e-06
Position 2112: 3.8664740175217175e-06
Position 553: 3.7966626116133755e-06
Position 2197: 3.428962412934568e-06
Position 1439: 3.0297539720753907e-06
Position 2016: 2.988335010720539e-06
Position 2625: 2.5797954109973224e-06
Position 2467: 2.433763836164832e-06
Position 2158: 2.0201542726174767e-06
Position 2285: 1.7277558659703536e-06
Position 1747: 1.64088970024057e-06
Position 334: 1.3846552185010255e-06
Position 2208: 1.3202536874469104e-06
Position 1728: 1.2592740350158754e-06
Position 2591: 1.092662128576657e-06
Position 723: 8.031322236342707e-07
Position 2007: 7.101154009896324e-07
Position 2122: 6.084458738935275e-07
Position 2569: 3.5733865775262884e-07
Position 496: 3.0074415605207905e-07
Position 2202: 2.8652736582793355e-07
Position 493: 2.6536363289991965e-07
Position 2151: 1.8511636394417582e-07
Position 1492: 1.4854400171972944e-07
Position 1803: 1.4464791982111348e-07
Position 1524: 1.39156244838082e-07
Position 2219: 1.2736044545990495e-07
Position 1777: 1.0571593511350778e-07
Position 523: 9.475169527378342e-08
Position 1718: 5.010361032747741e-08
Position 1749: 2.8472201674958935e-08
Position 424: 2.824502233816929e-08
Position 352: 2.2058064084862883e-08
Position 183: 1.3896517249426672e-08
Position 1753: 4.992514517652384e-09
Position 158: 1.3700830820957725e-09
Position 463: 1.4795319149608816e-10
