Gene = Spt20
Position 5843: 9.737282660118816e-05
Position 3852: 8.751841416196395e-05
Position 263: 8.494530968148166e-05
Position 5926: 8.459785442482179e-05
Position 2474: 8.338504905070198e-05
Position 2543: 8.179362845283679e-05
Position 2107: 7.880096941243058e-05
Position 853: 7.604286039516339e-05
Position 1211: 7.49308620690459e-05
Position 2220: 7.468556106762253e-05
Position 277: 7.130450916832021e-05
Position 2866: 7.017529804440468e-05
Position 2765: 6.983748442806884e-05
Position 4262: 6.815748445919733e-05
Position 2026: 6.805148498539406e-05
Position 5222: 6.789038877030386e-05
Position 1818: 6.358063744803107e-05
Position 1726: 6.074152150035289e-05
Position 2142: 5.90581449308126e-05
Position 687: 5.591934093547986e-05
Position 2066: 5.521003280366571e-05
Position 561: 5.461801048703143e-05
Position 6771: 4.8074622822602825e-05
Position 1815: 4.690470932231712e-05
Position 4500: 4.537706993526612e-05
Position 943: 4.4735099541158496e-05
Position 6142: 4.471463523425169e-05
Position 4331: 4.336358141317779e-05
Position 1697: 4.1607176311558164e-05
Position 594: 4.083631658233823e-05
Position 5990: 3.95488480594293e-05
Position 3195: 3.887328740993134e-05
Position 1300: 3.8557361221251156e-05
Position 2623: 3.4517403295963304e-05
Position 3807: 3.398298415868865e-05
Position 967: 3.299511612215431e-05
Position 4300: 3.2687728175100215e-05
Position 6621: 2.886278343152307e-05
Position 4863: 2.43823046453418e-05
Position 2907: 2.334896773525117e-05
Position 67: 2.315155198128725e-05
Position 1208: 2.2702263178416513e-05
Position 1026: 2.149024025860039e-05
Position 252: 2.141175163603639e-05
Position 4600: 2.1324415457865594e-05
Position 2158: 2.031436013396875e-05
Position 1788: 1.834079681398512e-05
Position 4397: 1.766753758030265e-05
Position 2052: 1.7616938450030385e-05
Position 1435: 1.7483203582272027e-05
Position 472: 1.5265622867491566e-05
Position 2184: 1.4687126043030588e-05
Position 6686: 1.3714656534588638e-05
Position 2579: 1.3215102489367434e-05
Position 1695: 1.3173227629217857e-05
Position 6702: 1.1460330087764788e-05
Position 1966: 1.0067964497834019e-05
Position 3119: 9.854144190873872e-06
Position 2388: 9.318238188532138e-06
Position 7282: 7.859376272687223e-06
Position 2328: 7.721356712052e-06
Position 6699: 6.320355909795648e-06
Position 7175: 6.274022585682343e-06
Position 582: 5.9750775587962905e-06
Position 1244: 5.466942878939251e-06
Position 1446: 4.657605197397431e-06
Position 3306: 4.152897725042024e-06
Position 7270: 4.078292276082953e-06
Position 4725: 3.798761900311702e-06
Position 3: 3.7273646655942937e-06
Position 1174: 3.6646885639972826e-06
Position 2202: 3.5207680758000452e-06
Position 904: 3.472938201191896e-06
Position 3948: 3.3643061526489136e-06
Position 1975: 3.2782046035462004e-06
Position 7806: 3.2398546321810858e-06
Position 3262: 3.0526365788332574e-06
Position 465: 2.938802709397281e-06
Position 871: 2.884546729263671e-06
Position 1642: 2.71455204067479e-06
Position 1138: 2.603380241726369e-06
Position 1195: 2.591923757114656e-06
Position 2413: 2.5585025066015833e-06
Position 1254: 2.5329828454637404e-06
Position 246: 2.3788778770880244e-06
Position 3156: 2.2606153007676325e-06
Position 4733: 2.14848481636068e-06
Position 4727: 2.109069063891214e-06
Position 1609: 2.019827943036592e-06
Position 3462: 1.969087276378788e-06
Position 7626: 1.944940812548422e-06
Position 1594: 1.9415803423342483e-06
Position 2805: 1.9286714613853835e-06
Position 495: 1.8487327107045252e-06
Position 7178: 1.3587490757663387e-06
Position 7393: 1.2814737100519475e-06
Position 387: 1.2663417370704352e-06
Position 4354: 1.2406385075031118e-06
Position 305: 1.08650186678525e-06
Position 837: 1.0393241840598137e-06
Position 1411: 9.815450108020003e-07
Position 775: 9.377229418355122e-07
Position 7400: 9.309032722293647e-07
Position 1201: 9.003016949039661e-07
Position 101: 7.773590594550958e-07
Position 1150: 7.579803388026006e-07
Position 313: 6.807325611644582e-07
Position 2632: 6.59999163124758e-07
Position 6418: 6.594365211365143e-07
Position 4238: 6.547075565098236e-07
Position 608: 4.507318149283303e-07
Position 783: 4.409199086830738e-07
Position 1499: 3.4889809412954345e-07
Position 197: 3.2068554786693355e-07
Position 4443: 2.9840371358700383e-07
Position 125: 2.939573277569401e-07
Position 380: 2.8950340736407955e-07
Position 2629: 2.6513239461931343e-07
Position 839: 2.1570148267729684e-07
Position 303: 2.0790683464942478e-07
Position 1286: 1.9822670404062225e-07
Position 3068: 1.8186205441074528e-07
Position 4086: 1.7017432620983043e-07
Position 4563: 1.5703878765476063e-07
Position 579: 1.0394345726345199e-07
Position 1228: 8.104877810231066e-08
Position 1586: 8.071641312050138e-08
Position 224: 6.511387682561842e-08
Position 4115: 5.616513027796204e-08
Position 818: 5.532580627365995e-08
Position 389: 5.203269262030463e-08
Position 748: 4.30443257362672e-08
Position 4770: 2.744668134770788e-08
Position 4659: 2.5421531447581156e-08
Position 4800: 2.1843208969810978e-08
Position 5865: 2.098016560477295e-08
Position 325: 1.8964391632894544e-08
Position 6525: 1.3833159024249235e-08
Position 4460: 1.2696328182403746e-08
Position 2123: 3.3335746087048367e-09
Position 4751: 3.3007559713024407e-09
Position 1338: 2.5880520909469646e-09
Position 1414: 1.9117023606240227e-09
Position 1519: 1.8254639674561538e-10
Position 1516: 1.7447158678015864e-10
Position 1045: 1.5390911651513574e-10
Position 857: 9.41304032128372e-12
Position 4390: 3.7096231312972564e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3932: 0.9941736606624014
Position 4227: 0.9765534050025444
Position 6342: 0.9613773630322394
Position 748: 0.9609062599464631
Position 1748: 0.9484154380797565
Position 6690: 0.9389287436991886
Position 8012: 0.12497181968661106
Position 3119: 0.0707070714859601
Position 7940: 0.059007371603860534
Position 3489: 0.05007535544760169
Position 7889: 0.0323329788561803
Position 8397: 0.030466612588634708
Position 7329: 0.028296904276779576
Position 2990: 0.027522949386261396
Position 4595: 0.024990624083431008
Position 4792: 0.02383016865740866
Position 7910: 0.023413903475010052
Position 789: 0.02270612798359779
Position 7301: 0.02053643121829733
Position 6752: 0.019257544858706465
Position 2903: 0.016585740532254024
Position 8238: 0.016204502896862222
Position 5568: 0.01572167163660636
Position 6168: 0.015548300790317809
Position 5284: 0.015097505828995796
Position 3224: 0.01351887750381985
Position 5468: 0.01275400229073168
Position 6417: 0.01210097676720452
Position 3242: 0.01148589833668852
Position 7280: 0.009553865229250558
Position 7850: 0.009315278520132678
Position 5612: 0.00919054916947178
Position 7623: 0.009027568288732236
Position 5420: 0.008810514539398176
Position 1754: 0.008259956288696456
Position 623: 0.006911540617522909
Position 3698: 0.006684968480314716
Position 7198: 0.006123718239439982
Position 3239: 0.006067463130713761
Position 4953: 0.005977033172929523
Position 3329: 0.005945260205991283
Position 8205: 0.005696219377934845
Position 3614: 0.0056451691207926175
Position 4770: 0.005092788732729782
Position 5390: 0.004433920285850262
Position 4354: 0.004296473954635067
Position 775: 0.003953575803622919
Position 5297: 0.003916667736189162
Position 1757: 0.0039056666453275205
Position 3695: 0.003883814762168597
Position 3524: 0.0037811977898518654
Position 5315: 0.0035839006327691046
Position 781: 0.0035003921952248282
Position 8280: 0.0032802577834112434
Position 4115: 0.002908517678221495
Position 7465: 0.002839301146951934
Position 3611: 0.002785546598150283
Position 8155: 0.0026889530769157954
Position 7608: 0.002342341972123002
Position 2848: 0.002338879233642121
Position 808: 0.00233455375074952
Position 8704: 0.002250444165842013
Position 5318: 0.002188302899371079
Position 4751: 0.002095088114656489
Position 5020: 0.001854477696525803
Position 3006: 0.001794657464712127
Position 3533: 0.001689585260673778
Position 4819: 0.0016658054229907202
Position 5007: 0.001634290284282331
Position 1334: 0.0016018163302269086
Position 5366: 0.0015890095110737711
Position 3569: 0.0015350109189410774
Position 6755: 0.0014941502036510165
Position 2711: 0.0014402901728848131
Position 8453: 0.0013208687753639156
Position 2145: 0.0012543013247712845
Position 3761: 0.0012295896742484371
Position 7336: 0.0012183463064426613
Position 3326: 0.0011916835702524128
Position 2299: 0.0011810292820824697
Position 1841: 0.0011213507529387262
Position 1378: 0.0011172773925277834
Position 6854: 0.0010959151876954484
Position 847: 0.0009357228868879521
Position 3350: 0.0009174823417564589
Position 7587: 0.0008355059774228789
Position 8033: 0.0007652336100226421
Position 3428: 0.0007640955381585325
Position 4086: 0.0007377405914529155
Position 3572: 0.0007302518046736715
Position 3353: 0.0006811851279574614
Position 6712: 0.0006563016798182813
Position 5453: 0.0006562313926599141
Position 3782: 0.000650666679280173
Position 5070: 0.000637009745116744
Position 2333: 0.000626308350816086
Position 3779: 0.0006249403691104762
Position 7746: 0.0005709255659994337
Position 3536: 0.0005029390697605229
Position 6197: 0.0004907277323081315
Position 4260: 0.00047478501855097383
Position 7333: 0.0004567261212345875
Position 5498: 0.00045133451301927036
Position 4656: 0.00043914700593760265
Position 1781: 0.0004378097895258159
Position 2975: 0.0004239085248071428
Position 7151: 0.0003657494296184046
Position 5575: 0.00032429383815173434
Position 3941: 0.00032215946269153464
Position 2783: 0.00030796961908064634
Position 4697: 0.00030696833987629683
Position 7925: 0.00030443872162405167
Position 5204: 0.0002824242811050627
Position 2249: 0.000281089589917834
Position 937: 0.0002798400978588132
Position 8039: 0.000279833577586985
Position 2285: 0.00027138362003861907
Position 7634: 0.00024901200473487065
Position 5482: 0.00023476616491897916
Position 2873: 0.0002346435737725833
Position 552: 0.00022851188900868693
Position 889: 0.000228064718413267
Position 1529: 0.00022712316785942252
Position 5489: 0.0002071372588792612
Position 6368: 0.0002020815615396024
Position 4981: 0.00019873327947071473
Position 5529: 0.00019034027010155782
Position 6174: 0.00018872809983507175
Position 4093: 0.00018599972863195355
Position 5618: 0.00017882017072252008
Position 8418: 0.00017852373238455983
Position 5910: 0.00017676899352971984
Position 85: 0.00017617868652865254
Position 6443: 0.00017570684149246303
Position 1003: 0.00017333485082034574
Position 4266: 0.00017127508096987398
Position 5114: 0.00016477613255793603
Position 7316: 0.00016094918862601438
Position 7979: 0.00016003618652062998
Position 8797: 0.00014727532930120023
Position 6428: 0.0001462268286241271
Position 5543: 0.00014088970212432474
Position 3008: 0.00012537618659199385
Position 2231: 0.00012349339359612495
Position 112: 0.00012229901011788442
Position 1080: 0.00011392469418057839
Position 6559: 0.00011260214194885929
Position 8246: 0.00010854142045229309
Position 8175: 0.00010673761182108103
Position 143: 0.00010665998297126314
Position 7856: 9.981048268048486e-05
Position 6351: 9.338204632645548e-05
Position 4421: 9.097270513046007e-05
Position 3500: 8.976847534073146e-05
Position 146: 8.510490018785541e-05
Position 7869: 8.328348772858564e-05
Position 1266: 8.289444572649853e-05
Position 564: 7.578950483855294e-05
Position 5720: 7.44146169743626e-05
Position 1508: 7.18160100242502e-05
Position 5642: 6.962464846410947e-05
Position 4294: 6.848827973943951e-05
Position 6461: 6.621515730354439e-05
Position 5639: 6.26133256407363e-05
Position 313: 6.245670900841888e-05
Position 6446: 6.156147602245036e-05
Position 1594: 5.890641523326409e-05
Position 7594: 5.833706400332787e-05
Position 5105: 5.7671165924756604e-05
Position 6584: 5.633371810658055e-05
Position 415: 5.4751481468157916e-05
Position 5870: 5.313820713781398e-05
Position 333: 5.1103075856519784e-05
Position 6709: 4.329457178516553e-05
Position 6776: 4.242144956643827e-05
Position 649: 4.15831925662781e-05
Position 5534: 4.1024636234829265e-05
Position 4701: 3.7090129529222166e-05
Position 522: 3.5351800103312543e-05
Position 5636: 3.523839716329904e-05
Position 1563: 3.4983753662359165e-05
Position 6179: 3.42504804383172e-05
Position 6791: 3.2175238232376496e-05
Position 1569: 3.0492360509442054e-05
Position 6794: 3.0192312000213325e-05
Position 916: 2.9656310748430885e-05
Position 6905: 2.913888436644923e-05
Position 1015: 2.87878876640693e-05
Position 4957: 2.806508910400998e-05
Position 318: 2.6663350544950667e-05
Position 1499: 2.482277168655307e-05
Position 5435: 2.4224379423112734e-05
Position 4418: 2.2115081340306358e-05
Position 1338: 2.162020266131062e-05
Position 4682: 2.1319979605718304e-05
Position 7008: 2.0834042710488623e-05
Position 4324: 1.9296011049923424e-05
Position 4800: 1.9053264867821796e-05
Position 1422: 1.8799071013526423e-05
Position 5585: 1.838908859351978e-05
Position 4863: 1.835572579622365e-05
Position 1254: 1.817954631699481e-05
Position 2933: 1.8165988634563273e-05
Position 4894: 1.813439608650768e-05
Position 3962: 1.7801062140985938e-05
Position 862: 1.759886132932596e-05
Position 118: 1.740320378937163e-05
Position 89: 1.2847321143662242e-05
Position 1476: 1.1726265502050611e-05
Position 7028: 1.1570496438117795e-05
Position 176: 9.92240090024198e-06
Position 934: 9.892756576947452e-06
Position 303: 9.716244347653374e-06
Position 4121: 9.67051259842643e-06
Position 1481: 9.320818218534371e-06
Position 4390: 8.580356473753398e-06
Position 960: 8.370679846742407e-06
Position 991: 8.079923025549182e-06
Position 4316: 7.91392173457458e-06
Position 2861: 6.954105038844637e-06
Position 1057: 6.9458923099614915e-06
Position 4505: 6.944364490101116e-06
Position 853: 6.678881732326851e-06
Position 1113: 6.455405536350228e-06
Position 4362: 6.426880369475746e-06
Position 375: 5.694240587282757e-06
Position 940: 5.321041521359426e-06
Position 815: 5.191051329304733e-06
Position 6851: 4.986290166468526e-06
Position 4448: 4.814330943837545e-06
Position 1260: 4.597781394736053e-06
Position 478: 4.237258364119138e-06
Position 1470: 4.110580031781321e-06
Position 2606: 3.964368873454595e-06
Position 3974: 3.587597570633102e-06
Position 412: 3.2063529352605477e-06
Position 895: 3.1254788338731535e-06
Position 277: 3.0350637592081684e-06
Position 3956: 2.75270627599043e-06
Position 237: 2.0552759699111788e-06
Position 1919: 1.9220463017263453e-06
Position 4674: 1.726348387641311e-06
Position 1573: 1.6866902176845372e-06
Position 1605: 1.407331459433245e-06
Position 6666: 1.3987318200564603e-06
Position 204: 1.259423227651469e-06
Position 981: 1.118366923741845e-06
Position 704: 1.1174065272721277e-06
Position 418: 1.0823484581364837e-06
Position 55: 9.669539529923637e-07
Position 4550: 8.648759777781639e-07
Position 6889: 8.617670843026547e-07
Position 2765: 7.318650365365112e-07
Position 4454: 7.200297330584667e-07
Position 669: 7.170048113694625e-07
Position 1446: 6.825726557339332e-07
Position 6991: 6.403297355666979e-07
Position 1045: 6.124626339554278e-07
Position 672: 5.585801639329239e-07
Position 1449: 5.190485539514816e-07
Position 1688: 4.85289227746168e-07
Position 6800: 3.7269884895595604e-07
Position 1435: 3.5393177711200606e-07
Position 6964: 3.48341872683312e-07
Position 1300: 3.290645755032934e-07
Position 5210: 3.2080457222267657e-07
Position 240: 2.9115844829072294e-07
Position 943: 2.9076278073214417e-07
Position 1309: 2.7005024209255465e-07
Position 1802: 2.6666770472530227e-07
Position 1443: 2.604144553694324e-07
Position 179: 2.487858962777434e-07
Position 1635: 2.463091209230969e-07
Position 1293: 2.4313040771638105e-07
Position 1461: 2.42041387881712e-07
Position 4300: 2.1701560957946239e-07
Position 4375: 2.0116673852487836e-07
Position 1297: 1.861138642585954e-07
Position 6812: 1.860467042608034e-07
Position 901: 1.764852559052948e-07
Position 67: 1.5095673443163217e-07
Position 904: 1.4230139983807543e-07
Position 214: 1.3106471599540023e-07
Position 1277: 1.2171127391470525e-07
Position 4553: 1.1655300837856986e-07
Position 7031: 1.144597880645037e-07
Position 4541: 1.0711105266207644e-07
Position 2195: 8.64024263402877e-08
Position 243: 8.310785940421348e-08
Position 4291: 6.09174556520426e-08
Position 1093: 5.552275708414646e-08
Position 234: 4.947784261680613e-08
Position 7025: 4.72282902288946e-08
Position 173: 3.946412939247773e-08
Position 421: 1.6518727501599547e-08
Position 246: 1.6094582253705292e-08
Position 1799: 1.5886012116425765e-08
Position 380: 1.4938457057918543e-08
Position 387: 8.305049708038177e-09
Position 4430: 5.121892122015557e-09
Position 268: 4.069206370682789e-09
Position 346: 1.9997520412171597e-09
Position 261: 1.9260796157772678e-09
Position 185: 1.8829732156922196e-09
Position 443: 9.347060454676218e-10
Position 424: 8.940306989983363e-10
Position 1966: 5.985741293476953e-10
Position 1985: 4.988120750906087e-10
