Gene = Ssl1
Position 1218: 8.979817697537837e-07
Position 1477: 8.463069161624602e-07
Position 1302: 8.374518165880198e-07
Position 669: 7.317096749947909e-07
Position 605: 6.896139211079966e-07
Position 1227: 6.613853328108783e-07
Position 485: 5.57361362135636e-07
Position 726: 4.818458867702036e-07
Position 446: 2.634859072288489e-07
Position 732: 1.9385918458610158e-07
Position 491: 1.621981558900449e-07
Position 295: 7.408308515918203e-08
Position 297: 7.250269323560721e-08
Position 336: 6.725026793071526e-08
Position 435: 4.315056937018453e-08
Position 620: 4.040649101489597e-08
Position 306: 3.793789595564354e-08
Position 617: 3.4085852592379305e-08
Position 683: 2.2614365737782744e-08
Position 303: 1.4931595914523147e-08
Position 309: 9.681161863710651e-09
Position 368: 7.684721095402295e-09
Position 553: 4.516613026791977e-09
Position 59: 2.1545454889042782e-09
Position 291: 1.4043592327411301e-09
Position 64: 7.207261094494298e-12
