Gene = Fic
Position 442: 1.3474999370822176e-06
Position 215: 1.1218234272050654e-06
Position 1173: 9.819311167142096e-07
Position 1329: 9.075185877385918e-07
Position 496: 8.945522662473282e-07
Position 1701: 7.582603316270829e-07
Position 985: 6.872177899545254e-07
Position 494: 2.7559859640230237e-07
Position 1185: 5.050458097239207e-08
Position 1439: 3.450676795208144e-09
Position 1282: 1.911840839675034e-09
Position 1421: 8.75523768928789e-10
Position 310: 1.6501259183553584e-10
Position 1122: 1.8286281064898996e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 1129: 0.9949926239150475
Position 1392: 0.9943839221669406
Position 320: 0.38009279186721373
Position 414: 0.04110487363471683
Position 74: 0.008846806581207917
Position 2015: 0.007986155942190114
Position 106: 0.006408804384802603
Position 723: 0.005229626751553507
Position 922: 0.004256374668449117
Position 1280: 0.004236100755192714
Position 1148: 0.0039402267725756595
Position 631: 0.003592839097784299
Position 1400: 0.002683371572451508
Position 350: 0.0024564344385677073
Position 1660: 0.0024413378267355017
Position 171: 0.002019103977014849
Position 2001: 0.0017954909527331494
Position 1559: 0.0017755058130151451
Position 954: 0.0012500816505535799
Position 737: 0.001151083685573134
Position 1171: 0.000712439806264342
Position 1890: 0.0006712883345630028
Position 181: 0.0005101656477303019
Position 970: 0.0004262766825993132
Position 919: 0.0004093190004609313
Position 466: 0.0003934397849530438
Position 1555: 0.0003921567844978351
Position 1678: 0.00031697179189156576
Position 1887: 0.0002881376538314985
Position 1615: 0.00027569697322441504
Position 381: 0.0002666517346651718
Position 1751: 0.0002523441654948418
Position 903: 0.0002473533876703978
Position 1940: 0.0002365005271429272
Position 988: 0.00020181146866187386
Position 1644: 0.0001931278918604237
Position 480: 0.00015904951556672343
Position 1417: 0.00015324699777829795
Position 144: 0.0001495878994598046
Position 261: 0.00014214931056343749
Position 771: 0.0001288402458404278
Position 687: 0.0001057160426468636
Position 1528: 9.083649108224136e-05
Position 743: 8.940847013525189e-05
Position 1900: 8.261995889545355e-05
Position 781: 6.335983471659236e-05
Position 1795: 5.759752292222391e-05
Position 792: 5.6794562055556e-05
Position 1737: 4.378512078001948e-05
Position 228: 3.937520044303707e-05
Position 1496: 3.5092290853035594e-05
Position 1223: 3.2080663550324405e-05
Position 231: 2.6883626893760918e-05
Position 1810: 2.6130633732082804e-05
Position 1200: 2.2372455681524945e-05
Position 711: 2.160746761326311e-05
Position 760: 2.0527736540288444e-05
Position 1717: 1.6272347862014638e-05
Position 525: 1.5507372003413587e-05
Position 1058: 1.3238167392340717e-05
Position 494: 9.300453645989669e-06
Position 205: 6.204295313514105e-06
Position 885: 6.17801793617496e-06
Position 1095: 4.763275465245944e-06
Position 588: 3.699137570351559e-06
Position 1160: 3.4489127385263378e-06
Position 506: 3.132293431661702e-06
Position 276: 2.912144057282027e-06
Position 1522: 2.5863848066892634e-06
Position 447: 2.334406841925266e-06
Position 858: 2.2997360952829983e-06
Position 1622: 2.2640128040343918e-06
Position 1612: 2.026793050823887e-06
Position 202: 1.9933134550001354e-06
Position 649: 1.9831272047961798e-06
Position 1905: 1.4902787455263912e-06
Position 567: 1.4340333093660008e-06
Position 1315: 1.2398014440877216e-06
Position 522: 1.1737351793793883e-06
Position 1508: 1.028046104811174e-06
Position 1312: 1.0180659687854243e-06
Position 1533: 9.831796593878833e-07
Position 1251: 9.746321539170186e-07
Position 1091: 9.05155509203017e-07
Position 540: 8.468360519661988e-07
Position 835: 6.159544222194354e-07
Position 1947: 5.630283965449672e-07
Position 488: 5.574214579860092e-07
Position 753: 3.0255732624275103e-07
Position 1236: 2.3148291531687428e-07
Position 1044: 1.9823610269149764e-07
Position 537: 1.3252347750991625e-07
Position 1307: 1.0331182422872745e-07
Position 235: 3.893361431524594e-09
Position 243: 7.304469964423509e-10
Position 1348: 4.733146569899735e-10
Position 1374: 4.220168521672906e-10
Position 241: 1.7928716057000426e-10
Position 50: 8.433381194532495e-11
Position 215: 7.598181748998625e-11
Position 426: 5.911594231529381e-15
